# meta:t_zero=scenario_start
t,cf231_active.a_res_x,cf231_active.a_res_y,cf231_active.a_res_z,cf231_active.acc_x,cf231_active.acc_y,cf231_active.acc_z,cf231_active.alp_x,cf231_active.alp_y,cf231_active.alp_z,cf231_active.ctrltarget_x,cf231_active.ctrltarget_y,cf231_active.ctrltarget_z,cf231_active.e_r_norm,cf231_active.e_r_x,cf231_active.e_r_y,cf231_active.e_r_z,cf231_active.f_res_x,cf231_active.f_res_y,cf231_active.f_res_z,cf231_active.gyro_x,cf231_active.gyro_y,cf231_active.gyro_z,cf231_active.motor_m1,cf231_active.motor_m2,cf231_active.motor_m3,cf231_active.motor_m4,cf231_active.pitch_deg,cf231_active.rnn_clamped,cf231_active.rnn_pred_x,cf231_active.rnn_pred_y,cf231_active.rnn_pred_z,cf231_active.roll_deg,cf231_active.tau_x,cf231_active.tau_y,cf231_active.tau_z,cf231_active.vx,cf231_active.vy,cf231_active.vz,cf231_active.x,cf231_active.y,cf231_active.yaw_deg,cf231_active.z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.acc_x,cf_second.acc_y,cf_second.acc_z,cf_second.alp_x,cf_second.alp_y,cf_second.alp_z,cf_second.ctrltarget_x,cf_second.ctrltarget_y,cf_second.ctrltarget_z,cf_second.e_r_norm,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.f_res_x,cf_second.f_res_y,cf_second.f_res_z,cf_second.gyro_x,cf_second.gyro_y,cf_second.gyro_z,cf_second.motor_m1,cf_second.motor_m2,cf_second.motor_m3,cf_second.motor_m4,cf_second.pitch_deg,cf_second.rnn_clamped,cf_second.rnn_pred_x,cf_second.rnn_pred_y,cf_second.rnn_pred_z,cf_second.roll_deg,cf_second.tau_x,cf_second.tau_y,cf_second.tau_z,cf_second.vx,cf_second.vy,cf_second.vz,cf_second.x,cf_second.y,cf_second.yaw_deg,cf_second.z,rel.cf231_active_cf_second.vx,rel.cf231_active_cf_second.vy,rel.cf231_active_cf_second.vz,rel.cf231_active_cf_second.x,rel.cf231_active_cf_second.y,rel.cf231_active_cf_second.z,rel.cf_second_cf231_active.vx,rel.cf_second_cf231_active.vy,rel.cf_second_cf231_active.vz,rel.cf_second_cf231_active.x,rel.cf_second_cf231_active.y,rel.cf_second_cf231_active.z
9.590000,0.117480,0.089462,-0.598295,0.006237,0.004249,0.984385,-0.411951,-8.491996,-4.759980,-0.000000,0.706364,1.000000,0.071321,-0.066734,-0.025047,0.002184,0.004817,0.003668,-0.024530,3.670961,-5.464363,0.603070,37738.301496,38158.924626,40745.884350,38934.970081,0.027874,0.000000,0.000000,0.000000,0.000000,1.423185,0.000000,0.000000,0.000000,-0.011511,-0.189347,0.001349,-0.004234,0.726993,0.171273,0.975148,0.000000,0.000000,0.000000,-0.011489,-0.002924,1.005463,1.873672,1.498016,0.292572,-0.000000,-0.102972,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,7.899004,-1.939856,0.194337,50979.297926,53745.147699,52108.545271,57216.126960,0.067698,0.000000,0.000000,0.000000,0.000000,-1.681595,0.000405,-0.000029,-0.000011,-0.001583,0.187724,0.009911,-0.001004,-0.126372,-0.007274,1.177125,-0.009928,-0.377072,-0.008562,-0.003230,0.853365,-0.201976,0.009928,0.377072,0.008562,0.003230,-0.853365,0.201976
9.592000,0.088727,0.070135,-0.593385,0.001351,-0.000551,0.989733,-0.729931,-5.989327,-1.740544,-0.000000,0.705932,1.000000,0.072982,-0.068653,-0.024664,0.002174,0.003638,0.002876,-0.024329,3.376508,-5.292029,0.446804,37604.887734,38081.204782,40674.609667,38960.126819,0.027874,0.000000,0.000000,0.000000,0.000000,1.423185,0.000000,0.000000,0.000000,-0.011134,-0.189343,0.003065,-0.004135,0.726996,0.171273,0.975512,0.000000,0.000000,0.000000,-0.010464,-0.003149,1.005693,1.873672,1.498016,0.292572,-0.000000,-0.102972,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.761634,-1.472587,-0.048416,50940.486673,53833.039487,51972.927937,57268.389931,0.077854,0.000000,0.000000,0.000000,0.000000,-1.630094,0.000405,-0.000029,-0.000011,-0.001653,0.189634,0.010229,-0.001014,-0.125151,-0.005093,1.177189,-0.009481,-0.378976,-0.007164,-0.003121,0.852147,-0.201678,0.009481,0.378976,0.007164,0.003121,-0.852147,0.201678
9.594000,0.051797,0.042419,-0.574615,-0.001874,-0.005110,0.994749,-2.221041,11.283942,0.876629,-0.000000,0.705932,1.000000,0.067297,-0.062173,-0.025595,0.002453,0.002124,0.001739,-0.023559,3.377153,-4.264822,0.602543,37805.954591,38115.407164,40632.563068,38820.726539,0.070498,0.000000,0.000000,0.000000,0.000000,1.454408,0.000000,0.000000,0.000000,-0.011084,-0.191349,0.002121,-0.004206,0.725402,0.180716,0.975612,0.000000,0.000000,0.000000,-0.008967,-0.003659,1.005267,1.873672,1.498016,0.292572,-0.000000,-0.102330,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.502491,-1.304711,-0.482697,50831.414157,54007.683735,51774.928715,57367.688755,0.077854,0.000000,0.000000,0.000000,0.000000,-1.630094,0.000405,-0.000029,-0.000011,-0.001643,0.189731,0.010084,-0.001012,-0.125124,-0.005093,1.177155,-0.009441,-0.381080,-0.007963,-0.003194,0.850526,-0.201543,0.009441,0.381080,0.007963,0.003194,-0.850526,0.201543
9.596000,0.013051,0.003641,-0.531763,-0.003312,-0.007188,0.997258,2.646943,9.330382,1.830113,-0.000000,0.705932,1.000000,0.066102,-0.060841,-0.025721,0.002510,0.000535,0.000149,-0.021802,3.641307,-3.149241,0.758255,37916.708649,38073.408194,40619.517451,38785.517451,0.078796,0.000000,0.000000,0.000000,0.000000,1.460487,0.000000,0.000000,0.000000,-0.011090,-0.191739,0.001865,-0.004224,0.725091,0.182554,0.975616,0.000000,0.000000,0.000000,-0.008268,-0.004431,1.004977,1.873672,1.498016,0.292572,-0.000000,-0.101121,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.950205,-1.220542,-0.815838,50752.078370,54147.956113,51623.278997,57441.764890,0.077854,0.000000,0.000000,0.000000,0.000000,-1.630094,0.000405,-0.000029,-0.000011,-0.001626,0.189916,0.009811,-0.001007,-0.125073,-0.005093,1.177092,-0.009465,-0.381655,-0.007946,-0.003217,0.850165,-0.201475,0.009465,0.381655,0.007946,0.003217,-0.850165,0.201475
9.598000,-0.016297,-0.033727,-0.493618,-0.003263,-0.007822,0.998355,6.276980,1.037790,-0.135430,-0.000000,0.705932,1.000000,0.065939,-0.060692,-0.025653,0.002513,-0.000668,-0.001383,-0.020238,4.526634,-3.433364,0.692484,37923.200780,38126.962963,40583.204678,38763.288499,0.078796,0.000000,0.000000,0.000000,0.000000,1.460487,0.000000,0.000000,0.000000,-0.011090,-0.191739,0.001865,-0.004224,0.725091,0.182554,0.975616,0.000000,0.000000,0.000000,-0.008777,-0.005254,1.004302,1.873672,1.498016,0.292572,-0.000000,-0.101121,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,10.122408,-1.005765,-0.834159,50762.898734,54152.691139,51600.129114,57448.255696,0.077854,0.000000,0.000000,0.000000,0.000000,-1.630094,0.000405,-0.000029,-0.000011,-0.001626,0.189916,0.009811,-0.001007,-0.125073,-0.005093,1.177092,-0.009465,-0.381655,-0.007946,-0.003217,0.850165,-0.201475,0.009465,0.381655,0.007946,0.003217,-0.850165,0.201475
9.600000,-0.031398,-0.057716,-0.469024,-0.002976,-0.008653,1.002435,2.638204,-1.507302,-3.363224,-0.000000,0.704410,1.000000,0.071069,-0.066255,-0.025576,0.002450,-0.001287,-0.002366,-0.019230,4.444969,-3.406122,0.137685,37695.180295,38175.989843,40538.336211,38996.700356,0.078796,0.000000,0.000000,0.000000,0.000000,1.460487,0.000000,0.000000,0.000000,-0.011090,-0.191739,0.001865,-0.004224,0.725091,0.182554,0.975616,0.000000,0.000000,0.000000,-0.009838,-0.005570,1.003295,1.873672,1.498016,0.292572,-0.000000,-0.101121,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.990560,-1.095810,-0.783669,50761.636364,54134.681818,51626.409091,57433.772727,0.083655,0.000000,0.000000,0.000000,0.000000,-1.592427,0.000405,-0.000029,-0.000011,-0.001680,0.191063,0.010006,-0.001014,-0.124291,-0.006488,1.177133,-0.009410,-0.382802,-0.008140,-0.003210,0.849382,-0.201516,0.009410,0.382802,0.008140,0.003210,-0.849382,0.201516
9.602000,-0.034151,-0.072028,-0.443163,-0.002157,-0.012966,1.002770,0.874504,-3.305929,-8.819112,-0.000000,0.704113,1.000000,0.071939,-0.067342,-0.025184,0.002451,-0.001400,-0.002953,-0.018170,4.920936,-3.895811,-0.917009,37393.903125,38405.992187,40277.401042,39210.025521,0.078796,0.000000,0.000000,0.000000,0.000000,1.460487,0.000000,0.000000,0.000000,-0.010705,-0.191900,0.002684,-0.004123,0.725050,0.182554,0.975790,0.000000,0.000000,0.000000,-0.010547,-0.005392,1.002429,1.873672,1.498016,0.292572,-0.000000,-0.101121,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.747097,-1.468767,-0.803822,50711.986771,54145.286624,51644.066634,57433.219990,0.092034,0.000000,0.000000,0.000000,0.000000,-1.538018,0.000405,-0.000029,-0.000011,-0.001759,0.192720,0.010286,-0.001024,-0.123160,-0.008502,1.177192,-0.008946,-0.384620,-0.007602,-0.003099,0.848210,-0.201402,0.008946,0.384620,0.007602,0.003099,-0.848210,0.201402
9.604000,-0.028644,-0.088778,-0.418202,-0.000222,-0.013675,1.003069,4.209211,1.671466,-6.543028,-0.000000,0.704113,1.000000,0.065768,-0.060322,-0.026046,0.002611,-0.001174,-0.003640,-0.017146,5.228017,-3.614684,-1.470286,37388.981818,38644.993434,40047.332323,39195.799495,0.112175,0.000000,0.000000,0.000000,0.000000,1.495678,0.000000,0.000000,0.000000,-0.010762,-0.194139,0.002579,-0.004204,0.723328,0.185679,0.975839,0.000000,0.000000,0.000000,-0.010788,-0.004670,1.001795,1.873672,1.498016,0.292572,-0.000000,-0.100372,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.610782,-1.629277,-0.760355,50732.670391,54147.790757,51659.617064,57409.755206,0.091911,0.000000,0.000000,0.000000,0.000000,-1.533781,0.000405,-0.000029,-0.000011,-0.001741,0.192085,0.010109,-0.001019,-0.123333,-0.008335,1.177152,-0.009021,-0.386225,-0.007530,-0.003185,0.846661,-0.201313,0.009021,0.386225,0.007530,0.003185,-0.846661,0.201313
9.606000,-0.016802,-0.110360,-0.404874,0.002329,-0.014233,1.003991,5.644224,-10.328949,2.797017,-0.000000,0.704113,1.000000,0.064875,-0.059331,-0.026109,0.002634,-0.000689,-0.004525,-0.016600,6.002937,-5.368067,-0.859231,37525.108379,38590.663823,40205.987958,38955.347215,0.116369,0.000000,0.000000,0.000000,0.000000,1.500100,0.000000,0.000000,0.000000,-0.010776,-0.194418,0.002551,-0.004216,0.723113,0.186072,0.975842,0.000000,0.000000,0.000000,-0.011070,-0.003437,1.002162,1.873672,1.498016,0.292572,-0.000000,-0.099251,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.618353,-1.605543,-0.573558,50831.677419,54110.988554,51705.571280,57341.281998,0.091726,0.000000,0.000000,0.000000,0.000000,-1.527443,0.000405,-0.000029,-0.000011,-0.001714,0.191135,0.009845,-0.001012,-0.123592,-0.008086,1.177093,-0.009062,-0.385553,-0.007294,-0.003204,0.846704,-0.201251,0.009062,0.385553,0.007294,0.003204,-0.846704,0.201251
9.608000,-0.000067,-0.122079,-0.392870,0.003361,-0.010345,1.005251,0.903884,-15.280586,7.650600,-0.000000,0.704113,1.000000,0.064689,-0.059148,-0.026063,0.002637,-0.000003,-0.005005,-0.016108,5.743219,-6.777643,-0.169839,37645.642291,38462.195595,40410.533921,38753.120705,0.116369,0.000000,0.000000,0.000000,0.000000,1.500100,0.000000,0.000000,0.000000,-0.010776,-0.194418,0.002551,-0.004216,0.723113,0.186072,0.975842,0.000000,0.000000,0.000000,-0.011363,-0.001965,1.003018,1.873672,1.498016,0.292572,-0.000000,-0.099251,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.678129,-1.591595,-0.302057,50935.215617,54024.951134,51798.668010,57261.998992,0.091726,0.000000,0.000000,0.000000,0.000000,-1.527443,0.000405,-0.000029,-0.000011,-0.001714,0.191135,0.009845,-0.001012,-0.123592,-0.008086,1.177093,-0.009062,-0.385553,-0.007294,-0.003204,0.846704,-0.201251,0.009062,0.385553,0.007294,0.003204,-0.846704,0.201251
9.610000,0.021038,-0.116433,-0.386191,0.003498,-0.004725,1.007510,-4.187985,-10.956571,2.653166,-0.000000,0.702504,1.000000,0.071530,-0.066738,-0.025580,0.002576,0.000863,-0.004774,-0.015834,5.221942,-7.794528,0.043161,37519.252595,38295.361015,40600.758939,38812.662053,0.113811,0.000000,0.000000,0.000000,0.000000,1.489606,0.000000,0.000000,0.000000,-0.010405,-0.192891,0.002877,-0.004119,0.723512,0.186840,0.975913,0.000000,0.000000,0.000000,-0.011395,-0.001253,1.003299,1.873672,1.498016,0.292572,-0.000000,-0.099251,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.431687,-1.432605,-0.117217,50989.048223,53952.242640,51864.634518,57223.878680,0.098581,0.000000,0.000000,0.000000,0.000000,-1.482273,0.000405,-0.000029,-0.000011,-0.001787,0.192350,0.009946,-0.001020,-0.122700,-0.011019,1.177139,-0.008618,-0.385241,-0.007069,-0.003099,0.846212,-0.201226,0.008618,0.385241,0.007069,0.003099,-0.846212,0.201226
9.612000,0.033873,-0.080648,-0.388343,0.004315,0.006737,1.006888,-4.548497,7.350746,-3.079277,-0.000000,0.702272,1.000000,0.072662,-0.068011,-0.025449,0.002568,0.001389,-0.003307,-0.015922,4.980454,-6.769176,-0.367720,37422.366081,38332.205791,40498.452947,38971.739400,0.113443,0.000000,0.000000,0.000000,0.000000,1.488096,0.000000,0.000000,0.000000,-0.010351,-0.192672,0.002923,-0.004105,0.723569,0.186950,0.975924,0.000000,0.000000,0.000000,-0.010947,-0.001490,1.002705,1.873672,1.498016,0.292572,-0.000000,-0.099251,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.135109,-1.099344,-0.056479,51000.510345,53911.237931,51880.219704,57228.819212,0.106518,0.000000,0.000000,0.000000,0.000000,-1.429979,0.000405,-0.000029,-0.000011,-0.001871,0.193757,0.010062,-0.001030,-0.121667,-0.014414,1.177192,-0.008480,-0.386428,-0.007139,-0.003075,0.845236,-0.201269,0.008480,0.386428,0.007139,0.003075,-0.845236,0.201269
9.614000,0.039584,-0.013430,-0.370434,0.003879,0.014032,1.007227,9.677592,2.618024,1.042692,-0.000000,0.702272,1.000000,0.066360,-0.060676,-0.026727,0.002565,0.001623,-0.000551,-0.015188,6.236407,-6.887133,0.123826,37661.400912,38380.085656,40470.203751,38659.920933,0.167178,0.000000,0.000000,0.000000,0.000000,1.538884,0.000000,0.000000,0.000000,-0.010527,-0.195070,0.003343,-0.004203,0.721752,0.179560,0.975953,0.000000,0.000000,0.000000,-0.009904,-0.001659,1.001997,1.873672,1.498016,0.292572,-0.000000,-0.098380,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.018049,-0.869117,0.007927,51045.583039,53891.452297,51886.930338,57213.399798,0.106518,0.000000,0.000000,0.000000,0.000000,-1.429979,0.000405,-0.000029,-0.000011,-0.001845,0.193467,0.009854,-0.001023,-0.121746,-0.014414,1.177147,-0.008682,-0.388537,-0.006511,-0.003180,0.843499,-0.201193,0.008682,0.388537,0.006511,0.003180,-0.843499,0.201193
9.616000,0.042034,0.072721,-0.351434,0.005483,0.020724,1.003939,7.132296,-2.083897,7.356117,-0.000000,0.702272,1.000000,0.066070,-0.060351,-0.026766,0.002565,0.001723,0.002982,-0.014409,6.835774,-6.918333,0.770453,37840.141780,38248.196078,40596.262443,38478.686275,0.170813,0.000000,0.000000,0.000000,0.000000,1.542320,0.000000,0.000000,0.000000,-0.010539,-0.195233,0.003371,-0.004209,0.721630,0.179060,0.975955,0.000000,0.000000,0.000000,-0.008635,-0.001762,1.001709,1.873672,1.498016,0.292572,-0.000000,-0.097362,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.051247,-0.832192,-0.098611,51029.261073,53944.167275,51833.404377,57233.539865,0.106518,0.000000,0.000000,0.000000,0.000000,-1.429979,0.000405,-0.000029,-0.000011,-0.001815,0.193128,0.009610,-0.001014,-0.121838,-0.014414,1.177093,-0.008724,-0.388360,-0.006239,-0.003195,0.843468,-0.201138,0.008724,0.388360,0.006239,0.003195,-0.843468,0.201138
9.618000,0.045557,0.150973,-0.362639,0.007932,0.020063,1.001537,-3.376692,10.716615,0.940123,-0.000000,0.702272,1.000000,0.066102,-0.060399,-0.026737,0.002565,0.001868,0.006190,-0.014868,5.841522,-4.967282,0.697453,37851.839103,38173.792296,40551.585568,38588.541687,0.170813,0.000000,0.000000,0.000000,0.000000,1.542320,0.000000,0.000000,0.000000,-0.010539,-0.195233,0.003371,-0.004209,0.721630,0.179060,0.975955,0.000000,0.000000,0.000000,-0.007665,-0.002297,1.001841,1.873672,1.498016,0.292572,-0.000000,-0.097362,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.308948,-0.777770,-0.274354,50979.395455,54010.929798,51757.930808,57276.697475,0.106518,0.000000,0.000000,0.000000,0.000000,-1.429979,0.000405,-0.000029,-0.000011,-0.001815,0.193128,0.009610,-0.001014,-0.121838,-0.014414,1.177093,-0.008724,-0.388360,-0.006239,-0.003195,0.843468,-0.201138,0.008724,0.388360,0.006239,0.003195,-0.843468,0.201138
9.620000,0.058748,0.202693,-0.396609,0.009800,0.020202,0.994033,-15.724438,27.745098,-4.688900,-0.000000,0.700530,1.000000,0.072631,-0.067648,-0.026308,0.002502,0.002409,0.008310,-0.016261,4.408007,-1.977088,0.076403,37633.748341,38070.582950,40461.760082,39000.845329,0.170813,0.000000,0.000000,0.000000,0.000000,1.542320,0.000000,0.000000,0.000000,-0.010156,-0.194552,0.003451,-0.004108,0.721808,0.179060,0.975977,0.000000,0.000000,0.000000,-0.007247,-0.002526,1.002217,1.873672,1.498016,0.292572,-0.000000,-0.097362,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.205235,-0.824708,-0.270814,50968.214250,54008.642749,51766.884790,57276.648307,0.111952,0.000000,0.000000,0.000000,0.000000,-1.382020,0.000405,-0.000029,-0.000011,-0.001910,0.194409,0.009717,-0.001024,-0.120824,-0.014789,1.177144,-0.008246,-0.388960,-0.006266,-0.003084,0.842632,-0.201167,0.008246,0.388960,0.006266,0.003084,-0.842632,0.201167
9.622000,0.078374,0.219219,-0.420914,0.009995,0.020363,0.990036,-5.418038,16.193302,-5.368330,-0.000000,0.700412,1.000000,0.073248,-0.068342,-0.026236,0.002497,0.003213,0.008988,-0.017257,3.687839,-0.475504,-0.455596,37517.647273,38118.574545,40326.385455,39207.316364,0.170813,0.000000,0.000000,0.000000,0.000000,1.542320,0.000000,0.000000,0.000000,-0.010130,-0.194506,0.003457,-0.004102,0.721820,0.179060,0.975978,0.000000,0.000000,0.000000,-0.007336,-0.002228,1.002695,1.873672,1.498016,0.292572,-0.000000,-0.097362,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.783330,-1.022384,-0.300101,50924.022705,54010.289240,51785.034551,57291.890424,0.116928,0.000000,0.000000,0.000000,0.000000,-1.338100,0.000405,-0.000029,-0.000011,-0.001997,0.195582,0.009815,-0.001033,-0.119895,-0.015132,1.177190,-0.008133,-0.390087,-0.006358,-0.003068,0.841715,-0.201212,0.008133,0.390087,0.006358,0.003068,-0.841715,0.201212
9.624000,0.093632,0.219381,-0.464379,0.008232,0.022830,0.984719,-3.014918,-10.315436,-1.778707,-0.000000,0.700412,1.000000,0.066400,-0.060387,-0.027481,0.002642,0.003839,0.008995,-0.019040,3.599313,-2.709159,-0.530937,37541.604545,38327.909596,40278.659091,38990.295455,0.221143,0.000000,0.000000,0.000000,0.000000,1.597588,0.000000,0.000000,0.000000,-0.010410,-0.197113,0.003583,-0.004203,0.719891,0.180197,0.976013,0.000000,0.000000,0.000000,-0.007658,-0.002082,1.003337,1.873672,1.498016,0.292572,-0.000000,-0.096369,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.483130,-1.124650,-0.453255,50867.702375,54068.997979,51738.677110,57334.817079,0.116928,0.000000,0.000000,0.000000,0.000000,-1.338100,0.000405,-0.000029,-0.000011,-0.001964,0.195478,0.009589,-0.001024,-0.119923,-0.015132,1.177139,-0.008446,-0.392590,-0.006006,-0.003178,0.839813,-0.201126,0.008446,0.392590,0.006006,0.003178,-0.839813,0.201126
9.626000,0.094652,0.224934,-0.528760,0.005311,0.019766,0.986216,-5.120887,-32.048933,4.518283,-0.000000,0.700412,1.000000,0.066315,-0.060297,-0.027477,0.002645,0.003881,0.009222,-0.021679,2.433976,-5.929181,0.114668,37562.862399,38235.629032,40555.171875,38772.415323,0.221891,0.000000,0.000000,0.000000,0.000000,1.598410,0.000000,0.000000,0.000000,-0.010414,-0.197152,0.003585,-0.004204,0.719862,0.180214,0.976014,0.000000,0.000000,0.000000,-0.008049,-0.002260,1.003850,1.873672,1.498016,0.292572,-0.000000,-0.095450,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,7.753861,-1.455146,-0.415690,50850.169597,54057.184074,51788.987073,57330.592037,0.116928,0.000000,0.000000,0.000000,0.000000,-1.338100,0.000405,-0.000029,-0.000011,-0.001934,0.195381,0.009380,-0.001016,-0.119949,-0.015132,1.177092,-0.008481,-0.392533,-0.005795,-0.003188,0.839811,-0.201078,0.008481,0.392533,0.005795,0.003188,-0.839811,0.201078
9.628000,0.081990,0.224494,-0.561384,0.005387,0.017366,0.985412,-11.882222,-16.532391,4.863365,-0.000000,0.700412,1.000000,0.066228,-0.060202,-0.027475,0.002646,0.003362,0.009204,-0.023017,1.394222,-6.832437,0.468242,37590.004384,38147.889084,40692.021920,38689.986848,0.221891,0.000000,0.000000,0.000000,0.000000,1.598410,0.000000,0.000000,0.000000,-0.010414,-0.197152,0.003585,-0.004204,0.719862,0.180214,0.976014,0.000000,0.000000,0.000000,-0.008650,-0.002467,1.003950,1.873672,1.498016,0.292572,-0.000000,-0.095450,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,6.556663,-1.719083,-0.190202,50866.730691,53948.012195,51932.086890,57298.668699,0.116928,0.000000,0.000000,0.000000,0.000000,-1.338100,0.000405,-0.000029,-0.000011,-0.001934,0.195381,0.009380,-0.001016,-0.119949,-0.015132,1.177092,-0.008481,-0.392533,-0.005795,-0.003188,0.839811,-0.201078,0.008481,0.392533,0.005795,0.003188,-0.839811,0.201078
9.630000,0.062974,0.209131,-0.565751,0.005522,0.015169,0.986744,-13.411152,12.496468,-0.126605,-0.000000,0.698567,1.000000,0.072552,-0.067269,-0.027054,0.002588,0.002582,0.008574,-0.023196,-0.461203,-4.827524,0.331092,37453.874785,37952.739230,40758.055141,38971.968983,0.221891,0.000000,0.000000,0.000000,0.000000,1.598410,0.000000,0.000000,0.000000,-0.010024,-0.196886,0.003545,-0.004101,0.719932,0.180214,0.976007,0.000000,0.000000,0.000000,-0.009226,-0.002647,1.003295,1.873672,1.498016,0.292572,-0.000000,-0.095450,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,5.680801,-1.315984,-0.078814,50874.520728,53860.047523,51990.899393,57310.295753,0.123810,0.000000,0.000000,0.000000,0.000000,-1.289569,0.000405,-0.000029,-0.000011,-0.002050,0.196714,0.009544,-0.001028,-0.118809,-0.016944,1.177147,-0.007974,-0.393600,-0.005999,-0.003073,0.838741,-0.201140,0.007974,0.393600,0.005999,0.003073,-0.838741,0.201140
9.632000,0.054777,0.184873,-0.570960,0.006687,0.013988,0.984992,-2.657052,13.097075,-6.005255,-0.000000,0.698529,1.000000,0.072619,-0.067346,-0.027037,0.002589,0.002246,0.007580,-0.023409,-0.113871,-4.331094,-0.408865,37298.354692,38125.424319,40565.535822,39153.701312,0.222704,0.000000,0.000000,0.000000,0.000000,1.598762,0.000000,0.000000,0.000000,-0.010022,-0.196931,0.003518,-0.004101,0.719896,0.180191,0.976007,0.000000,0.000000,0.000000,-0.009551,-0.003030,1.002025,1.873672,1.498016,0.292572,-0.000000,-0.095450,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,5.228128,-0.902340,0.079175,50922.576205,53773.653392,52047.024582,57294.539331,0.128795,0.000000,0.000000,0.000000,0.000000,-1.254408,0.000405,-0.000029,-0.000011,-0.002134,0.197679,0.009663,-0.001037,-0.117984,-0.018257,1.177187,-0.007889,-0.394610,-0.006145,-0.003065,0.837880,-0.201180,0.007889,0.394610,0.006145,0.003065,-0.837880,0.201180
9.634000,0.056539,0.165086,-0.570682,0.003921,0.010848,0.989493,-0.925028,-4.824110,-4.495477,-0.000000,0.698529,1.000000,0.066056,-0.059707,-0.028129,0.002678,0.002318,0.006769,-0.023398,-0.858290,-4.521626,-0.787339,37317.474378,38356.800101,40436.669711,39138.000000,0.265429,0.000000,0.000000,0.000000,0.000000,1.617250,0.000000,0.000000,0.000000,-0.010381,-0.199580,0.002150,-0.004201,0.717951,0.178985,0.976035,0.000000,0.000000,0.000000,-0.009658,-0.003572,1.000686,1.873672,1.498016,0.292572,-0.000000,-0.094348,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,4.756308,-0.878118,0.415591,51044.454500,53660.523379,52172.595777,57206.947210,0.128795,0.000000,0.000000,0.000000,0.000000,-1.254408,0.000405,-0.000029,-0.000011,-0.002094,0.197660,0.009420,-0.001026,-0.117988,-0.018257,1.177132,-0.008286,-0.397240,-0.007270,-0.003175,0.835939,-0.201097,0.008286,0.397240,0.007270,0.003175,-0.835939,0.201097
9.636000,0.054679,0.141852,-0.544534,0.003496,0.003808,0.993625,-6.410069,2.163644,-0.142701,-0.000000,0.698529,1.000000,0.065974,-0.059619,-0.028125,0.002679,0.002242,0.005816,-0.022326,-1.372425,-4.230249,-0.707978,37331.870307,38313.361775,40460.245734,39141.399317,0.265429,0.000000,0.000000,0.000000,0.000000,1.617250,0.000000,0.000000,0.000000,-0.010381,-0.199580,0.002150,-0.004201,0.717951,0.178985,0.976035,0.000000,0.000000,0.000000,-0.009380,-0.004515,0.999802,1.873672,1.498016,0.292572,-0.000000,-0.093518,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,4.366155,-0.761964,0.775054,51177.761707,53535.064516,52300.799168,57115.069719,0.128795,0.000000,0.000000,0.000000,0.000000,-1.254408,0.000405,-0.000029,-0.000011,-0.002065,0.197646,0.009238,-0.001018,-0.117992,-0.018257,1.177090,-0.008316,-0.397226,-0.007088,-0.003183,0.835943,-0.201055,0.008316,0.397226,0.007088,0.003183,-0.835943,0.201055
