# meta:t_zero=scenario_start
t,cf231_active.a_res_x,cf231_active.a_res_y,cf231_active.a_res_z,cf231_active.acc_x,cf231_active.acc_y,cf231_active.acc_z,cf231_active.alp_x,cf231_active.alp_y,cf231_active.alp_z,cf231_active.ctrltarget_x,cf231_active.ctrltarget_y,cf231_active.ctrltarget_z,cf231_active.e_r_norm,cf231_active.e_r_x,cf231_active.e_r_y,cf231_active.e_r_z,cf231_active.f_res_x,cf231_active.f_res_y,cf231_active.f_res_z,cf231_active.gyro_x,cf231_active.gyro_y,cf231_active.gyro_z,cf231_active.motor_m1,cf231_active.motor_m2,cf231_active.motor_m3,cf231_active.motor_m4,cf231_active.pitch_deg,cf231_active.rnn_clamped,cf231_active.rnn_pred_x,cf231_active.rnn_pred_y,cf231_active.rnn_pred_z,cf231_active.roll_deg,cf231_active.tau_x,cf231_active.tau_y,cf231_active.tau_z,cf231_active.vx,cf231_active.vy,cf231_active.vz,cf231_active.x,cf231_active.y,cf231_active.yaw_deg,cf231_active.z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.acc_x,cf_second.acc_y,cf_second.acc_z,cf_second.alp_x,cf_second.alp_y,cf_second.alp_z,cf_second.ctrltarget_x,cf_second.ctrltarget_y,cf_second.ctrltarget_z,cf_second.e_r_norm,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.f_res_x,cf_second.f_res_y,cf_second.f_res_z,cf_second.gyro_x,cf_second.gyro_y,cf_second.gyro_z,cf_second.motor_m1,cf_second.motor_m2,cf_second.motor_m3,cf_second.motor_m4,cf_second.pitch_deg,cf_second.rnn_clamped,cf_second.rnn_pred_x,cf_second.rnn_pred_y,cf_second.rnn_pred_z,cf_second.roll_deg,cf_second.tau_x,cf_second.tau_y,cf_second.tau_z,cf_second.vx,cf_second.vy,cf_second.vz,cf_second.x,cf_second.y,cf_second.yaw_deg,cf_second.z,rel.cf231_active_cf_second.vx,rel.cf231_active_cf_second.vy,rel.cf231_active_cf_second.vz,rel.cf231_active_cf_second.x,rel.cf231_active_cf_second.y,rel.cf231_active_cf_second.z,rel.cf_second_cf231_active.vx,rel.cf_second_cf231_active.vy,rel.cf_second_cf231_active.vz,rel.cf_second_cf231_active.x,rel.cf_second_cf231_active.y,rel.cf_second_cf231_active.z
2.794000,0.038338,-0.019693,-0.404544,0.000447,-0.004347,0.991679,-3.037664,2.155187,-3.203631,-0.000000,-0.190712,1.000000,0.041768,-0.037466,-0.018413,-0.001315,0.001572,-0.000807,-0.016586,-5.038861,2.325684,0.036848,37509.074238,38203.925762,39386.719399,39189.083959,-0.191998,0.000000,0.000000,0.000000,0.000000,-0.761189,0.000000,0.000000,0.000000,-0.026333,0.031282,-0.000425,-0.000273,-0.179272,-0.050965,0.976999,0.000000,0.000000,0.000000,-0.010147,0.004340,1.003300,1.873672,1.498016,0.292572,-0.000000,0.789534,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.618822,2.769790,0.355633,50166.494557,52221.698289,52339.741835,57403.119751,-0.242913,0.000000,0.000000,0.000000,0.000000,0.661440,0.000405,-0.000029,-0.000011,0.002693,-0.043592,0.009165,-0.002978,0.803713,-0.015351,1.178024,-0.029026,0.074874,-0.009589,0.002705,-0.982985,-0.201024,0.029026,-0.074874,0.009589,-0.002705,0.982985,0.201024
2.796000,0.013825,-0.032363,-0.417644,-0.001670,-0.004549,0.996447,9.247651,-17.407519,-0.675425,-0.000000,-0.190355,1.000000,0.040531,-0.036220,-0.018143,-0.001295,0.000567,-0.001327,-0.017123,-3.865091,0.778410,-0.006335,37514.724588,38312.185122,39366.988643,39100.399773,-0.191998,0.000000,0.000000,0.000000,0.000000,-0.761189,0.000000,0.000000,0.000000,-0.026333,0.031282,-0.000425,-0.000273,-0.179272,-0.050965,0.976999,0.000000,0.000000,0.000000,-0.008767,0.003745,1.002949,1.873672,1.498016,0.292572,-0.000000,0.789534,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,-0.231018,2.543592,0.629929,50275.331976,52153.028513,52425.869654,57307.602851,-0.242913,0.000000,0.000000,0.000000,0.000000,0.661440,0.000405,-0.000029,-0.000011,0.002693,-0.043592,0.009165,-0.002978,0.803713,-0.015351,1.178024,-0.029026,0.074874,-0.009589,0.002705,-0.982985,-0.201024,0.029026,-0.074874,0.009589,-0.002705,0.982985,0.201024
2.798000,-0.004838,-0.045703,-0.440591,0.000460,-0.006175,0.994858,6.759856,-4.431874,-1.192002,-0.000000,-0.190307,1.000000,0.040393,-0.036167,-0.017939,-0.001291,-0.000198,-0.001874,-0.018064,-3.259434,0.279327,-0.280788,37455.946309,38409.208054,39296.463087,39133.382550,-0.191998,0.000000,0.000000,0.000000,0.000000,-0.761189,0.000000,0.000000,0.000000,-0.026333,0.031282,-0.000425,-0.000273,-0.179272,-0.050965,0.976999,0.000000,0.000000,0.000000,-0.007111,0.002964,1.003062,1.873672,1.498016,0.292572,-0.000000,0.789534,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,0.556967,2.676433,0.905150,50428.765829,52078.111558,52471.797990,57207.189950,-0.260343,0.000000,0.000000,0.000000,0.000000,0.656650,0.000405,-0.000029,-0.000011,0.002927,-0.044231,0.009369,-0.002961,0.803465,-0.012908,1.178076,-0.029260,0.075512,-0.009793,0.002688,-0.982737,-0.201077,0.029260,-0.075512,0.009793,-0.002688,0.982737,0.201077
2.800000,-0.009015,-0.056808,-0.467369,0.003482,-0.008438,0.992992,3.264178,7.087085,-3.461785,-0.000000,-0.190307,1.000000,0.041744,-0.037949,-0.017342,-0.001265,-0.000370,-0.002329,-0.019162,-2.927100,1.561458,-0.611112,37414.367223,38422.575114,39196.130501,39278.834598,-0.214773,0.000000,0.000000,0.000000,0.000000,-0.802248,0.000000,0.000000,0.000000,-0.025037,0.032415,-0.000650,-0.000260,-0.178995,-0.048461,0.976997,0.000000,0.000000,0.000000,-0.005813,0.001908,1.003342,1.873672,1.498016,0.292572,-0.000000,0.789534,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,1.354668,2.749333,0.940039,50483.481188,52085.530693,52449.170297,57177.726733,-0.273565,0.000000,0.000000,0.000000,0.000000,0.647641,0.000405,-0.000029,-0.000011,0.003056,-0.043960,0.009381,-0.002963,0.803481,-0.010886,1.178083,-0.028093,0.076375,-0.010031,0.002703,-0.982476,-0.201086,0.028093,-0.076375,0.010031,-0.002703,0.982476,0.201086
2.802000,0.004826,-0.071564,-0.489454,0.005748,-0.007768,0.999073,-0.979501,6.263635,-1.210397,-0.000000,-0.190307,1.000000,0.041794,-0.038114,-0.017101,-0.001260,0.000198,-0.002934,-0.020068,-3.087514,1.615310,-0.671002,37398.673418,38423.951899,39185.240506,39306.086076,-0.216245,0.000000,0.000000,0.000000,0.000000,-0.804901,0.000000,0.000000,0.000000,-0.024953,0.032488,-0.000664,-0.000260,-0.178977,-0.048299,0.976997,0.000000,0.000000,0.000000,-0.005094,0.000729,1.003497,1.873672,1.498016,0.292572,-0.000000,0.789288,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,2.045076,2.407337,0.472008,50315.075367,52277.408194,52288.932726,57282.836115,-0.273270,0.000000,0.000000,0.000000,0.000000,0.643472,0.000405,-0.000029,-0.000011,0.003013,-0.043352,0.009265,-0.002975,0.803646,-0.010794,1.178056,-0.027966,0.075840,-0.009930,0.002715,-0.982623,-0.201060,0.027966,-0.075840,0.009930,-0.002715,0.982623,0.201060
2.804000,0.030025,-0.082484,-0.458988,0.007903,-0.007501,0.998676,-1.580342,-2.661269,3.641718,-0.000000,-0.190307,1.000000,0.041786,-0.038221,-0.016844,-0.001256,0.001231,-0.003382,-0.018819,-3.295227,1.491477,-0.117942,37524.937315,38283.898815,39322.280355,39184.764067,-0.216245,0.000000,0.000000,0.000000,0.000000,-0.804901,0.000000,0.000000,0.000000,-0.024953,0.032488,-0.000664,-0.000260,-0.178977,-0.048299,0.976997,0.000000,0.000000,0.000000,-0.004993,0.000090,1.003141,1.873672,1.498016,0.292572,-0.000000,0.789095,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,2.577942,1.725784,-0.199191,50053.043546,52548.819596,52071.013997,57431.289269,-0.273270,0.000000,0.000000,0.000000,0.000000,0.643472,0.000405,-0.000029,-0.000011,0.003013,-0.043352,0.009265,-0.002975,0.803646,-0.010794,1.178056,-0.027966,0.075840,-0.009930,0.002715,-0.982623,-0.201060,0.027966,-0.075840,0.009930,-0.002715,0.982623,0.201060
2.806000,0.054400,-0.083239,-0.385867,0.004558,-0.006796,0.995686,0.982271,-5.882967,3.124646,-0.000000,-0.189913,1.000000,0.040267,-0.036665,-0.016601,-0.001233,0.002230,-0.003413,-0.015821,-2.851994,0.629631,0.028311,37580.306143,38307.168177,39344.245720,39089.010574,-0.216245,0.000000,0.000000,0.000000,0.000000,-0.804901,0.000000,0.000000,0.000000,-0.024953,0.032488,-0.000664,-0.000260,-0.178977,-0.048299,0.976997,0.000000,0.000000,0.000000,-0.005467,-0.000068,1.002545,1.873672,1.498016,0.292572,-0.000000,0.789095,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,2.859311,1.066220,-0.377625,49968.402940,52646.735428,52026.116574,57449.492651,-0.273270,0.000000,0.000000,0.000000,0.000000,0.643472,0.000405,-0.000029,-0.000011,0.003013,-0.043352,0.009265,-0.002975,0.803646,-0.010794,1.178056,-0.027966,0.075840,-0.009930,0.002715,-0.982623,-0.201060,0.027966,-0.075840,0.009930,-0.002715,0.982623,0.201060
2.808000,0.063204,-0.079245,-0.374370,0.005805,-0.006104,0.997306,11.461465,-6.812489,-0.137178,-0.000000,-0.189890,1.000000,0.040088,-0.036557,-0.016406,-0.001228,0.002591,-0.003249,-0.015349,-1.495816,-0.250667,0.086818,37615.068275,38360.503593,39340.141170,39009.174025,-0.216245,0.000000,0.000000,0.000000,0.000000,-0.804901,0.000000,0.000000,0.000000,-0.024953,0.032488,-0.000664,-0.000260,-0.178977,-0.048299,0.976997,0.000000,0.000000,0.000000,-0.006030,-0.000107,1.001869,1.873672,1.498016,0.292572,-0.000000,0.789095,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,2.927133,0.564533,-0.044300,50087.597573,52554.527806,52146.792214,57332.935794,-0.287222,0.000000,0.000000,0.000000,0.000000,0.654106,0.000405,-0.000029,-0.000011,0.003305,-0.044038,0.009455,-0.002955,0.803373,-0.008042,1.178115,-0.028258,0.076527,-0.010119,0.002695,-0.982350,-0.201118,0.028258,-0.076527,0.010119,-0.002695,0.982350,0.201118
2.810000,0.057177,-0.072583,-0.398913,0.004768,-0.006290,0.999705,4.911981,-13.500906,0.701018,-0.000000,-0.189890,1.000000,0.041583,-0.037425,-0.018077,-0.001317,0.002344,-0.002976,-0.016355,-1.437468,-1.686903,0.208130,37559.666159,38407.462398,39448.714431,38939.794715,-0.220831,0.000000,0.000000,0.000000,0.000000,-0.829821,0.000000,0.000000,0.000000,-0.025541,0.033158,-0.001013,-0.000755,-0.178830,-0.051029,0.976994,0.000000,0.000000,0.000000,-0.006279,-0.000020,1.000922,1.873672,1.498016,0.292572,-0.000000,0.789095,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,3.141730,0.370801,0.312235,50234.075556,52452.431111,52261.364444,57217.546667,-0.295726,0.000000,0.000000,0.000000,0.000000,0.660587,0.000405,-0.000029,-0.000011,0.003415,-0.044698,0.009367,-0.002961,0.803141,-0.006364,1.178103,-0.028957,0.077856,-0.010380,0.002206,-0.981971,-0.201108,0.028957,-0.077856,0.010380,-0.002206,0.981971,0.201108
2.812000,0.052336,-0.067699,-0.405315,0.007626,-0.005625,0.993753,-9.876371,-0.179550,3.237901,-0.000000,-0.189890,1.000000,0.041515,-0.037348,-0.018081,-0.001317,0.002146,-0.002776,-0.016618,-2.581350,-1.451449,0.550200,37614.909494,38285.133984,39553.875776,38899.082520,-0.220886,0.000000,0.000000,0.000000,0.000000,-0.830116,0.000000,0.000000,0.000000,-0.025548,0.033166,-0.001017,-0.000761,-0.178828,-0.051061,0.976994,0.000000,0.000000,0.000000,-0.005806,0.000170,0.999973,1.873672,1.498016,0.292572,-0.000000,0.788817,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,3.803445,0.581571,0.496145,50336.652918,52403.882294,52295.000000,57157.948692,-0.295726,0.000000,0.000000,0.000000,0.000000,0.660587,0.000405,-0.000029,-0.000011,0.003374,-0.044846,0.009242,-0.002972,0.803101,-0.006364,1.178073,-0.028922,0.078013,-0.010259,0.002211,-0.981928,-0.201078,0.028922,-0.078013,0.010259,-0.002211,0.981928,0.201078
2.814000,0.054702,-0.065215,-0.410884,0.004709,-0.006531,0.989990,-0.288208,0.034698,-2.046021,-0.000000,-0.189890,1.000000,0.041514,-0.037320,-0.018136,-0.001318,0.002243,-0.002674,-0.016846,-1.862236,-1.520085,0.095347,37524.403727,38419.118012,39429.652174,38981.602484,-0.220886,0.000000,0.000000,0.000000,0.000000,-0.830116,0.000000,0.000000,0.000000,-0.025548,0.033166,-0.001017,-0.000761,-0.178828,-0.051061,0.976994,0.000000,0.000000,0.000000,-0.005124,0.000871,0.999794,1.873672,1.498016,0.292572,-0.000000,0.788644,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,4.601438,0.552494,0.596063,50403.511713,52399.089016,52300.800104,57106.910463,-0.295726,0.000000,0.000000,0.000000,0.000000,0.660587,0.000405,-0.000029,-0.000011,0.003374,-0.044846,0.009242,-0.002972,0.803101,-0.006364,1.178073,-0.028922,0.078013,-0.010259,0.002211,-0.981928,-0.201078,0.028922,-0.078013,0.010259,-0.002211,0.981928,0.201078
2.816000,0.056261,-0.065638,-0.429277,0.006335,-0.007811,0.993437,16.209807,-4.299895,-2.358583,-0.000000,-0.189462,1.000000,0.039935,-0.035506,-0.018232,-0.001296,0.002307,-0.002691,-0.017600,0.062551,-2.530879,-0.020635,37555.901826,38564.705479,39351.143836,38889.235160,-0.220886,0.000000,0.000000,0.000000,0.000000,-0.830116,0.000000,0.000000,0.000000,-0.025548,0.033166,-0.001017,-0.000761,-0.178828,-0.051061,0.976994,0.000000,0.000000,0.000000,-0.004378,0.001071,1.000233,1.873672,1.498016,0.292572,-0.000000,0.788644,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,5.112902,0.055643,0.572693,50395.380495,52447.587671,52292.021223,57079.679636,-0.295726,0.000000,0.000000,0.000000,0.000000,0.660587,0.000405,-0.000029,-0.000011,0.003374,-0.044846,0.009242,-0.002972,0.803101,-0.006364,1.178073,-0.028922,0.078013,-0.010259,0.002211,-0.981928,-0.201078,0.028922,-0.078013,0.010259,-0.002211,0.981928,0.201078
2.818000,0.054987,-0.072403,-0.438453,0.009044,-0.007874,0.995509,10.915510,-14.433800,0.533279,-0.000000,-0.189461,1.000000,0.039944,-0.035455,-0.018350,-0.001296,0.002254,-0.002969,-0.017977,0.825667,-3.810485,0.050979,37556.777946,38613.582075,39385.033233,38807.544310,-0.220471,0.000000,0.000000,0.000000,0.000000,-0.830596,0.000000,0.000000,0.000000,-0.025538,0.033225,-0.001028,-0.000767,-0.178813,-0.051009,0.976994,0.000000,0.000000,0.000000,-0.003159,0.000640,1.000092,1.873672,1.498016,0.292572,-0.000000,0.788644,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,5.545188,-0.153018,0.351531,50359.620882,52569.688799,52216.828180,57126.861632,-0.299112,0.000000,0.000000,0.000000,0.000000,0.685940,0.000405,-0.000029,-0.000011,0.003634,-0.045157,0.007540,-0.002970,0.802916,-0.004096,1.177728,-0.029172,0.078381,-0.008568,0.002203,-0.981729,-0.200733,0.029172,-0.078381,0.008568,-0.002203,0.981729,0.200733
2.820000,0.065902,-0.080115,-0.444294,0.013833,-0.008430,0.989932,-5.821102,-5.124735,3.070268,-0.000000,-0.189461,1.000000,0.042610,-0.037811,-0.019602,-0.001307,0.002702,-0.003285,-0.018216,0.002293,-4.573822,0.421523,37547.550229,38518.096379,39583.261091,38751.124426,-0.204088,0.000000,0.000000,0.000000,0.000000,-0.849558,0.000000,0.000000,0.000000,-0.025143,0.035534,-0.001494,-0.001007,-0.178237,-0.048970,0.976991,0.000000,0.000000,0.000000,-0.002090,0.000054,0.999698,1.873672,1.498016,0.292572,-0.000000,0.788644,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,6.019107,-0.035877,0.068078,50298.494327,52689.054761,52099.823878,57196.791811,-0.300719,0.000000,0.000000,0.000000,0.000000,0.697972,0.000405,-0.000029,-0.000011,0.003758,-0.045304,0.006732,-0.002969,0.802828,-0.003019,1.177564,-0.028900,0.080838,-0.008227,0.001962,-0.981066,-0.200573,0.028900,-0.080838,0.008227,-0.001962,0.981066,0.200573
2.822000,0.094616,-0.086073,-0.476116,0.013732,-0.008773,0.987333,-3.715887,-2.014158,0.281632,-0.000000,-0.189461,1.000000,0.042667,-0.037872,-0.019608,-0.001308,0.003879,-0.003529,-0.019521,-0.092767,-4.217632,0.317674,37530.076923,38527.940828,39553.204142,38789.828402,-0.204088,0.000000,0.000000,0.000000,0.000000,-0.849558,0.000000,0.000000,0.000000,-0.025143,0.035534,-0.001494,-0.001007,-0.178237,-0.048970,0.976991,0.000000,0.000000,0.000000,-0.000642,-0.000406,0.999213,1.873672,1.498016,0.292572,-0.000000,0.788330,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,6.384212,-0.211847,-0.104192,50234.110157,52760.509348,52040.745326,57233.198080,-0.300719,0.000000,0.000000,0.000000,0.000000,0.697972,0.000405,-0.000029,-0.000011,0.003758,-0.045304,0.006732,-0.002969,0.802828,-0.003019,1.177564,-0.028900,0.080838,-0.008227,0.001962,-0.981066,-0.200573,0.028900,-0.080838,0.008227,-0.001962,0.981066,0.200573
2.824000,0.120756,-0.091086,-0.508109,0.011955,-0.010236,0.990722,7.163154,6.723422,-3.393542,-0.000000,-0.189445,1.000000,0.042796,-0.038035,-0.019572,-0.001310,0.004951,-0.003735,-0.020832,1.011636,-3.933028,-0.154694,37456.260040,38661.971888,39403.213855,38880.777108,-0.204088,0.000000,0.000000,0.000000,0.000000,-0.849558,0.000000,0.000000,0.000000,-0.025143,0.035534,-0.001494,-0.001007,-0.178237,-0.048970,0.976991,0.000000,0.000000,0.000000,0.001040,-0.000294,0.998930,1.873672,1.498016,0.292572,-0.000000,0.788180,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,6.433358,-1.170461,-0.230346,50141.654904,52838.650752,52039.757654,57238.589517,-0.300719,0.000000,0.000000,0.000000,0.000000,0.697972,0.000405,-0.000029,-0.000011,0.003758,-0.045304,0.006732,-0.002969,0.802828,-0.003019,1.177564,-0.028900,0.080838,-0.008227,0.001962,-0.981066,-0.200573,0.028900,-0.080838,0.008227,-0.001962,0.981066,0.200573
2.826000,0.128686,-0.097697,-0.505575,0.009367,-0.010441,0.989847,8.867357,-2.070453,-3.234952,-0.000000,-0.189019,1.000000,0.041429,-0.036519,-0.019521,-0.001288,0.005276,-0.004006,-0.020729,1.544543,-4.040098,-0.277167,37468.472323,38732.594413,39341.053802,38865.752199,-0.204088,0.000000,0.000000,0.000000,0.000000,-0.849558,0.000000,0.000000,0.000000,-0.025143,0.035534,-0.001494,-0.001007,-0.178237,-0.048970,0.976991,0.000000,0.000000,0.000000,0.002242,0.000249,0.998670,1.873672,1.498016,0.292572,-0.000000,0.788180,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,6.506059,-2.368317,-0.366057,50038.603640,52934.224469,52040.828109,57233.656218,-0.300719,0.000000,0.000000,0.000000,0.000000,0.697972,0.000405,-0.000029,-0.000011,0.003758,-0.045304,0.006732,-0.002969,0.802828,-0.003019,1.177564,-0.028900,0.080838,-0.008227,0.001962,-0.981066,-0.200573,0.028900,-0.080838,0.008227,-0.001962,0.981066,0.200573
2.828000,0.114400,-0.105682,-0.492345,0.006809,-0.011498,0.985181,-3.129746,-8.810740,5.641571,-0.000000,-0.189019,1.000000,0.041625,-0.036723,-0.019554,-0.001289,0.004690,-0.004333,-0.020186,1.181531,-5.632526,0.530392,37600.223291,38577.136203,39591.990886,38641.609620,-0.200950,0.000000,0.000000,0.000000,0.000000,-0.849056,0.000000,0.000000,0.000000,-0.025079,0.035625,-0.001563,-0.001016,-0.178215,-0.048859,0.976991,0.000000,0.000000,0.000000,0.003010,0.000748,0.998749,1.873672,1.498016,0.292572,-0.000000,0.788180,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,7.063468,-2.876912,-0.397020,50065.451417,53017.658907,52017.189271,57198.151822,-0.296695,0.000000,0.000000,0.000000,0.000000,0.742597,0.000405,-0.000029,-0.000011,0.004037,-0.046692,0.005671,-0.002966,0.802351,-0.002890,1.177373,-0.029115,0.082317,-0.007234,0.001950,-0.980566,-0.200383,0.029115,-0.082317,0.007234,-0.001950,0.980566,0.200383
2.830000,0.090361,-0.112631,-0.495973,0.003541,-0.010196,0.988477,-5.138851,-17.035582,7.547169,-0.000000,-0.189019,1.000000,0.042961,-0.037705,-0.020550,-0.001282,0.003705,-0.004618,-0.020335,0.436637,-7.430253,1.299031,37696.696113,38445.405351,39896.188794,38445.358405,-0.162488,0.000000,0.000000,0.000000,0.000000,-0.842907,0.000000,0.000000,0.000000,-0.024295,0.036731,-0.002406,-0.001125,-0.177939,-0.047503,0.976986,0.000000,0.000000,0.000000,0.002746,0.001121,0.999658,1.873672,1.498016,0.292572,-0.000000,0.788180,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,7.718762,-2.627793,-0.229704,50182.169550,52989.049926,52032.379140,57135.588730,-0.295250,0.000000,0.000000,0.000000,0.000000,0.758618,0.000405,-0.000029,-0.000011,0.004137,-0.047190,0.005290,-0.002965,0.802180,-0.002844,1.177305,-0.028432,0.083921,-0.007696,0.001841,-0.980119,-0.200319,0.028432,-0.083921,0.007696,-0.001841,0.980119,0.200319
2.832000,0.060417,-0.114603,-0.503099,-0.001170,-0.009418,0.989993,-5.961353,-17.702107,2.694817,-0.000000,-0.189019,1.000000,0.042990,-0.037809,-0.020420,-0.001281,0.002477,-0.004699,-0.020627,0.008267,-9.429266,1.438881,37656.013717,38456.498673,39999.779646,38367.878761,-0.162488,0.000000,0.000000,0.000000,0.000000,-0.842907,0.000000,0.000000,0.000000,-0.024295,0.036731,-0.002406,-0.001125,-0.177939,-0.047503,0.976986,0.000000,0.000000,0.000000,0.001810,0.001660,1.000896,1.873672,1.498016,0.292572,-0.000000,0.787832,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.152615,-2.318633,0.004956,50294.040201,52908.120603,52089.256281,57073.861809,-0.295250,0.000000,0.000000,0.000000,0.000000,0.758618,0.000405,-0.000029,-0.000011,0.004137,-0.047190,0.005290,-0.002965,0.802180,-0.002844,1.177305,-0.028432,0.083921,-0.007696,0.001841,-0.980119,-0.200319,0.028432,-0.083921,0.007696,-0.001841,0.980119,0.200319
2.834000,0.029759,-0.109631,-0.502884,-0.001021,-0.010067,0.985282,0.461952,-0.875282,-0.071669,-0.000000,-0.189019,1.000000,0.043009,-0.037907,-0.020278,-0.001279,0.001220,-0.004495,-0.020618,0.135688,-8.510316,1.475175,37697.606637,38420.215487,39976.770796,38387.347788,-0.162488,0.000000,0.000000,0.000000,0.000000,-0.842907,0.000000,0.000000,0.000000,-0.024295,0.036731,-0.002406,-0.001125,-0.177939,-0.047503,0.976986,0.000000,0.000000,0.000000,0.000867,0.002867,1.001952,1.873672,1.498016,0.292572,-0.000000,0.787704,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.409485,-2.541552,0.137213,50341.075521,52879.658854,52135.994792,57024.427083,-0.295250,0.000000,0.000000,0.000000,0.000000,0.758618,0.000405,-0.000029,-0.000011,0.004137,-0.047190,0.005290,-0.002965,0.802180,-0.002844,1.177305,-0.028432,0.083921,-0.007696,0.001841,-0.980119,-0.200319,0.028432,-0.083921,0.007696,-0.001841,0.980119,0.200319
2.836000,-0.002905,-0.104526,-0.521833,-0.000242,-0.009036,0.984380,2.243409,21.685308,-1.952619,-0.000000,-0.188565,1.000000,0.041337,-0.036089,-0.020118,-0.001253,-0.000119,-0.004286,-0.021395,0.331058,-5.738308,1.099900,37734.009336,38454.361515,39775.207988,38526.784232,-0.162488,0.000000,0.000000,0.000000,0.000000,-0.842907,0.000000,0.000000,0.000000,-0.024295,0.036731,-0.002406,-0.001125,-0.177939,-0.047503,0.976986,0.000000,0.000000,0.000000,-0.000089,0.004296,1.002597,1.873672,1.498016,0.292572,-0.000000,0.787704,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.521023,-3.308898,0.133897,50309.488619,52915.511381,52162.974203,56996.025797,-0.295250,0.000000,0.000000,0.000000,0.000000,0.758618,0.000405,-0.000029,-0.000011,0.004137,-0.047190,0.005290,-0.002965,0.802180,-0.002844,1.177305,-0.028432,0.083921,-0.007696,0.001841,-0.980119,-0.200319,0.028432,-0.083921,0.007696,-0.001841,0.980119,0.200319
2.838000,-0.011117,-0.102166,-0.551052,0.002466,-0.010759,0.987352,-4.940080,23.855923,-4.591595,-0.000000,-0.188565,1.000000,0.041580,-0.036338,-0.020172,-0.001226,-0.000456,-0.004189,-0.022593,-0.475448,-3.302705,0.545100,37651.761254,38484.991401,39608.998988,38761.366717,-0.154038,0.000000,0.000000,0.000000,0.000000,-0.843363,0.000000,0.000000,0.000000,-0.024172,0.037046,-0.002557,-0.001131,-0.177856,-0.045930,0.976985,0.000000,0.000000,0.000000,-0.001269,0.005113,1.002371,1.873672,1.498016,0.292572,-0.000000,0.787704,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,8.912836,-3.567068,0.186277,50357.572438,52954.494700,52163.250883,56945.883392,-0.274302,0.000000,0.000000,0.000000,0.000000,0.820205,0.000405,-0.000029,-0.000011,0.004419,-0.047771,0.004682,-0.002963,0.801922,-0.004109,1.177201,-0.028591,0.084817,-0.007239,0.001831,-0.979779,-0.200216,0.028591,-0.084817,0.007239,-0.001831,0.979779,0.200216
2.840000,-0.001246,-0.103681,-0.532310,0.002535,-0.012567,0.985429,-4.685828,-2.767120,-4.557918,-0.000000,-0.188565,1.000000,0.043963,-0.038466,-0.021259,-0.001058,-0.000051,-0.004251,-0.021825,-0.772924,-4.484088,0.109897,37489.195565,38606.721774,39641.644153,38860.894153,-0.094858,0.000000,0.000000,0.000000,0.000000,-0.846558,0.000000,0.000000,0.000000,-0.023307,0.039252,-0.003617,-0.001178,-0.177274,-0.034914,0.976979,0.000000,0.000000,0.000000,-0.002833,0.005815,1.001545,1.873672,1.498016,0.292572,-0.000000,0.787704,1.650010,0.011303,-0.011303,0.000003,-0.000056,0.000000,0.000000,0.000000,9.543560,-3.259134,0.438285,50499.426027,52892.112321,52205.974270,56860.971301,-0.268785,0.000000,0.000000,0.000000,0.000000,0.836426,0.000405,-0.000029,-0.000011,0.004494,-0.047924,0.004522,-0.002962,0.801855,-0.004442,1.177173,-0.027801,0.087176,-0.008139,0.001784,-0.979129,-0.200195,0.027801,-0.087176,0.008139,-0.001784,0.979129,0.200195
