cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t
0.000000,0.000000,0.000000,-0.066461,-0.227879,-0.028537,0.005608,-0.014256,-0.007386,-0.600002,-0.000000,0.099999,-0.609655,-0.005721,0.076995,0.000000
0.000000,0.000000,0.000000,-0.066654,-0.227083,-0.029765,0.005279,-0.014194,-0.007392,-0.600002,-0.000000,0.099999,-0.609631,-0.005699,0.076995,0.002000
0.000000,0.000000,0.000000,-0.066848,-0.226286,-0.030994,0.004949,-0.014131,-0.007398,-0.600002,-0.000000,0.099999,-0.609608,-0.005677,0.076994,0.004000
0.000000,0.000000,0.000000,-0.067042,-0.225490,-0.032223,0.004620,-0.014069,-0.007404,-0.600002,-0.000000,0.099999,-0.609584,-0.005656,0.076994,0.006000
0.000000,0.000000,0.000000,-0.067236,-0.224693,-0.033451,0.004291,-0.014007,-0.007410,-0.600002,-0.000000,0.099999,-0.609561,-0.005634,0.076993,0.008000
0.000000,0.000000,0.000000,-0.067430,-0.223897,-0.034680,0.003961,-0.013944,-0.007416,-0.600002,-0.000000,0.099999,-0.609537,-0.005612,0.076993,0.010000
0.000000,0.000000,0.000000,-0.067623,-0.223100,-0.035909,0.003632,-0.013882,-0.007422,-0.600002,-0.000000,0.099999,-0.609514,-0.005591,0.076992,0.012000
0.000000,0.000000,0.000000,-0.067817,-0.222303,-0.037138,0.003302,-0.013820,-0.007428,-0.600002,-0.000000,0.099999,-0.609491,-0.005569,0.076991,0.014000
0.000000,0.000000,0.000000,-0.068011,-0.221507,-0.038366,0.002973,-0.013757,-0.007434,-0.600002,-0.000000,0.099999,-0.609467,-0.005547,0.076991,0.016000
0.000000,0.000000,0.000000,-0.068205,-0.220710,-0.039595,0.002643,-0.013695,-0.007440,-0.600002,-0.000000,0.099999,-0.609444,-0.005525,0.076990,0.018000
0.000000,0.000000,0.000000,-0.068399,-0.219914,-0.040824,0.002314,-0.013633,-0.007446,-0.600002,-0.000000,0.099999,-0.609420,-0.005504,0.076990,0.020000
0.000000,0.000000,0.000000,-0.068593,-0.219117,-0.042052,0.001984,-0.013570,-0.007451,-0.600002,-0.000000,0.099999,-0.609397,-0.005482,0.076989,0.022000
0.000000,0.000000,0.000000,-0.068786,-0.218321,-0.043281,0.001655,-0.013508,-0.007457,-0.600002,-0.000000,0.099999,-0.609373,-0.005460,0.076989,0.024000
0.000000,0.000000,0.000000,-0.068980,-0.217524,-0.044510,0.001326,-0.013445,-0.007463,-0.600002,-0.000000,0.099999,-0.609350,-0.005439,0.076988,0.026000
0.000000,0.000000,0.000000,-0.069174,-0.216727,-0.045738,0.000996,-0.013383,-0.007469,-0.600002,-0.000000,0.099999,-0.609326,-0.005417,0.076987,0.028000
0.000000,0.000000,0.000000,-0.069368,-0.215931,-0.046967,0.000667,-0.013321,-0.007475,-0.600002,-0.000000,0.099999,-0.609303,-0.005395,0.076987,0.030000
0.000000,0.000000,0.000000,-0.069562,-0.215134,-0.048196,0.000337,-0.013258,-0.007481,-0.600002,-0.000000,0.099999,-0.609280,-0.005374,0.076986,0.032000
0.000000,0.000000,0.000000,-0.069755,-0.214338,-0.049425,0.000008,-0.013196,-0.007487,-0.600002,-0.000000,0.099999,-0.609256,-0.005352,0.076986,0.034000
0.000000,0.000000,0.000000,-0.069949,-0.213541,-0.050653,-0.000322,-0.013134,-0.007493,-0.600002,-0.000000,0.099999,-0.609233,-0.005330,0.076985,0.036000
0.000000,0.000000,0.000000,-0.070143,-0.212745,-0.051882,-0.000651,-0.013071,-0.007499,-0.600002,-0.000000,0.099999,-0.609209,-0.005309,0.076985,0.038000
0.000000,0.000000,0.000000,-0.070337,-0.211948,-0.053111,-0.000980,-0.013009,-0.007505,-0.600002,-0.000000,0.099999,-0.609186,-0.005287,0.076984,0.040000
0.000000,0.000000,0.000000,-0.070531,-0.211151,-0.054339,-0.001310,-0.012947,-0.007511,-0.600002,-0.000000,0.099999,-0.609162,-0.005265,0.076983,0.042000
0.000000,0.000000,0.000000,-0.070724,-0.210355,-0.055568,-0.001639,-0.012884,-0.007517,-0.600002,-0.000000,0.099999,-0.609139,-0.005243,0.076983,0.044000
0.000000,0.000000,0.000000,-0.070918,-0.209558,-0.056797,-0.001969,-0.012822,-0.007523,-0.600002,-0.000000,0.099999,-0.609115,-0.005222,0.076982,0.046000
0.000000,0.000000,0.000000,-0.071112,-0.208762,-0.058026,-0.002298,-0.012760,-0.007529,-0.600002,-0.000000,0.099999,-0.609092,-0.005200,0.076982,0.048000
0.000000,0.000000,0.000000,-0.071306,-0.207965,-0.059254,-0.002628,-0.012697,-0.007535,-0.600002,-0.000000,0.099999,-0.609068,-0.005178,0.076981,0.050000
0.000000,0.000000,0.000000,-0.071500,-0.207169,-0.060483,-0.002957,-0.012635,-0.007541,-0.600002,-0.000000,0.099999,-0.609045,-0.005157,0.076981,0.052000
0.000000,0.000000,0.000000,-0.071694,-0.206372,-0.061712,-0.003287,-0.012573,-0.007547,-0.600002,-0.000000,0.099999,-0.609022,-0.005135,0.076980,0.054000
0.000000,0.000000,0.000000,-0.071887,-0.205575,-0.062940,-0.003616,-0.012510,-0.007553,-0.600002,-0.000000,0.099999,-0.608998,-0.005113,0.076979,0.056000
0.000000,0.000000,0.000000,-0.072081,-0.204779,-0.064169,-0.003945,-0.012448,-0.007559,-0.600002,-0.000000,0.099999,-0.608975,-0.005092,0.076979,0.058000
0.000000,0.000000,0.000000,-0.072275,-0.203982,-0.065398,-0.004275,-0.012385,-0.007565,-0.600002,-0.000000,0.099999,-0.608951,-0.005070,0.076978,0.060000
0.000000,0.000000,0.000000,-0.072469,-0.203186,-0.066627,-0.004604,-0.012323,-0.007571,-0.600002,-0.000000,0.099999,-0.608928,-0.005048,0.076978,0.062000
0.000000,0.000000,0.000000,-0.072663,-0.202389,-0.067855,-0.004934,-0.012261,-0.007577,-0.600002,-0.000000,0.099999,-0.608904,-0.005026,0.076977,0.064000
0.000000,0.000000,0.000000,-0.072856,-0.201593,-0.069084,-0.005263,-0.012198,-0.007583,-0.600002,-0.000000,0.099999,-0.608881,-0.005005,0.076976,0.066000
0.000000,0.000000,0.000000,-0.073050,-0.200796,-0.070313,-0.005593,-0.012136,-0.007589,-0.600002,-0.000000,0.099999,-0.608857,-0.004983,0.076976,0.068000
0.000000,0.000000,0.000000,-0.073244,-0.199999,-0.071541,-0.005922,-0.012074,-0.007595,-0.600002,-0.000000,0.099999,-0.608834,-0.004961,0.076975,0.070000
0.000000,0.000000,0.000000,-0.073438,-0.199203,-0.072770,-0.006252,-0.012011,-0.007601,-0.600002,-0.000000,0.099999,-0.608810,-0.004940,0.076975,0.072000
0.000000,0.000000,0.000000,-0.073632,-0.198406,-0.073999,-0.006581,-0.011949,-0.007607,-0.600002,-0.000000,0.099999,-0.608787,-0.004918,0.076974,0.074000
0.000000,0.000000,0.000000,-0.073826,-0.197610,-0.075228,-0.006910,-0.011887,-0.007613,-0.600002,-0.000000,0.099999,-0.608764,-0.004896,0.076974,0.076000
0.000000,0.000000,0.000000,-0.074019,-0.196813,-0.076456,-0.007240,-0.011824,-0.007619,-0.600002,-0.000000,0.099999,-0.608740,-0.004875,0.076973,0.078000
0.000000,0.000000,0.000000,-0.074213,-0.196017,-0.077685,-0.007569,-0.011762,-0.007625,-0.600002,-0.000000,0.099999,-0.608717,-0.004853,0.076972,0.080000
0.000000,0.000000,0.000000,-0.074407,-0.195220,-0.078914,-0.007899,-0.011700,-0.007631,-0.600002,-0.000000,0.099999,-0.608693,-0.004831,0.076972,0.082000
0.000000,0.000000,0.000000,-0.074601,-0.194423,-0.080142,-0.008228,-0.011637,-0.007637,-0.600002,-0.000000,0.099999,-0.608670,-0.004809,0.076971,0.084000
0.000000,0.000000,0.000000,-0.074795,-0.193627,-0.081371,-0.008558,-0.011575,-0.007643,-0.600002,-0.000000,0.099999,-0.608646,-0.004788,0.076971,0.086000
0.000000,0.000000,0.000000,-0.074988,-0.192830,-0.082600,-0.008887,-0.011512,-0.007649,-0.600002,-0.000000,0.099999,-0.608623,-0.004766,0.076970,0.088000
0.000000,0.000000,0.000000,-0.075182,-0.192034,-0.083829,-0.009216,-0.011450,-0.007655,-0.600002,-0.000000,0.099999,-0.608599,-0.004744,0.076970,0.090000
0.000000,0.000000,0.000000,-0.075376,-0.191237,-0.085057,-0.009546,-0.011388,-0.007661,-0.600002,-0.000000,0.099999,-0.608576,-0.004723,0.076969,0.092000
0.000000,0.000000,0.000000,-0.075570,-0.190441,-0.086286,-0.009875,-0.011325,-0.007667,-0.600002,-0.000000,0.099999,-0.608552,-0.004701,0.076968,0.094000
0.000000,0.000000,0.000000,-0.075764,-0.189644,-0.087515,-0.010205,-0.011263,-0.007673,-0.600002,-0.000000,0.099999,-0.608529,-0.004679,0.076968,0.096000
0.000000,0.000000,0.000000,-0.074337,-0.180214,-0.068285,-0.010381,-0.011309,-0.007676,-0.600001,-0.000000,0.099999,-0.608523,-0.004674,0.076968,0.098000
0.000000,0.000000,0.000000,-0.071198,-0.168883,-0.018949,-0.010487,-0.011369,-0.007677,-0.600001,-0.000000,0.099999,-0.608523,-0.004674,0.076968,0.100000
0.000000,0.000000,0.000000,-0.064868,-0.157202,0.040463,-0.009579,-0.011949,-0.007588,-0.600001,-0.000000,0.099999,-0.608528,-0.004639,0.076959,0.102000
0.000000,0.000000,0.000000,-0.052380,-0.145546,0.040802,-0.009392,-0.012198,-0.007563,-0.600001,-0.000000,0.099999,-0.608529,-0.004629,0.076956,0.104000
0.000000,0.000000,0.000000,-0.037416,-0.136925,-0.027275,-0.009507,-0.012313,-0.007564,-0.600001,-0.000000,0.099999,-0.608529,-0.004629,0.076956,0.106000
0.000000,0.000000,0.000000,-0.026785,-0.137651,-0.067867,-0.009602,-0.012423,-0.007566,-0.600001,-0.000000,0.099999,-0.608529,-0.004629,0.076956,0.108000
0.000000,0.000000,0.000000,-0.019885,-0.142063,-0.070622,-0.009673,-0.012507,-0.007567,-0.600001,-0.000000,0.099999,-0.608529,-0.004629,0.076956,0.110000
0.000000,0.000000,0.000000,-0.017833,-0.138799,-0.039522,-0.007999,-0.013339,-0.007608,-0.600001,-0.000000,0.099999,-0.608537,-0.004608,0.076952,0.112000
0.000000,0.000000,0.000000,-0.021662,-0.132143,-0.013108,-0.007686,-0.013621,-0.007617,-0.600001,-0.000000,0.099999,-0.608538,-0.004603,0.076952,0.114000
0.000000,0.000000,0.000000,-0.032192,-0.137344,-0.002166,-0.007756,-0.013755,-0.007618,-0.600001,-0.000000,0.099999,-0.608538,-0.004603,0.076952,0.116000
0.000000,0.000000,0.000000,-0.044891,-0.157636,-0.000449,-0.007813,-0.013878,-0.007619,-0.600001,-0.000000,0.099999,-0.608538,-0.004603,0.076952,0.118000
0.000000,0.000000,0.000000,-0.053812,-0.181526,-0.026300,-0.007855,-0.013969,-0.007620,-0.600001,-0.000000,0.099999,-0.608538,-0.004603,0.076952,0.120000
0.000000,0.000000,0.000000,-0.056606,-0.198495,-0.034848,-0.005492,-0.014843,-0.007738,-0.600001,-0.000000,0.099999,-0.608549,-0.004590,0.077421,0.122000
0.000000,0.000000,0.000000,-0.057280,-0.203789,-0.047007,-0.005138,-0.015100,-0.007757,-0.600001,-0.000000,0.099999,-0.608550,-0.004588,0.077495,0.124000
0.000000,0.000000,0.000000,-0.053765,-0.194909,-0.050691,-0.005159,-0.015248,-0.007757,-0.600001,-0.000000,0.099999,-0.608550,-0.004588,0.077495,0.126000
0.000000,0.000000,0.000000,-0.047430,-0.174456,-0.040971,-0.005173,-0.015383,-0.007758,-0.600000,-0.000000,0.099999,-0.608550,-0.004588,0.077495,0.128000
0.000000,0.000000,0.000000,-0.044194,-0.145849,-0.020801,-0.005182,-0.015483,-0.007758,-0.600000,-0.000000,0.099999,-0.608550,-0.004588,0.077495,0.130000
0.000000,0.000000,0.000000,-0.042838,-0.119152,-0.030915,-0.002389,-0.016293,-0.007951,-0.600000,-0.000000,0.099999,-0.608563,-0.004582,0.077744,0.132000
0.000000,0.000000,0.000000,-0.044009,-0.102962,-0.053724,-0.002079,-0.016511,-0.007971,-0.600000,-0.000000,0.099999,-0.608564,-0.004582,0.077770,0.134000
0.000000,0.000000,0.000000,-0.045792,-0.098977,-0.081358,-0.002040,-0.016671,-0.007970,-0.600000,-0.000000,0.099999,-0.608564,-0.004582,0.077770,0.136000
0.000000,0.000000,0.000000,-0.046369,-0.110354,-0.084907,-0.002005,-0.016815,-0.007970,-0.600000,-0.000000,0.099999,-0.608564,-0.004582,0.077770,0.138000
