a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.19305794763019948,0.19305794763019948,-0.033028878868679175,0.11894695690052737,1,geometric,0.06923501416191088,0.0291181921385789,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10501,1,10501,0.0,,scenario,21.0,0.0,1,0.028404653861647373,0.02609900000000001,0.024528011862191727,0.006999159522066337,0.002771490866944986,0.023344249190559264,500.0,C5_2026-09-23_18-08-14.meta,C5,0,geometric,21.0,0.0,nan,nan,cf5
0.0,0.15868161444280768,0.15868161444280768,-0.05612805930470348,0.09580123304090331,1,geometric,0.04621963782852479,0.03420600658974964,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,489,1,489,0.0,,land,21.976,21.0,1,0.027353310677137452,0.025096000000000007,0.026247464910988644,0.009471643429285895,0.0005589326521249693,0.024472535203620277,500.00000000000045,C5_2026-09-23_18-08-14.meta,C5,0,geometric,21.976,21.0,nan,nan,cf5
