cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t
0.000000,0.000000,0.000000,-0.063472,-0.125986,-0.089766,0.005964,-0.029356,-0.015688,-0.599997,-0.000001,0.250000,-0.610900,-0.004502,0.232285,0.000000
0.000000,0.000000,0.000000,-0.063689,-0.125270,-0.088681,0.006092,-0.029146,-0.015685,-0.599997,-0.000001,0.250000,-0.610899,-0.004492,0.232297,0.002000
0.000000,0.000000,0.000000,-0.063907,-0.124553,-0.087597,0.006219,-0.028936,-0.015683,-0.599997,-0.000001,0.250000,-0.610897,-0.004483,0.232309,0.004000
0.000000,0.000000,0.000000,-0.064124,-0.123837,-0.086513,0.006347,-0.028725,-0.015680,-0.599997,-0.000001,0.250000,-0.610895,-0.004473,0.232320,0.006000
0.000000,0.000000,0.000000,-0.064341,-0.123120,-0.085429,0.006475,-0.028515,-0.015677,-0.599997,-0.000001,0.250000,-0.610894,-0.004464,0.232332,0.008000
0.000000,0.000000,0.000000,-0.064558,-0.122404,-0.084344,0.006603,-0.028305,-0.015675,-0.599997,-0.000001,0.250000,-0.610892,-0.004454,0.232344,0.010000
0.000000,0.000000,0.000000,-0.064776,-0.121688,-0.083260,0.006730,-0.028095,-0.015672,-0.599997,-0.000001,0.250000,-0.610891,-0.004445,0.232356,0.012000
0.000000,0.000000,0.000000,-0.064993,-0.120971,-0.082176,0.006858,-0.027885,-0.015669,-0.599997,-0.000001,0.250000,-0.610889,-0.004436,0.232367,0.014000
0.000000,0.000000,0.000000,-0.065210,-0.120255,-0.081092,0.006986,-0.027675,-0.015666,-0.599997,-0.000001,0.250000,-0.610888,-0.004426,0.232379,0.016000
0.000000,0.000000,0.000000,-0.065427,-0.119539,-0.080008,0.007113,-0.027465,-0.015664,-0.599997,-0.000001,0.250000,-0.610886,-0.004417,0.232391,0.018000
0.000000,0.000000,0.000000,-0.065645,-0.118822,-0.078923,0.007241,-0.027255,-0.015661,-0.599997,-0.000001,0.250000,-0.610884,-0.004407,0.232403,0.020000
0.000000,0.000000,0.000000,-0.065862,-0.118106,-0.077839,0.007369,-0.027044,-0.015658,-0.599997,-0.000001,0.250000,-0.610883,-0.004398,0.232414,0.022000
0.000000,0.000000,0.000000,-0.066079,-0.117389,-0.076755,0.007496,-0.026834,-0.015656,-0.599997,-0.000001,0.250000,-0.610881,-0.004388,0.232426,0.024000
0.000000,0.000000,0.000000,-0.066297,-0.116673,-0.075671,0.007624,-0.026624,-0.015653,-0.599997,-0.000001,0.250000,-0.610880,-0.004379,0.232438,0.026000
0.000000,0.000000,0.000000,-0.066514,-0.115957,-0.074586,0.007752,-0.026414,-0.015650,-0.599997,-0.000001,0.250000,-0.610878,-0.004369,0.232449,0.028000
0.000000,0.000000,0.000000,-0.066731,-0.115240,-0.073502,0.007880,-0.026204,-0.015648,-0.599997,-0.000001,0.250000,-0.610876,-0.004360,0.232461,0.030000
