a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.1766851195904517,0.1766851195904517,-0.07218203266355586,0.11817610785134762,1,geometric,0.08116407622834132,0.03673964165756484,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10501,1,10501,0.0,,scenario,21.0,0.0,1,0.027362299793694252,0.023031999999999997,0.021776581339385512,0.007602212582135959,0.00406097923151877,0.019998357591763886,500.0,C5_2026-09-23_18-21-19.meta,C5,0,geometric,21.0,0.0,nan,nan,cf5
0.0,0.17540832571561735,0.17540832571561735,-0.10900613457556936,0.12557106485016584,1,geometric,0.03449827724684234,0.02828574249773255,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,483,1,483,0.0,,land,21.964,21.0,1,0.022463145149332935,0.02102599999999999,0.022145017040326606,0.006352870347339317,0.003063383572289485,0.020991867452784647,500.0000000000007,C5_2026-09-23_18-21-19.meta,C5,0,geometric,21.964,21.0,nan,nan,cf5
