scenario,controller,n_robots,vehicle_id,t_start,t_end,n_samples,n_raw,rate_hz_est,nan_fraction,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,pos_peak_m,pos_peak_z,dz_cmd_m,dz_mean_m,dz_err_mean_m,dz_err_rms_m,a_res_rms,a_res_z_mean,a_res_z_rms,a_hat_res_rms,a_hat_vs_a_res_rmse,e_R_rmse,e_R_peak,notes,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,spectrum_ok,t_below_min_safe_s,tau_peak,tau_rms
A8,geometric,2,cf5,0.0,15.034,7518,7518,500.0,0.0,0.03984440414961398,0.004038343134028661,0.02007107466992139,0.03418216330725807,0.12406667313182855,0.10490500000000003,,,,,0.7149188086156605,-0.5434483119180634,0.6947452966439348,0.0,0.7149188086156605,0.11674446937379795,0.6235995376249087,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A8,geometric,2,cf_second,0.0,15.034,7518,7518,500.0,0.0,0.47366163701021813,0.002364827504174712,0.023465231832351382,0.4730741346355021,0.4839839703647218,0.4834749999999999,,,,,0.0,0.0,0.0,0.0,0.0,0.011303139121500713,0.011303139121500716,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A8,geometric,2,__formation__,,,,,,,,,,,,,0.25,0.20779768981111998,0.04220231018888002,0.04436850574680246,,,,,,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,0.19267999999999996,0.1955332397829075,-0.054466760217092514,,,,,,0.0,,
