a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.19481995681662226,0.19481995681662226,-0.08509144471955052,0.1167804175339389,1,geometric,0.07112836261998444,0.0308315525267739,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10501,1,10501,0.0,,scenario,21.0,0.0,1,0.031885715689004064,0.027058,0.026281318622795535,0.0063815044403194585,0.0048402648907126455,0.025031099564717826,500.0,C5_2026-09-23_18-17-45.meta,C5,0,geometric,21.0,0.0,nan,nan,cf5
0.0,0.20386793496642222,0.2038679349664222,-0.10256440368852458,0.14383531960922574,1,geometric,0.03736357999442773,0.026884521908297068,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,488,1,488,0.0,,land,21.974,21.0,1,0.02819436237973826,0.027044,0.026577411676807897,0.007777237392613523,0.001759289649168701,0.02535307259303666,499.9999999999999,C5_2026-09-23_18-17-45.meta,C5,0,geometric,21.974,21.0,nan,nan,cf5
