a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_below_min_safe_s,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,1.9038481597618937,1.9038481597618937,-1.5301803492867616,1.80152464681937,1,geometric,,,,,0.7403788000544045,0.484561733055481,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7501,2,7501,0.0,,scenario,15.0,0.0,1,0.260727168329271,0.22686499999999998,0.19534585579266076,0.05445941192972037,0.058864604772981555,0.17812673615310173,500.0,A1_2026-09-23_17-17-26.meta,A1,0,geometric,,15.0,0.0,nan,nan,cf5
0.0,1.5058263204836935,1.5058263204836935,-1.0687638819672132,1.3779161580402324,1,geometric,,,,,0.6400835538068448,0.46186502478774777,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,305,2,305,0.0,,land,15.608,15.0,1,0.23532523839996425,0.20633599999999996,0.18365664434805207,0.07341608825439455,0.04218716496130228,0.16297264835283776,499.99999999999955,A1_2026-09-23_17-17-26.meta,A1,0,geometric,,15.608,15.0,nan,nan,cf5
0.0,1.990136685172851,1.990136685172851,-1.5148339547270306,1.8842221677471922,1,geometric,,,,,0.6987759249752383,0.4576894139690433,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,751,2,751,0.0,,approach1,1.5,0.0,1,0.23517661162836753,0.208461,0.18540155148157103,0.06760675015848647,0.03765115291004238,0.16847983057127708,500.0,A1_2026-09-23_17-17-26.meta,A1,0,geometric,,1.5,0.0,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.04291782538759391,0.042917825387593915,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7501,2,7501,0.0,,scenario,15.0,0.0,1,0.07818637741959913,0.07003000000000004,0.07390070186258067,0.02542513436781637,0.019711709803669545,0.06653063035006083,500.0,A1_2026-09-23_17-17-26.meta,A1,0,geometric,,15.0,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.04291782538759391,0.04291782538759391,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,305,2,305,0.0,,land,15.608,15.0,1,0.07453991382474229,0.06916100000000003,0.0739327439373665,0.019601617303715308,0.019356980236224185,0.06860856026270569,499.99999999999955,A1_2026-09-23_17-17-26.meta,A1,0,geometric,,15.608,15.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.04291782538759391,0.04291782538759391,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,751,2,751,0.0,,approach1,1.5,0.0,1,0.07308627412175298,0.06515599999999999,0.06995790633385562,0.02626034885875957,0.014085178080873055,0.0632938424719408,500.0,A1_2026-09-23_17-17-26.meta,A1,0,geometric,,1.5,0.0,nan,nan,cf_second
,,,,,,geometric,0.3,-0.10920242267777068,0.11204754329953076,0.4092024226777706,,,,,,,,,,,,0.35947000000000007,0.36263853317732253,0.06263853317732254,,,,,,2,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,,,A1_2026-09-23_17-17-26.meta,A1,,geometric,0.0,,,,,__formation__
0.0,1.9356662046622763,1.9356662046622763,-1.635335665511265,1.8323364091947156,1,geometric,,,,,0.7352146355486948,0.5027239439491058,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7501,2,7501,0.0,,scenario,15.0,0.0,1,0.25719716757966055,0.23790100000000003,0.21251027284508306,0.04915374336659627,0.05334859824572865,0.19974597027964863,500.0,A1_2026-09-23_17-18-48.meta,A1,0,geometric,,15.0,0.0,nan,nan,cf5
0.0,1.8659445721825203,1.8659445721825205,-1.656733231884058,1.73814285806646,1,geometric,,,,,0.6503483527110682,0.5256332128052862,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,552,2,552,0.0,,land,16.102,15.0,1,0.26196333610831884,0.244135,0.22660371067038368,0.05106916076574031,0.04750515540991238,0.21560251092635727,499.9999999999999,A1_2026-09-23_17-18-48.meta,A1,0,geometric,,16.102,15.0,nan,nan,cf5
0.0,2.2214149653244486,2.2214149653244486,-1.8919573728362182,2.131974152101907,1,geometric,,,,,0.7352146355486948,0.48146844284044454,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,751,2,751,0.0,,approach1,1.5,0.0,1,0.25075170354954723,0.23489700000000002,0.20173519994812306,0.04235433199398213,0.04402436438578722,0.1922629886376475,500.0,A1_2026-09-23_17-18-48.meta,A1,0,geometric,,1.5,0.0,nan,nan,cf5
