cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t
0.000000,0.000000,0.000000,0.002644,-0.138640,-0.117012,0.003996,-0.008345,-0.010591,-0.599995,0.000001,0.150000,-0.606543,-0.002994,0.124044,0.000000
0.000000,0.000000,0.000000,0.002277,-0.138121,-0.117985,0.003920,-0.008162,-0.010585,-0.599995,0.000001,0.150000,-0.606528,-0.002993,0.124044,0.002000
0.000000,0.000000,0.000000,0.001909,-0.137601,-0.118958,0.003844,-0.007979,-0.010579,-0.599995,0.000001,0.150000,-0.606512,-0.002991,0.124043,0.004000
0.000000,0.000000,0.000000,0.001542,-0.137082,-0.119932,0.003768,-0.007796,-0.010573,-0.599995,0.000001,0.150000,-0.606496,-0.002990,0.124043,0.006000
0.000000,0.000000,0.000000,0.001174,-0.136563,-0.120905,0.003692,-0.007613,-0.010567,-0.599995,0.000001,0.150000,-0.606481,-0.002989,0.124042,0.008000
0.000000,0.000000,0.000000,0.000807,-0.136044,-0.121878,0.003616,-0.007430,-0.010561,-0.599995,0.000001,0.150000,-0.606465,-0.002988,0.124042,0.010000
0.000000,0.000000,0.000000,0.000439,-0.135525,-0.122851,0.003540,-0.007247,-0.010555,-0.599995,0.000001,0.150000,-0.606449,-0.002987,0.124041,0.012000
0.000000,0.000000,0.000000,0.000072,-0.135006,-0.123824,0.003464,-0.007064,-0.010549,-0.599995,0.000001,0.150000,-0.606433,-0.002985,0.124041,0.014000
0.000000,0.000000,0.000000,-0.000296,-0.134486,-0.124797,0.003387,-0.006881,-0.010543,-0.599995,0.000001,0.150000,-0.606418,-0.002984,0.124041,0.016000
0.000000,0.000000,0.000000,-0.000664,-0.133967,-0.125770,0.003311,-0.006698,-0.010537,-0.599995,0.000001,0.150000,-0.606402,-0.002983,0.124040,0.018000
0.000000,0.000000,0.000000,-0.001031,-0.133448,-0.126743,0.003235,-0.006515,-0.010531,-0.599995,0.000001,0.150000,-0.606386,-0.002982,0.124040,0.020000
0.000000,0.000000,0.000000,-0.001399,-0.132929,-0.127716,0.003159,-0.006332,-0.010525,-0.599995,0.000001,0.150000,-0.606371,-0.002980,0.124039,0.022000
0.000000,0.000000,0.000000,-0.001766,-0.132410,-0.128690,0.003083,-0.006149,-0.010519,-0.599995,0.000001,0.150000,-0.606355,-0.002979,0.124039,0.024000
0.000000,0.000000,0.000000,-0.002134,-0.131890,-0.129663,0.003007,-0.005966,-0.010513,-0.599995,0.000001,0.150000,-0.606339,-0.002978,0.124038,0.026000
0.000000,0.000000,0.000000,-0.002501,-0.131371,-0.130636,0.002931,-0.005783,-0.010507,-0.599995,0.000001,0.150000,-0.606323,-0.002977,0.124038,0.028000
0.000000,0.000000,0.000000,-0.002869,-0.130852,-0.131609,0.002855,-0.005600,-0.010501,-0.599995,0.000001,0.150000,-0.606308,-0.002975,0.124038,0.030000
0.000000,0.000000,0.000000,-0.003236,-0.130333,-0.132582,0.002779,-0.005417,-0.010495,-0.599995,0.000001,0.150000,-0.606292,-0.002974,0.124037,0.032000
0.000000,0.000000,0.000000,-0.003604,-0.129814,-0.133555,0.002703,-0.005233,-0.010489,-0.599995,0.000001,0.150000,-0.606276,-0.002973,0.124037,0.034000
0.000000,0.000000,0.000000,-0.003972,-0.129294,-0.134528,0.002627,-0.005050,-0.010484,-0.599995,0.000001,0.150000,-0.606260,-0.002972,0.124036,0.036000
0.000000,0.000000,0.000000,-0.004339,-0.128775,-0.135501,0.002551,-0.004867,-0.010478,-0.599995,0.000001,0.150000,-0.606245,-0.002970,0.124036,0.038000
0.000000,0.000000,0.000000,-0.004707,-0.128256,-0.136475,0.002475,-0.004684,-0.010472,-0.599995,0.000001,0.150000,-0.606229,-0.002969,0.124035,0.040000
0.000000,0.000000,0.000000,-0.005074,-0.127737,-0.137448,0.002399,-0.004501,-0.010466,-0.599995,0.000001,0.150000,-0.606213,-0.002968,0.124035,0.042000
0.000000,0.000000,0.000000,-0.005442,-0.127218,-0.138421,0.002322,-0.004318,-0.010460,-0.599995,0.000001,0.150000,-0.606198,-0.002967,0.124035,0.044000
0.000000,0.000000,0.000000,-0.005809,-0.126699,-0.139394,0.002246,-0.004135,-0.010454,-0.599995,0.000001,0.150000,-0.606182,-0.002965,0.124034,0.046000
0.000000,0.000000,0.000000,-0.006177,-0.126179,-0.140367,0.002170,-0.003952,-0.010448,-0.599995,0.000001,0.150000,-0.606166,-0.002964,0.124034,0.048000
0.000000,0.000000,0.000000,-0.006545,-0.125660,-0.141340,0.002094,-0.003769,-0.010442,-0.599995,0.000001,0.150000,-0.606150,-0.002963,0.124033,0.050000
0.000000,0.000000,0.000000,-0.006912,-0.125141,-0.142313,0.002018,-0.003586,-0.010436,-0.599995,0.000001,0.150000,-0.606135,-0.002962,0.124033,0.052000
0.000000,0.000000,0.000000,-0.007280,-0.124622,-0.143286,0.001942,-0.003403,-0.010430,-0.599995,0.000001,0.150000,-0.606119,-0.002960,0.124032,0.054000
0.000000,0.000000,0.000000,-0.007647,-0.124103,-0.144260,0.001866,-0.003220,-0.010424,-0.599995,0.000001,0.150000,-0.606103,-0.002959,0.124032,0.056000
0.000000,0.000000,0.000000,-0.008015,-0.123583,-0.145233,0.001790,-0.003037,-0.010418,-0.599995,0.000001,0.150000,-0.606088,-0.002958,0.124031,0.058000
0.000000,0.000000,0.000000,-0.008382,-0.123064,-0.146206,0.001714,-0.002854,-0.010412,-0.599995,0.000001,0.150000,-0.606072,-0.002957,0.124031,0.060000
0.000000,0.000000,0.000000,-0.008750,-0.122545,-0.147179,0.001638,-0.002671,-0.010406,-0.599995,0.000001,0.150000,-0.606056,-0.002956,0.124031,0.062000
0.000000,0.000000,0.000000,-0.009117,-0.122026,-0.148152,0.001562,-0.002488,-0.010400,-0.599995,0.000001,0.150000,-0.606040,-0.002954,0.124030,0.064000
0.000000,0.000000,0.000000,-0.009485,-0.121507,-0.149125,0.001486,-0.002305,-0.010394,-0.599995,0.000001,0.150000,-0.606025,-0.002953,0.124030,0.066000
