cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t
0.000000,0.000000,0.000000,-0.055752,-0.085381,-0.049725,-0.000283,-0.108954,-0.017489,-0.600000,0.000000,0.099999,-0.628966,0.001594,0.077024,0.000000
0.000000,0.000000,0.000000,-0.053772,-0.084063,-0.047116,-0.000226,-0.108646,-0.017475,-0.600000,0.000000,0.099999,-0.628968,0.001563,0.077023,0.002000
0.000000,0.000000,0.000000,-0.051793,-0.082745,-0.044508,-0.000169,-0.108338,-0.017462,-0.600000,0.000000,0.099999,-0.628969,0.001533,0.077022,0.004000
0.000000,0.000000,0.000000,-0.049814,-0.081427,-0.041900,-0.000112,-0.108030,-0.017448,-0.600000,0.000000,0.099999,-0.628971,0.001502,0.077021,0.006000
0.000000,0.000000,0.000000,-0.047834,-0.080108,-0.039291,-0.000054,-0.107723,-0.017434,-0.600000,0.000000,0.099999,-0.628973,0.001471,0.077020,0.008000
0.000000,0.000000,0.000000,-0.045855,-0.078790,-0.036683,0.000003,-0.107415,-0.017421,-0.600000,0.000000,0.099999,-0.628974,0.001440,0.077019,0.010000
0.000000,0.000000,0.000000,-0.043875,-0.077472,-0.034074,0.000060,-0.107107,-0.017407,-0.600000,0.000000,0.099999,-0.628976,0.001410,0.077019,0.012000
0.000000,0.000000,0.000000,-0.041896,-0.076154,-0.031466,0.000117,-0.106799,-0.017393,-0.600000,0.000000,0.099999,-0.628978,0.001379,0.077018,0.014000
0.000000,0.000000,0.000000,-0.039916,-0.074836,-0.028857,0.000174,-0.106491,-0.017380,-0.600000,0.000000,0.099999,-0.628979,0.001348,0.077017,0.016000
0.000000,0.000000,0.000000,-0.042365,-0.071345,-0.023700,0.000480,-0.106285,-0.017356,-0.600000,0.000000,0.099999,-0.628983,0.001270,0.077013,0.018000
0.000000,0.000000,0.000000,-0.053519,-0.067039,-0.030422,0.001039,-0.106273,-0.017324,-0.600000,0.000000,0.099999,-0.628990,0.001159,0.077008,0.020000
0.000000,0.000000,0.000000,-0.064303,-0.072282,-0.052440,0.001102,-0.105566,-0.017340,-0.600000,0.000000,0.099999,-0.628985,0.001123,0.077010,0.022000
0.000000,0.000000,0.000000,-0.073125,-0.083599,-0.051020,0.001086,-0.104349,-0.017375,-0.600000,0.000000,0.099999,-0.628978,0.001059,0.077015,0.024000
0.000000,0.000000,0.000000,-0.076456,-0.092099,-0.047511,0.001153,-0.104287,-0.017371,-0.600000,0.000000,0.099999,-0.628978,0.001059,0.077015,0.026000
