a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.18221089449761502,0.18221089449761502,-0.045341370536139416,0.11309918869779152,1,geometric,0.1250581918748228,0.09386736187044867,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,10501,1,10501,0.0,,scenario,21.0,0.0,1,0.03998243615639246,0.024895,0.03429536192861623,0.025706051034627562,0.001395360340779719,0.022658856095118352,500.0,C5_2026-09-23_18-06-27.meta,C5,0,geometric,21.0,0.0,nan,nan,cf5
0.0,0.20472752737108801,0.20472752737108801,-0.08929916734693877,0.1270955186738843,1,geometric,0.10603358536803327,0.09828455728361772,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,490,1,490,0.0,,land,21.978,21.0,1,0.037540184895655464,0.025263000000000008,0.03702484580105417,0.02759981560852339,0.0018240322701227026,0.024612238647569184,499.9999999999992,C5_2026-09-23_18-06-27.meta,C5,0,geometric,21.978,21.0,nan,nan,cf5
