a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_below_min_safe_s,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.8049284619365291,0.8049284619365291,-0.23786841906176792,0.7654694996275401,1,geometric,,,,,0.6733210472382398,0.1526732545425681,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,17501,2,17501,0.0,,scenario,35.0,0.0,1,0.23413164897979935,0.223823,0.0680780066114348,0.02371857648839511,0.010544297245573339,0.06293537883533956,500.0,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,35.0,0.0,nan,nan,cf5
0.0,0.11224139638744039,0.11224139638744039,0.011831241813602017,0.06414968921911718,1,geometric,,,,,0.05782603622936643,0.047950666907631743,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,397,2,397,0.0,,land,35.792,35.0,1,0.03150451429557357,0.028059999999999974,0.03095056674564415,0.012939290432992035,0.004174721509588352,0.027804388957224625,499.999999999999,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,35.792,35.0,nan,nan,cf5
0.0,1.4139188228395632,1.4139188228395632,-0.7068935293333334,1.350920742779427,1,geometric,,,,,0.637165323523652,0.23927407411890103,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,5.87937937937938,2.8793793793793796,1,0.2322832279976322,0.20506500000000005,0.10767698339205396,0.040571183796359704,0.008740896124463823,0.09935747849415263,499.99999999999994,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,5.878,2.88,nan,nan,cf5
0.0,1.3745277462057905,1.3745277462057905,-0.6537856666666667,1.3147121880448287,1,geometric,,,,,0.6733210472382398,0.24829353643012808,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,14.638138138138139,11.638138138138139,1,0.2253530593113836,0.223823,0.10902755815480171,0.03526950987828817,0.008274175740781273,0.1028329136315541,500.0000000000001,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,14.638,11.64,nan,nan,cf5
0.0,1.317997288503132,1.317997288503132,-0.6938979093333334,1.2668572396955304,1,geometric,,,,,0.6173815891934258,0.2649386755245233,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach3,23.36186186186186,20.36186186186186,1,0.23413164897979935,0.20745999999999998,0.11065483051636744,0.03887166926014369,0.021849748272493516,0.10127227333265837,499.99999999999983,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,23.36,20.362,nan,nan,cf5
0.0,1.3197704184209458,1.3197704184209458,-0.6344403140000001,1.262786656144586,1,geometric,,,,,0.6180828048959136,0.25815027622287373,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach4,32.12062062062062,29.12062062062062,1,0.21137578217714534,0.20131200000000005,0.10491197103389426,0.03267533513186972,0.020632014549901163,0.09753545055952392,500.0000000000004,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,32.12,29.122,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.010513315414273465,0.010513315414273467,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,17501,2,17501,0.0,,scenario,35.0,0.0,1,0.14593404588032236,0.14511600000000002,0.13741262762691117,0.015343164635043713,0.011279480486980251,0.1360867034293135,500.0,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,35.0,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.010513315414273465,0.010513315414273465,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,397,2,397,0.0,,land,35.792,35.0,1,0.14453481568466464,0.14302799999999993,0.1439405606464579,0.01905069190099932,0.007640488786341261,0.1424695724301004,499.999999999999,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,35.792,35.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.010513315414273465,0.010513315414273467,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,5.87937937937938,2.8793793793793796,1,0.1439634244764969,0.13912900000000006,0.1388737938036931,0.02337089337778939,0.009432701919315944,0.13656777102470408,499.99999999999994,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,5.878,2.88,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.010513315414273465,0.010513315414273467,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,14.638138138138139,11.638138138138139,1,0.14325127184775696,0.1431309999999999,0.14035744086234497,0.010770657806373759,0.005943304681684537,0.13981731389676078,500.0000000000001,A3_2026-09-21_13-02-56.meta,A3,0,geometric,,14.638,11.64,nan,nan,cf_second
