cf5_A3_13-02-56.a_hat_x,cf5_A3_13-02-56.a_hat_y,cf5_A3_13-02-56.a_hat_z,cf5_A3_13-02-56.a_res_x,cf5_A3_13-02-56.a_res_y,cf5_A3_13-02-56.a_res_z,cf5_A3_13-02-56.e_r_x,cf5_A3_13-02-56.e_r_y,cf5_A3_13-02-56.e_r_z,cf5_A3_13-02-56.pos_des_x,cf5_A3_13-02-56.pos_des_y,cf5_A3_13-02-56.pos_des_z,cf5_A3_13-02-56.pos_x,cf5_A3_13-02-56.pos_y,cf5_A3_13-02-56.pos_z,cf5_A3_13-02-56.t,cf_second_A3_13-02-56.a_hat_x,cf_second_A3_13-02-56.a_hat_y,cf_second_A3_13-02-56.a_hat_z,cf_second_A3_13-02-56.a_res_x,cf_second_A3_13-02-56.a_res_y,cf_second_A3_13-02-56.a_res_z,cf_second_A3_13-02-56.e_r_x,cf_second_A3_13-02-56.e_r_y,cf_second_A3_13-02-56.e_r_z,cf_second_A3_13-02-56.pos_des_x,cf_second_A3_13-02-56.pos_des_y,cf_second_A3_13-02-56.pos_des_z,cf_second_A3_13-02-56.pos_x,cf_second_A3_13-02-56.pos_y,cf_second_A3_13-02-56.pos_z,cf_second_A3_13-02-56.t
0.000000,0.000000,0.000000,-0.109948,-0.110272,-0.012042,0.028884,-0.026466,-0.014960,-0.600000,0.000001,1.000000,-0.613703,-0.008027,0.971001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018674,0.012641,1.115126,0.000000
0.000000,0.000000,0.000000,-0.102928,-0.104184,-0.031111,0.028651,-0.026546,-0.014871,-0.600000,0.000001,1.000000,-0.613648,-0.008031,0.971003,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018674,0.012641,1.115126,0.002000
0.000000,0.000000,0.000000,-0.087864,-0.097121,-0.056445,0.028581,-0.027021,-0.014866,-0.600000,0.000001,1.000000,-0.613787,-0.008020,0.971002,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018674,0.012641,1.115126,0.004000
0.000000,0.000000,0.000000,-0.066143,-0.090813,-0.065936,0.028554,-0.027015,-0.014867,-0.600000,0.000001,1.000000,-0.613787,-0.008020,0.971002,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018629,0.012606,1.115135,0.006000
0.000000,0.000000,0.000000,-0.043274,-0.085917,-0.060298,0.028456,-0.026839,-0.014853,-0.600000,0.000001,1.000000,-0.613694,-0.008027,0.971004,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018378,0.012410,1.115188,0.008000
0.000000,0.000000,0.000000,-0.025949,-0.080730,-0.064214,0.028319,-0.026559,-0.014834,-0.600000,0.000001,1.000000,-0.613562,-0.008036,0.971007,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018378,0.012410,1.115188,0.010000
0.000000,0.000000,0.000000,-0.016819,-0.075019,-0.066935,0.028254,-0.026863,-0.014831,-0.600000,0.000001,1.000000,-0.613657,-0.008029,0.971006,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018378,0.012410,1.115188,0.012000
0.000000,0.000000,0.000000,-0.014943,-0.070893,-0.058938,0.028176,-0.027295,-0.014826,-0.600000,0.000001,1.000000,-0.613786,-0.008019,0.971003,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018378,0.012410,1.115188,0.014000
0.000000,0.000000,0.000000,-0.020074,-0.071702,-0.028498,0.028142,-0.027301,-0.014827,-0.600000,0.000001,1.000000,-0.613786,-0.008019,0.971003,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018378,0.012410,1.115188,0.016000
0.000000,0.000000,0.000000,-0.032517,-0.079421,-0.000197,0.028127,-0.027117,-0.014806,-0.600000,0.000001,1.000000,-0.613683,-0.008025,0.971006,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018406,0.012449,1.115172,0.018000
0.000000,0.000000,0.000000,-0.047668,-0.090881,-0.013084,0.028107,-0.026869,-0.014782,-0.600000,0.000001,1.000000,-0.613561,-0.008032,0.971008,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018522,0.012614,1.115104,0.020000
0.000000,0.000000,0.000000,-0.058921,-0.101108,-0.037146,0.028041,-0.027241,-0.014778,-0.600000,0.000001,1.000000,-0.613666,-0.008025,0.971006,0.022000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018575,0.012657,1.115092,0.022000
0.000000,0.000000,0.000000,-0.065147,-0.106353,-0.033824,0.027971,-0.027681,-0.014773,-0.600000,0.000001,1.000000,-0.613786,-0.008017,0.971004,0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018767,0.012812,1.115050,0.024000
0.000000,0.000000,0.000000,-0.069410,-0.103740,-0.020108,0.027939,-0.027721,-0.014773,-0.600000,0.000001,1.000000,-0.613786,-0.008017,0.971004,0.026000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018767,0.012812,1.115050,0.026000
0.000000,0.000000,0.000000,-0.073843,-0.095199,-0.024875,0.028154,-0.027380,-0.014750,-0.600000,0.000001,1.000000,-0.613672,-0.008023,0.971007,0.028000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018691,0.012757,1.115063,0.028000
0.000000,0.000000,0.000000,-0.075468,-0.087006,-0.018576,0.028360,-0.027009,-0.014727,-0.600000,0.000001,1.000000,-0.613561,-0.008028,0.971011,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018496,0.012616,1.115095,0.030000
0.000000,0.000000,0.000000,-0.071910,-0.084135,-0.009982,0.028293,-0.027412,-0.014723,-0.600000,0.000001,1.000000,-0.613677,-0.008021,0.971008,0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018567,0.012670,1.115082,0.032000
0.000000,0.000000,0.000000,-0.064758,-0.086362,-0.020175,0.028230,-0.027810,-0.014718,-0.600000,0.000001,1.000000,-0.613786,-0.008015,0.971005,0.034000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005054,-0.009041,0.001802,0.000000,-0.000002,1.250000,-0.018754,0.012812,1.115046,0.034000
