scenario,date,stamp,merge_path,vehicle_prefix,vehicle_role,motor,n_samples,n_valid,valid_pct,deck_zero_pct,dshot_zero_pct,bias_rpm,bias_pct,rmse_rpm,max_abs_err_rpm,lag_ms
A1,2026-09-21,13-25-10,experiments/logs/c1_2026-09-21_merged/A1_2026-09-21_13-25-10/A1_2026-09-21_13-25-10_merged_usd.csv,cf5_A1_13-25-10,bottom,3,8054,8052,99.97516761857462,0.0,0.0,10.74728025881766,0.06551446688149283,681.7624425241733,31843.076610999997,2.0
A1,2026-09-21,13-25-10,experiments/logs/c1_2026-09-21_merged/A1_2026-09-21_13-25-10/A1_2026-09-21_13-25-10_merged_usd.csv,cf5_A1_13-25-10,bottom,4,8054,8054,100.0,0.0,0.0,-31.405119249689587,-0.1999890818279755,607.3745150102754,39341.958946,0.0
A1,2026-09-21,13-25-10,experiments/logs/c1_2026-09-21_merged/A1_2026-09-21_13-25-10/A1_2026-09-21_13-25-10_merged_usd.csv,cf_second_A1_13-25-10,top,1,8054,8052,99.97516761857462,0.0,0.0,-1.3806094983855113,-0.008686887017459784,666.001362710042,42781.524524,0.0
A1,2026-09-21,13-25-10,experiments/logs/c1_2026-09-21_merged/A1_2026-09-21_13-25-10/A1_2026-09-21_13-25-10_merged_usd.csv,cf_second_A1_13-25-10,top,2,8054,8049,99.93791904643655,0.0,0.0,-19.0025226209467,-0.12112441607225545,766.8692043152894,43406.44723599999,-8.0
A1,2026-09-21,13-25-10,experiments/logs/c1_2026-09-21_merged/A1_2026-09-21_13-25-10/A1_2026-09-21_13-25-10_merged_usd.csv,cf_second_A1_13-25-10,top,3,8054,8054,100.0,0.0,0.0,-12.125310639433819,-0.07495820506286482,596.8497150311468,38651.817237,0.0
A1,2026-09-21,13-25-10,experiments/logs/c1_2026-09-21_merged/A1_2026-09-21_13-25-10/A1_2026-09-21_13-25-10_merged_usd.csv,cf_second_A1_13-25-10,top,4,8054,8053,99.98758380928732,0.0,0.0,-24.94063838345958,-0.15872903493265503,585.2953280958013,35696.037411,-2.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf5_A3_13-00-57,bottom,1,17691,17690,99.9943474082867,0.0,0.0,-50.20316861113625,-0.33576053781882037,817.3081179234165,44391.551899,2.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf5_A3_13-00-57,bottom,2,17691,17688,99.9830422248601,0.0,0.0,2.1979001917119017,0.013233852376340793,508.1384819502138,42389.717126,4.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf5_A3_13-00-57,bottom,3,17691,17689,99.9886948165734,0.0,0.0,-39.46505434230313,-0.25273129430757235,598.6158508801335,41541.539747,2.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf5_A3_13-00-57,bottom,4,17691,17687,99.9773896331468,0.0,0.0,17.728116479561255,0.10640764320466765,926.3204267452599,39631.323444999995,0.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf_second_A3_13-00-57,top,1,17691,17690,99.9943474082867,0.0,0.0,-1.1309134956472624,-0.007176742910890031,881.6178267436941,43461.535378,-2.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf_second_A3_13-00-57,top,2,17691,17687,99.9773896331468,0.0,0.0,-34.92769733827105,-0.22259365809248596,596.3719069367537,42635.032083,4.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf_second_A3_13-00-57,top,3,17691,17690,99.9943474082867,0.0,0.0,4.70067406387789,0.028932309205529378,860.554434303933,41137.014675,2.0
A3,2026-09-21,13-00-57,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-00-57/A3_2026-09-21_13-00-57_merged_usd.csv,cf_second_A3_13-00-57,top,4,17691,17690,99.9943474082867,0.0,0.0,-13.003737016958736,-0.08278462123243331,863.948903974429,36797.353239000004,4.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf5_A3_13-02-56,bottom,1,17897,17895,99.98882494272783,0.0,0.0,-32.61615939390891,-0.21729466503968106,983.5292063213998,45286.341625,2.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf5_A3_13-02-56,bottom,2,17897,17889,99.95529977091132,0.0,0.0,2.009268911621669,0.012128832551151316,871.3000405882408,43008.794222000004,4.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf5_A3_13-02-56,bottom,3,17897,17894,99.98323741409175,0.0,0.0,-15.525043856544096,-0.09899519876202449,1090.6458026694763,45096.257764,2.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf5_A3_13-02-56,bottom,4,17897,17894,99.98323741409175,0.0,0.0,27.606631060578962,0.16613846397177764,1109.165391422943,39443.508044,2.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf_second_A3_13-02-56,top,1,17897,17897,100.0,0.0,0.0,-18.837486044141475,-0.12019573743013474,617.2515200925936,37866.277078,-2.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf_second_A3_13-02-56,top,2,17897,17895,99.98882494272783,0.0,0.0,-28.924327953897738,-0.1831731275334945,659.6606351231945,42270.281661,2.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf_second_A3_13-02-56,top,3,17897,17894,99.98323741409175,0.0,0.0,-4.546739884598191,-0.02809509446256435,630.3198287936776,40636.754772,2.0
A3,2026-09-21,13-02-56,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-02-56/A3_2026-09-21_13-02-56_merged_usd.csv,cf_second_A3_13-02-56,top,4,17897,17896,99.99441247136392,0.0,0.0,-15.20660322071972,-0.09621064737488277,817.9477214995088,42611.980223,4.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf5_A3_13-04-34,bottom,1,10502,10499,99.97143401256903,0.0,0.0,-22.227412011429653,-0.14901610242635124,1086.306562691006,47793.839562,0.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf5_A3_13-04-34,bottom,2,10502,10498,99.96191201675872,0.0,0.0,-4.465127825585829,-0.026831304234996474,740.1355087853005,41309.676804,2.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf5_A3_13-04-34,bottom,3,10502,10501,99.99047800418968,0.0,0.0,-33.4122983333016,-0.2133391203561341,779.8672337764344,42801.449799,2.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf5_A3_13-04-34,bottom,4,10502,10502,100.0,0.0,0.0,-4.152182992858504,-0.024948053840290776,638.3554285051367,39379.951777,2.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf_second_A3_13-04-34,top,1,10502,10501,99.99047800418968,0.0,0.0,-6.555505006285114,-0.04191155980091908,957.8884446153513,43143.777442000006,4.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf_second_A3_13-04-34,top,2,10502,10501,99.99047800418968,0.0,0.0,-28.45550289591467,-0.1786742490602372,515.570205076721,35978.739175,0.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf_second_A3_13-04-34,top,3,10502,10502,100.0,0.0,0.0,-4.169844178727844,-0.025932331714633126,820.947073935779,41687.911704000006,-2.0
A3,2026-09-21,13-04-34,experiments/logs/c1_2026-09-21_merged/A3_2026-09-21_13-04-34/A3_2026-09-21_13-04-34_merged_usd.csv,cf_second_A3_13-04-34,top,4,10502,10501,99.99047800418968,0.0,0.0,3.185109995238532,0.02016541595097936,1047.2147265371004,41348.052926,24.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf5_A8_12-11-05,bottom,1,7501,7501,100.0,0.0,0.0,-48.94174300013333,-0.32431821486566037,430.28120171754364,30382.795454,2.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf5_A8_12-11-05,bottom,2,7501,7499,99.97333688841488,0.0,0.0,3.9500383869849274,0.02433833447660324,673.1215610158725,43583.654970999996,4.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf5_A8_12-11-05,bottom,3,7501,7501,100.0,0.0,0.0,-8.071868926943075,-0.05005058944417038,562.5199100852757,30739.514852,4.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf5_A8_12-11-05,bottom,4,7501,7501,100.0,0.0,0.0,3.3001182543660805,0.02076003167378387,885.9226448859544,40136.691881000006,0.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf_second_A8_12-11-05,top,1,7501,7500,99.98666844420744,0.0,0.0,6.502942986933332,0.04080713663010849,839.6470032253028,40629.463636,-6.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf_second_A8_12-11-05,top,2,7501,7499,99.97333688841488,0.0,0.0,-24.99395400466728,-0.16105322756324286,785.0090093894928,41541.418108,10.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf_second_A8_12-11-05,top,3,7501,7500,99.98666844420744,0.0,0.0,28.63926634866667,0.17380181442752551,976.7228402384111,42042.579658,0.0
A8,2026-09-21,12-11-05,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-05/A8_2026-09-21_12-11-05_merged_usd.csv,cf_second_A8_12-11-05,top,4,7501,7500,99.98666844420744,0.0,0.0,-41.371732761866674,-0.2686738295863253,517.0271723311827,43639.82412600001,0.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf5_A8_12-11-46,bottom,1,7501,7501,100.0,0.0,0.0,-50.390676819890665,-0.3383379374510319,630.7949923495329,37794.210145,0.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf5_A8_12-11-46,bottom,2,7501,7496,99.9333422210372,0.0,0.0,27.769365274012788,0.16977098088669576,1044.7324705614833,42726.776548,2.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf5_A8_12-11-46,bottom,3,7501,7501,100.0,0.0,0.0,-13.322562132648988,-0.08385365454612717,734.3988619053655,35091.020811,0.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf5_A8_12-11-46,bottom,4,7501,7501,100.0,0.0,0.0,-7.368313432875633,-0.04575046517480346,400.31943900992394,29452.75,2.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf_second_A8_12-11-46,top,1,7501,7499,99.97333688841488,0.0,0.0,-20.63862517655687,-0.13124429549011565,621.4718908511959,34707.150197999996,2.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf_second_A8_12-11-46,top,2,7501,7498,99.96000533262232,0.0,0.0,-36.4728133885036,-0.2322959457051051,622.5519581923817,37219.963618,2.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf_second_A8_12-11-46,top,3,7501,7501,100.0,0.0,0.0,15.035918814024784,0.0924170997984231,999.2936422473937,42146.536093999996,0.0
A8,2026-09-21,12-11-46,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_12-11-46/A8_2026-09-21_12-11-46_merged_usd.csv,cf_second_A8_12-11-46,top,4,7501,7499,99.97333688841488,0.0,0.0,-35.90758323803175,-0.22974264798713268,407.5842130561055,25205.360247999997,0.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf5_A8_13-14-36,bottom,1,13435,13435,100.0,0.0,0.0,-40.46599238250837,-0.2714069298632857,771.1894361576037,44835.793829,0.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf5_A8_13-14-36,bottom,2,13435,13434,99.99255675474507,0.0,0.0,23.26793084911418,0.14124748377601595,816.3977508357793,41305.998347,2.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf5_A8_13-14-36,bottom,3,13435,13434,99.99255675474507,0.0,0.0,-6.70470405709394,-0.042972497899198915,745.2267632970096,35761.620876,6.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf5_A8_13-14-36,bottom,4,13435,13434,99.99255675474507,0.0,0.0,26.37508516860205,0.16149252006620757,1037.2636676927552,43273.001039,4.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf_second_A8_13-14-36,top,1,13435,13431,99.97022701898028,0.0,0.0,-1.2378872202367626,-0.007785878068799174,663.3765981351621,39345.865139999994,-8.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf_second_A8_13-14-36,top,2,13435,13431,99.97022701898028,0.0,0.0,-40.14084888117044,-0.25539096695204083,345.2849945891369,34479.285714,4.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf_second_A8_13-14-36,top,3,13435,13435,100.0,0.0,0.0,15.866199755712687,0.09788309016252476,1032.6329871745456,43309.554973000006,2.0
A8,2026-09-21,13-14-36,experiments/logs/c1_2026-09-21_merged/A8_2026-09-21_13-14-36/A8_2026-09-21_13-14-36_merged_usd.csv,cf_second_A8_13-14-36,top,4,13435,13434,99.99255675474507,0.0,0.0,-7.768583070046152,-0.04940771738831135,963.0053503703303,42267.085409,-6.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf5,bottom,1,7805,7803,99.97437540038437,0.0,0.0,-9.802728005126223,-0.05582960628837233,554.7283102610807,29641.013216000003,0.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf5,bottom,2,7805,7805,100.0,0.0,0.0,-10.116461426905817,-0.054837403945150076,441.5438072175386,35436.0,2.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf5,bottom,3,7805,7805,100.0,0.0,0.0,4.716683211915438,0.026869968522173736,926.5404283782692,39131.67042,0.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf5,bottom,4,7805,7805,100.0,0.0,0.0,40.20830818129407,0.2186020880958302,1278.793086688922,42805.07262,2.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf_second,top,1,7805,7804,99.98718770019218,0.0,0.0,-2.8753964005638095,-0.01834882463471933,879.9325776572248,43593.54586,12.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf_second,top,2,7805,7801,99.94875080076874,0.0,0.0,-6.29606383079092,-0.03933298277427691,436.10951355950726,37372.426179999995,4.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf_second,top,3,7805,7805,100.0,0.0,0.0,48.67472287443947,0.3010168375150892,1240.9850159171272,43361.107631,44.0
A1,2026-09-23,17-17-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-17-26/A1_2026-09-23_17-17-26_merged_usd.csv,cf_second,top,4,7805,7804,99.98718770019218,0.0,0.0,5.815937479369552,0.03657067540875553,945.989707165954,37910.485309,4.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf5,bottom,1,8052,8052,100.0,0.0,0.0,11.574002305514167,0.06621508552424418,1136.7468147049806,41269.791392,0.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf5,bottom,2,8052,8045,99.9130650769995,0.0,0.0,21.746644771037918,0.11547667881503007,1027.3006009547835,38753.8125,2.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf5,bottom,3,8052,8050,99.97516145057129,0.0,0.0,1.7920565501863135,0.010126746395354736,777.5896425313255,34273.306364000004,2.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf5,bottom,4,8052,8050,99.97516145057129,0.0,0.0,33.19774130024845,0.1759510261755175,1128.8968226431534,37295.54786399999,0.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf_second,top,1,8052,8052,100.0,0.0,0.0,-22.29000522305018,-0.14317749851584272,604.8553425967706,38348.719688,-2.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf_second,top,2,8052,8051,99.98758072528564,0.0,0.0,-14.971455593963478,-0.09333677501906086,410.7910096086588,31213.78207,4.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf_second,top,3,8052,8049,99.96274217585693,0.0,0.0,24.422579085103738,0.151251250176819,1087.7910191669137,43673.576923,24.0
A1,2026-09-23,17-18-48,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-18-48/A1_2026-09-23_17-18-48_merged_usd.csv,cf_second,top,4,8052,8052,100.0,0.0,0.0,0.9284857697466582,0.005828052929318391,860.7272118121521,39366.679822000006,-2.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf5,bottom,1,8055,8054,99.98758535071384,0.0,0.0,4.244626145766088,0.02430992777260446,851.1303267839237,41081.211559,0.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf5,bottom,2,8055,8050,99.93792675356922,0.0,0.0,12.402142818633536,0.06831358542906786,963.9264807311577,37320.045956,2.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf5,bottom,3,8055,8054,99.98758535071384,0.0,0.0,14.18855266265212,0.08115845588797205,1131.7524158399222,39971.327621000004,0.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf5,bottom,4,8055,8053,99.97517070142769,0.0,0.0,12.919159761827878,0.06892078058667106,951.172929437224,39373.661715999995,2.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf_second,top,1,8055,8054,99.98758535071384,0.0,0.0,18.12210886602931,0.11569237467710548,1365.0682291167184,43484.012613,4.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf_second,top,2,8055,8054,99.98758535071384,0.0,0.0,-7.670167969207855,-0.04798922648640626,725.6365564966742,37447.817222,4.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf_second,top,3,8055,8055,100.0,0.0,0.0,-17.98000195282433,-0.11122095358367048,394.9611806902343,28477.112720000005,2.0
A1,2026-09-23,17-36-06,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-36-06/A1_2026-09-23_17-36-06_merged_usd.csv,cf_second,top,4,8055,8052,99.96275605214153,0.0,0.0,23.370513097988066,0.14777084233096288,1229.8848872173373,41595.839092,8.0
A1,2026-09-23,17-37-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-37-26/A1_2026-09-23_17-37-26_merged_usd.csv,cf5,bottom,1,7983,7980,99.96242014280345,0.0,0.0,-8.150928794235602,-0.04651255177990916,644.822630685041,41574.945473,0.0
A1,2026-09-23,17-37-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-37-26/A1_2026-09-23_17-37-26_merged_usd.csv,cf5,bottom,2,7983,7978,99.93736690467243,0.0,0.0,-9.264859188643761,-0.050906713127638885,646.7396315798605,40364.688845000004,2.0
A1,2026-09-23,17-37-26,experiments/logs/c1_2026-09-23_merged/A1_2026-09-23_17-37-26/A1_2026-09-23_17-37-26_merged_usd.csv,cf5,bottom,3,7983,7978,99.93736690467243,0.0,0.0,12.29831522148405,0.07039892109335939,1004.7513573996735,43007.961091,0.0
