# meta:t_zero=scenario_start
t,cf5_A8_13-14-36.a_res_x,cf5_A8_13-14-36.a_res_y,cf5_A8_13-14-36.a_res_z,cf5_A8_13-14-36.acc_x,cf5_A8_13-14-36.acc_y,cf5_A8_13-14-36.acc_z,cf5_A8_13-14-36.alp_x,cf5_A8_13-14-36.alp_y,cf5_A8_13-14-36.alp_z,cf5_A8_13-14-36.ctrltarget_x,cf5_A8_13-14-36.ctrltarget_y,cf5_A8_13-14-36.ctrltarget_z,cf5_A8_13-14-36.e_r_norm,cf5_A8_13-14-36.e_r_x,cf5_A8_13-14-36.e_r_y,cf5_A8_13-14-36.e_r_z,cf5_A8_13-14-36.f_res_x,cf5_A8_13-14-36.f_res_y,cf5_A8_13-14-36.f_res_z,cf5_A8_13-14-36.gyro_x,cf5_A8_13-14-36.gyro_y,cf5_A8_13-14-36.gyro_z,cf5_A8_13-14-36.motor_m1,cf5_A8_13-14-36.motor_m1_rpm,cf5_A8_13-14-36.motor_m2,cf5_A8_13-14-36.motor_m2_rpm,cf5_A8_13-14-36.motor_m3,cf5_A8_13-14-36.motor_m3_rpm,cf5_A8_13-14-36.motor_m4,cf5_A8_13-14-36.motor_m4_rpm,cf5_A8_13-14-36.pitch_deg,cf5_A8_13-14-36.rnn_clamped,cf5_A8_13-14-36.rnn_pred_x,cf5_A8_13-14-36.rnn_pred_y,cf5_A8_13-14-36.rnn_pred_z,cf5_A8_13-14-36.roll_deg,cf5_A8_13-14-36.rpm_m1,cf5_A8_13-14-36.rpm_m2,cf5_A8_13-14-36.rpm_m3,cf5_A8_13-14-36.rpm_m4,cf5_A8_13-14-36.tau_x,cf5_A8_13-14-36.tau_y,cf5_A8_13-14-36.tau_z,cf5_A8_13-14-36.vx,cf5_A8_13-14-36.vy,cf5_A8_13-14-36.vz,cf5_A8_13-14-36.x,cf5_A8_13-14-36.y,cf5_A8_13-14-36.yaw_deg,cf5_A8_13-14-36.z,cf_second_A8_13-14-36.a_res_x,cf_second_A8_13-14-36.a_res_y,cf_second_A8_13-14-36.a_res_z,cf_second_A8_13-14-36.acc_x,cf_second_A8_13-14-36.acc_y,cf_second_A8_13-14-36.acc_z,cf_second_A8_13-14-36.alp_x,cf_second_A8_13-14-36.alp_y,cf_second_A8_13-14-36.alp_z,cf_second_A8_13-14-36.ctrltarget_x,cf_second_A8_13-14-36.ctrltarget_y,cf_second_A8_13-14-36.ctrltarget_z,cf_second_A8_13-14-36.e_r_norm,cf_second_A8_13-14-36.e_r_x,cf_second_A8_13-14-36.e_r_y,cf_second_A8_13-14-36.e_r_z,cf_second_A8_13-14-36.f_res_x,cf_second_A8_13-14-36.f_res_y,cf_second_A8_13-14-36.f_res_z,cf_second_A8_13-14-36.gyro_x,cf_second_A8_13-14-36.gyro_y,cf_second_A8_13-14-36.gyro_z,cf_second_A8_13-14-36.motor_m1,cf_second_A8_13-14-36.motor_m1_rpm,cf_second_A8_13-14-36.motor_m2,cf_second_A8_13-14-36.motor_m2_rpm,cf_second_A8_13-14-36.motor_m3,cf_second_A8_13-14-36.motor_m3_rpm,cf_second_A8_13-14-36.motor_m4,cf_second_A8_13-14-36.motor_m4_rpm,cf_second_A8_13-14-36.pitch_deg,cf_second_A8_13-14-36.rnn_clamped,cf_second_A8_13-14-36.rnn_pred_x,cf_second_A8_13-14-36.rnn_pred_y,cf_second_A8_13-14-36.rnn_pred_z,cf_second_A8_13-14-36.roll_deg,cf_second_A8_13-14-36.rpm_m1,cf_second_A8_13-14-36.rpm_m2,cf_second_A8_13-14-36.rpm_m3,cf_second_A8_13-14-36.rpm_m4,cf_second_A8_13-14-36.tau_x,cf_second_A8_13-14-36.tau_y,cf_second_A8_13-14-36.tau_z,cf_second_A8_13-14-36.vx,cf_second_A8_13-14-36.vy,cf_second_A8_13-14-36.vz,cf_second_A8_13-14-36.x,cf_second_A8_13-14-36.y,cf_second_A8_13-14-36.yaw_deg,cf_second_A8_13-14-36.z,rel.cf5_A8_13-14-36_cf_second_A8_13-14-36.vx,rel.cf5_A8_13-14-36_cf_second_A8_13-14-36.vy,rel.cf5_A8_13-14-36_cf_second_A8_13-14-36.vz,rel.cf5_A8_13-14-36_cf_second_A8_13-14-36.x,rel.cf5_A8_13-14-36_cf_second_A8_13-14-36.y,rel.cf5_A8_13-14-36_cf_second_A8_13-14-36.z,rel.cf_second_A8_13-14-36_cf5_A8_13-14-36.vx,rel.cf_second_A8_13-14-36_cf5_A8_13-14-36.vy,rel.cf_second_A8_13-14-36_cf5_A8_13-14-36.vz,rel.cf_second_A8_13-14-36_cf5_A8_13-14-36.x,rel.cf_second_A8_13-14-36_cf5_A8_13-14-36.y,rel.cf_second_A8_13-14-36_cf5_A8_13-14-36.z
0.000000,-0.059838,-0.068177,0.009587,-0.005697,-0.006838,1.006315,1.079778,-8.169354,0.367522,0.000000,-0.200001,1.000000,0.029846,0.011700,-0.020348,-0.018435,-0.002453,-0.002795,0.000393,-7.524761,-1.103810,-0.147367,35270.764706,14565.551724,39576.636917,16286.000000,36081.612576,15372.263692,38990.955375,16339.000000,-0.439909,0.000000,0.000000,0.000000,0.000000,0.376872,14689.515213,16338.803245,15538.144016,16316.803245,0.000000,0.000000,0.000000,0.022063,-0.010864,0.000917,-0.011796,-0.199097,-1.065264,0.977010,0.000000,0.000000,0.000000,0.012637,-0.006427,0.997621,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,-0.372422,3.268813,0.082136,37176.675267,15815.682384,37367.967082,15791.105872,37767.658808,16181.000000,37687.170374,15524.090302,-0.057976,0.000000,0.000000,0.000000,0.000000,0.352991,15839.000000,15812.471530,16165.504004,15634.886121,-0.000189,0.000492,0.000230,0.016721,-0.037528,-0.004733,-0.014833,0.817917,0.002164,1.120961,0.005342,0.026664,0.005650,0.003036,-1.017014,-0.143951,-0.005342,-0.026664,-0.005650,-0.003036,1.017014,0.143951
0.002000,-0.058607,-0.067435,0.036215,-0.005033,-0.005836,1.006744,-1.373405,-4.193225,1.794783,0.000000,-0.200001,1.000000,0.029534,0.011440,-0.020036,-0.018434,-0.002403,-0.002765,0.001485,-7.734071,-1.452812,0.068594,35302.491124,14619.000000,39520.272189,16286.000000,36145.611440,15396.398422,38943.508876,16279.788955,-0.440305,0.000000,0.000000,0.000000,0.000000,0.349731,14687.000000,16325.128205,15535.000000,16304.627219,0.000000,0.000000,0.000000,0.022342,-0.011112,0.001094,-0.011712,-0.199139,-1.065049,0.977014,0.000000,0.000000,0.000000,0.013444,-0.004347,0.995559,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,-0.111141,3.308593,-0.067930,37146.638554,15873.000000,37429.638554,15772.000000,37701.032129,16112.919679,37733.510040,15622.493976,-0.075327,0.000000,0.000000,0.000000,0.000000,0.356176,15839.000000,15814.000000,16166.108434,15641.000000,-0.000189,0.000492,0.000230,0.016786,-0.037923,-0.004873,-0.014723,0.817670,0.002250,1.120929,0.005556,0.026811,0.005966,0.003011,-1.016809,-0.143915,-0.005556,-0.026811,-0.005966,-0.003011,1.016809,0.143915
0.004000,-0.055690,-0.064197,0.058954,-0.004742,-0.004946,1.007289,-1.547870,-1.132251,1.710904,0.000000,-0.200001,1.000000,0.028894,0.010122,-0.019764,-0.018448,-0.002283,-0.002632,0.002417,-7.879741,-1.542726,0.250668,35315.194919,14619.000000,39450.813857,16286.000000,36205.696074,15417.807390,38923.704850,16216.501155,-0.440245,0.000000,0.000000,0.000000,0.000000,0.300977,14688.352425,16320.042956,15536.690531,16302.042956,0.000000,0.000000,0.000000,0.022581,-0.010819,0.001366,-0.011646,-0.198999,-1.064812,0.977017,0.000000,0.000000,0.000000,0.012570,0.000038,0.991855,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,0.051275,4.333714,0.222654,37284.419990,15836.077162,37302.444329,15772.000000,37763.533402,16114.646815,37661.982393,15512.322631,-0.084481,0.000000,0.000000,0.000000,0.000000,0.357857,15857.099430,15808.208182,16166.619886,15638.104091,-0.000189,0.000492,0.000230,0.016440,-0.037550,-0.004790,-0.014789,0.817710,0.002295,1.120945,0.006141,0.026732,0.006156,0.003143,-1.016710,-0.143928,-0.006141,-0.026732,-0.006156,-0.003143,1.016710,0.143928
0.006000,-0.051243,-0.057600,0.077992,-0.004310,-0.004025,1.005844,-0.855601,0.259228,0.440537,0.000000,-0.200001,1.000000,0.028724,0.008469,-0.020296,-0.018478,-0.002101,-0.002362,0.003198,-7.975769,-1.518981,0.251068,35277.266520,14592.460903,39435.927863,16286.000000,36242.262115,15576.000000,38948.670154,16286.000000,-0.438837,0.000000,0.000000,0.000000,0.000000,0.294183,14692.248899,16328.810022,15538.438877,16306.751101,0.000000,0.000000,0.000000,0.022137,-0.009433,0.001323,-0.011791,-0.198589,-1.065049,0.977010,0.000000,0.000000,0.000000,0.011410,0.000464,0.988727,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,0.456496,5.233692,0.603654,37455.559494,15822.000000,37156.409114,15698.464304,37854.422785,16167.624810,37547.579747,15648.150380,-0.084481,0.000000,0.000000,0.000000,0.000000,0.357857,15845.430380,15802.286076,16164.286076,15654.826835,-0.000189,0.000492,0.000230,0.016295,-0.037328,-0.004730,-0.014836,0.817775,0.002295,1.120958,0.005842,0.027895,0.006053,0.003045,-1.016365,-0.143948,-0.005842,-0.027895,-0.006053,-0.003045,1.016365,0.143948
0.008000,-0.046455,-0.047875,0.065594,-0.003767,-0.003170,1.004025,-2.411560,0.441476,-1.336443,0.000000,-0.200001,1.000000,0.028665,0.008306,-0.020277,-0.018481,-0.001905,-0.001963,0.002689,-8.360594,-1.436260,0.085271,35225.444560,14534.000000,39458.045289,16286.000000,36214.345653,15556.843831,39002.555440,16286.000000,-0.438837,0.000000,0.000000,0.000000,0.000000,0.294183,14693.436231,16331.481520,15536.954711,16305.563769,0.000000,0.000000,0.000000,0.022137,-0.009433,0.001323,-0.011791,-0.198589,-1.065049,0.977010,0.000000,0.000000,0.000000,0.010590,-0.000810,0.986851,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,0.501932,4.793246,1.012069,37583.989889,15936.653185,37032.730030,15710.714863,38006.247725,16220.223458,37392.032356,15503.499494,-0.084481,0.000000,0.000000,0.000000,0.000000,0.357857,15817.125379,15801.000000,16153.194135,15657.982811,-0.000189,0.000492,0.000230,0.016295,-0.037328,-0.004730,-0.014836,0.817775,0.002295,1.120958,0.005842,0.027895,0.006053,0.003045,-1.016365,-0.143948,-0.005842,-0.027895,-0.006053,-0.003045,1.016365,0.143948
0.010000,-0.041726,-0.038689,0.051377,-0.003526,-0.003812,1.002900,-3.555441,1.481741,-0.595060,0.000000,-0.200001,1.000000,0.028609,0.008040,-0.020300,-0.018486,-0.001711,-0.001586,0.002106,-8.661381,-1.249132,0.050974,35209.416249,14551.898696,39448.756269,16242.293882,36214.253761,15487.456369,39028.989970,16286.000000,-0.438837,0.000000,0.000000,0.000000,0.000000,0.294183,14691.000000,16322.253761,15544.994985,16310.081244,0.000000,0.000000,0.000000,0.022137,-0.009433,0.001323,-0.011791,-0.198589,-1.065049,0.977010,0.000000,0.000000,0.000000,0.010457,-0.003627,0.986139,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,0.753216,3.620136,1.070967,37576.720873,15898.187407,37059.296480,15797.311353,38055.755578,16038.589489,37326.980169,15540.089241,-0.084481,0.000000,0.000000,0.000000,0.000000,0.357857,15825.763014,15797.997521,16150.000000,15653.997521,-0.000189,0.000492,0.000230,0.016295,-0.037328,-0.004730,-0.014836,0.817775,0.002295,1.120958,0.005842,0.027895,0.006053,0.003045,-1.016365,-0.143948,-0.005842,-0.027895,-0.006053,-0.003045,1.016365,0.143948
0.012000,-0.037719,-0.034304,0.042155,-0.003446,-0.005393,1.002001,1.172479,1.982415,-0.747211,0.000000,-0.200001,1.000000,0.028565,0.007776,-0.020337,-0.018490,-0.001546,-0.001406,0.001728,-8.361371,-1.029926,-0.098235,35184.225758,14630.211338,39481.571358,16181.000000,36167.428642,15512.232720,39064.617106,16330.481353,-0.438837,0.000000,0.000000,0.000000,0.000000,0.294183,14689.337146,16319.078568,15556.988563,16313.000000,0.000000,0.000000,0.000000,0.022137,-0.009433,0.001323,-0.011791,-0.198589,-1.065049,0.977010,0.000000,0.000000,0.000000,0.009916,-0.005928,0.988284,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,0.852492,2.867038,0.726467,37463.393665,15873.000000,37205.948718,15822.000000,37960.156863,16168.933635,37422.111614,15576.000000,-0.115807,0.000000,0.000000,0.000000,0.000000,0.359950,15834.010558,15784.957768,16140.215686,15653.000000,-0.000189,0.000492,0.000230,0.016403,-0.037785,-0.005442,-0.014713,0.817492,0.006357,1.120919,0.005735,0.028352,0.006765,0.002922,-1.016081,-0.143909,-0.005735,-0.028352,-0.006765,-0.002922,1.016081,0.143909
0.014000,-0.035399,-0.038899,0.025666,-0.003915,-0.007132,1.000165,5.186022,0.089241,-2.566096,0.000000,-0.200001,1.000000,0.028374,0.006471,-0.020476,-0.018497,-0.001451,-0.001595,0.001052,-7.763762,-1.116539,-0.421378,35092.544984,14686.657187,39552.370734,16181.000000,36092.790072,15604.097725,39130.832472,16369.964840,-0.431973,0.000000,0.000000,0.000000,0.000000,0.256151,14682.734230,16318.160807,15562.293692,16314.706308,0.000000,0.000000,0.000000,0.022160,-0.009166,0.001538,-0.011785,-0.198482,-1.064407,0.977011,0.000000,0.000000,0.000000,0.009428,-0.013043,0.993743,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,0.567259,3.479889,0.060821,37255.216216,15755.432432,37407.891892,15782.810811,37724.216216,16030.000000,37679.378378,15499.972973,-0.126102,0.000000,0.000000,0.000000,0.000000,0.360638,15835.000000,15784.135135,16137.000000,15643.594595,-0.000189,0.000492,0.000230,0.016438,-0.037935,-0.005676,-0.014672,0.817399,0.007692,1.120906,0.005722,0.028769,0.007214,0.002888,-1.015882,-0.143894,-0.005722,-0.028769,-0.007214,-0.002888,1.015882,0.143894
0.016000,-0.035869,-0.051506,0.002025,-0.004137,-0.008894,0.999536,3.392639,-1.131610,-2.531582,0.000000,-0.200001,1.000000,0.028135,0.004815,-0.020640,-0.018504,-0.001471,-0.002112,0.000083,-7.461122,-1.170649,-0.669402,35003.091535,14551.063484,39590.047244,16181.000000,36048.637303,15576.000000,39193.031496,16362.678150,-0.422745,0.000000,0.000000,0.000000,0.000000,0.205028,14684.892717,16309.053642,15551.230315,16320.946358,0.000000,0.000000,0.000000,0.022191,-0.008807,0.001827,-0.011777,-0.198339,-1.063544,0.977013,0.000000,0.000000,0.000000,0.007102,-0.017179,0.998117,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,-0.180345,4.504967,-0.056218,37215.016194,15762.279352,37388.672065,15772.000000,37681.627530,16139.935223,37776.271255,15556.757085,-0.126102,0.000000,0.000000,0.000000,0.000000,0.360638,15838.206478,15781.793522,16161.850202,15742.805668,-0.000189,0.000492,0.000230,0.016023,-0.037078,-0.005490,-0.014807,0.817646,0.007692,1.120945,0.006168,0.028272,0.007317,0.003029,-1.015985,-0.143932,-0.006168,-0.028272,-0.007317,-0.003029,1.015985,0.143932
0.018000,-0.038590,-0.068220,-0.011115,-0.003972,-0.009919,1.000233,1.808231,0.659528,-0.612748,0.000000,-0.200001,1.000000,0.028116,0.004617,-0.020655,-0.018508,-0.001582,-0.002797,-0.000456,-7.252983,-1.112569,-0.687725,35003.573278,14427.238736,39596.537027,16227.708959,36039.573278,15576.000000,39196.764889,16321.824443,-0.422745,0.000000,0.000000,0.000000,0.000000,0.205028,14693.220611,16301.775764,15541.779389,16330.003625,0.000000,0.000000,0.000000,0.022191,-0.008807,0.001827,-0.011777,-0.198339,-1.063544,0.977013,0.000000,0.000000,0.000000,0.006988,-0.022129,1.002893,0.364388,0.316105,-1.277064,0.000000,0.799992,1.250000,0.009302,0.002888,-0.008510,-0.002400,0.000000,0.000000,0.000000,-1.461759,4.974183,0.168951,37265.850633,15772.000000,37255.758481,15772.000000,37785.957975,16138.662785,37754.875443,15536.105316,-0.126102,0.000000,0.000000,0.000000,0.000000,0.360638,15845.513418,15767.158987,16153.344810,15565.269873,-0.000189,0.000492,0.000230,0.015920,-0.036866,-0.005444,-0.014840,0.817707,0.007692,1.120955,0.006270,0.028059,0.007271,0.003063,-1.016046,-0.143942,-0.006270,-0.028059,-0.007271,-0.003063,1.016046,0.143942
