cf5_A1_12-51-16.a_hat_x,cf5_A1_12-51-16.a_hat_y,cf5_A1_12-51-16.a_hat_z,cf5_A1_12-51-16.a_res_x,cf5_A1_12-51-16.a_res_y,cf5_A1_12-51-16.a_res_z,cf5_A1_12-51-16.e_r_x,cf5_A1_12-51-16.e_r_y,cf5_A1_12-51-16.e_r_z,cf5_A1_12-51-16.pos_des_x,cf5_A1_12-51-16.pos_des_y,cf5_A1_12-51-16.pos_des_z,cf5_A1_12-51-16.pos_x,cf5_A1_12-51-16.pos_y,cf5_A1_12-51-16.pos_z,cf5_A1_12-51-16.t,cf_second_A1_12-51-16.a_hat_x,cf_second_A1_12-51-16.a_hat_y,cf_second_A1_12-51-16.a_hat_z,cf_second_A1_12-51-16.a_res_x,cf_second_A1_12-51-16.a_res_y,cf_second_A1_12-51-16.a_res_z,cf_second_A1_12-51-16.e_r_x,cf_second_A1_12-51-16.e_r_y,cf_second_A1_12-51-16.e_r_z,cf_second_A1_12-51-16.pos_des_x,cf_second_A1_12-51-16.pos_des_y,cf_second_A1_12-51-16.pos_des_z,cf_second_A1_12-51-16.pos_x,cf_second_A1_12-51-16.pos_y,cf_second_A1_12-51-16.pos_z,cf_second_A1_12-51-16.t
0.000000,0.000000,0.000000,-0.476033,-0.654742,-0.556688,-0.477654,-0.260211,0.169747,0.000000,0.000001,1.000000,0.060206,-0.027477,0.818668,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012764,0.014614,1.483037,0.000000
0.000000,0.000000,0.000000,-0.441836,-0.633625,-0.541024,-0.455857,-0.265749,0.170110,0.000000,0.000001,1.000000,0.060481,-0.023954,0.819824,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012764,0.014614,1.483037,0.002000
0.000000,0.000000,0.000000,-0.388781,-0.614858,-0.560112,-0.448232,-0.272208,0.169845,0.000000,0.000001,1.000000,0.060600,-0.022419,0.820327,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012762,0.014611,1.483037,0.004000
0.000000,0.000000,0.000000,-0.332923,-0.601297,-0.596621,-0.451450,-0.279149,0.169092,0.000000,0.000001,1.000000,0.060600,-0.022419,0.820327,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012636,0.014419,1.483062,0.006000
0.000000,0.000000,0.000000,-0.295901,-0.590892,-0.625117,-0.454344,-0.285459,0.168367,0.000000,0.000001,1.000000,0.060600,-0.022419,0.820327,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012636,0.014419,1.483062,0.008000
0.000000,0.000000,0.000000,-0.278557,-0.575744,-0.651814,-0.432932,-0.291631,0.168873,0.000000,0.000001,1.000000,0.060910,-0.017954,0.821831,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012636,0.014419,1.483062,0.010000
0.000000,0.000000,0.000000,-0.268407,-0.557082,-0.691046,-0.426018,-0.301034,0.167167,0.000000,0.000001,1.000000,0.060625,-0.017074,0.821814,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012636,0.014419,1.483062,0.012000
0.000000,0.000000,0.000000,-0.269537,-0.543788,-0.716016,-0.428422,-0.309894,0.165639,0.000000,0.000001,1.000000,0.060494,-0.017272,0.821640,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012636,0.014419,1.483062,0.014000
0.000000,0.000000,0.000000,-0.281517,-0.541619,-0.716283,-0.431079,-0.317244,0.164554,0.000000,0.000001,1.000000,0.060494,-0.017272,0.821640,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012662,0.014460,1.483058,0.016000
0.000000,0.000000,0.000000,-0.286796,-0.551382,-0.714405,-0.432935,-0.322570,0.163725,0.000000,0.000001,1.000000,0.060494,-0.017272,0.821640,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005061,-0.008207,-0.004619,0.000000,-0.000001,1.599990,-0.012900,0.014844,1.483016,0.018000
