# meta:t_zero=scenario_start
t,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.acc_x,cf5.acc_y,cf5.acc_z,cf5.alp_x,cf5.alp_y,cf5.alp_z,cf5.ctrltarget_x,cf5.ctrltarget_y,cf5.ctrltarget_z,cf5.e_r_norm,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.f_res_x,cf5.f_res_y,cf5.f_res_z,cf5.gyro_x,cf5.gyro_y,cf5.gyro_z,cf5.motor_m1,cf5.motor_m1_rpm,cf5.motor_m2,cf5.motor_m2_rpm,cf5.motor_m3,cf5.motor_m3_rpm,cf5.motor_m4,cf5.motor_m4_rpm,cf5.pitch_deg,cf5.rnn_clamped,cf5.rnn_pred_x,cf5.rnn_pred_y,cf5.rnn_pred_z,cf5.roll_deg,cf5.rpm_m1,cf5.rpm_m2,cf5.rpm_m3,cf5.rpm_m4,cf5.run_tag,cf5.tau_x,cf5.tau_y,cf5.tau_z,cf5.vx,cf5.vy,cf5.vz,cf5.x,cf5.y,cf5.yaw_deg,cf5.z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.acc_x,cf_second.acc_y,cf_second.acc_z,cf_second.alp_x,cf_second.alp_y,cf_second.alp_z,cf_second.ctrltarget_x,cf_second.ctrltarget_y,cf_second.ctrltarget_z,cf_second.e_r_norm,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.f_res_x,cf_second.f_res_y,cf_second.f_res_z,cf_second.gyro_x,cf_second.gyro_y,cf_second.gyro_z,cf_second.motor_m1,cf_second.motor_m1_rpm,cf_second.motor_m2,cf_second.motor_m2_rpm,cf_second.motor_m3,cf_second.motor_m3_rpm,cf_second.motor_m4,cf_second.motor_m4_rpm,cf_second.pitch_deg,cf_second.rnn_clamped,cf_second.rnn_pred_x,cf_second.rnn_pred_y,cf_second.rnn_pred_z,cf_second.roll_deg,cf_second.rpm_m1,cf_second.rpm_m2,cf_second.rpm_m3,cf_second.rpm_m4,cf_second.run_tag,cf_second.tau_x,cf_second.tau_y,cf_second.tau_z,cf_second.vx,cf_second.vy,cf_second.vz,cf_second.x,cf_second.y,cf_second.yaw_deg,cf_second.z,rel.cf5_cf_second.vx,rel.cf5_cf_second.vy,rel.cf5_cf_second.vz,rel.cf5_cf_second.x,rel.cf5_cf_second.y,rel.cf5_cf_second.z,rel.cf_second_cf5.vx,rel.cf_second_cf5.vy,rel.cf_second_cf5.vz,rel.cf_second_cf5.x,rel.cf_second_cf5.y,rel.cf_second_cf5.z
0.000000,-0.204776,-0.241623,-1.924246,-0.031147,-0.003007,0.976143,19.664817,22.835080,0.562350,-0.000000,-0.600001,0.179999,0.140988,-0.100383,-0.082191,-0.024275,-0.008396,-0.009907,-0.078894,4.582349,-7.641343,-3.144631,34155.717650,15151.000000,42814.309195,18019.069946,39884.010110,17212.372611,42665.106901,17921.000000,4.410028,0.000000,0.000000,0.000000,0.000000,-5.479932,15181.882262,17902.376288,17152.386398,17907.202390,1790183571.000000,0.000000,0.000000,0.000000,-0.036616,0.058765,0.005972,0.004120,-0.609855,-1.133738,0.105607,0.000000,0.000000,0.000000,0.038128,0.020142,0.999054,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,3.470726,-2.820614,0.752363,35597.000000,15384.000000,37857.000000,16181.000000,36205.000000,15673.000000,37542.000000,16025.000000,0.414232,0.000000,0.000000,0.000000,0.000000,-0.099513,15556.000000,16198.000000,15789.000000,15932.000000,1790183571.000000,-0.000851,0.001102,-0.000054,-0.010698,0.015401,-0.008162,0.016812,-0.605732,0.141400,1.220847,-0.025917,0.043365,0.014134,-0.012692,-0.004123,-1.115240,0.025917,-0.043365,-0.014134,0.012692,0.004123,1.115240
0.002000,-0.204093,-0.240086,-1.915279,-0.031030,-0.003154,0.977415,19.455458,22.730388,0.601640,-0.000000,-0.600001,0.179999,0.142078,-0.100369,-0.083775,-0.024274,-0.008368,-0.009844,-0.078526,4.547195,-6.611731,-3.177414,34165.237867,15151.000000,42824.806934,18022.544400,39882.841333,17215.538934,42687.430535,17921.000000,4.395004,0.000000,0.000000,0.000000,0.000000,-5.387347,15183.932933,17905.117600,17153.958933,17906.926133,1790183571.000000,0.000000,0.000000,0.000000,-0.038592,0.060153,0.005584,0.003939,-0.609639,-1.135366,0.105553,0.000000,0.000000,0.000000,0.036641,0.017892,0.998566,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,2.595075,-2.248767,0.655703,35562.994637,15487.702097,37864.825939,16031.997562,36191.474890,15772.000000,37605.435397,15920.757192,0.438197,0.000000,0.000000,0.000000,0.000000,-0.045388,15552.000000,16193.775719,15793.000000,15936.000000,1790183571.000000,-0.000851,0.001102,-0.000054,-0.011404,0.015569,-0.008731,0.016701,-0.605577,0.142584,1.220762,-0.027188,0.044584,0.014316,-0.012762,-0.004062,-1.115209,0.027188,-0.044584,-0.014316,0.012762,0.004062,1.115209
0.004000,-0.203410,-0.238549,-1.906312,-0.030912,-0.003301,0.978686,19.246099,22.625696,0.640930,-0.000000,-0.600001,0.179999,0.143168,-0.100356,-0.085359,-0.024273,-0.008340,-0.009780,-0.078159,4.512040,-5.582119,-3.210197,34174.758084,15151.000000,42835.304674,18026.018854,39881.672557,17218.705256,42709.754169,17921.000000,4.379980,0.000000,0.000000,0.000000,0.000000,-5.294762,15185.983605,17907.858913,17155.531469,17906.649877,1790183571.000000,0.000000,0.000000,0.000000,-0.040568,0.061541,0.005196,0.003758,-0.609422,-1.136993,0.105499,0.000000,0.000000,0.000000,0.036610,0.018406,0.994979,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,2.607487,-2.736112,0.517125,35500.941084,15667.802209,37923.360863,16179.878485,36160.466597,15773.078380,37634.403998,15873.000000,0.438197,0.000000,0.000000,0.000000,0.000000,-0.045388,15551.913730,16188.719621,15793.172541,15936.086270,1790183571.000000,-0.000851,0.001102,-0.000054,-0.011404,0.015569,-0.008731,0.016701,-0.605577,0.142584,1.220762,-0.029165,0.045972,0.013928,-0.012943,-0.003845,-1.115263,0.029165,-0.045972,-0.013928,0.012943,0.003845,1.115263
0.006000,-0.202727,-0.237011,-1.897345,-0.030795,-0.003449,0.979958,19.036739,22.521005,0.680220,-0.000000,-0.600001,0.179999,0.144258,-0.100342,-0.086943,-0.024273,-0.008312,-0.009717,-0.077791,4.476886,-4.552507,-3.242979,34184.278302,15151.000000,42845.802413,18029.493309,39880.503780,17221.871578,42732.077803,17921.000000,4.364957,0.000000,0.000000,0.000000,0.000000,-5.202177,15188.034277,17910.600225,17157.104005,17906.373621,1790183571.000000,0.000000,0.000000,0.000000,-0.042545,0.062929,0.004808,0.003576,-0.609206,-1.138620,0.105445,0.000000,0.000000,0.000000,0.040005,0.018710,0.995188,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,2.771488,-2.556839,0.709205,35580.192753,15432.000000,37858.229995,16136.327630,36217.206341,15804.667338,37570.736789,15876.522899,0.438197,0.000000,0.000000,0.000000,0.000000,-0.045388,15547.436336,16175.436336,15801.352290,15940.000000,1790183571.000000,-0.000851,0.001102,-0.000054,-0.011404,0.015569,-0.008731,0.016701,-0.605577,0.142584,1.220762,-0.031141,0.047360,0.013539,-0.013125,-0.003629,-1.115317,0.031141,-0.047360,-0.013539,0.013125,0.003629,1.115317
0.008000,-0.202043,-0.235474,-1.888379,-0.030678,-0.003596,0.981229,18.827380,22.416313,0.719510,-0.000000,-0.600001,0.179999,0.145348,-0.100329,-0.088527,-0.024272,-0.008284,-0.009654,-0.077424,4.441732,-3.522895,-3.275762,34193.798519,15151.000000,42856.300152,18032.967763,39879.335003,17225.037900,42754.401438,17921.000000,4.349933,0.000000,0.000000,0.000000,0.000000,-5.109591,15190.084949,17913.341538,17158.676541,17906.097364,1790183571.000000,0.000000,0.000000,0.000000,-0.044521,0.064317,0.004420,0.003395,-0.608990,-1.140248,0.105391,0.000000,0.000000,0.000000,0.040513,0.019239,0.995306,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,2.894700,-2.376101,0.261021,35435.622179,15421.339549,38002.822375,16233.000000,36056.844455,15590.714426,37719.482826,15926.828754,0.438197,0.000000,0.000000,0.000000,0.000000,-0.045388,15540.300294,16167.324338,15806.300294,15942.552502,1790183571.000000,-0.000851,0.001102,-0.000054,-0.011404,0.015569,-0.008731,0.016701,-0.605577,0.142584,1.220762,-0.033117,0.048748,0.013151,-0.013306,-0.003413,-1.115371,0.033117,-0.048748,-0.013151,0.013306,0.003413,1.115371
0.010000,-0.201360,-0.233937,-1.879412,-0.030560,-0.003744,0.982501,18.618020,22.311621,0.758800,-0.000000,-0.600001,0.179999,0.146438,-0.100316,-0.090111,-0.024271,-0.008256,-0.009591,-0.077056,4.406577,-2.493283,-3.308545,34203.318736,15151.000000,42866.797892,18036.442217,39878.166227,17228.204222,42776.725072,17921.000000,4.334910,0.000000,0.000000,0.000000,0.000000,-5.017006,15192.135621,17916.082850,17160.249077,17905.821108,1790183571.000000,0.000000,0.000000,0.000000,-0.046497,0.065705,0.004032,0.003214,-0.608773,-1.141875,0.105337,0.000000,0.000000,0.000000,0.040872,0.019021,0.992608,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,2.129871,-0.939184,-0.848270,35071.046773,15297.637979,38297.877456,16221.811974,35655.949018,15769.364359,38148.943405,15976.743218,0.439528,0.000000,0.000000,0.000000,0.000000,-0.043878,15543.515903,16158.515903,15810.430309,15972.870440,1790183571.000000,-0.000851,0.001102,-0.000054,-0.011444,0.015573,-0.008750,0.016695,-0.605569,0.142877,1.220757,-0.035053,0.050132,0.012782,-0.013481,-0.003205,-1.115420,0.035053,-0.050132,-0.012782,0.013481,0.003205,1.115420
0.012000,-0.200677,-0.232400,-1.870445,-0.030443,-0.003891,0.983772,18.408661,22.206929,0.798089,-0.000000,-0.600001,0.179999,0.147528,-0.100302,-0.091694,-0.024270,-0.008228,-0.009528,-0.076688,4.371423,-1.463671,-3.341327,34212.838953,15151.000000,42877.295631,18039.916672,39876.997450,17231.370545,42799.048706,17921.000000,4.319886,0.000000,0.000000,0.000000,0.000000,-4.924421,15194.186292,17918.824163,17161.821613,17905.544852,1790183571.000000,0.000000,0.000000,0.000000,-0.048474,0.067093,0.003643,0.003033,-0.608557,-1.143503,0.105283,0.000000,0.000000,0.000000,0.038457,0.019082,0.991754,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,1.890105,0.070826,-1.683865,34810.990645,15430.472404,38539.224509,16027.237605,35359.410196,15723.527128,38443.611319,16024.451356,0.462686,0.000000,0.000000,0.000000,0.000000,-0.017616,15535.096819,16150.096819,15817.913938,15953.225912,1790183571.000000,-0.000851,0.001102,-0.000054,-0.012143,0.015644,-0.009079,0.016585,-0.605423,0.147959,1.220674,-0.036330,0.051450,0.012722,-0.013552,-0.003134,-1.115391,0.036330,-0.051450,-0.012722,0.013552,0.003134,1.115391
0.014000,-0.199994,-0.230862,-1.861478,-0.030325,-0.004038,0.985043,18.199301,22.102238,0.837379,-0.000000,-0.600001,0.179999,0.148618,-0.100289,-0.093278,-0.024269,-0.008200,-0.009465,-0.076321,4.336268,-0.434059,-3.374110,34222.359170,15151.000000,42887.793371,18043.391126,39875.828673,17234.536867,42821.372340,17921.000000,4.304863,0.000000,0.000000,0.000000,0.000000,-4.831836,15196.236964,17921.565475,17163.394149,17905.268596,1790183571.000000,0.000000,0.000000,0.000000,-0.050450,0.068481,0.003255,0.002852,-0.608341,-1.145130,0.105229,0.000000,0.000000,0.000000,0.040458,0.018744,0.992843,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,1.871267,-0.617363,-1.525239,34844.720627,15571.650131,38506.498695,16025.000000,35439.467363,15718.561358,38370.219321,16034.232376,0.462952,0.000000,0.000000,0.000000,0.000000,-0.017314,15522.644909,16150.443864,15826.000000,15935.728460,1790183571.000000,-0.000851,0.001102,-0.000054,-0.012151,0.015645,-0.009083,0.016583,-0.605421,0.148017,1.220673,-0.038299,0.052837,0.012338,-0.013731,-0.002920,-1.115444,0.038299,-0.052837,-0.012338,0.013731,0.002920,1.115444
0.016000,-0.199310,-0.229325,-1.852511,-0.030208,-0.004186,0.986315,17.989942,21.997546,0.876669,-0.000000,-0.600001,0.179999,0.149708,-0.100275,-0.094862,-0.024269,-0.008172,-0.009402,-0.075953,4.301114,0.595552,-3.406893,34231.879388,15151.000000,42898.291110,18046.865580,39874.659897,17237.703189,42843.695975,17921.000000,4.289839,0.000000,0.000000,0.000000,0.000000,-4.739251,15198.287636,17924.306788,17164.966685,17904.992339,1790183571.000000,0.000000,0.000000,0.000000,-0.052427,0.069869,0.002867,0.002671,-0.608124,-1.146757,0.105175,0.000000,0.000000,0.000000,0.042667,0.016645,0.992720,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,1.898781,-1.877933,-0.471254,35175.895507,15527.000000,38200.035336,16031.693589,35845.301868,15673.000000,37985.431095,16129.000000,0.462952,0.000000,0.000000,0.000000,0.000000,-0.017314,15516.940434,16154.356386,15824.970217,15976.188289,1790183571.000000,-0.000851,0.001102,-0.000054,-0.012151,0.015645,-0.009083,0.016583,-0.605421,0.148017,1.220673,-0.040275,0.054225,0.011950,-0.013913,-0.002703,-1.115498,0.040275,-0.054225,-0.011950,0.013913,0.002703,1.115498
0.018000,-0.198627,-0.227788,-1.843544,-0.030091,-0.004333,0.987586,17.780582,21.892854,0.915959,-0.000000,-0.600001,0.179999,0.150798,-0.100262,-0.096446,-0.024268,-0.008144,-0.009339,-0.075585,4.265960,1.625164,-3.439675,34241.399605,15151.000000,42908.788850,18050.340034,39873.491120,17240.869511,42866.019609,17921.000000,4.274816,0.000000,0.000000,0.000000,0.000000,-4.646666,15200.338308,17927.048100,17166.539220,17904.716083,1790183571.000000,0.000000,0.000000,0.000000,-0.054403,0.071257,0.002479,0.002490,-0.607908,-1.148385,0.105121,0.000000,0.000000,0.000000,0.045883,0.015062,0.992790,-0.118351,1.800318,0.608889,-0.000000,-0.600000,1.280004,0.024568,0.014998,-0.019453,0.000442,0.000000,0.000000,0.000000,1.749991,-2.280523,0.716708,35575.188569,15495.276502,37813.677577,16090.920860,36266.464582,15673.000000,37578.960918,16094.733268,0.463222,0.000000,0.000000,0.000000,0.000000,-0.013802,15501.929165,16149.464582,15819.070835,15992.740107,1790183571.000000,-0.000851,0.001102,-0.000054,-0.011972,0.015250,-0.008830,0.016633,-0.605490,0.148949,1.220712,-0.042430,0.056007,0.011309,-0.014143,-0.002418,-1.115591,0.042430,-0.056007,-0.011309,0.014143,0.002418,1.115591
