# meta:t_zero=scenario_start
t,cf5_A8_12-11-05.a_res_x,cf5_A8_12-11-05.a_res_y,cf5_A8_12-11-05.a_res_z,cf5_A8_12-11-05.acc_x,cf5_A8_12-11-05.acc_y,cf5_A8_12-11-05.acc_z,cf5_A8_12-11-05.alp_x,cf5_A8_12-11-05.alp_y,cf5_A8_12-11-05.alp_z,cf5_A8_12-11-05.ctrltarget_x,cf5_A8_12-11-05.ctrltarget_y,cf5_A8_12-11-05.ctrltarget_z,cf5_A8_12-11-05.e_r_norm,cf5_A8_12-11-05.e_r_x,cf5_A8_12-11-05.e_r_y,cf5_A8_12-11-05.e_r_z,cf5_A8_12-11-05.f_res_x,cf5_A8_12-11-05.f_res_y,cf5_A8_12-11-05.f_res_z,cf5_A8_12-11-05.gyro_x,cf5_A8_12-11-05.gyro_y,cf5_A8_12-11-05.gyro_z,cf5_A8_12-11-05.motor_m1,cf5_A8_12-11-05.motor_m1_rpm,cf5_A8_12-11-05.motor_m2,cf5_A8_12-11-05.motor_m2_rpm,cf5_A8_12-11-05.motor_m3,cf5_A8_12-11-05.motor_m3_rpm,cf5_A8_12-11-05.motor_m4,cf5_A8_12-11-05.motor_m4_rpm,cf5_A8_12-11-05.pitch_deg,cf5_A8_12-11-05.rnn_clamped,cf5_A8_12-11-05.rnn_pred_x,cf5_A8_12-11-05.rnn_pred_y,cf5_A8_12-11-05.rnn_pred_z,cf5_A8_12-11-05.roll_deg,cf5_A8_12-11-05.rpm_m1,cf5_A8_12-11-05.rpm_m2,cf5_A8_12-11-05.rpm_m3,cf5_A8_12-11-05.rpm_m4,cf5_A8_12-11-05.tau_x,cf5_A8_12-11-05.tau_y,cf5_A8_12-11-05.tau_z,cf5_A8_12-11-05.vx,cf5_A8_12-11-05.vy,cf5_A8_12-11-05.vz,cf5_A8_12-11-05.x,cf5_A8_12-11-05.y,cf5_A8_12-11-05.yaw_deg,cf5_A8_12-11-05.z,cf_second_A8_12-11-05.a_res_x,cf_second_A8_12-11-05.a_res_y,cf_second_A8_12-11-05.a_res_z,cf_second_A8_12-11-05.acc_x,cf_second_A8_12-11-05.acc_y,cf_second_A8_12-11-05.acc_z,cf_second_A8_12-11-05.alp_x,cf_second_A8_12-11-05.alp_y,cf_second_A8_12-11-05.alp_z,cf_second_A8_12-11-05.ctrltarget_x,cf_second_A8_12-11-05.ctrltarget_y,cf_second_A8_12-11-05.ctrltarget_z,cf_second_A8_12-11-05.e_r_norm,cf_second_A8_12-11-05.e_r_x,cf_second_A8_12-11-05.e_r_y,cf_second_A8_12-11-05.e_r_z,cf_second_A8_12-11-05.f_res_x,cf_second_A8_12-11-05.f_res_y,cf_second_A8_12-11-05.f_res_z,cf_second_A8_12-11-05.gyro_x,cf_second_A8_12-11-05.gyro_y,cf_second_A8_12-11-05.gyro_z,cf_second_A8_12-11-05.motor_m1,cf_second_A8_12-11-05.motor_m1_rpm,cf_second_A8_12-11-05.motor_m2,cf_second_A8_12-11-05.motor_m2_rpm,cf_second_A8_12-11-05.motor_m3,cf_second_A8_12-11-05.motor_m3_rpm,cf_second_A8_12-11-05.motor_m4,cf_second_A8_12-11-05.motor_m4_rpm,cf_second_A8_12-11-05.pitch_deg,cf_second_A8_12-11-05.rnn_clamped,cf_second_A8_12-11-05.rnn_pred_x,cf_second_A8_12-11-05.rnn_pred_y,cf_second_A8_12-11-05.rnn_pred_z,cf_second_A8_12-11-05.roll_deg,cf_second_A8_12-11-05.rpm_m1,cf_second_A8_12-11-05.rpm_m2,cf_second_A8_12-11-05.rpm_m3,cf_second_A8_12-11-05.rpm_m4,cf_second_A8_12-11-05.tau_x,cf_second_A8_12-11-05.tau_y,cf_second_A8_12-11-05.tau_z,cf_second_A8_12-11-05.vx,cf_second_A8_12-11-05.vy,cf_second_A8_12-11-05.vz,cf_second_A8_12-11-05.x,cf_second_A8_12-11-05.y,cf_second_A8_12-11-05.yaw_deg,cf_second_A8_12-11-05.z,rel.cf5_A8_12-11-05_cf_second_A8_12-11-05.vx,rel.cf5_A8_12-11-05_cf_second_A8_12-11-05.vy,rel.cf5_A8_12-11-05_cf_second_A8_12-11-05.vz,rel.cf5_A8_12-11-05_cf_second_A8_12-11-05.x,rel.cf5_A8_12-11-05_cf_second_A8_12-11-05.y,rel.cf5_A8_12-11-05_cf_second_A8_12-11-05.z,rel.cf_second_A8_12-11-05_cf5_A8_12-11-05.vx,rel.cf_second_A8_12-11-05_cf5_A8_12-11-05.vy,rel.cf_second_A8_12-11-05_cf5_A8_12-11-05.vz,rel.cf_second_A8_12-11-05_cf5_A8_12-11-05.x,rel.cf_second_A8_12-11-05_cf5_A8_12-11-05.y,rel.cf_second_A8_12-11-05_cf5_A8_12-11-05.z
0.000000,-0.113662,-0.094702,0.019527,-0.010951,-0.010801,1.003498,-0.843297,4.876276,-3.705432,-0.000000,-0.199997,1.000000,0.073223,0.008765,-0.071816,-0.011282,-0.004660,-0.003883,0.000801,-6.915387,4.634505,0.288168,35221.372864,14598.613065,39217.151759,16266.238191,37359.187940,15968.324623,37447.033166,15878.675377,0.318264,0.000000,0.000000,0.000000,0.000000,0.594856,14779.118593,16231.288442,15941.814070,15862.016080,0.000000,0.000000,0.000000,0.020622,-0.007812,0.001693,-0.021567,-0.198123,-0.665105,0.979025,0.000000,0.000000,0.000000,0.013100,0.007044,1.001990,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,9.055943,0.661567,-1.307487,38400.446885,15873.000000,37895.073544,15206.951992,39989.040347,16755.992339,37140.740041,15055.911134,-0.045903,0.000000,0.000000,0.000000,0.000000,0.266397,15908.707354,15321.390194,16728.918795,15109.512257,-0.000235,0.000716,-0.000130,0.015749,-0.047373,0.004669,-0.019686,0.836339,0.053484,1.127101,0.004872,0.039561,-0.002976,-0.001881,-1.034462,-0.148076,-0.004872,-0.039561,0.002976,0.001881,1.034462,0.148076
0.002000,-0.111368,-0.099364,0.002181,-0.010731,-0.012041,1.003893,5.674976,7.203718,-1.387109,-0.000000,-0.199997,1.000000,0.073749,0.008896,-0.072337,-0.011275,-0.004566,-0.004074,0.000089,-6.215836,5.528054,0.207689,35247.560591,14539.046305,39240.443350,16213.736946,37301.777340,15891.522167,37462.145813,15936.585222,0.318264,0.000000,0.000000,0.000000,0.000000,0.594856,14783.963547,16218.518227,15932.261084,15878.441379,0.000000,0.000000,0.000000,0.020369,-0.007784,0.001670,-0.021649,-0.198100,-0.665105,0.979020,0.000000,0.000000,0.000000,0.012137,0.006209,1.000426,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.965605,0.235727,-1.155332,38433.371390,15904.836643,37852.718412,15269.432310,40067.669224,16793.950812,37079.518502,15015.000000,-0.045903,0.000000,0.000000,0.000000,0.000000,0.266397,15903.453069,15330.093863,16722.000000,15102.453069,-0.000235,0.000716,-0.000130,0.015434,-0.046655,0.004493,-0.019788,0.836554,0.053484,1.127067,0.004934,0.038871,-0.002824,-0.001861,-1.034655,-0.148047,-0.004934,-0.038871,0.002824,0.001861,1.034655,0.148047
0.004000,-0.108967,-0.106202,-0.014633,-0.010830,-0.013602,1.002446,5.343988,7.229497,0.780083,-0.000000,-0.199997,1.000000,0.074459,0.008944,-0.073056,-0.011271,-0.004468,-0.004354,-0.000600,-5.643736,6.256753,0.303929,35303.361870,14662.433596,39227.658954,16233.788524,37298.334105,15957.078667,37434.315595,15906.744563,0.318264,0.000000,0.000000,0.000000,0.000000,0.594856,14796.350301,16216.000000,15945.327163,15841.976863,0.000000,0.000000,0.000000,0.019939,-0.007735,0.001630,-0.021788,-0.198061,-0.665105,0.979012,0.000000,0.000000,0.000000,0.010333,0.006604,1.000401,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,9.332834,-0.166941,-0.980137,38491.879552,15923.000000,37816.551821,15400.599440,40135.481793,16685.039216,36992.747899,15045.126050,-0.045903,0.000000,0.000000,0.000000,0.000000,0.266397,15902.000000,15338.355742,16728.025210,15101.000000,-0.000235,0.000716,-0.000130,0.015255,-0.046245,0.004393,-0.019846,0.836677,0.053484,1.127048,0.004684,0.038510,-0.002763,-0.001942,-1.034739,-0.148036,-0.004684,-0.038510,0.002763,0.001942,1.034739,0.148036
0.006000,-0.107291,-0.117028,-0.019900,-0.010466,-0.014590,1.000275,1.968879,1.932017,0.279375,-0.000000,-0.199997,1.000000,0.074674,0.009096,-0.073256,-0.011265,-0.004399,-0.004798,-0.000816,-5.544773,6.368972,0.305273,35311.104294,14762.453988,39232.576687,16322.417178,37293.993865,16025.000000,37429.325153,15910.797546,0.318264,0.000000,0.000000,0.000000,0.000000,0.594856,14808.496933,16211.932515,15934.680982,15831.386503,0.000000,0.000000,0.000000,0.019939,-0.007735,0.001630,-0.021788,-0.198061,-0.665105,0.979012,0.000000,0.000000,0.000000,0.010745,0.008663,0.999826,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,9.252532,-0.645296,-0.565215,38620.623923,15887.267613,37681.509883,15231.183984,40296.644197,16730.346173,36827.931576,15060.000000,-0.045903,0.000000,0.000000,0.000000,0.000000,0.266397,15899.141409,15346.717182,16731.000000,15101.000000,-0.000235,0.000716,-0.000130,0.015255,-0.046245,0.004393,-0.019846,0.836677,0.053484,1.127048,0.004684,0.038510,-0.002763,-0.001942,-1.034739,-0.148036,-0.004684,-0.038510,0.002763,0.001942,1.034739,0.148036
0.008000,-0.105857,-0.130781,-0.032782,-0.009932,-0.015144,0.999559,-3.396816,-1.807268,-1.737028,-0.000000,-0.199997,1.000000,0.074198,0.008901,-0.072798,-0.011248,-0.004340,-0.005362,-0.001344,-6.003556,6.148957,0.038191,35229.196696,14774.950955,39273.066598,16286.000000,37248.505421,16004.779040,37505.922561,15831.869902,0.296887,0.000000,0.000000,0.000000,0.000000,0.570034,14803.000000,16197.449148,15928.154362,15850.017553,0.000000,0.000000,0.000000,0.019718,-0.008137,0.001732,-0.021710,-0.198094,-0.663514,0.979019,0.000000,0.000000,0.000000,0.011889,0.012046,0.997336,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.583923,-0.398288,0.079728,38840.041991,15873.000000,37446.763608,15219.534992,40499.264386,16778.000000,36616.071540,15093.522551,-0.047602,0.000000,0.000000,0.000000,0.000000,0.335394,15895.020218,15357.194401,16724.295490,15095.785381,-0.000235,0.000716,-0.000130,0.015314,-0.046585,0.004488,-0.019732,0.836331,0.045103,1.127082,0.004404,0.038448,-0.002756,-0.001978,-1.034425,-0.148063,-0.004404,-0.038448,0.002756,0.001978,1.034425,0.148063
0.010000,-0.102952,-0.140923,-0.048329,-0.010002,-0.014659,0.999107,-5.453863,-0.378795,-2.880530,-0.000000,-0.199997,1.000000,0.073329,0.008537,-0.071960,-0.011225,-0.004221,-0.005778,-0.001981,-6.655488,6.233146,-0.230365,35153.850709,14730.495951,39289.691802,16308.288968,37196.000000,15952.552126,37603.560223,15901.972672,0.264349,0.000000,0.000000,0.000000,0.000000,0.532252,14809.308198,16183.532895,15936.000000,15845.317814,0.000000,0.000000,0.000000,0.019381,-0.008749,0.001887,-0.021592,-0.198144,-0.661091,0.979030,0.000000,0.000000,0.000000,0.013668,0.012424,0.994628,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.074901,0.569967,0.306636,38936.886582,15873.000000,37326.497722,15243.000000,40552.817722,16821.522025,36580.325063,15175.246076,-0.048184,0.000000,0.000000,0.000000,0.000000,0.359017,15894.000000,15372.216709,16722.000000,15094.000000,-0.000235,0.000716,-0.000130,0.015334,-0.046702,0.004521,-0.019693,0.836213,0.042233,1.127093,0.004047,0.037953,-0.002634,-0.001898,-1.034356,-0.148063,-0.004047,-0.037953,0.002634,0.001898,1.034356,0.148063
0.012000,-0.100446,-0.145041,-0.049588,-0.010163,-0.013510,0.999860,-6.347960,3.052921,-0.066288,-0.000000,-0.199997,1.000000,0.073826,0.008576,-0.072462,-0.011222,-0.004118,-0.005947,-0.002033,-7.388187,6.595457,-0.146951,35157.457944,14797.523364,39249.457944,16316.710280,37236.373832,15901.971963,37610.280374,15830.523364,0.264349,0.000000,0.000000,0.000000,0.000000,0.532252,14818.000000,16176.000000,15937.682243,15841.317757,0.000000,0.000000,0.000000,0.019118,-0.008704,0.001855,-0.021679,-0.198113,-0.661091,0.979023,0.000000,0.000000,0.000000,0.013531,0.013716,0.993128,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.163891,2.357066,-0.198859,38821.088339,15911.692580,37452.162544,15279.371025,40324.166078,16534.745583,36822.024735,15161.402827,-0.048184,0.000000,0.000000,0.000000,0.000000,0.359017,15897.095406,15379.095406,16728.964664,15094.000000,-0.000235,0.000716,-0.000130,0.015334,-0.046702,0.004521,-0.019693,0.836213,0.042233,1.127093,0.003784,0.037998,-0.002666,-0.001986,-1.034326,-0.148070,-0.003784,-0.037998,0.002666,0.001986,1.034326,0.148070
0.014000,-0.099847,-0.141728,-0.038738,-0.010495,-0.012891,1.000855,-5.291938,1.828558,1.596323,-0.000000,-0.199997,1.000000,0.074452,0.008587,-0.073099,-0.011219,-0.004094,-0.005811,-0.001588,-7.920919,6.711289,0.002027,35173.020197,14905.844122,39209.405489,16263.438633,37295.831176,15894.284309,37587.020197,15793.284309,0.264349,0.000000,0.000000,0.000000,0.000000,0.532252,14825.662351,16178.128431,15945.533920,15853.473330,0.000000,0.000000,0.000000,0.018756,-0.008641,0.001811,-0.021800,-0.198071,-0.661091,0.979014,0.000000,0.000000,0.000000,0.013997,0.013063,0.991300,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.354686,3.365702,-0.767113,38651.996067,15807.782694,37626.766962,15290.000000,40106.683382,16614.103245,37064.207473,15047.228122,-0.047589,0.000000,0.000000,0.000000,0.000000,0.354523,15917.075713,15386.104228,16720.317601,15087.895772,-0.000235,0.000716,-0.000130,0.014965,-0.045637,0.004326,-0.019813,0.836521,0.042004,1.127056,0.003791,0.036996,-0.002514,-0.001987,-1.034592,-0.148042,-0.003791,-0.036996,0.002514,0.001987,1.034592,0.148042
0.016000,-0.101201,-0.133770,-0.028454,-0.010489,-0.011989,1.000589,-1.080822,-0.924238,-0.614141,-0.000000,-0.199997,1.000000,0.074659,0.008728,-0.073295,-0.011213,-0.004149,-0.005485,-0.001167,-7.921704,6.581310,-0.180011,35125.173143,14841.432366,39258.703394,16187.420069,37259.364486,15967.703394,37620.252828,15888.616822,0.264349,0.000000,0.000000,0.000000,0.000000,0.532252,14831.179046,16178.808657,15954.753074,15863.796360,0.000000,0.000000,0.000000,0.018756,-0.008641,0.001811,-0.021800,-0.198071,-0.661091,0.979014,0.000000,0.000000,0.000000,0.017958,0.013548,0.990999,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.416264,4.106628,-0.237629,38860.028861,15810.430380,37412.822278,15290.000000,40265.986835,16795.894684,36895.103797,15015.000000,-0.047405,0.000000,0.000000,0.000000,0.000000,0.353127,15923.000000,15394.148861,16713.925570,15080.619747,-0.000235,0.000716,-0.000130,0.014850,-0.045306,0.004265,-0.019850,0.836616,0.041933,1.127045,0.003906,0.036665,-0.002454,-0.001950,-1.034688,-0.148030,-0.003906,-0.036665,0.002454,0.001950,1.034688,0.148030
0.018000,-0.102899,-0.124713,-0.033861,-0.010024,-0.010366,0.998688,1.248931,0.251690,-3.366771,-0.000000,-0.199997,1.000000,0.074014,0.008438,-0.072668,-0.011233,-0.004219,-0.005113,-0.001388,-7.812344,6.710080,-0.562277,35044.104663,14772.883938,39332.004145,16152.117098,37157.098446,15934.754404,37725.792746,15929.099482,0.235635,0.000000,0.000000,0.000000,0.000000,0.499935,14799.215544,16176.000000,15962.779275,15840.441451,0.000000,0.000000,0.000000,0.018550,-0.009044,0.001812,-0.021718,-0.198112,-0.661359,0.979022,0.000000,0.000000,0.000000,0.019119,0.011485,0.992570,-0.309249,-0.419534,-0.758712,-0.000000,0.800002,1.250000,0.013265,0.004394,-0.012353,0.002011,0.000000,0.000000,0.000000,8.617384,4.153815,1.258335,39409.769231,15822.000000,36896.517672,15327.692827,40744.225052,16789.287422,36329.973493,15015.000000,-0.059218,0.000000,0.000000,0.000000,0.000000,0.420328,15916.584200,15396.000000,16701.772349,15079.000000,-0.000235,0.000716,-0.000130,0.014915,-0.045788,0.003814,-0.019731,0.836251,0.040267,1.127077,0.003635,0.036744,-0.002002,-0.001987,-1.034362,-0.148054,-0.003635,-0.036744,0.002002,0.001987,1.034362,0.148054
