scenario,controller,n_robots,vehicle_id,t_start,t_end,n_samples,n_raw,rate_hz_est,nan_fraction,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,pos_peak_m,pos_peak_z,dz_cmd_m,dz_mean_m,dz_err_mean_m,dz_err_rms_m,a_res_rms,a_res_z_mean,a_res_z_rms,a_hat_res_rms,a_hat_vs_a_res_rmse,e_R_rmse,e_R_peak,notes,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,spectrum_ok,t_below_min_safe_s,tau_peak,tau_rms
A8,geometric,2,cf5,0.0,14.896,7449,7449,500.0,0.0,0.1042451255514399,0.06364133668120545,0.04450799881070189,0.069540380416931,0.24151953618910418,0.15236899999999998,,,,,0.4683110143044208,-0.22347554946972745,0.43611461960447795,0.0,0.4683110143044208,0.27880736178356896,0.6518627675239628,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A8,geometric,2,cf_second,0.0,14.896,7449,7449,500.0,0.0,0.07935795552391009,0.005135693819591639,0.017797675657211586,0.07716574690318884,0.09194755949452922,0.08611999999999997,,,,,0.0,0.0,0.0,0.0,0.0,0.01282818311375387,0.012828183113753873,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A8,geometric,2,__formation__,,,,,,,,,,,,,0.25,0.240117544636864,0.00988245536313599,0.02009725959222294,,,,,,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,0.21513800000000005,0.24092821467399794,-0.009071785326002058,,,,,,0.0,,
