cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t,cf_second.a_hat_x,cf_second.a_hat_y,cf_second.a_hat_z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.pos_des_x,cf_second.pos_des_y,cf_second.pos_des_z,cf_second.pos_x,cf_second.pos_y,cf_second.pos_z,cf_second.t
0.000000,0.000000,0.000000,-0.048351,0.041181,-0.098897,0.120237,-0.214118,-0.026216,0.000001,-0.200000,1.000000,-0.056284,-0.231882,0.941100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.003189,0.832037,1.178929,0.000000
0.000000,0.000000,0.000000,-0.024182,0.056333,-0.127261,0.120636,-0.213854,-0.026195,0.000001,-0.200000,1.000000,-0.056142,-0.231941,0.941050,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.003155,0.831999,1.178927,0.002000
0.000000,0.000000,0.000000,-0.007585,0.083080,-0.156131,0.120886,-0.214089,-0.026157,0.000001,-0.200000,1.000000,-0.056142,-0.231941,0.941050,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.003120,0.831961,1.178924,0.004000
0.000000,0.000000,0.000000,-0.005539,0.110140,-0.192680,0.121099,-0.214249,-0.026127,0.000001,-0.200000,1.000000,-0.056142,-0.231941,0.941050,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.003085,0.831923,1.178922,0.006000
0.000000,0.000000,0.000000,-0.024003,0.114885,-0.209689,0.121189,-0.214339,-0.026115,0.000001,-0.200000,1.000000,-0.056161,-0.231936,0.941040,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.003050,0.831886,1.178920,0.008000
0.000000,0.000000,0.000000,-0.045630,0.105469,-0.189837,0.120725,-0.214332,-0.026177,0.000001,-0.200000,1.000000,-0.056305,-0.231901,0.940966,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.003016,0.831848,1.178918,0.010000
0.000000,0.000000,0.000000,-0.058404,0.088399,-0.111839,0.120978,-0.214516,-0.026142,0.000001,-0.200000,1.000000,-0.056284,-0.231908,0.940968,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.002945,0.831698,1.178879,0.012000
0.000000,0.000000,0.000000,-0.063940,0.072837,-0.107962,0.121356,-0.214328,-0.026118,0.000001,-0.200000,1.000000,-0.056148,-0.231952,0.940984,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.002869,0.831502,1.178822,0.014000
0.000000,0.000000,0.000000,-0.066891,0.062977,-0.195045,0.121550,-0.214479,-0.026090,0.000001,-0.200000,1.000000,-0.056148,-0.231952,0.940984,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.002899,0.831615,1.178863,0.016000
0.000000,0.000000,0.000000,-0.066455,0.050058,-0.239593,0.121628,-0.214518,-0.026066,0.000001,-0.200000,1.000000,-0.056177,-0.231948,0.940969,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.012828,-0.000063,0.000027,-0.000000,0.799996,1.250000,-0.002936,0.831758,1.178914,0.018000
