a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_below_min_safe_s,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.4476054052332802,0.4476054052332802,-0.20206884003999,0.409321177879708,1,geometric,,,,,0.6518627675239628,0.3028973803632932,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,4001,2,4001,0.0,,scenario,8.0,0.0,1,0.24151953618910418,0.15236899999999998,0.11195092756333877,0.068589033300357,0.0514118986142529,0.07200952280144778,500.0,A8_2026-09-19_15-00-55.meta,A8,0,stock_lee,,8.0,0.0,nan,nan,cf5
0.0,0.49118792859481436,0.49118792859481436,-0.2482759884024355,0.4652117547776666,1,geometric,,,,,0.471405673977308,0.24792457796899403,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,3449,2,3449,0.0,,land,14.896,8.0,1,0.1443838400168108,0.12160099999999996,0.09453022179768926,0.05738043994909853,0.034827319856343394,0.06656204425941387,499.99999999999994,A8_2026-09-19_15-00-55.meta,A8,0,stock_lee,,14.896,8.0,nan,nan,cf5
0.0,0.684873313556538,0.684873313556538,-0.3675135853333333,0.6421649961622449,1,geometric,,,,,0.6518627675239628,0.35021882886284494,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,6.496996996996997,3.496996996996997,1,0.24151953618910418,0.15236899999999998,0.13178008760982568,0.07398844093965849,0.0686613605544875,0.08471906317104,499.99999999999994,A8_2026-09-19_15-00-55.meta,A8,0,stock_lee,,6.496,3.498,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.012828183113753873,0.01282818311375387,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,4001,2,4001,0.0,,scenario,8.0,0.0,1,0.08136645951496231,0.0801400000000001,0.07634370120986665,0.004252751061912906,0.014126899100207839,0.07490464301122689,500.0,A8_2026-09-19_15-00-55.meta,A8,0,stock_lee,,8.0,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.012828183113753873,0.01282818311375387,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,3449,2,3449,0.0,,land,14.896,8.0,1,0.09194755949452922,0.08611999999999997,0.08271647070515163,0.0059986800460249705,0.02127752458281465,0.07970757373831766,499.99999999999994,A8_2026-09-19_15-00-55.meta,A8,0,stock_lee,,14.896,8.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.012828183113753873,0.012828183113753873,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,6.496996996996997,3.496996996996997,1,0.08136645951496231,0.0801400000000001,0.07816577647504906,0.0035961213471368473,0.010708012014904228,0.07734529721898202,499.99999999999994,A8_2026-09-19_15-00-55.meta,A8,0,stock_lee,,6.496,3.498,nan,nan,cf_second
,,,,,,geometric,0.25,0.00988245536313599,0.02009725959222294,0.240117544636864,,,,,,,,,,,,0.21513800000000005,0.24092821467399794,-0.009071785326002058,,,,,,2,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,,,A8_2026-09-19_15-00-55.meta,A8,,stock_lee,0.0,,,,,__formation__
