a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_below_min_safe_s,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.5447622178191563,0.5447622178191563,-0.14771975889158692,0.5044675798273102,1,geometric,,,,,0.5936934591748506,0.11499094070186729,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7001,2,7001,0.0,,scenario,14.0,0.0,1,0.11534746693794362,0.10175500000000004,0.04151092248740125,0.022482159029786772,0.012842692309927144,0.03244648617873668,500.0,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,14.0,0.0,nan,nan,cf5
0.0,0.15716814406164004,0.15716814406164004,-0.031280095808383236,0.07037474899283401,1,geometric,,,,,0.07407272708629,0.059880097176793184,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,501,2,501,0.0,,land,15.0,14.0,1,0.03219644522303664,0.02305199999999996,0.03117502857833942,0.021514953842950057,0.0006407677857768918,0.02255168695775814,500.0,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,15.0,14.0,nan,nan,cf5
0.0,0.7705377939768081,0.7705377939768081,-0.23919042333333326,0.7033888933360619,1,geometric,,,,,0.5936934591748506,0.17309053808254993,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,6.503003003003003,3.503003003003003,1,0.11534746693794362,0.10175500000000004,0.05460864618290771,0.026731250818620517,0.02039333202452867,0.04303087817532119,500.00000000000006,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,6.502,3.504,nan,nan,cf5
0.0,0.8442218912095374,0.8442218912095374,-0.2679314786666666,0.8172332004822712,1,geometric,,,,,0.5031453339404033,0.14522288408677883,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,12.501001001001,9.501001001001,1,0.09631487263138545,0.09175900000000003,0.04827519332039317,0.019919291537117145,0.016998602404040945,0.040555685558131056,500.0000000000001,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,12.5,9.502,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.013264537911288126,0.013264537911288126,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7001,2,7001,0.0,,scenario,14.0,0.0,1,0.14366424844059153,0.138123,0.13121971673486965,0.015919679603991974,0.023960514997929505,0.12802762038841334,500.0,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,14.0,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.013264537911288126,0.013264537911288126,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,501,2,501,0.0,,land,15.0,14.0,1,0.14359332240045147,0.138142,0.13960219421118297,0.013128717639293467,0.032410102319789795,0.13515174682313696,500.0,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,15.0,14.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.013264537911288126,0.013264537911288125,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,6.503003003003003,3.503003003003003,1,0.14186911870100552,0.132166,0.13482245348790634,0.01697982185870433,0.03788071184052204,0.12827248841665412,500.00000000000006,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,6.502,3.504,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.013264537911288126,0.013264537911288125,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,12.501001001001,9.501001001001,1,0.13742199866105856,0.137092,0.13039311471891962,0.015902813649896465,0.011101449596036246,0.12894271092614992,500.0000000000001,A8_2026-09-21_12-11-05.meta,A8,0,geometric,,12.5,9.502,nan,nan,cf_second
,,,,,,geometric,0.25,0.10039200079989334,0.10157340446549531,0.14960799920010667,,,,,,,,,,,,0.13385000000000002,0.14526270571622998,-0.10473729428377002,,,,,,2,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,,,A8_2026-09-21_12-11-05.meta,A8,,geometric,0.06000000000000005,,,,,__formation__
0.0,0.5379879930756117,0.5379879930756117,-0.11264741879731466,0.49610953983283396,1,geometric,,,,,0.5937396465278364,0.11554899306405418,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7001,2,7001,0.0,,scenario,14.0,0.0,1,0.11206205229693056,0.10181399999999996,0.03996251482794064,0.01897281450437058,0.013636630457263535,0.032420320956587596,500.0,A8_2026-09-21_12-11-46.meta,A8,0,geometric,,14.0,0.0,nan,nan,cf5
0.0,0.1421700989523597,0.1421700989523597,0.006998003992015968,0.06733309497264187,1,geometric,,,,,0.06907577582626198,0.05535554361564912,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,501,2,501,0.0,,land,15.0,14.0,1,0.029173306223326843,0.022996000000000016,0.02823140146133482,0.018244101012067516,0.0010159286411909152,0.021520518017197978,500.0,A8_2026-09-21_12-11-46.meta,A8,0,geometric,,15.0,14.0,nan,nan,cf5
0.0,0.772518687339979,0.772518687339979,-0.24176016199999997,0.6952551063893766,1,geometric,,,,,0.5937396465278364,0.17348254712627242,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,6.503003003003003,3.503003003003003,1,0.11206205229693056,0.10181399999999996,0.05268962402085759,0.02225859465420043,0.019885897414868323,0.04342007056056757,500.00000000000006,A8_2026-09-21_12-11-46.meta,A8,0,geometric,,6.502,3.504,nan,nan,cf5
0.0,0.8294934632264661,0.8294934632264661,-0.23336000866666662,0.8052551798827834,1,geometric,,,,,0.5536309464553079,0.15267826856776964,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,12.501001001001,9.501001001001,1,0.09940145111113823,0.09475199999999995,0.048348490515292546,0.016591632011830542,0.018874109974318435,0.04130450647288582,500.0000000000001,A8_2026-09-21_12-11-46.meta,A8,0,geometric,,12.5,9.502,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.013264537911288126,0.013264537911288126,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,7001,2,7001,0.0,,scenario,14.0,0.0,1,0.14266212619332438,0.135173,0.13218315096028163,0.010842040548536344,0.024911633865525994,0.12936091392952692,500.0,A8_2026-09-21_12-11-46.meta,A8,0,geometric,,14.0,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.013264537911288126,0.013264537911288126,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,501,2,501,0.0,,land,15.0,14.0,1,0.13829737977995107,0.13204499999999997,0.13319844623741628,0.011407025924801861,0.032919867062901745,0.12856122351694407,500.0,A8_2026-09-21_12-11-46.meta,A8,0,geometric,,15.0,14.0,nan,nan,cf_second
