scenario,controller,n_robots,vehicle_id,t_start,t_end,n_samples,n_raw,rate_hz_est,nan_fraction,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,pos_peak_m,pos_peak_z,dz_cmd_m,dz_mean_m,dz_err_mean_m,dz_err_rms_m,a_res_rms,a_res_z_mean,a_res_z_rms,a_hat_res_rms,a_hat_vs_a_res_rmse,e_R_rmse,e_R_peak,notes,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,spectrum_ok,tau_peak,tau_rms
A7,geometric,2,cf5,0.0,12.794,6398,6398,500.0,0.0,0.1174366783235074,0.03598730578447127,0.03520945970144897,0.10609703664837185,0.20422883001917236,0.17882099999999998,,,,,1.6098475105549788,-1.4049151273835572,1.5628394128593306,0.0,1.6098475105549788,0.33888446317570176,0.7072640197684313,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan
A7,geometric,2,cf_second,0.0,12.794,6398,6398,500.0,0.0,0.07140276438906903,0.022911325060934983,0.01505571576851403,0.06592989738389403,0.09450495695993942,0.093087,,,,,0.0,0.0,0.0,0.0,0.0,0.02456734778115049,0.02456734778115049,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan
A7,geometric,2,__formation__,,,,,,,,,,,,,nan,nan,nan,nan,,,,,,,,not stacked / dz_cmd not given / fewer than 2 vehicles with data,,,,,,,,,,,,,,,,
