cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t,cf_second.a_hat_x,cf_second.a_hat_y,cf_second.a_hat_z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.pos_des_x,cf_second.pos_des_y,cf_second.pos_des_z,cf_second.pos_x,cf_second.pos_y,cf_second.pos_z,cf_second.t
0.000000,0.000000,0.000000,-0.204776,-0.241623,-1.924246,-0.100383,-0.082191,-0.024275,-0.000000,-0.600001,0.179999,0.004120,-0.609855,0.105607,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016812,-0.605732,1.220847,0.000000
0.000000,0.000000,0.000000,-0.204093,-0.240086,-1.915279,-0.100369,-0.083775,-0.024274,-0.000000,-0.600001,0.179999,0.003939,-0.609639,0.105553,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016701,-0.605577,1.220762,0.002000
0.000000,0.000000,0.000000,-0.203410,-0.238549,-1.906312,-0.100356,-0.085359,-0.024273,-0.000000,-0.600001,0.179999,0.003758,-0.609422,0.105499,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016701,-0.605577,1.220762,0.004000
0.000000,0.000000,0.000000,-0.202727,-0.237011,-1.897345,-0.100342,-0.086943,-0.024273,-0.000000,-0.600001,0.179999,0.003576,-0.609206,0.105445,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016701,-0.605577,1.220762,0.006000
0.000000,0.000000,0.000000,-0.202043,-0.235474,-1.888379,-0.100329,-0.088527,-0.024272,-0.000000,-0.600001,0.179999,0.003395,-0.608990,0.105391,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016701,-0.605577,1.220762,0.008000
0.000000,0.000000,0.000000,-0.201360,-0.233937,-1.879412,-0.100316,-0.090111,-0.024271,-0.000000,-0.600001,0.179999,0.003214,-0.608773,0.105337,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016695,-0.605569,1.220757,0.010000
0.000000,0.000000,0.000000,-0.200677,-0.232400,-1.870445,-0.100302,-0.091694,-0.024270,-0.000000,-0.600001,0.179999,0.003033,-0.608557,0.105283,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016585,-0.605423,1.220674,0.012000
0.000000,0.000000,0.000000,-0.199994,-0.230862,-1.861478,-0.100289,-0.093278,-0.024269,-0.000000,-0.600001,0.179999,0.002852,-0.608341,0.105229,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016583,-0.605421,1.220673,0.014000
0.000000,0.000000,0.000000,-0.199310,-0.229325,-1.852511,-0.100275,-0.094862,-0.024269,-0.000000,-0.600001,0.179999,0.002671,-0.608124,0.105175,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016583,-0.605421,1.220673,0.016000
0.000000,0.000000,0.000000,-0.198627,-0.227788,-1.843544,-0.100262,-0.096446,-0.024268,-0.000000,-0.600001,0.179999,0.002490,-0.607908,0.105121,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016633,-0.605490,1.220712,0.018000
0.000000,0.000000,0.000000,-0.197944,-0.226250,-1.834578,-0.100248,-0.098030,-0.024267,-0.000000,-0.600001,0.179999,0.002308,-0.607692,0.105067,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016939,-0.605923,1.220957,0.020000
0.000000,0.000000,0.000000,-0.197261,-0.224713,-1.825611,-0.100235,-0.099614,-0.024266,-0.000000,-0.600001,0.179999,0.002127,-0.607475,0.105013,0.022000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016840,-0.605811,1.220890,0.022000
0.000000,0.000000,0.000000,-0.196577,-0.223176,-1.816644,-0.100221,-0.101198,-0.024265,-0.000000,-0.600001,0.179999,0.001946,-0.607259,0.104959,0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016840,-0.605811,1.220890,0.024000
0.000000,0.000000,0.000000,-0.195894,-0.221638,-1.807677,-0.100208,-0.102782,-0.024265,-0.000000,-0.600001,0.179999,0.001765,-0.607043,0.104905,0.026000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016855,-0.605735,1.220901,0.026000
0.000000,0.000000,0.000000,-0.195211,-0.220101,-1.798710,-0.100194,-0.104365,-0.024264,-0.000000,-0.600001,0.179999,0.001584,-0.606827,0.104851,0.028000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016920,-0.605399,1.220946,0.028000
0.000000,0.000000,0.000000,-0.194528,-0.218564,-1.789743,-0.100181,-0.105949,-0.024263,-0.000000,-0.600001,0.179999,0.001403,-0.606610,0.104797,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016901,-0.605377,1.220934,0.030000
0.000000,0.000000,0.000000,-0.193844,-0.217027,-1.780777,-0.100167,-0.107533,-0.024262,-0.000000,-0.600001,0.179999,0.001222,-0.606394,0.104743,0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016800,-0.605263,1.220870,0.032000
0.000000,0.000000,0.000000,-0.193161,-0.215489,-1.771810,-0.100154,-0.109117,-0.024261,-0.000000,-0.600001,0.179999,0.001040,-0.606178,0.104689,0.034000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016800,-0.605263,1.220870,0.034000
0.000000,0.000000,0.000000,-0.192478,-0.213952,-1.762843,-0.100140,-0.110701,-0.024261,-0.000000,-0.600001,0.179999,0.000859,-0.605961,0.104635,0.036000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016825,-0.605231,1.220886,0.036000
0.000000,0.000000,0.000000,-0.191795,-0.212415,-1.753876,-0.100127,-0.112285,-0.024260,-0.000000,-0.600001,0.179999,0.000678,-0.605745,0.104581,0.038000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016901,-0.605130,1.220937,0.038000
0.000000,0.000000,0.000000,-0.191111,-0.210877,-1.744909,-0.100113,-0.113869,-0.024259,-0.000000,-0.600001,0.179999,0.000497,-0.605529,0.104527,0.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016870,-0.605096,1.220919,0.040000
0.000000,0.000000,0.000000,-0.190428,-0.209340,-1.735942,-0.100100,-0.115453,-0.024258,-0.000000,-0.600001,0.179999,0.000316,-0.605312,0.104473,0.042000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016774,-0.604991,1.220863,0.042000
0.000000,0.000000,0.000000,-0.189745,-0.207803,-1.726976,-0.100086,-0.117037,-0.024257,-0.000000,-0.600001,0.179999,0.000135,-0.605096,0.104419,0.044000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016780,-0.604986,1.220864,0.044000
0.000000,0.000000,0.000000,-0.189062,-0.206265,-1.718009,-0.100073,-0.118620,-0.024257,-0.000000,-0.600001,0.179999,-0.000047,-0.604880,0.104365,0.046000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016801,-0.604968,1.220865,0.046000
0.000000,0.000000,0.000000,-0.188379,-0.204728,-1.709042,-0.100059,-0.120204,-0.024256,-0.000000,-0.600001,0.179999,-0.000228,-0.604664,0.104311,0.048000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016822,-0.604949,1.220866,0.048000
0.000000,0.000000,0.000000,-0.187695,-0.203191,-1.700075,-0.100046,-0.121788,-0.024255,-0.000000,-0.600001,0.179999,-0.000409,-0.604447,0.104257,0.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016843,-0.604931,1.220867,0.050000
0.000000,0.000000,0.000000,-0.187012,-0.201654,-1.691108,-0.100032,-0.123372,-0.024254,-0.000000,-0.600001,0.179999,-0.000590,-0.604231,0.104203,0.052000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014998,-0.019453,0.000442,-0.000000,-0.600000,1.280004,0.016864,-0.604912,1.220868,0.052000
