scenario,controller,n_robots,vehicle_id,t_start,t_end,n_samples,n_raw,rate_hz_est,nan_fraction,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,pos_peak_m,pos_peak_z,dz_cmd_m,dz_mean_m,dz_err_mean_m,dz_err_rms_m,a_res_rms,a_res_z_mean,a_res_z_rms,a_hat_res_rms,a_hat_vs_a_res_rmse,e_R_rmse,e_R_peak,notes,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,spectrum_ok,t_below_min_safe_s,tau_peak,tau_rms
A2,geometric,2,cf5,0.0,28.556,14279,14279,500.0,0.0,0.09460384551441117,0.03437524714829259,0.025460989814930158,0.08437990262646905,0.2176108737241777,0.20409900000000003,,,,,1.1998219446123852,-0.5323842143007212,1.126835536169193,0.0,1.1998219446123852,0.23396999369072444,0.6677624883100278,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A2,geometric,2,cf_second,0.0,28.556,14279,14279,500.0,0.0,0.2844564339628719,0.024432030744456344,0.021476843946573145,0.28259031099928067,0.508233189961065,0.50078,,,,,0.0,0.0,0.0,0.0,0.0,0.02362659776607711,0.02362659776607711,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A2,geometric,2,__formation__,,,,,,,,,,,,,0.3,0.10061130961551928,0.1993886903844807,0.2603011692051388,,,,,,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,0.0,0.00029603209285481374,-0.29970396790714515,,,,,,20.699999999997722,,
