cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t,cf_second.a_hat_x,cf_second.a_hat_y,cf_second.a_hat_z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.pos_des_x,cf_second.pos_des_y,cf_second.pos_des_z,cf_second.pos_x,cf_second.pos_y,cf_second.pos_z,cf_second.t
0.000000,0.000000,0.000000,0.087538,-0.075793,-0.098233,0.016596,-0.015356,-0.003382,0.000000,-0.200004,1.000000,-0.001966,-0.202873,1.025319,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000042,0.826176,1.140932,0.000000
0.000000,0.000000,0.000000,0.086164,-0.075452,-0.099251,0.016511,-0.015111,-0.003371,0.000000,-0.200004,1.000000,-0.001965,-0.202875,1.025326,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000042,0.826176,1.140932,0.002000
0.000000,0.000000,0.000000,0.084791,-0.075110,-0.100269,0.016427,-0.014867,-0.003360,0.000000,-0.200004,1.000000,-0.001963,-0.202878,1.025332,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000079,0.825892,1.140887,0.004000
0.000000,0.000000,0.000000,0.083417,-0.074769,-0.101288,0.016342,-0.014622,-0.003349,0.000000,-0.200004,1.000000,-0.001961,-0.202880,1.025339,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000094,0.825779,1.140869,0.006000
0.000000,0.000000,0.000000,0.082043,-0.074427,-0.102306,0.016257,-0.014377,-0.003338,0.000000,-0.200004,1.000000,-0.001959,-0.202882,1.025345,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000059,0.825864,1.140919,0.008000
0.000000,0.000000,0.000000,0.080670,-0.074086,-0.103324,0.016172,-0.014132,-0.003327,0.000000,-0.200004,1.000000,-0.001957,-0.202884,1.025352,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000046,0.825893,1.140937,0.010000
0.000000,0.000000,0.000000,0.079296,-0.073744,-0.104342,0.016087,-0.013887,-0.003316,0.000000,-0.200004,1.000000,-0.001955,-0.202887,1.025358,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000046,0.825893,1.140937,0.012000
0.000000,0.000000,0.000000,0.077923,-0.073402,-0.105361,0.016003,-0.013643,-0.003304,0.000000,-0.200004,1.000000,-0.001953,-0.202889,1.025365,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000091,0.825584,1.140891,0.014000
0.000000,0.000000,0.000000,0.076549,-0.073061,-0.106379,0.015918,-0.013398,-0.003293,0.000000,-0.200004,1.000000,-0.001952,-0.202891,1.025371,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000104,0.825497,1.140879,0.016000
0.000000,0.000000,0.000000,0.075175,-0.072719,-0.107397,0.015833,-0.013153,-0.003282,0.000000,-0.200004,1.000000,-0.001950,-0.202894,1.025377,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000104,0.825497,1.140879,0.018000
0.000000,0.000000,0.000000,0.073802,-0.072378,-0.108415,0.015748,-0.012908,-0.003271,0.000000,-0.200004,1.000000,-0.001948,-0.202896,1.025384,0.020000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000060,0.825710,1.140930,0.020000
0.000000,0.000000,0.000000,0.072428,-0.072036,-0.109433,0.015663,-0.012663,-0.003260,0.000000,-0.200004,1.000000,-0.001946,-0.202898,1.025390,0.022000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000051,0.825756,1.140942,0.022000
0.000000,0.000000,0.000000,0.071054,-0.071695,-0.110452,0.015579,-0.012419,-0.003249,0.000000,-0.200004,1.000000,-0.001944,-0.202901,1.025397,0.024000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000103,0.825428,1.140894,0.024000
0.000000,0.000000,0.000000,0.069681,-0.071353,-0.111470,0.015494,-0.012174,-0.003237,0.000000,-0.200004,1.000000,-0.001942,-0.202903,1.025403,0.026000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000113,0.825366,1.140885,0.026000
0.000000,0.000000,0.000000,0.068307,-0.071012,-0.112488,0.015409,-0.011929,-0.003226,0.000000,-0.200004,1.000000,-0.001940,-0.202905,1.025410,0.028000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000113,0.825366,1.140885,0.028000
0.000000,0.000000,0.000000,0.066934,-0.070670,-0.113506,0.015324,-0.011684,-0.003215,0.000000,-0.200004,1.000000,-0.001939,-0.202907,1.025416,0.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000514,0.825653,1.140937,0.030000
0.000000,0.000000,0.000000,0.065560,-0.070328,-0.114525,0.015239,-0.011440,-0.003204,0.000000,-0.200004,1.000000,-0.001937,-0.202910,1.025422,0.032000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.004887,-0.000006,0.000038,-0.000000,0.800005,1.250000,-0.000569,0.825692,1.140944,0.032000
