a_hat_res_rms,a_hat_vs_a_res_rmse,a_res_rms,a_res_z_mean,a_res_z_rms,cmd_logged,controller,dz_cmd_m,dz_err_mean_m,dz_err_rms_m,dz_mean_m,e_R_peak,e_R_rmse,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,n_raw,n_robots,n_samples,nan_fraction,notes,phase,phase_t_hi,phase_t_lo,pos_err_valid,pos_peak_m,pos_peak_z,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,rate_hz_est,run,scenario,spectrum_ok,study_controller,t_below_min_safe_s,t_end,t_start,tau_peak,tau_rms,vehicle_id
0.0,0.8390034391715797,0.8390034391715797,-0.31936091657778454,0.8116649726745798,1,geometric,,,,,0.6069696867529712,0.14438471458432656,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,13126,2,13126,0.0,,scenario,26.25,0.0,1,0.226688571269043,0.15116600000000002,0.058590269443161744,0.0347319308461525,0.008778472533621158,0.04636217286858793,500.0,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,26.25,0.0,nan,nan,cf5
0.0,0.12367664440251712,0.12367664440251712,-0.07938283333333333,0.08404282508241458,1,geometric,,,,,0.0360549920399381,0.0357488112832674,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,6,2,6,0.0,,land,26.26,26.25,1,0.025132649104302508,0.023971999999999993,0.025123987578275307,0.006976836162139157,0.002848394196736119,0.023967168366329786,499.99999999992184,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,26.26,26.25,nan,nan,cf5
0.0,1.3817323663499994,1.3817323663499994,-0.747841782,1.3441835970771863,1,geometric,,,,,0.6026290998300696,0.2068732382740068,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,4.784534534534535,1.7845345345345347,1,0.226688571269043,0.15116600000000002,0.08961273097083174,0.05819112086895503,0.008825557695239435,0.06757473296605272,500.00000000000006,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,4.784,1.786,nan,nan,cf5
0.0,1.1730038133696015,1.1730038133696015,-0.6110103586666665,1.1457369891915852,1,geometric,,,,,0.5530499597115979,0.21339767609615468,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,11.353603603603604,8.353603603603604,1,0.18724035824308824,0.12361100000000003,0.07817588737277413,0.046176918176263494,0.011287154679487061,0.06206256305942147,499.99999999999983,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,11.352,8.354,nan,nan,cf5
0.0,1.2243581453917023,1.2243581453917023,-0.6533560233333333,1.1880685838122447,1,geometric,,,,,0.6069696867529712,0.19675975396299755,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach3,17.896396396396398,14.896396396396398,1,0.20921692770184733,0.13781,0.08402683675335716,0.05419133402465134,0.011839098107175788,0.06311611812693067,499.99999999999983,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,17.896,14.898,nan,nan,cf5
0.0,1.1208433165335394,1.1208433165335394,-0.6016373713333333,1.0921408417580287,1,geometric,,,,,0.5458622691467144,0.2132404509179313,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach4,24.465465465465467,21.465465465465467,1,0.17800275745336083,0.12581799999999999,0.07608658517214889,0.04162706728614609,0.015161623167677881,0.06185855555405951,500.0000000000004,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,24.464,21.466,nan,nan,cf5
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.036777295169710345,0.036777295169710345,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,13126,2,13126,0.0,,scenario,26.25,0.0,1,0.08719532610180422,0.07716900000000004,0.07535815949342799,0.019939580588867894,0.02521863259260903,0.06815633424954698,500.0,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,26.25,0.0,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.036777295169710345,0.036777295169710345,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,6,2,6,0.0,,land,26.26,26.25,1,0.06216277681217266,0.053059999999999885,0.06209545861145293,0.016734382141766296,0.027618728989582415,0.05303783784714453,499.99999999992184,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,26.26,26.25,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.036777295169710345,0.036777295169710345,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach1,4.784534534534535,1.7845345345345347,1,0.08687369185777712,0.07716900000000004,0.08168378094556672,0.022465537512065006,0.026745661711674536,0.07383907687303516,500.00000000000006,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,4.784,1.786,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.036777295169710345,0.036777295169710345,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach2,11.353603603603604,8.353603603603604,1,0.08060803995880308,0.07509900000000003,0.07864581860024089,0.016789598389856344,0.023120698134831485,0.0732714643429987,499.99999999999983,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,11.352,8.354,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.036777295169710345,0.036777295169710345,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach3,17.896396396396398,14.896396396396398,1,0.0756175117019861,0.06810899999999998,0.07186822012181274,0.020317757576973565,0.02319476103106044,0.06491712294327794,499.99999999999983,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,17.896,14.898,nan,nan,cf_second
0.0,0.0,0.0,0.0,0.0,1,geometric,,,,,0.036777295169710345,0.036777295169710345,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,1500,2,1500,0.0,,approach4,24.465465465465467,21.465465465465467,1,0.06816491873390591,0.061085000000000056,0.06539333444871373,0.013544830807088978,0.024337967553872148,0.05916493120147551,500.0000000000004,A3_2026-09-23_17-54-32.meta,A3,0,geometric,,24.464,21.466,nan,nan,cf_second
,,,,,,geometric,0.4,0.03154211575660653,0.04304393582523487,0.3684578842433935,,,,,,,,,,,,0.346808,0.36202328060084765,-0.03797671939915237,,,,,,2,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,,,A3_2026-09-23_17-54-32.meta,A3,,geometric,0.0,,,,,__formation__
