t,x,y,z,vx,vy,vz,roll,pitch,yaw,thrust,zrange_mm
0.2268,-0.0014145731693133712,0.0020998043473809958,0.010194889269769192,-0.0041158776730299,0.014290529303252697,0.0005673316773027182,-0.3252156972885132,0.04143758490681648,-1.0888508558273315,36083.65234375,12
0.2278,-0.0025398496072739363,0.00479337852448225,0.010129010304808617,-0.009436371736228466,0.02716204524040222,-0.0014368923148140311,-0.3252156972885132,0.04143758490681648,-1.0888508558273315,36083.65234375,12
0.2471,-0.0025398496072739363,0.00479337852448225,0.010129010304808617,-0.009436371736228466,0.02716204524040222,-0.0014368923148140311,-0.4766138792037964,0.17181633412837982,-1.1798813343048096,36157.921875,12
0.2479,-0.005987438838928938,0.009270001202821732,0.00982330646365881,-0.02601149119436741,0.048239581286907196,-0.003205690998584032,-0.4766138792037964,0.17181633412837982,-1.1798813343048096,36157.921875,12
0.2672,-0.005987438838928938,0.009270001202821732,0.00982330646365881,-0.02601149119436741,0.048239581286907196,-0.003205690998584032,-0.5489717125892639,0.19180722534656525,-1.195603847503662,36340.0234375,8
0.2681,-0.006997761782258749,0.011903355829417706,0.008813666179776192,-0.028930533677339554,0.058475881814956665,-0.0073256827890872955,-0.5489717125892639,0.19180722534656525,-1.195603847503662,36340.0234375,8
0.2861,-0.006997761782258749,0.011903355829417706,0.008813666179776192,-0.028930533677339554,0.058475881814956665,-0.0073256827890872955,-0.5993779301643372,0.2066318690776825,-1.2626047134399414,36429.7890625,8
0.2884,-0.008059799671173096,0.014412373304367065,0.008521267212927341,-0.031811777502298355,0.06695237010717392,-0.00807506125420332,-0.5993779301643372,0.2066318690776825,-1.2626047134399414,36429.7890625,8
0.3066,-0.008059799671173096,0.014412373304367065,0.008521267212927341,-0.031811777502298355,0.06695237010717392,-0.00807506125420332,-0.617355465888977,0.20582501590251923,-1.3770191669464111,36218.89453125,12
0.3076,-0.00893027801066637,0.016388626769185066,0.009867921471595764,-0.03354734182357788,0.07212275266647339,-0.002068831818178296,-0.617355465888977,0.20582501590251923,-1.3770191669464111,36218.89453125,12
0.3264,-0.00893027801066637,0.016388626769185066,0.009867921471595764,-0.03354734182357788,0.07212275266647339,-0.002068831818178296,-0.6155652403831482,0.2400204986333847,-1.7664408683776855,36303.93359375,12
0.3273,-0.010029452852904797,0.01787697896361351,0.009807547554373741,-0.036551132798194885,0.07432758063077927,-0.0015578848542645574,-0.6155652403831482,0.2400204986333847,-1.7664408683776855,36303.93359375,12
0.3468,-0.010029452852904797,0.01787697896361351,0.009807547554373741,-0.036551132798194885,0.07432758063077927,-0.0015578848542645574,-0.5949328541755676,0.2181008756160736,-2.251978635787964,36324.40625,12
0.3477,-0.010409414768218994,0.018473349511623383,0.009888438507914543,-0.03537338599562645,0.07160453498363495,-0.0015997245209291577,-0.5949328541755676,0.2181008756160736,-2.251978635787964,36324.40625,12
0.3666,-0.010409414768218994,0.018473349511623383,0.009888438507914543,-0.03537338599562645,0.07160453498363495,-0.0015997245209291577,-0.5338634848594666,0.20287203788757324,-2.34005069732666,36445.796875,9
0.3675,-0.010508863255381584,0.01902223378419876,0.009542476385831833,-0.03275568038225174,0.06879200041294098,-0.0021480226423591375,-0.5338634848594666,0.20287203788757324,-2.34005069732666,36445.796875,9
0.3864,-0.010508863255381584,0.01902223378419876,0.009542476385831833,-0.03275568038225174,0.06879200041294098,-0.0021480226423591375,-0.43659865856170654,0.17130959033966064,-2.2319068908691406,36474.19140625,9
0.3873,-0.010249709710478783,0.018040508031845093,0.009695563465356827,-0.028514299541711807,0.057987578213214874,-0.0037112818099558353,-0.43659865856170654,0.17130959033966064,-2.2319068908691406,36474.19140625,9
0.4062,-0.010249709710478783,0.018040508031845093,0.009695563465356827,-0.028514299541711807,0.057987578213214874,-0.0037112818099558353,-0.33484959602355957,0.06294074654579163,-2.099808931350708,36560.48046875,9
0.407,-0.008663056418299675,0.01651996560394764,0.00950030330568552,-0.017500076442956924,0.04543224349617958,-0.0031960986088961363,-0.33484959602355957,0.06294074654579163,-2.099808931350708,36560.48046875,9
0.4267,-0.008663056418299675,0.01651996560394764,0.00950030330568552,-0.017500076442956924,0.04543224349617958,-0.0031960986088961363,-0.20472244918346405,0.0007417984888888896,-1.9163166284561157,36569.265625,9
0.4276,-0.007394546642899513,0.013995304703712463,0.009592998772859573,-0.009089450351893902,0.028668172657489777,0.0014890034217387438,-0.20472244918346405,0.0007417984888888896,-1.9163166284561157,36569.265625,9
0.4466,-0.007394546642899513,0.013995304703712463,0.009592998772859573,-0.009089450351893902,0.028668172657489777,0.0014890034217387438,-0.04356097802519798,-0.19124172627925873,-1.7673863172531128,36570.546875,9
0.4475,-0.0024443308357149363,0.010714005678892136,0.009627286344766617,0.018231570720672607,0.009043882600963116,0.0013379809679463506,-0.04356097802519798,-0.19124172627925873,-1.7673863172531128,36570.546875,9
0.4659,-0.0024443308357149363,0.010714005678892136,0.009627286344766617,0.018231570720672607,0.009043882600963116,0.0013379809679463506,0.05894351378083229,-0.3213282525539398,-1.625720739364624,36743.76171875,10
0.4681,0.0002755096065811813,0.007676698267459869,0.009646295569837093,0.03140514716506004,-0.007910317741334438,0.00015565755893476307,0.05894351378083229,-0.3213282525539398,-1.625720739364624,36743.76171875,10
0.4865,0.0002755096065811813,0.007676698267459869,0.009646295569837093,0.03140514716506004,-0.007910317741334438,0.00015565755893476307,0.16616784036159515,-0.4846668243408203,-1.4365931749343872,36953.44140625,10
0.4874,0.004703369457274675,0.00497075542807579,0.00921399425715208,0.05254492163658142,-0.02161410264670849,-0.002618794795125723,0.16616784036159515,-0.4846668243408203,-1.4365931749343872,36953.44140625,10
0.5059,0.004703369457274675,0.00497075542807579,0.00921399425715208,0.05254492163658142,-0.02161410264670849,-0.002618794795125723,0.24136345088481903,-0.6460397243499756,-1.3021522760391235,37094.16796875,9
0.5082,0.009679011069238186,0.0028807567432522774,0.008724691346287727,0.07512602210044861,-0.03087816946208477,-0.004357420839369297,0.24136345088481903,-0.6460397243499756,-1.3021522760391235,37094.16796875,9
0.5257,0.009679011069238186,0.0028807567432522774,0.008724691346287727,0.07512602210044861,-0.03087816946208477,-0.004357420839369297,0.23407144844532013,-0.6922469139099121,-1.4533993005752563,37186.90625,9
0.5281,0.012229997664690018,0.002446020720526576,0.008539319038391113,0.08289260417222977,-0.03069738671183586,-0.003977420274168253,0.23407144844532013,-0.6922469139099121,-1.4533993005752563,37186.90625,9
0.5463,0.012229997664690018,0.002446020720526576,0.008539319038391113,0.08289260417222977,-0.03069738671183586,-0.003977420274168253,0.2376241385936737,-0.7699714303016663,-1.5653325319290161,37418.68359375,9
0.5472,0.015590032562613487,0.0015308475121855736,0.008173393085598946,0.09408976882696152,-0.03297043591737747,-0.004645958077162504,0.2376241385936737,-0.7699714303016663,-1.5653325319290161,37418.68359375,9
0.5669,0.015590032562613487,0.0015308475121855736,0.008173393085598946,0.09408976882696152,-0.03297043591737747,-0.004645958077162504,0.24691100418567657,-1.012925386428833,-1.5710433721542358,37577.21875,10
0.5678,0.023352250456809998,8.696282748132944e-05,0.008100836537778378,0.12788890302181244,-0.03777483105659485,-0.009554151445627213,0.24691100418567657,-1.012925386428833,-1.5710433721542358,37577.21875,10
0.5861,0.023352250456809998,8.696282748132944e-05,0.008100836537778378,0.12788890302181244,-0.03777483105659485,-0.009554151445627213,0.3262929618358612,-1.0467199087142944,-1.6197222471237183,37881.8828125,10
0.587,0.0270107239484787,-0.002132428577169776,0.007651777938008308,0.13665278255939484,-0.04629407450556755,-0.008929501287639141,0.3262929618358612,-1.0467199087142944,-1.6197222471237183,37881.8828125,10
0.6065,0.0270107239484787,-0.002132428577169776,0.007651777938008308,0.13665278255939484,-0.04629407450556755,-0.008929501287639141,0.3859488070011139,-1.0634057521820068,-1.7499312162399292,37842.046875,11
0.6074,0.029962660744786263,-0.004759359639137983,0.008788218721747398,0.14096839725971222,-0.056405551731586456,-0.003008253173902631,0.3859488070011139,-1.0634057521820068,-1.7499312162399292,37842.046875,11
0.6267,0.029962660744786263,-0.004759359639137983,0.008788218721747398,0.14096839725971222,-0.056405551731586456,-0.003008253173902631,0.4311426877975464,-0.9502299427986145,-1.8041237592697144,37843.625,11
0.6279,0.030138401314616203,-0.006674623116850853,0.009205225855112076,0.13044597208499908,-0.06201428174972534,0.0014687719522044063,0.4311426877975464,-0.9502299427986145,-1.8041237592697144,37843.625,11
0.6464,0.030138401314616203,-0.006674623116850853,0.009205225855112076,0.13044597208499908,-0.06201428174972534,0.0014687719522044063,0.5214172601699829,-0.7766757011413574,-1.814685344696045,37854.359375,11
0.6473,0.02919890731573105,-0.010010069236159325,0.009787183254957199,0.11463388800621033,-0.07467930763959885,0.010446323081851006,0.5214172601699829,-0.7766757011413574,-1.814685344696045,37854.359375,11
0.667,0.02919890731573105,-0.010010069236159325,0.009787183254957199,0.11463388800621033,-0.07467930763959885,0.010446323081851006,0.6010317206382751,-0.6718279719352722,-1.8015543222427368,38305.88671875,6
0.6679,0.027972685173153877,-0.01304392609745264,0.008409322239458561,0.0984816774725914,-0.08481865376234055,0.0007122245151549578,0.6010317206382751,-0.6718279719352722,-1.8015543222427368,38305.88671875,6
0.6863,0.027972685173153877,-0.01304392609745264,0.008409322239458561,0.0984816774725914,-0.08481865376234055,0.0007122245151549578,0.5622370839118958,-0.5670188665390015,-1.712682843208313,38422.03515625,6
0.6871,0.027976175770163536,-0.014059350825846195,0.008746822364628315,0.09006991237401962,-0.08310514688491821,0.002506910590454936,0.5622370839118958,-0.5670188665390015,-1.712682843208313,38422.03515625,6
0.7064,0.027976175770163536,-0.014059350825846195,0.008746822364628315,0.09006991237401962,-0.08310514688491821,0.002506910590454936,0.5219768285751343,-0.5135119557380676,-1.7037441730499268,38804.2421875,7
0.7073,0.0282656941562891,-0.015060823410749435,0.00819274690002203,0.08419403433799744,-0.08160798251628876,-0.00016136784688569605,0.5219768285751343,-0.5135119557380676,-1.7037441730499268,38804.2421875,7
0.727,0.0282656941562891,-0.015060823410749435,0.00819274690002203,0.08419403433799744,-0.08160798251628876,-0.00016136784688569605,0.39475899934768677,-0.4217117428779602,-1.866756796836853,38912.3671875,7
0.728,0.027597161009907722,-0.014293624088168144,0.008644884452223778,0.07276485860347748,-0.07017453759908676,0.004978871438652277,0.39475899934768677,-0.4217117428779602,-1.866756796836853,38912.3671875,7
0.746,0.027597161009907722,-0.014293624088168144,0.008644884452223778,0.07276485860347748,-0.07017453759908676,0.004978871438652277,0.3353618085384369,-0.3413034975528717,-1.8394731283187866,39048.23046875,7
0.7484,0.027824759483337402,-0.014128750190138817,0.00900888442993164,0.06740976870059967,-0.06291613727807999,0.008157629519701004,0.3353618085384369,-0.3413034975528717,-1.8394731283187866,39048.23046875,7
0.7656,0.027824759483337402,-0.014128750190138817,0.00900888442993164,0.06740976870059967,-0.06291613727807999,0.008157629519701004,0.15758365392684937,-0.05996005982160568,-1.8141766786575317,39018.921875,11
0.768,0.02271837741136551,-0.01307707466185093,0.010496199131011963,0.03278043121099472,-0.05077768489718437,0.015383259393274784,0.15758365392684937,-0.05996005982160568,-1.8141766786575317,39018.921875,11
0.7864,0.02271837741136551,-0.01307707466185093,0.010496199131011963,0.03278043121099472,-0.05077768489718437,0.015383259393274784,0.11234566569328308,0.037043143063783646,-1.7836521863937378,39298.125,11
0.788,0.02170669101178646,-0.011708725243806839,0.010859403759241104,0.02360881306231022,-0.0380130335688591,0.011670917272567749,0.11234566569328308,0.037043143063783646,-1.7836521863937378,39298.125,11
0.8063,0.02170669101178646,-0.011708725243806839,0.010859403759241104,0.02360881306231022,-0.0380130335688591,0.011670917272567749,-0.0006894232355989516,0.2559337913990021,-1.645737886428833,39755.59765625,10
0.8072,0.015208750031888485,-0.009343305602669716,0.010606884025037289,-0.014070305041968822,-0.021451778709888458,0.009363985620439053,-0.0006894232355989516,0.2559337913990021,-1.645737886428833,39755.59765625,10
0.8269,0.015208750031888485,-0.009343305602669716,0.010606884025037289,-0.014070305041968822,-0.021451778709888458,0.009363985620439053,-0.15127228200435638,0.4657624065876007,-1.489677906036377,39981.6640625,10
0.8278,0.010668621398508549,-0.005845914129167795,0.010472528636455536,-0.0383792445063591,0.0001305561454501003,0.010492878966033459,-0.15127228200435638,0.4657624065876007,-1.489677906036377,39981.6640625,10
0.8461,0.010668621398508549,-0.005845914129167795,0.010472528636455536,-0.0383792445063591,0.0001305561454501003,0.010492878966033459,-0.3083667457103729,0.7016432285308838,-1.4638683795928955,40403.42578125,10
0.847,0.00545576261356473,-0.001451442833058536,0.009875627234578133,-0.06415995955467224,0.024836761876940727,0.008105117827653885,-0.3083667457103729,0.7016432285308838,-1.4638683795928955,40403.42578125,10
0.8656,0.00545576261356473,-0.001451442833058536,0.009875627234578133,-0.06415995955467224,0.024836761876940727,0.008105117827653885,-0.5450604557991028,0.7505621314048767,-1.375326156616211,40901.2109375,8
0.868,0.0008717214805074036,0.0011217494029551744,0.008574314415454865,-0.0841711238026619,0.037039343267679214,-0.0007808037917129695,-0.5450604557991028,0.7505621314048767,-1.375326156616211,40901.2109375,8
0.8863,0.0008717214805074036,0.0011217494029551744,0.008574314415454865,-0.0841711238026619,0.037039343267679214,-0.0007808037917129695,-0.5223937034606934,1.0115728378295898,-1.3149811029434204,41556.66796875,8
0.8872,-0.005777685437351465,0.003982781898230314,0.007389585953205824,-0.11354319751262665,0.05017183721065521,-0.009762227535247803,-0.5223937034606934,1.0115728378295898,-1.3149811029434204,41556.66796875,8
0.9063,-0.005777685437351465,0.003982781898230314,0.007389585953205824,-0.11354319751262665,0.05017183721065521,-0.009762227535247803,-0.5585927367210388,1.258415699005127,-1.2162234783172607,41859.45703125,8
0.9072,-0.012405570596456528,0.0063305143266916275,0.0067123048938810825,-0.14068938791751862,0.0592559315264225,-0.00638749822974205,-0.5585927367210388,1.258415699005127,-1.2162234783172607,41859.45703125,8
0.9264,-0.012405570596456528,0.0063305143266916275,0.0067123048938810825,-0.14068938791751862,0.0592559315264225,-0.00638749822974205,-0.5635495185852051,1.3345296382904053,-1.0911905765533447,42435.16796875,8
0.9272,-0.018753573298454285,0.006779657676815987,0.005718042608350515,-0.16393326222896576,0.05704919993877411,-0.017552312463521957,-0.5635495185852051,1.3345296382904053,-1.0911905765533447,42435.16796875,8
0.9456,-0.018753573298454285,0.006779657676815987,0.005718042608350515,-0.16393326222896576,0.05704919993877411,-0.017552312463521957,-0.5332514643669128,1.2644447088241577,-1.1126583814620972,42640.5859375,8
0.9478,-0.020189229398965836,0.0068888235837221146,0.006206681486219168,-0.15841759741306305,0.053771428763866425,-0.006001000292599201,-0.5332514643669128,1.2644447088241577,-1.1126583814620972,42640.5859375,8
0.9667,-0.020189229398965836,0.0068888235837221146,0.006206681486219168,-0.15841759741306305,0.053771428763866425,-0.006001000292599201,-0.6843750476837158,1.5409260988235474,-1.1564003229141235,42967.2421875,8
0.9676,-0.028587212786078453,0.009513825178146362,0.005853876005858183,-0.18988285958766937,0.06371386349201202,-0.008422315120697021,-0.6843750476837158,1.5409260988235474,-1.1564003229141235,42967.2421875,8
0.9866,-0.028587212786078453,0.009513825178146362,0.005853876005858183,-0.18988285958766937,0.06371386349201202,-0.008422315120697021,-0.8363770842552185,1.434313416481018,-1.1282219886779785,43221.91015625,8
0.9875,-0.030703779309988022,0.010878428816795349,0.006273925770074129,-0.18556591868400574,0.06675827503204346,-0.00232452224008739,-0.8363770842552185,1.434313416481018,-1.1282219886779785,43221.91015625,8
1.0066,-0.030703779309988022,0.010878428816795349,0.006273925770074129,-0.18556591868400574,0.06675827503204346,-0.00232452224008739,-0.7182543277740479,1.0824841260910034,-1.1254560947418213,43232.875,8
1.0074,-0.030820149928331375,0.011802404187619686,0.007791462820023298,-0.17056311666965485,0.06728755682706833,0.006837303284555674,-0.7182543277740479,1.0824841260910034,-1.1254560947418213,43232.875,8
1.0266,-0.030820149928331375,0.011802404187619686,0.007791462820023298,-0.17056311666965485,0.06728755682706833,0.006837303284555674,-0.424129843711853,0.5516597032546997,-1.1366260051727295,43529.5390625,8
1.0275,-0.030752748250961304,0.015804598107933998,0.008391209878027439,-0.15518449246883392,0.0834694504737854,0.01162124052643776,-0.424129843711853,0.5516597032546997,-1.1366260051727295,43529.5390625,8
1.046,-0.030752748250961304,0.015804598107933998,0.008391209878027439,-0.15518449246883392,0.0834694504737854,0.01162124052643776,-0.5106875896453857,0.5189684629440308,-1.081598162651062,43595.16796875,8
1.0469,-0.030263155698776245,0.017649291083216667,0.009401032701134682,-0.13761629164218903,0.0857398584485054,0.017313385382294655,-0.5106875896453857,0.5189684629440308,-1.081598162651062,43595.16796875,8
1.0666,-0.030263155698776245,0.017649291083216667,0.009401032701134682,-0.13761629164218903,0.0857398584485054,0.017313385382294655,-0.2251647710800171,0.01295014750212431,-1.0104544162750244,43825.23828125,11
1.0674,-0.03064679354429245,0.021522866562008858,0.010634046047925949,-0.1257535070180893,0.09858483076095581,0.02335105463862419,-0.2251647710800171,0.01295014750212431,-1.0104544162750244,43825.23828125,11
1.0856,-0.03064679354429245,0.021522866562008858,0.010634046047925949,-0.1257535070180893,0.09858483076095581,0.02335105463862419,-0.3075776696205139,-0.30107638239860535,-1.1039890050888062,43991.86328125,11
1.0866,-0.0315030962228775,0.023774869740009308,0.011340855620801449,-0.11680636554956436,0.10088176280260086,0.03214012831449509,-0.3075776696205139,-0.30107638239860535,-1.1039890050888062,43991.86328125,11
1.1066,-0.0315030962228775,0.023774869740009308,0.011340855620801449,-0.11680636554956436,0.10088176280260086,0.03214012831449509,0.13793198764324188,-1.01200532913208,-1.1763744354248047,44176.3515625,9
1.1075,-0.025241117924451828,0.02310674823820591,0.011819319799542427,-0.0691453367471695,0.08733458071947098,0.03996606543660164,0.13793198764324188,-1.01200532913208,-1.1763744354248047,44176.3515625,9
1.1264,-0.025241117924451828,0.02310674823820591,0.011819319799542427,-0.0691453367471695,0.08733458071947098,0.03996606543660164,0.8392378091812134,-1.6290961503982544,-1.1647995710372925,44251.125,9
1.1272,-0.0195616427809,0.024029044434428215,0.012717973440885544,-0.02788124978542328,0.08178494870662689,0.04684210568666458,0.8392378091812134,-1.6290961503982544,-1.1647995710372925,44251.125,9
1.146,-0.0195616427809,0.024029044434428215,0.012717973440885544,-0.02788124978542328,0.08178494870662689,0.04684210568666458,1.5532828569412231,-2.682190418243408,-1.0721933841705322,44661.234375,9
1.1469,-0.010563760064542294,0.023560574278235435,0.012898264452815056,0.028636222705245018,0.06733346730470657,0.04536327347159386,1.5532828569412231,-2.682190418243408,-1.0721933841705322,44661.234375,9
1.1653,-0.010563760064542294,0.023560574278235435,0.012898264452815056,0.028636222705245018,0.06733346730470657,0.04536327347159386,2.0436794757843018,-3.5264151096343994,-0.9761295914649963,45088.046875,13
1.1676,0.0003078162553720176,0.02028774470090866,0.012614382430911064,0.09339742362499237,0.03632820025086403,0.046036265790462494,2.0436794757843018,-3.5264151096343994,-0.9761295914649963,45088.046875,13
1.1855,0.0003078162553720176,0.02028774470090866,0.012614382430911064,0.09339742362499237,0.03632820025086403,0.046036265790462494,2.4159581661224365,-3.730772018432617,-0.8528270721435547,45348.9140625,13
1.187,0.004242372699081898,0.016926869750022888,0.012938209809362888,0.11602316051721573,0.007247145753353834,0.04606879502534866,2.4159581661224365,-3.730772018432617,-0.8528270721435547,45348.9140625,13
1.2054,0.004242372699081898,0.016926869750022888,0.012938209809362888,0.11602316051721573,0.007247145753353834,0.04606879502534866,2.8588340282440186,-3.9039971828460693,-0.806336522102356,47318.47265625,0
1.2078,0.019693097099661827,0.009260458871722221,0.0047057620249688625,0.19669072329998016,-0.04180765151977539,-0.0046563358046114445,2.8588340282440186,-3.9039971828460693,-0.806336522102356,47318.47265625,0
1.2262,0.019693097099661827,0.009260458871722221,0.0047057620249688625,0.19669072329998016,-0.04180765151977539,-0.0046563358046114445,2.6350677013397217,-2.7518556118011475,-0.8333960771560669,47565.33984375,0
1.2278,0.020353563129901886,0.007417468819767237,0.005787810310721397,0.19048257172107697,-0.05684622749686241,0.0025767716579139233,2.6350677013397217,-2.7518556118011475,-0.8333960771560669,47565.33984375,0
1.2455,0.020353563129901886,0.007417468819767237,0.005787810310721397,0.19048257172107697,-0.05684622749686241,0.0025767716579139233,1.975977897644043,-1.6293842792510986,-0.9427810907363892,48068.58984375,0
1.2477,0.025683913379907608,0.002953207353129983,0.00476955296471715,0.20702645182609558,-0.08305080235004425,0.0036175306886434555,1.975977897644043,-1.6293842792510986,-0.9427810907363892,48068.58984375,0
1.2666,0.025683913379907608,0.002953207353129983,0.00476955296471715,0.20702645182609558,-0.08305080235004425,0.0036175306886434555,1.6288106441497803,-0.9339151978492737,-1.130516529083252,49419.19140625,0
1.2674,0.04159058630466461,-0.006607186049222946,-0.0017830822616815567,0.27412837743759155,-0.13088490068912506,-0.02374669350683689,1.6288106441497803,-0.9339151978492737,-1.130516529083252,49419.19140625,0
1.287,0.04159058630466461,-0.006607186049222946,-0.0017830822616815567,0.27412837743759155,-0.13088490068912506,-0.02374669350683689,1.4397740364074707,0.13851554691791534,-1.2900398969650269,50353.1640625,0
1.2879,0.05237380415201187,-0.014873881824314594,-0.005856022238731384,0.30469053983688354,-0.1659255176782608,-0.035785090178251266,1.4397740364074707,0.13851554691791534,-1.2900398969650269,50353.1640625,0
1.3057,0.05237380415201187,-0.014873881824314594,-0.005856022238731384,0.30469053983688354,-0.1659255176782608,-0.035785090178251266,1.1483278274536133,1.3344560861587524,-1.4372867345809937,50779.34375,0
1.3066,0.06493300199508667,-0.02427821047604084,-0.007289153523743153,0.3375042676925659,-0.2029496133327484,-0.03408140689134598,1.1483278274536133,1.3344560861587524,-1.4372867345809937,50779.34375,0
1.3261,0.06493300199508667,-0.02427821047604084,-0.007289153523743153,0.3375042676925659,-0.2029496133327484,-0.03408140689134598,0.12108585238456726,2.8711724281311035,-1.5935572385787964,51018.30078125,0
1.327,0.0716339498758316,-0.02820231020450592,-0.007858133874833584,0.3314858078956604,-0.2054556906223297,-0.02625245228409767,0.12108585238456726,2.8711724281311035,-1.5935572385787964,51018.30078125,0
1.346,0.0716339498758316,-0.02820231020450592,-0.007858133874833584,0.3314858078956604,-0.2054556906223297,-0.02625245228409767,-1.1649484634399414,4.51405668258667,-1.7660000324249268,51399.703125,0
1.3469,0.07803624868392944,-0.03533504530787468,-0.009263741783797741,0.3195993900299072,-0.22065198421478271,-0.021589336916804314,-1.1649484634399414,4.51405668258667,-1.7660000324249268,51399.703125,0
1.3663,0.07803624868392944,-0.03533504530787468,-0.009263741783797741,0.3195993900299072,-0.22065198421478271,-0.021589336916804314,-2.4811131954193115,6.25749397277832,-1.9549862146377563,50776.65234375,0
1.3672,0.08383966982364655,-0.04300590977072716,-0.0054586236365139484,0.29799801111221313,-0.23167568445205688,0.01386270672082901,-2.4811131954193115,6.25749397277832,-1.9549862146377563,50776.65234375,0
1.386,0.08383966982364655,-0.04300590977072716,-0.0054586236365139484,0.29799801111221313,-0.23167568445205688,0.01386270672082901,-3.729964017868042,8.011616706848145,-2.0863733291625977,50498.25,0
1.3869,0.08541327714920044,-0.04625813663005829,-0.003697345033288002,0.25102025270462036,-0.21300043165683746,0.037331484258174896,-3.729964017868042,8.011616706848145,-2.0863733291625977,50498.25,0
1.4057,0.08541327714920044,-0.04625813663005829,-0.003697345033288002,0.25102025270462036,-0.21300043165683746,0.037331484258174896,-4.479143142700195,9.546431541442871,-2.2516064643859863,49474.8515625,7
1.4066,0.08536381274461746,-0.049962472170591354,0.0025521048810333014,0.1920919567346573,-0.19362883269786835,0.08002669364213943,-4.479143142700195,9.546431541442871,-2.2516064643859863,49474.8515625,7
