time_s,cmd
2.070000,0.264870
2.075000,0.264870
2.080000,0.264870
2.085000,0.264870
2.090000,0.264870
2.095000,0.264870
2.100000,0.264870
2.105000,0.264870
2.110000,0.264870
2.115000,0.264870
2.120000,0.264870
2.125000,0.264870
2.130000,0.264870
2.135000,0.264870
2.140000,0.264870
2.145000,0.264870
2.150000,0.264870
2.155000,0.264870
2.160000,0.264870
2.165000,0.264870
2.170000,0.264870
2.175000,0.264870
2.180000,0.264870
2.185000,0.264870
2.190000,0.264870
2.195000,0.264870
2.200000,0.264870
2.205000,0.264870
2.210000,0.264870
2.215000,0.264870
2.220000,0.264870
2.225000,0.264870
2.230000,0.264870
2.235000,0.264870
2.240000,0.264870
2.245000,0.264870
2.250000,0.264870
2.255000,0.264870
2.260000,0.264870
2.265000,0.264870
2.270000,0.264870
2.275000,0.264870
2.280000,0.264870
2.285000,0.264870
2.290000,0.264870
2.295000,0.264870
2.300000,0.264870
2.305000,0.264870
2.310000,0.264870
2.315000,0.264870
2.320000,0.264870
2.325000,0.264870
2.330000,0.264870
2.335000,0.264870
2.340000,0.264870
2.345000,0.264870
2.350000,0.264870
2.355000,0.264870
2.360000,0.264870
2.365000,0.264870
2.370000,0.264870
2.375000,0.264870
2.380000,0.264870
2.385000,0.264870
2.390000,0.264870
2.395000,0.264870
2.400000,0.264870
2.405000,0.264870
2.410000,0.264870
2.415000,0.264870
2.420000,0.264870
2.425000,0.264870
2.430000,0.264870
2.435000,0.264870
2.440000,0.264870
2.445000,0.264870
2.450000,0.264870
2.455000,0.264870
2.460000,0.264870
2.465000,0.264870
2.470000,0.264870
2.475000,0.264870
2.480000,0.264870
2.485000,0.264870
2.490000,0.264870
2.495000,0.264870
2.500000,0.264870
2.505000,0.264870
2.510000,0.264870
2.515000,0.264870
2.520000,0.264870
2.525000,0.264870
2.530000,0.264870
2.535000,0.264870
2.540000,0.264870
2.545000,0.264870
2.550000,0.264870
2.555000,0.264870
2.560000,0.264870
2.565000,0.264870
2.570000,0.264870
2.575000,0.264870
2.580000,0.264870
2.585000,0.264870
2.590000,0.264870
2.595000,0.264870
2.600000,0.264870
2.605000,0.264870
2.610000,0.264870
2.615000,0.264870
2.620000,0.264870
2.625000,0.264870
2.630000,0.264870
2.635000,0.264870
2.640000,0.264870
2.645000,0.264870
2.650000,0.264870
2.655000,0.264870
2.660000,0.264870
2.665000,0.264870
2.670000,0.264870
2.675000,0.264870
2.680000,0.264870
2.685000,0.264870
2.690000,0.264870
2.695000,0.264870
2.700000,0.264870
2.705000,0.264870
2.710000,0.264870
2.715000,0.264870
2.720000,0.264870
2.725000,0.264870
2.730000,0.264870
2.735000,0.264870
2.740000,0.264870
2.745000,0.264870
2.750000,0.264870
2.755000,0.264870
2.760000,0.264870
2.765000,0.264870
2.770000,0.264870
2.775000,0.264870
2.780000,0.264870
2.785000,0.264870
2.790000,0.264870
2.795000,0.264870
2.800000,0.264870
2.805000,0.264870
2.810000,0.264870
2.815000,0.264870
2.820000,0.264870
2.825000,0.264870
2.830000,0.264870
2.835000,0.264870
2.840000,0.264870
2.845000,0.264870
2.850000,0.264870
2.855000,0.264870
2.860000,0.264870
2.865000,0.264870
2.870000,0.264870
2.875000,0.264870
2.880000,0.264870
2.885000,0.264870
2.890000,0.264870
2.895000,0.264870
2.900000,0.264870
2.905000,0.264870
2.910000,0.264870
2.915000,0.264870
2.920000,0.264870
2.925000,0.264870
2.930000,0.264870
2.935000,0.264870
2.940000,0.264870
2.945000,0.264870
2.950000,0.264870
2.955000,0.264870
2.960000,0.264870
2.965000,0.264870
2.970000,0.264870
2.975000,0.264870
2.980000,0.264870
2.985000,0.264870
2.990000,0.264870
2.995000,0.264870
3.000000,0.264870
3.005000,0.264870
3.010000,0.264870
3.015000,0.264870
3.020000,0.264870
3.025000,0.264870
3.030000,0.264870
3.035000,0.264870
3.040000,0.264870
3.045000,0.264870
3.050000,0.264870
3.055000,0.264870
3.060000,0.264870
3.065000,0.264870
3.070000,0.264870
3.075000,0.264870
3.080000,0.264870
3.085000,0.264870
3.090000,0.264870
3.095000,0.264870
3.100000,0.264870
3.105000,0.264870
3.110000,0.264870
3.115000,0.264870
3.120000,0.264870
3.125000,0.264870
3.130000,0.264870
3.135000,0.264870
3.140000,0.264870
3.145000,0.264870
3.150000,0.264870
3.155000,0.264870
3.160000,0.264870
3.165000,0.264870
3.170000,0.264870
3.175000,0.264870
3.180000,0.264870
3.185000,0.264870
3.190000,0.264870
3.195000,0.264870
3.200000,0.264870
3.205000,0.264870
3.210000,0.264870
3.215000,0.264870
3.220000,0.264870
3.225000,0.264870
3.230000,0.264870
3.235000,0.264870
3.240000,0.264870
3.245000,0.264870
3.250000,0.264870
3.255000,0.264870
3.260000,0.264870
3.265000,0.264870
3.270000,0.264870
3.275000,0.264870
3.280000,0.264870
3.285000,0.264870
3.290000,0.264870
3.295000,0.264870
3.300000,0.264870
3.305000,0.264870
3.310000,0.264870
3.315000,0.264870
3.320000,0.264870
3.325000,0.264870
3.330000,0.264870
3.335000,0.264870
3.340000,0.264870
3.345000,0.264870
3.350000,0.264870
3.355000,0.264870
3.360000,0.264870
3.365000,0.264870
3.370000,0.264870
3.375000,0.264870
3.380000,0.264870
3.385000,0.264870
3.390000,0.264870
3.395000,0.264870
3.400000,0.264870
3.405000,0.264870
3.410000,0.264870
3.415000,0.264870
3.420000,0.264870
3.425000,0.264870
3.430000,0.264870
3.435000,0.264870
3.440000,0.264870
3.445000,0.264870
3.450000,0.264870
3.455000,0.264870
3.460000,0.264870
3.465000,0.264870
3.470000,0.264870
3.475000,0.264870
3.480000,0.264870
3.485000,0.264870
3.490000,0.264870
3.495000,0.264870
3.500000,0.264870
3.505000,0.264870
3.510000,0.264870
3.515000,0.264870
3.520000,0.264870
3.525000,0.264870
3.530000,0.264870
3.535000,0.264870
3.540000,0.264870
3.545000,0.264870
3.550000,0.264870
3.555000,0.264870
3.560000,0.264870
3.565000,0.264870
3.570000,0.264870
3.575000,0.264870
3.580000,0.264870
3.585000,0.264870
3.590000,0.264870
3.595000,0.264870
3.600000,0.264870
3.605000,0.264870
3.610000,0.264870
3.615000,0.264870
3.620000,0.264870
3.625000,0.264870
3.630000,0.264870
3.635000,0.264870
3.640000,0.264870
3.645000,0.264870
3.650000,0.264870
3.655000,0.264870
3.660000,0.264870
3.665000,0.264870
3.670000,0.264870
3.675000,0.264870
3.680000,0.264870
3.685000,0.264870
3.690000,0.264870
3.695000,0.264870
3.700000,0.264870
3.705000,0.264870
3.710000,0.264870
3.715000,0.264870
3.720000,0.264870
3.725000,0.264870
3.730000,0.264870
3.735000,0.264870
3.740000,0.264870
3.745000,0.264870
3.750000,0.264870
3.755000,0.264870
3.760000,0.264870
3.765000,0.264870
3.770000,0.264870
3.775000,0.264870
3.780000,0.264870
3.785000,0.264870
3.790000,0.264870
3.795000,0.264870
3.800000,0.264870
3.805000,0.264870
3.810000,0.264870
3.815000,0.264870
3.820000,0.264870
3.825000,0.264870
3.830000,0.264870
3.835000,0.264870
3.840000,0.264870
3.845000,0.264870
3.850000,0.264870
3.855000,0.264870
3.860000,0.264870
3.865000,0.264870
3.870000,0.264870
3.875000,0.264870
3.880000,0.264870
3.885000,0.264870
3.890000,0.264870
3.895000,0.264870
3.900000,0.264870
3.905000,0.264870
3.910000,0.264870
3.915000,0.264870
3.920000,0.264870
3.925000,0.264870
3.930000,0.264870
3.935000,0.264870
3.940000,0.264870
3.945000,0.264870
3.950000,0.264870
3.955000,0.264870
3.960000,0.264870
3.965000,0.264870
3.970000,0.264870
3.975000,0.264870
3.980000,0.264870
3.985000,0.264870
3.990000,0.264870
3.995000,0.264870
4.000000,0.264870
4.005000,0.264870
4.010000,0.264870
4.015000,0.264870
4.020000,0.264870
4.025000,0.264870
4.030000,0.264870
4.035000,0.264870
4.040000,0.264870
4.045000,0.264870
4.050000,0.264870
4.055000,0.264870
4.060000,0.264870
4.065000,0.264870
4.070000,0.264870
4.075000,0.264870
4.080000,0.264870
4.085000,0.264870
4.090000,0.264870
4.095000,0.264870
4.100000,0.264870
4.105000,0.264870
4.110000,0.264870
4.115000,0.264870
4.120000,0.264870
4.125000,0.264870
4.130000,0.264870
4.135000,0.264870
4.140000,0.264870
4.145000,0.264870
4.150000,0.264870
4.155000,0.264870
4.160000,0.264870
4.165000,0.264870
4.170000,0.264870
4.175000,0.264870
4.180000,0.264870
4.185000,0.264870
4.190000,0.264870
4.195000,0.264870
4.200000,0.264870
4.205000,0.264870
4.210000,0.264870
4.215000,0.264870
4.220000,0.264870
4.225000,0.264870
4.230000,0.264870
4.235000,0.264870
4.240000,0.264870
4.245000,0.264870
4.250000,0.264870
4.255000,0.264870
4.260000,0.264870
4.265000,0.264870
4.270000,0.264870
4.275000,0.264870
4.280000,0.264870
4.285000,0.264870
4.290000,0.264870
4.295000,0.264870
4.300000,0.264870
4.305000,0.264870
4.310000,0.264870
4.315000,0.264870
4.320000,0.264870
4.325000,0.264870
4.330000,0.264870
4.335000,0.264870
4.340000,0.264870
4.345000,0.264870
4.350000,0.264870
4.355000,0.264870
4.360000,0.264870
4.365000,0.264870
4.370000,0.264870
4.375000,0.264870
4.380000,0.264870
4.385000,0.264870
4.390000,0.264870
4.395000,0.264870
4.400000,0.264870
4.405000,0.264870
4.410000,0.264870
4.415000,0.264870
4.420000,0.264870
4.425000,0.264870
4.430000,0.264870
4.435000,0.264870
4.440000,0.264870
4.445000,0.264870
4.450000,0.264870
4.455000,0.264870
4.460000,0.264870
4.465000,0.264870
4.470000,0.264870
4.475000,0.264870
4.480000,0.264870
4.485000,0.264870
4.490000,0.264870
4.495000,0.264870
4.500000,0.264870
4.505000,0.264870
4.510000,0.264870
4.515000,0.264870
4.520000,0.264870
4.525000,0.264870
4.530000,0.264870
4.535000,0.264870
4.540000,0.264870
4.545000,0.264870
4.550000,0.264870
4.555000,0.264870
4.560000,0.264870
4.565000,0.264870
4.570000,0.264870
4.575000,0.264870
4.580000,0.264870
4.585000,0.264870
4.590000,0.264870
4.595000,0.264870
4.600000,0.264870
4.605000,0.264870
4.610000,0.264870
4.615000,0.264870
4.620000,0.264870
4.625000,0.264870
4.630000,0.264870
4.635000,0.264870
4.640000,0.264870
4.645000,0.264870
4.650000,0.264870
4.655000,0.264870
4.660000,0.264870
4.665000,0.264870
4.670000,0.264870
4.675000,0.264870
4.680000,0.264870
4.685000,0.264870
4.690000,0.264870
4.695000,0.264870
4.700000,0.264870
4.705000,0.264870
4.710000,0.264870
4.715000,0.264870
4.720000,0.264870
4.725000,0.264870
4.730000,0.264870
4.735000,0.264870
4.740000,0.264870
4.745000,0.264870
4.750000,0.264870
4.755000,0.264870
4.760000,0.264870
4.765000,0.264870
4.770000,0.264870
4.775000,0.264870
4.780000,0.264870
4.785000,0.264870
4.790000,0.264870
4.795000,0.264870
4.800000,0.264870
4.805000,0.264870
4.810000,0.264870
4.815000,0.264870
4.820000,0.264870
4.825000,0.264870
4.830000,0.264870
4.835000,0.264870
4.840000,0.264870
4.845000,0.264870
4.850000,0.264870
4.855000,0.264870
4.860000,0.264870
4.865000,0.264870
4.870000,0.264870
4.875000,0.264870
4.880000,0.264870
4.885000,0.264870
4.890000,0.264870
4.895000,0.264870
4.900000,0.264870
4.905000,0.264870
4.910000,0.264870
4.915000,0.264870
4.920000,0.264870
4.925000,0.264870
4.930000,0.264870
4.935000,0.264870
4.940000,0.264870
4.945000,0.264870
4.950000,0.264870
4.955000,0.264870
4.960000,0.264870
4.965000,0.264870
4.970000,0.264870
4.975000,0.264870
4.980000,0.264870
4.985000,0.264870
4.990000,0.264870
4.995000,0.264870
5.000000,0.264870
5.005000,0.264870
5.010000,0.264870
5.015000,0.264870
5.020000,0.264870
5.025000,0.264870
5.030000,0.264870
5.035000,0.264870
5.040000,0.264870
5.045000,0.264870
5.050000,0.264870
5.055000,0.264870
5.060000,0.264870
5.065000,0.264870
5.070000,0.264870
5.075000,0.264870
5.080000,0.264870
5.085000,0.264870
5.090000,0.264870
5.095000,0.264870
5.100000,0.264870
5.105000,0.264870
5.110000,0.264870
5.115000,0.264870
5.120000,0.264870
5.125000,0.264870
5.130000,0.264870
5.135000,0.264870
5.140000,0.264870
5.145000,0.264870
5.150000,0.264870
5.155000,0.264870
5.160000,0.264870
5.165000,0.264870
5.170000,0.264870
5.175000,0.264870
5.180000,0.264870
5.185000,0.264870
5.190000,0.264870
5.195000,0.264870
5.200000,0.264870
5.205000,0.264870
5.210000,0.264870
5.215000,0.264870
5.220000,0.264870
5.225000,0.264870
5.230000,0.264870
5.235000,0.264870
5.240000,0.264870
5.245000,0.264870
5.250000,0.264870
5.255000,0.264870
5.260000,0.264870
5.265000,0.264870
5.270000,0.264870
5.275000,0.264870
5.280000,0.264870
5.285000,0.264870
5.290000,0.264870
5.295000,0.264870
5.300000,0.264870
5.305000,0.264870
5.310000,0.264870
5.315000,0.264870
5.320000,0.264870
5.325000,0.264870
5.330000,0.264870
5.335000,0.264870
5.340000,0.264870
5.345000,0.264870
5.350000,0.264870
5.355000,0.264870
5.360000,0.264870
5.365000,0.264870
5.370000,0.264870
5.375000,0.264870
5.380000,0.264870
5.385000,0.264870
5.390000,0.264870
5.395000,0.264870
5.400000,0.264870
5.405000,0.264870
5.410000,0.264870
5.415000,0.264870
5.420000,0.264870
5.425000,0.264870
5.430000,0.264870
5.435000,0.264870
5.440000,0.264870
5.445000,0.264870
5.450000,0.264870
5.455000,0.264870
5.460000,0.264870
5.465000,0.264870
5.470000,0.264870
5.475000,0.264870
5.480000,0.264870
5.485000,0.264870
5.490000,0.264870
5.495000,0.264870
5.500000,0.264870
5.505000,0.264870
5.510000,0.264870
5.515000,0.264870
5.520000,0.264870
5.525000,0.264870
5.530000,0.264870
5.535000,0.264870
5.540000,0.264870
5.545000,0.264870
5.550000,0.264870
5.555000,0.264870
5.560000,0.264870
5.565000,0.264870
5.570000,0.264870
5.575000,0.264870
5.580000,0.264870
5.585000,0.264870
5.590000,0.264870
5.595000,0.264870
5.600000,0.264870
5.605000,0.264870
5.610000,0.264870
5.615000,0.264870
5.620000,0.264870
5.625000,0.264870
5.630000,0.264870
5.635000,0.264870
5.640000,0.264870
5.645000,0.264870
5.650000,0.264870
5.655000,0.264870
5.660000,0.264870
5.665000,0.264870
5.670000,0.264870
5.675000,0.264870
5.680000,0.264870
5.685000,0.264870
5.690000,0.264870
5.695000,0.264870
5.700000,0.264870
5.705000,0.264870
5.710000,0.264870
5.715000,0.264870
5.720000,0.264870
5.725000,0.264870
5.730000,0.264870
5.735000,0.264870
5.740000,0.264870
5.745000,0.264870
5.750000,0.264870
5.755000,0.264870
5.760000,0.264870
5.765000,0.264870
5.770000,0.264870
5.775000,0.264870
5.780000,0.264870
5.785000,0.264870
5.790000,0.264870
5.795000,0.264870
5.800000,0.264870
5.805000,0.264870
5.810000,0.264870
5.815000,0.264870
5.820000,0.264870
5.825000,0.264870
5.830000,0.264870
5.835000,0.264870
5.840000,0.264870
5.845000,0.264870
5.850000,0.264870
5.855000,0.264870
5.860000,0.264870
5.865000,0.264870
5.870000,0.264870
5.875000,0.264870
5.880000,0.264870
5.885000,0.264870
5.890000,0.264870
5.895000,0.264870
5.900000,0.264870
5.905000,0.264870
5.910000,0.264870
5.915000,0.264870
5.920000,0.264870
5.925000,0.264870
5.930000,0.264870
5.935000,0.264870
5.940000,0.264870
5.945000,0.264870
5.950000,0.264870
5.955000,0.264870
5.960000,0.264870
5.965000,0.264870
5.970000,0.264870
5.975000,0.264870
5.980000,0.264870
5.985000,0.264870
5.990000,0.264870
5.995000,0.264870
6.000000,0.264870
6.005000,0.264870
6.010000,0.264870
6.015000,0.264870
6.020000,0.264870
6.025000,0.264870
6.030000,0.264870
6.035000,0.264870
6.040000,0.264870
6.045000,0.264870
6.050000,0.264870
6.055000,0.264870
6.060000,0.264870
6.065000,0.264870
6.070000,0.264870
6.075000,0.264870
6.080000,0.264870
6.085000,0.264870
6.090000,0.264870
6.095000,0.264870
6.100000,0.264870
6.105000,0.264870
6.110000,0.264870
6.115000,0.264870
6.120000,0.264870
6.125000,0.264870
6.130000,0.264870
6.135000,0.264870
6.140000,0.264870
6.145000,0.264870
6.150000,0.264870
6.155000,0.264870
6.160000,0.264870
6.165000,0.264870
6.170000,0.264870
6.175000,0.264870
6.180000,0.264870
6.185000,0.264870
6.190000,0.264870
6.195000,0.264870
6.200000,0.264870
6.205000,0.264870
6.210000,0.264870
6.215000,0.264870
6.220000,0.264870
6.225000,0.264870
6.230000,0.264870
6.235000,0.264870
6.240000,0.264870
6.245000,0.264870
6.250000,0.264870
6.255000,0.264870
6.260000,0.264870
6.265000,0.264870
6.270000,0.264870
6.275000,0.264870
6.280000,0.264870
6.285000,0.264870
6.290000,0.264870
6.295000,0.264870
6.300000,0.264870
6.305000,0.264870
6.310000,0.264870
6.315000,0.264870
6.320000,0.264870
6.325000,0.264870
6.330000,0.264870
6.335000,0.264870
6.340000,0.264870
6.345000,0.264870
6.350000,0.264870
6.355000,0.264870
6.360000,0.264870
6.365000,0.264870
6.370000,0.264870
6.375000,0.264870
6.380000,0.264870
6.385000,0.264870
6.390000,0.264870
6.395000,0.264870
6.400000,0.264870
6.405000,0.264870
6.410000,0.264870
6.415000,0.264870
6.420000,0.264870
6.425000,0.264870
6.430000,0.264870
6.435000,0.264870
6.440000,0.264870
6.445000,0.264870
6.450000,0.264870
6.455000,0.264870
6.460000,0.264870
6.465000,0.264870
6.470000,0.264870
6.475000,0.264870
6.480000,0.264870
6.485000,0.264870
6.490000,0.264870
6.495000,0.264870
6.500000,0.264870
6.505000,0.264870
6.510000,0.264870
6.515000,0.264870
6.520000,0.264870
6.525000,0.264870
6.530000,0.264870
6.535000,0.264870
6.540000,0.264870
6.545000,0.264870
6.550000,0.264870
6.555000,0.264870
6.560000,0.264870
6.565000,0.264870
6.570000,0.264870
6.575000,0.264870
6.580000,0.264870
6.585000,0.264870
6.590000,0.264870
6.595000,0.264870
6.600000,0.264870
6.605000,0.264870
6.610000,0.264870
6.615000,0.264870
6.620000,0.264870
6.625000,0.264870
6.630000,0.264870
6.635000,0.264870
6.640000,0.264870
6.645000,0.264870
6.650000,0.264870
6.655000,0.264870
6.660000,0.264870
6.665000,0.264870
6.670000,0.264870
6.675000,0.264870
6.680000,0.264870
6.685000,0.264870
6.690000,0.264870
6.695000,0.264870
6.700000,0.264870
6.705000,0.264870
6.710000,0.264870
6.715000,0.264870
6.720000,0.264870
6.725000,0.264870
6.730000,0.264870
6.735000,0.264870
6.740000,0.264870
6.745000,0.264870
6.750000,0.264870
6.755000,0.264870
6.760000,0.264870
6.765000,0.264870
6.770000,0.264870
6.775000,0.264870
6.780000,0.264870
6.785000,0.264870
6.790000,0.264870
6.795000,0.264870
6.800000,0.264870
6.805000,0.264870
6.810000,0.264870
6.815000,0.264870
6.820000,0.264870
6.825000,0.264870
6.830000,0.264870
6.835000,0.264870
6.840000,0.264870
6.845000,0.264870
6.850000,0.264870
6.855000,0.264870
6.860000,0.264870
6.865000,0.264870
6.870000,0.264870
6.875000,0.264870
6.880000,0.264870
6.885000,0.264870
6.890000,0.264870
6.895000,0.264870
6.900000,0.264870
6.905000,0.264870
6.910000,0.264870
6.915000,0.264870
6.920000,0.264870
6.925000,0.264870
6.930000,0.264870
6.935000,0.264870
6.940000,0.264870
6.945000,0.264870
6.950000,0.264870
6.955000,0.264870
6.960000,0.264870
6.965000,0.264870
6.970000,0.264870
6.975000,0.264870
6.980000,0.264870
6.985000,0.264870
