# meta:t_zero=scenario_start
t,cf5_A1_13-25-10.a_res_x,cf5_A1_13-25-10.a_res_y,cf5_A1_13-25-10.a_res_z,cf5_A1_13-25-10.acc_x,cf5_A1_13-25-10.acc_y,cf5_A1_13-25-10.acc_z,cf5_A1_13-25-10.alp_x,cf5_A1_13-25-10.alp_y,cf5_A1_13-25-10.alp_z,cf5_A1_13-25-10.ctrltarget_x,cf5_A1_13-25-10.ctrltarget_y,cf5_A1_13-25-10.ctrltarget_z,cf5_A1_13-25-10.e_r_norm,cf5_A1_13-25-10.e_r_x,cf5_A1_13-25-10.e_r_y,cf5_A1_13-25-10.e_r_z,cf5_A1_13-25-10.f_res_x,cf5_A1_13-25-10.f_res_y,cf5_A1_13-25-10.f_res_z,cf5_A1_13-25-10.gyro_x,cf5_A1_13-25-10.gyro_y,cf5_A1_13-25-10.gyro_z,cf5_A1_13-25-10.motor_m1,cf5_A1_13-25-10.motor_m1_rpm,cf5_A1_13-25-10.motor_m2,cf5_A1_13-25-10.motor_m2_rpm,cf5_A1_13-25-10.motor_m3,cf5_A1_13-25-10.motor_m3_rpm,cf5_A1_13-25-10.motor_m4,cf5_A1_13-25-10.motor_m4_rpm,cf5_A1_13-25-10.pitch_deg,cf5_A1_13-25-10.rnn_clamped,cf5_A1_13-25-10.rnn_pred_x,cf5_A1_13-25-10.rnn_pred_y,cf5_A1_13-25-10.rnn_pred_z,cf5_A1_13-25-10.roll_deg,cf5_A1_13-25-10.rpm_m1,cf5_A1_13-25-10.rpm_m2,cf5_A1_13-25-10.rpm_m3,cf5_A1_13-25-10.rpm_m4,cf5_A1_13-25-10.tau_x,cf5_A1_13-25-10.tau_y,cf5_A1_13-25-10.tau_z,cf5_A1_13-25-10.vx,cf5_A1_13-25-10.vy,cf5_A1_13-25-10.vz,cf5_A1_13-25-10.x,cf5_A1_13-25-10.y,cf5_A1_13-25-10.yaw_deg,cf5_A1_13-25-10.z,cf_second_A1_13-25-10.a_res_x,cf_second_A1_13-25-10.a_res_y,cf_second_A1_13-25-10.a_res_z,cf_second_A1_13-25-10.acc_x,cf_second_A1_13-25-10.acc_y,cf_second_A1_13-25-10.acc_z,cf_second_A1_13-25-10.alp_x,cf_second_A1_13-25-10.alp_y,cf_second_A1_13-25-10.alp_z,cf_second_A1_13-25-10.ctrltarget_x,cf_second_A1_13-25-10.ctrltarget_y,cf_second_A1_13-25-10.ctrltarget_z,cf_second_A1_13-25-10.e_r_norm,cf_second_A1_13-25-10.e_r_x,cf_second_A1_13-25-10.e_r_y,cf_second_A1_13-25-10.e_r_z,cf_second_A1_13-25-10.f_res_x,cf_second_A1_13-25-10.f_res_y,cf_second_A1_13-25-10.f_res_z,cf_second_A1_13-25-10.gyro_x,cf_second_A1_13-25-10.gyro_y,cf_second_A1_13-25-10.gyro_z,cf_second_A1_13-25-10.motor_m1,cf_second_A1_13-25-10.motor_m1_rpm,cf_second_A1_13-25-10.motor_m2,cf_second_A1_13-25-10.motor_m2_rpm,cf_second_A1_13-25-10.motor_m3,cf_second_A1_13-25-10.motor_m3_rpm,cf_second_A1_13-25-10.motor_m4,cf_second_A1_13-25-10.motor_m4_rpm,cf_second_A1_13-25-10.pitch_deg,cf_second_A1_13-25-10.rnn_clamped,cf_second_A1_13-25-10.rnn_pred_x,cf_second_A1_13-25-10.rnn_pred_y,cf_second_A1_13-25-10.rnn_pred_z,cf_second_A1_13-25-10.roll_deg,cf_second_A1_13-25-10.rpm_m1,cf_second_A1_13-25-10.rpm_m2,cf_second_A1_13-25-10.rpm_m3,cf_second_A1_13-25-10.rpm_m4,cf_second_A1_13-25-10.tau_x,cf_second_A1_13-25-10.tau_y,cf_second_A1_13-25-10.tau_z,cf_second_A1_13-25-10.vx,cf_second_A1_13-25-10.vy,cf_second_A1_13-25-10.vz,cf_second_A1_13-25-10.x,cf_second_A1_13-25-10.y,cf_second_A1_13-25-10.yaw_deg,cf_second_A1_13-25-10.z,rel.cf5_A1_13-25-10_cf_second_A1_13-25-10.vx,rel.cf5_A1_13-25-10_cf_second_A1_13-25-10.vy,rel.cf5_A1_13-25-10_cf_second_A1_13-25-10.vz,rel.cf5_A1_13-25-10_cf_second_A1_13-25-10.x,rel.cf5_A1_13-25-10_cf_second_A1_13-25-10.y,rel.cf5_A1_13-25-10_cf_second_A1_13-25-10.z,rel.cf_second_A1_13-25-10_cf5_A1_13-25-10.vx,rel.cf_second_A1_13-25-10_cf5_A1_13-25-10.vy,rel.cf_second_A1_13-25-10_cf5_A1_13-25-10.vz,rel.cf_second_A1_13-25-10_cf5_A1_13-25-10.x,rel.cf_second_A1_13-25-10_cf5_A1_13-25-10.y,rel.cf_second_A1_13-25-10_cf5_A1_13-25-10.z
0.000000,0.000000,0.000000,0.000000,0.020488,-0.005183,1.006347,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.740201,4.414631,1.144515,38332.000000,15822.000000,38364.000000,15723.000000,39217.000000,16181.000000,39472.000000,16025.000000,-0.190471,0.000000,0.000000,0.000000,0.000000,-1.362676,15739.000000,15818.000000,16172.000000,16021.000000,-0.000308,0.000418,-0.000351,-0.009590,-0.011220,0.006146,-0.000233,0.016537,-0.019987,1.043944,0.000000,0.000000,0.000000,0.009341,-0.019904,1.006084,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-0.640110,5.019079,1.610261,36818.628364,15401.838509,37430.283644,16006.046584,37474.386128,15816.280538,38295.073499,15960.906832,-0.454805,0.000000,0.000000,0.000000,0.000000,0.761908,15605.026915,15993.513458,15953.000000,16011.921325,-0.000110,0.000238,-0.000613,-0.008063,-0.015542,-0.002285,-0.005925,0.010724,-0.017323,1.266021,-0.001527,0.004322,0.008431,0.005692,0.005813,-0.222077,0.001527,-0.004322,-0.008431,-0.005692,-0.005813,0.222077
0.002000,0.000000,0.000000,0.000000,0.018448,-0.006854,1.006607,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.082749,4.461025,0.880984,38215.802718,15671.671364,38431.308002,15815.190740,39149.141922,16227.242577,39588.747358,15830.497735,-0.190471,0.000000,0.000000,0.000000,0.000000,-1.362676,15763.418722,15809.640161,16181.221439,16020.418722,-0.000308,0.000418,-0.000351,-0.009590,-0.011220,0.006146,-0.000233,0.016537,-0.019987,1.043944,0.000000,0.000000,0.000000,0.009704,-0.020037,1.007906,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-0.909890,5.664346,1.480020,36787.080285,15572.261179,37447.028455,16126.621951,37416.731707,15919.729675,38366.508130,15792.715447,-0.454805,0.000000,0.000000,0.000000,0.000000,0.761908,15615.817073,15995.000000,15955.605691,15839.212398,-0.000110,0.000238,-0.000613,-0.008063,-0.015542,-0.002285,-0.005925,0.010724,-0.017323,1.266021,-0.001527,0.004322,0.008431,0.005692,0.005813,-0.222077,0.001527,-0.004322,-0.008431,-0.005692,-0.005813,0.222077
0.004000,0.000000,0.000000,0.000000,0.016541,-0.008489,1.007731,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.239248,5.311088,0.867054,38241.489022,15626.628743,38410.528942,15576.000000,39114.283433,16030.293413,39618.664671,16125.471058,-0.190471,0.000000,0.000000,0.000000,0.000000,-1.362676,15743.712575,15796.592814,16189.305389,15999.830339,-0.000308,0.000418,-0.000351,-0.009590,-0.011220,0.006146,-0.000233,0.016537,-0.019987,1.043944,0.000000,0.000000,0.000000,0.010302,-0.017197,1.008177,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-1.119680,5.320531,1.732814,36857.068285,15512.820941,37365.602428,16181.000000,37522.294385,15923.974203,38280.010622,15723.000000,-0.454805,0.000000,0.000000,0.000000,0.000000,0.761908,15623.323217,15992.341426,15959.658574,15884.019727,-0.000110,0.000238,-0.000613,-0.008057,-0.015234,-0.002320,-0.005950,0.010818,-0.017323,1.266014,-0.001533,0.004015,0.008466,0.005716,0.005719,-0.222070,0.001533,-0.004015,-0.008466,-0.005716,-0.005719,0.222070
0.006000,0.000000,0.000000,0.000000,0.012251,-0.009145,1.010472,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.784079,5.863621,0.561048,38166.689084,15677.933264,38514.575789,15584.144853,38975.265391,16181.000000,39726.575789,16026.721676,-0.192064,0.000000,0.000000,0.000000,0.000000,-1.360511,15763.867563,15784.867563,16198.000000,15994.867563,-0.000308,0.000418,-0.000351,-0.009579,-0.011142,0.006166,-0.000236,0.016534,-0.019700,1.043946,0.000000,0.000000,0.000000,0.010948,-0.010733,1.007831,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-1.793624,4.501527,2.506426,37099.466106,15527.263731,37086.148441,16181.000000,37830.759525,15873.000000,38006.671945,15822.233053,-0.489836,0.000000,0.000000,0.000000,0.000000,0.757177,15630.292429,15988.353785,15961.000000,15927.399802,-0.000110,0.000238,-0.000613,-0.007536,-0.015946,-0.002053,-0.006013,0.010761,-0.008376,1.265996,-0.002043,0.004804,0.008218,0.005776,0.005773,-0.222050,0.002043,-0.004804,-0.008218,-0.005776,-0.005773,0.222050
0.008000,0.000000,0.000000,0.000000,0.012751,-0.010380,1.011005,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,7.050384,5.958179,0.183989,38061.047689,15809.312193,38625.698132,15822.000000,38827.918879,16177.650934,39842.013274,16073.650934,-0.238590,0.000000,0.000000,0.000000,0.000000,-1.297268,15760.257620,15780.420354,16198.579646,15991.000000,-0.000308,0.000418,-0.000351,-0.009261,-0.008873,0.006742,-0.000327,0.016437,-0.011326,1.044008,0.000000,0.000000,0.000000,0.012001,-0.006512,1.005038,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-2.234491,4.650703,3.015006,37278.295181,15640.082329,36883.419679,16181.000000,38010.512048,15939.724900,37849.094378,15973.417671,-0.507758,0.000000,0.000000,0.000000,0.000000,0.754756,15638.285141,15978.411647,15963.642570,15920.357430,-0.000110,0.000238,-0.000613,-0.007271,-0.016389,-0.001906,-0.006039,0.010708,-0.003798,1.265989,-0.001990,0.007517,0.008649,0.005711,0.005729,-0.221981,0.001990,-0.007517,-0.008649,-0.005711,-0.005729,0.221981
0.010000,0.000000,0.000000,0.000000,0.010615,-0.008785,1.009052,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.599169,6.501106,-0.192129,37928.016163,15637.542231,38722.898853,15816.993222,38696.404588,16126.370177,40004.579249,16025.000000,-0.238590,0.000000,0.000000,0.000000,0.000000,-1.297268,15764.859750,15772.000000,16206.797706,15991.455162,-0.000308,0.000418,-0.000351,-0.009261,-0.008873,0.006742,-0.000327,0.016437,-0.011326,1.044008,0.000000,0.000000,0.000000,0.012846,-0.004906,1.002136,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-2.309319,5.737231,2.869247,37262.747001,15606.005738,36899.015649,16181.000000,37928.875326,15904.243088,37934.815336,15954.552426,-0.507758,0.000000,0.000000,0.000000,0.000000,0.754756,15649.287950,15976.762650,15973.978612,15916.237350,-0.000110,0.000238,-0.000613,-0.007271,-0.016389,-0.001906,-0.006039,0.010708,-0.003798,1.265989,-0.001990,0.007517,0.008649,0.005711,0.005729,-0.221981,0.001990,-0.007517,-0.008649,-0.005711,-0.005729,0.221981
0.012000,0.000000,0.000000,0.000000,0.008504,-0.006311,1.008668,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,5.850001,6.373816,-0.239854,37878.549875,15873.000000,38716.782957,15718.513784,38710.370426,16086.331328,40044.655639,16038.996992,-0.238590,0.000000,0.000000,0.000000,0.000000,-1.297268,15779.833584,15772.000000,16201.743860,16000.358897,-0.000308,0.000418,-0.000351,-0.009261,-0.008873,0.006742,-0.000327,0.016437,-0.011326,1.044008,0.000000,0.000000,0.000000,0.013376,-0.005666,1.000290,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-2.266952,7.032326,1.979736,36999.706269,15715.419616,37164.716380,16181.000000,37585.511628,15981.121335,38276.354398,15887.433771,-0.507758,0.000000,0.000000,0.000000,0.000000,0.754756,15670.783114,15960.216886,15990.092518,15902.907482,-0.000110,0.000238,-0.000613,-0.007118,-0.016039,-0.001890,-0.006024,0.010814,-0.003798,1.265993,-0.002142,0.007167,0.008632,0.005696,0.005622,-0.221985,0.002142,-0.007167,-0.008632,-0.005696,-0.005622,0.221985
0.014000,0.000000,0.000000,0.000000,0.005878,-0.003147,1.004552,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.300844,5.945283,-0.070283,37937.023916,15845.771300,38682.984554,15677.583956,38772.708022,16181.000000,39961.191829,16171.465371,-0.238590,0.000000,0.000000,0.000000,0.000000,-1.297268,15766.533134,15772.825112,16188.266567,16004.366716,-0.000308,0.000418,-0.000351,-0.009261,-0.008873,0.006742,-0.000327,0.016437,-0.011326,1.044008,0.000000,0.000000,0.000000,0.013351,-0.002830,0.996401,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-2.617514,7.697984,0.835425,36614.451923,15594.821356,37525.236842,16031.302126,37183.237348,16100.210526,38691.503036,15909.158907,-0.507758,0.000000,0.000000,0.000000,0.000000,0.754756,15678.000000,15953.000000,16007.294028,15891.491397,-0.000110,0.000238,-0.000613,-0.007056,-0.015897,-0.001883,-0.006017,0.010858,-0.003798,1.265995,-0.002204,0.007025,0.008625,0.005690,0.005579,-0.221986,0.002204,-0.007025,-0.008625,-0.005690,-0.005579,0.221986
0.016000,0.000000,0.000000,0.000000,0.007913,-0.001280,1.001886,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,6.631046,4.992466,-0.240911,37852.580695,15576.000000,38782.103788,15727.500778,38735.395433,16166.670991,39982.460820,16077.000000,-0.238590,0.000000,0.000000,0.000000,0.000000,-1.297268,15752.734821,15781.367410,16180.173326,16008.367410,-0.000308,0.000418,-0.000351,-0.009261,-0.008873,0.006742,-0.000327,0.016437,-0.011326,1.044008,0.000000,0.000000,0.000000,0.012731,-0.002789,0.994792,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-3.321919,7.937456,0.008809,36347.755699,15632.122894,37744.083251,15974.000000,36923.075818,15944.674926,38977.084737,15923.000000,-0.548212,0.000000,0.000000,0.000000,0.000000,0.739666,15671.519822,15946.519822,16012.000000,15889.000000,-0.000110,0.000238,-0.000613,-0.006428,-0.016831,-0.001636,-0.006065,0.010738,0.014030,1.265982,-0.002833,0.007958,0.008379,0.005738,0.005698,-0.221974,0.002833,-0.007958,-0.008379,-0.005738,-0.005698,0.221974
0.018000,0.000000,0.000000,0.000000,0.009194,0.000745,1.001073,0.942445,-0.482265,-0.455491,0.000000,0.000002,1.200000,0.009614,0.005004,-0.006624,0.004849,0.000000,0.000000,0.000000,7.486696,5.692460,-0.523779,37799.738189,15594.085630,38882.984252,15765.971457,38588.416339,16031.397638,40076.984252,16070.602362,-0.238590,0.000000,0.000000,0.000000,0.000000,-1.297268,15759.507874,15786.476378,16169.908465,16012.615157,-0.000308,0.000418,-0.000351,-0.009261,-0.008873,0.006742,-0.000327,0.016437,-0.011326,1.044008,0.000000,0.000000,0.000000,0.011804,-0.003504,0.996226,0.062988,3.648378,-0.494416,0.000000,-0.000001,1.400002,0.010256,0.002225,-0.005938,0.008060,0.000000,0.000000,0.000000,-3.637201,8.025736,-0.169984,36293.428571,15673.000000,37780.000000,16084.714286,36872.571429,15981.571429,39041.857143,15780.142857,-0.563943,0.000000,0.000000,0.000000,0.000000,0.733798,15671.857143,15938.285714,16015.571429,15892.571429,-0.000110,0.000238,-0.000613,-0.006183,-0.017194,-0.001541,-0.006084,0.010692,0.020962,1.265978,-0.003077,0.008321,0.008283,0.005756,0.005745,-0.221969,0.003077,-0.008321,-0.008283,-0.005756,-0.005745,0.221969
