# Motion type:     hover
# Target height:   0.50 m
# Date & time:     2026-02-28 23:04:40
# URI:             radio://0/80/2M/E7E7E7E7E7

t_ms,x,y,z,vx,vy,vz,roll,pitch,yaw,thrust,zrange_mm,vbat,varPX,varPY,varPZ,flow_deltaX,flow_deltaY,flow_squal,flow_rawPixelSum,acc_x,acc_y,acc_z
407589,-6.792208296246827e-05,-3.0283699743449688e-05,0.8166548609733582,-0.007308781612664461,-0.003131178440526128,1.4321969501907006e-05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407590,0.0,0.0,0.0,0.0,0.0,0.0,0.024310901761054993,0.04784548282623291,-0.00135795830283314,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407609,9.76497249212116e-05,8.43800517031923e-05,0.010185617953538895,0.0023610920179635286,0.0024893684312701225,0.0003031729720532894,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.756152576301247e-05,9.75616931100376e-05,0.00014299983740784228,0,0,0,0,0.0,0.0,0.0
407611,0.0,0.0,0.0,0.0,0.0,0.0,0.029429342597723007,0.1086139902472496,-0.00017612853844184428,0.0,0,4.0170087814331055,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0,0,0,-0.008263960480690002,0.00019082498329225928,1.0031287670135498
407629,-0.00027313665486872196,0.0002243999915663153,0.010211038403213024,-0.008299652487039566,0.004793108440935612,0.0008477959199808538,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407631,0.0,0.0,0.0,0.0,0.0,0.0,-0.05179371312260628,0.09701337665319443,-0.0013050113338977098,0.0,0,4.022287368774414,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407649,9.368149767396972e-05,-0.0007599386153742671,0.010142755694687366,-0.00011247827933402732,-0.015416916459798813,0.0010721114231273532,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00011648894724203274,0.00011648760118987411,0.00018039427231997252,0,0,0,0,0.0,0.0,0.0
407651,0.0,0.0,0.0,0.0,0.0,0.0,0.06150403618812561,-0.21669232845306396,-0.0033774457406252623,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0,0,0,-0.008526348508894444,-0.0012047267518937588,1.0018408298492432
407669,0.00017593007942195982,-0.00032714937697164714,0.010238541290163994,0.00040144604281522334,-0.0054961200803518295,0.0015326403081417084,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407670,0.0,0.0,0.0,0.0,0.0,0.0,0.18699151277542114,-0.21696464717388153,-0.0012196572497487068,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407689,-0.0001720148720778525,-0.00018153755809180439,0.010279940441250801,-0.005477029364556074,-0.0026734492275863886,0.0017880029045045376,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00014803922385908663,0.00014803800149820745,0.00019976173643954098,0,0,0,0,0.0,0.0,0.0
407691,0.0,0.0,0.0,0.0,0.0,0.0,0.07886919379234314,-0.07993660867214203,-2.587812014098745e-05,0.0,0,4.022287368774414,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0,0,0,-0.009772584773600101,-0.0026996091473847628,1.0018882751464844
407709,-0.0012897615088149905,-0.0037966552190482616,0.010680049657821655,-0.020059844478964806,-0.04840890318155289,0.002266721334308386,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407711,0.0,0.0,0.0,0.0,0.0,0.0,1.3366137742996216,0.2946300506591797,-0.0019267830066382885,0.0,0,4.0170087814331055,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407729,-0.0015465934993699193,-0.004234828054904938,0.01083090715110302,-0.0209839828312397,-0.04684911295771599,0.003035919740796089,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00017582230793777853,0.0001758169091772288,0.00023872846213635057,0,0,0,0,0.0,0.0,0.0
407730,0.0,0.0,0.0,0.0,0.0,0.0,1.1672403812408447,0.2363004982471466,-0.0029600467532873154,0.0,0,4.022287368774414,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0,0,0,-0.0079389289021492,0.0003074419219046831,1.0003939867019653
407749,-0.0011114937951788306,-0.005375996232032776,0.010220780968666077,-0.013397938571870327,-0.05230352282524109,-3.545943400240503e-05,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407751,0.0,0.0,0.0,0.0,0.0,0.0,1.1980540752410889,-0.03190682455897331,-0.0016369875520467758,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407769,0.0019065500237047672,-0.002478277077898383,0.010538212023675442,0.019631676375865936,-0.014883955009281635,0.0017351086717098951,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00018014619126915932,0.00018019629351329058,0.0002476511290296912,0,0,0,0,0.0,0.0,0.0
407770,0.0,0.0,0.0,0.0,0.0,0.0,0.14820361137390137,-0.9123362898826599,-0.006294370628893375,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0,0,0,0,-0.007947991602122784,-0.00181383837480098,1.0000293254852295
407789,0.0013572906609624624,-0.0030695840250700712,0.010624601505696774,0.011557462625205517,-0.018508272245526314,0.0023774297442287207,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407790,0.0,0.0,0.0,0.0,0.0,0.0,0.21345265209674835,-0.675361692905426,-0.005061762407422066,0.0,0,4.022287368774414,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407809,0.0007715288666076958,-0.0018980648601427674,0.010867699980735779,0.004221057984977961,-0.004936899524182081,0.0035610669292509556,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00017775666492525488,0.00017781040514819324,0.00022643488773610443,0,0,0,0,0.0,0.0,0.0
407810,0.0,0.0,0.0,0.0,0.0,0.0,-0.11857618391513824,-0.49743661284446716,-0.008351289667189121,0.0,0,4.022287368774414,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0,0,0,-0.0107468506321311,0.0008362359367311001,1.002251148223877
407829,0.0013974662870168686,-0.002516605192795396,0.010950266383588314,0.009079230949282646,-0.009044677019119263,0.00391056714579463,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407830,0.0,0.0,0.0,0.0,0.0,0.0,-0.017884589731693268,-0.6077465415000916,-0.010575678199529648,0.0,0,4.022287368774414,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407849,0.00011793928570114076,-0.0018636002205312252,0.011043504811823368,-0.0031961947679519653,-0.0013951127184554935,0.0038674494717270136,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407850,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00017216952983289957,0.00017220393056049943,0.00021234557789284736,0,0,0,0,0.0,0.0,0.0
407850,0.0,0.0,0.0,0.0,0.0,0.0,-0.17641936242580414,-0.3426191210746765,-0.009520373307168484,0.0,0,4.032844543457031,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0,0.0,0.0,0,0,0,0,-0.00810810923576355,-0.0006010637735016644,1.0014821290969849
407869,0.0009622946381568909,-0.0031740174163132906,0.011180988512933254,0.0036613857373595238,-0.01177433505654335,0.004384553991258144,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407870,0.0,0.0,0.0,0.0,0.0,0.0,0.044627897441387177,-0.4803580641746521,-0.011731518432497978,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407889,0.0011816022451967,-0.003157534869387746,0.011285592801868916,0.004965574014931917,-0.010245893150568008,0.004579693078994751,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0001652385399211198,0.0001652558712521568,0.00018638295296113938,0,0,0,0,0.0,0.0,0.0
407890,0.0,0.0,0.0,0.0,0.0,0.0,0.008777182549238205,-0.501383900642395,-0.011776266619563103,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0,0,0,-0.007987091317772865,0.0006729316082783043,1.0032981634140015
407909,0.0011812647571787238,-0.0024688420817255974,0.011711976490914822,0.00463687302544713,-0.0030807950533926487,0.0068414886482059956,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407910,0.0,0.0,0.0,0.0,0.0,0.0,-0.12312991917133331,-0.48909589648246765,-0.014966697432100773,0.0,0,4.0170087814331055,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407929,0.002068087924271822,-0.0026882949750870466,0.011850109323859215,0.010607650503516197,-0.004288103431463242,0.0070942784659564495,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00015774810162838548,0.000157766422489658,0.00023038111976347864,0,0,0,0,0.0,0.0,0.0
407930,0.0,0.0,0.0,0.0,0.0,0.0,-0.10351794958114624,-0.5889080762863159,-0.016212644055485725,0.0,0,4.0170087814331055,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0,0.0,0.0,0,0,0,0,-0.008938458748161793,-0.00012650828284677118,1.001427412033081
407949,0.00016642740229144692,-0.002205311320722103,0.0112075824290514,-0.004929093644022942,0.00031681006657890975,0.003266070270910859,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407950,0.0,0.0,0.0,0.0,0.0,0.0,-0.17352554202079773,-0.33228206634521484,-0.016591744497418404,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407969,0.000917787489015609,-0.0012008434860035777,0.011288846842944622,0.0004559047520160675,0.00816299021244049,0.00360762607306242,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.00015257512859534472,0.000152584194438532,0.00023098973906598985,0,0,0,0,0.0,0.0,0.0
407970,0.0,0.0,0.0,0.0,0.0,0.0,-0.28596970438957214,-0.4212893545627594,-0.017374468967318535,0.0,0,4.027565956115723,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0
407971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0,0,0,0,-0.009057091549038887,0.00025408383226022124,1.0036063194274902
