scenario,controller,n_robots,vehicle_id,t_start,t_end,n_samples,n_raw,rate_hz_est,nan_fraction,pos_rmse_m,pos_rmse_x,pos_rmse_y,pos_rmse_z,pos_peak_m,pos_peak_z,dz_cmd_m,dz_mean_m,dz_err_mean_m,dz_err_rms_m,a_res_rms,a_res_z_mean,a_res_z_rms,a_hat_res_rms,a_hat_vs_a_res_rmse,e_R_rmse,e_R_peak,notes,effort_proxy,fs_hz,gyro_band_frac,gyro_x_band_pow,gyro_x_dom_hz,gyro_y_band_pow,gyro_y_dom_hz,gyro_z_band_pow,gyro_z_dom_hz,min_dz_m,min_sep_m,min_sep_vs_cmd_m,motor_mean_ratio,motor_rms_ratio,motor_sat_frac,motor_spread_mean,spectrum_ok,t_below_min_safe_s,tau_peak,tau_rms
A2,geometric,2,cf5,0.0,28.578,14290,14290,500.0,0.0,0.09321606340475454,0.030215107192530746,0.027157184286244272,0.08389737251944224,0.2176330310798432,0.20218000000000003,,,,,1.1392574505460185,-0.5146366408677396,1.0768161796248938,0.0,1.1392574505460185,0.22957327134011782,0.6323425634108462,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A2,geometric,2,cf_second,0.0,28.578,14290,14290,500.0,0.0,0.28877395572328407,0.026544149916098263,0.023901370456228328,0.28655632971480327,0.49860151814750836,0.4897910000000001,,,,,0.0,0.0,0.0,0.0,0.0,0.015359449599513648,0.01535944959951365,,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,nan,nan,nan,nan,0,,nan,nan
A2,geometric,2,__formation__,,,,,,,,,,,,,0.3,0.09514585150454864,0.20485414849545136,0.2619535035810638,,,,,,,,time offset between the two logs' own t[0]: +0.0000 s,,,,,,,,,,0.0,0.0024663142541047536,-0.2975336857458952,,,,,,21.14399999999767,,
