cf5.a_hat_x,cf5.a_hat_y,cf5.a_hat_z,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.pos_des_x,cf5.pos_des_y,cf5.pos_des_z,cf5.pos_x,cf5.pos_y,cf5.pos_z,cf5.t,cf_second.a_hat_x,cf_second.a_hat_y,cf_second.a_hat_z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.pos_des_x,cf_second.pos_des_y,cf_second.pos_des_z,cf_second.pos_x,cf_second.pos_y,cf_second.pos_z,cf_second.t
0.000000,0.000000,0.000000,0.129071,0.081839,-1.566454,0.081667,-0.323443,-0.196763,0.749997,0.000001,1.000000,0.798658,-0.017317,0.829358,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775254,0.004943,1.222680,0.000000
0.000000,0.000000,0.000000,0.135835,0.075119,-1.562576,0.075101,-0.322073,-0.196683,0.749997,0.000001,1.000000,0.797631,-0.017763,0.829018,0.002000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775237,0.004943,1.222672,0.002000
0.000000,0.000000,0.000000,0.142598,0.068398,-1.558698,0.068535,-0.320704,-0.196604,0.749997,0.000001,1.000000,0.796605,-0.018209,0.828679,0.004000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775219,0.004944,1.222663,0.004000
0.000000,0.000000,0.000000,0.149362,0.061677,-1.554819,0.061969,-0.319335,-0.196524,0.749997,0.000001,1.000000,0.795578,-0.018655,0.828340,0.006000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775201,0.004945,1.222655,0.006000
0.000000,0.000000,0.000000,0.156126,0.054957,-1.550941,0.055402,-0.317965,-0.196444,0.749997,0.000001,1.000000,0.794552,-0.019101,0.828000,0.008000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775183,0.004945,1.222647,0.008000
0.000000,0.000000,0.000000,0.162890,0.048236,-1.547063,0.048836,-0.316596,-0.196364,0.749997,0.000001,1.000000,0.793525,-0.019547,0.827661,0.010000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775166,0.004946,1.222638,0.010000
0.000000,0.000000,0.000000,0.169654,0.041516,-1.543185,0.042270,-0.315227,-0.196284,0.749997,0.000001,1.000000,0.792499,-0.019993,0.827321,0.012000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775148,0.004946,1.222630,0.012000
0.000000,0.000000,0.000000,0.176417,0.034795,-1.539306,0.035704,-0.313857,-0.196204,0.749997,0.000001,1.000000,0.791473,-0.020439,0.826982,0.014000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775130,0.004947,1.222621,0.014000
0.000000,0.000000,0.000000,0.183181,0.028074,-1.535428,0.029138,-0.312488,-0.196125,0.749997,0.000001,1.000000,0.790446,-0.020885,0.826642,0.016000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775113,0.004948,1.222613,0.016000
0.000000,0.000000,0.000000,0.189945,0.021354,-1.531550,0.022572,-0.311118,-0.196045,0.749997,0.000001,1.000000,0.789420,-0.021331,0.826303,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.015356,-0.000280,0.000166,0.749998,-0.000001,1.300000,0.775095,0.004948,1.222605,0.018000
