# timestamp,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,motion.deltaX,motion.deltaY,motion.std,range.zrange,stateEstimate.qw,stateEstimate.qx,stateEstimate.qy,stateEstimate.qz,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.x,stateEstimate.y,stateEstimate.z
1.914892999999999956e+00,nan,nan,nan,-1.117949867248535156e+01,-1.932005882263183594e+01,4.009282290935516357e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.914912000000000170e+00,-2.826860360801219940e-02,5.507481284439563751e-03,9.726040363311767578e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.915874999999999995e+00,nan,nan,nan,-1.110295295715332031e+01,-1.932537078857421875e+01,3.058690726757049561e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.915896000000000710e+00,-2.645730040967464447e-02,5.486963316798210144e-03,9.720051884651184082e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.916909999999999892e+00,nan,nan,nan,-1.104711055755615234e+01,-1.929446029663085938e+01,2.454395294189453125e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.916930000000000245e+00,-2.426509745419025421e-02,5.945973563939332962e-03,9.696728587150573730e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.917856999999999923e+00,nan,nan,nan,-1.108214473724365234e+01,-1.916415405273437500e+01,2.188234627246856689e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.917878000000000638e+00,-2.287359349429607391e-02,7.118310313671827316e-03,9.670693874359130859e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.918847000000001524e+00,nan,nan,nan,-1.122579956054687500e+01,-1.924552536010742188e+01,2.362739890813827515e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.918870000000002518e+00,-1.931896992027759552e-02,8.914788253605365753e-03,9.657526612281799316e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.919836999999999572e+00,nan,nan,nan,-1.141889190673828125e+01,-1.944414329528808594e+01,2.524672448635101318e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.919867000000001989e+00,-1.489354111254215240e-02,1.081856619566679001e-02,9.637579917907714844e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.920024000000001285e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.956030249595642090e-01,-9.055741131305694580e-02,-2.332332916557788849e-02,-5.294706206768751144e-03,9.388266801834106445e-01,5.887321382761001587e-02,2.777031064033508301e-02,6.324823498725891113e-01,-4.001811146736145020e-01,1.091446399688720703e+00
1.920835000000002735e+00,nan,nan,nan,-1.169640064239501953e+01,-1.946386337280273438e+01,2.397131621837615967e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.920859000000000316e+00,-1.290248427540063858e-02,1.217869762331247330e-02,9.617241024971008301e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.921870000000002632e+00,nan,nan,nan,-1.207965946197509766e+01,-1.945108604431152344e+01,2.629420757293701172e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.921888999999999292e+00,-1.194040570408105850e-02,1.263368595391511917e-02,9.625838994979858398e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.922810000000001240e+00,nan,nan,nan,-1.245265388488769531e+01,-1.949226188659667969e+01,3.502635061740875244e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.922829000000001454e+00,-1.130470447242259979e-02,1.211225148290395737e-02,9.648839235305786133e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.923151000000001609e+00,nan,nan,nan,nan,nan,nan,5.000000000000000000e+00,-2.000000000000000000e+00,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.923813000000001994e+00,nan,nan,nan,-1.276021957397460938e+01,-1.938062095642089844e+01,4.248365461826324463e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.923834000000002487e+00,-1.296379044651985168e-02,1.073906198143959045e-02,9.664648771286010742e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.924791000000001029e+00,nan,nan,nan,-1.301827239990234375e+01,-1.918344879150390625e+01,4.427754282951354980e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.924815000000002385e+00,-1.541931368410587311e-02,9.025218896567821503e-03,9.688470959663391113e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.925785999999999998e+00,nan,nan,nan,-1.315367412567138672e+01,-1.909885406494140625e+01,4.351820349693298340e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.925805000000000211e+00,-1.686941087245941162e-02,6.869522389024496078e-03,9.717284440994262695e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.926820999999999895e+00,nan,nan,nan,-1.316716480255126953e+01,-1.906552505493164062e+01,4.136171638965606689e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.926840000000000108e+00,-1.901407539844512939e-02,4.076712764799594879e-03,9.726654291152954102e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.927767999999999926e+00,nan,nan,nan,-1.317452144622802734e+01,-1.905792808532714844e+01,3.863445222377777100e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.927788000000000501e+00,-2.154361642897129059e-02,2.021520398557186127e-03,9.725642204284667969e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.928760000000002028e+00,nan,nan,nan,-1.316061019897460938e+01,-1.913759803771972656e+01,3.866382539272308350e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.928779000000002242e+00,-2.256711386144161224e-02,9.502788889221847057e-04,9.726833105087280273e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.929750000000000076e+00,nan,nan,nan,-1.309938621520996094e+01,-1.915256690979003906e+01,4.060665965080261230e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.929771000000000569e+00,-2.283968031406402588e-02,-3.233079332858324051e-04,9.717490673065185547e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.929924000000002637e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.954804182052612305e-01,-9.144922345876693726e-02,-2.504951134324073792e-02,-5.125504452735185623e-03,9.324954748153686523e-01,7.243186980485916138e-02,2.327689714729785919e-02,6.397131085395812988e-01,-4.033441245555877686e-01,1.091709256172180176e+00
1.930741000000001817e+00,nan,nan,nan,-1.310503196716308594e+01,-1.898653602600097656e+01,4.031638801097869873e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.930762000000002532e+00,-2.294034697115421295e-02,-7.282063015736639500e-04,9.705120921134948730e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.931780000000002495e+00,nan,nan,nan,-1.312281131744384766e+01,-1.879591560363769531e+01,3.701045215129852295e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.931799000000002708e+00,-2.185370028018951416e-02,4.087082343176007271e-04,9.708091616630554199e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.932728999999999253e+00,nan,nan,nan,-1.299686431884765625e+01,-1.865371894836425781e+01,3.086044192314147949e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.932747999999999688e+00,-2.024047635495662689e-02,1.049445825628936291e-03,9.713684320449829102e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.932960000000002676e+00,nan,nan,nan,nan,nan,nan,1.000000000000000000e+00,-0.000000000000000000e+00,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.933713999999999933e+00,nan,nan,nan,-1.284881210327148438e+01,-1.847428703308105469e+01,2.303869277238845825e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.933735000000000648e+00,-1.931540295481681824e-02,1.913550309836864471e-03,9.715331792831420898e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.934707000000002175e+00,nan,nan,nan,-1.278759956359863281e+01,-1.831247138977050781e+01,1.837218403816223145e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.934726000000002388e+00,-1.878623291850090027e-02,4.757858347147703171e-03,9.728664755821228027e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.935695999999999861e+00,nan,nan,nan,-1.269873619079589844e+01,-1.821170043945312500e+01,1.640012562274932861e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.935715000000000074e+00,-1.900587975978851318e-02,7.050908636301755905e-03,9.744924306869506836e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.936731999999999898e+00,nan,nan,nan,-1.266335487365722656e+01,-1.808915901184082031e+01,1.217520162463188171e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.936751000000000111e+00,-2.031278237700462341e-02,8.077756501734256744e-03,9.749019742012023926e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.937675999999999510e+00,nan,nan,nan,-1.279314041137695312e+01,-1.801231002807617188e+01,6.214073672890663147e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.937694999999999723e+00,-2.150788158178329468e-02,1.017894037067890167e-02,9.750359058380126953e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.938667000000001250e+00,nan,nan,nan,-1.286758232116699219e+01,-1.807910728454589844e+01,1.343747787177562714e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.938686000000001464e+00,-2.236258983612060547e-02,1.160161476582288742e-02,9.748918414115905762e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.939657999999999438e+00,nan,nan,nan,-1.286164951324462891e+01,-1.820422744750976562e+01,-2.372967265546321869e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.939677999999999791e+00,-2.345034852623939514e-02,1.077835168689489365e-02,9.735038280487060547e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.939831000000001859e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.953204393386840820e-01,-9.261006116867065430e-02,-2.706952206790447235e-02,-5.087170284241437912e-03,9.149208664894104004e-01,9.144416451454162598e-02,1.838917657732963562e-02,6.352753043174743652e-01,-4.007530510425567627e-01,1.091921329498291016e+00
1.940653000000001960e+00,nan,nan,nan,-1.300593185424804688e+01,-1.836591529846191406e+01,-2.020825073122978210e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.940672000000002395e+00,-2.405911125242710114e-02,1.056561619043350220e-02,9.719673395156860352e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.941687000000001717e+00,nan,nan,nan,-1.313833904266357422e+01,-1.863119506835937500e+01,7.306606322526931763e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.941706000000001930e+00,-2.391011826694011688e-02,1.014651637524366379e-02,9.711772203445434570e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.942632000000001469e+00,nan,nan,nan,-1.304337596893310547e+01,-1.887594413757324219e+01,2.101642787456512451e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.942655000000002463e+00,-2.387174218893051147e-02,7.220075465738773346e-03,9.702915549278259277e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.942845000000001265e+00,nan,nan,nan,nan,nan,nan,9.000000000000000000e+00,-0.000000000000000000e+00,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.943628000000000577e+00,nan,nan,nan,-1.293576717376708984e+01,-1.897251701354980469e+01,2.984666824340820312e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.943647000000000791e+00,-2.399366162717342377e-02,5.238754674792289734e-03,9.695205688476562500e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.944616000000001899e+00,nan,nan,nan,-1.290092563629150391e+01,-1.901499748229980469e+01,3.098729252815246582e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.944637000000002391e+00,-2.377695403993129730e-02,4.621104337275028229e-03,9.697595834732055664e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.945606999999999864e+00,nan,nan,nan,-1.282946109771728516e+01,-1.904274940490722656e+01,2.644619345664978027e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.945627000000000439e+00,-2.383387461304664612e-02,2.030013361945748329e-03,9.704043865203857422e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.946647000000000904e+00,nan,nan,nan,-1.289113998413085938e+01,-1.902997398376464844e+01,2.023027986288070679e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.946667000000001257e+00,-2.465346269309520721e-02,4.107232671231031418e-04,9.707506299018859863e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.947592000000000656e+00,nan,nan,nan,-1.309983730316162109e+01,-1.909535980224609375e+01,1.771646589040756226e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.947612000000001009e+00,-2.532805502414703369e-02,1.313944463618099689e-03,9.712464809417724609e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.947913000000000450e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.095000000000000000e+03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.948579000000001615e+00,nan,nan,nan,-1.313959980010986328e+01,-1.927440643310546875e+01,2.030292302370071411e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.948600000000002108e+00,-2.566455490887165070e-02,4.889456904493272305e-04,9.720299839973449707e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.949568999999999441e+00,nan,nan,nan,-1.302981281280517578e+01,-1.944815635681152344e+01,2.294951826333999634e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.949589000000000016e+00,-2.600039169192314148e-02,-3.642248921096324921e-04,9.726377129554748535e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.949751000000000234e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.951745867729187012e-01,-9.378740191459655762e-02,-2.838587574660778046e-02,-4.872644320130348206e-03,9.198606610298156738e-01,1.106455996632575989e-01,1.510257646441459656e-02,6.550074815750122070e-01,-3.980073928833007812e-01,1.092294692993164062e+00
1.950567000000002826e+00,nan,nan,nan,-1.292586421966552734e+01,-1.961257934570312500e+01,2.204009592533111572e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.950585999999999265e+00,-2.522696368396282196e-02,1.636293600313365459e-03,9.728798866271972656e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.951610000000000511e+00,nan,nan,nan,-1.268910598754882812e+01,-1.978994369506835938e+01,1.645236164331436157e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.951629000000000724e+00,-2.347930893301963806e-02,2.448274288326501846e-03,9.729377031326293945e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.952555000000000263e+00,nan,nan,nan,-1.239692974090576172e+01,-1.991278839111328125e+01,5.371375381946563721e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.952578000000001257e+00,-2.307067066431045532e-02,2.404507948085665703e-03,9.726921916007995605e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.953534999999999799e+00,nan,nan,nan,-1.226375007629394531e+01,-2.000304412841796875e+01,-6.366518884897232056e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.953556000000000514e+00,-2.387783490121364594e-02,5.396029911935329437e-03,9.714269638061523438e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.954525000000001400e+00,nan,nan,nan,-1.209819030761718750e+01,-2.007187843322753906e+01,-1.260116547346115112e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.954544000000001613e+00,-2.479597553610801697e-02,8.159406483173370361e-03,9.697919487953186035e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.955518000000000089e+00,nan,nan,nan,-1.184307575225830078e+01,-2.003582572937011719e+01,-1.526035368442535400e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.955538000000000443e+00,-2.743493393063545227e-02,9.014208801090717316e-03,9.694749116897583008e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.956557000000000768e+00,nan,nan,nan,-1.179090499877929688e+01,-1.996328544616699219e+01,-1.989388912916183472e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.956577000000001121e+00,-3.105782158672809601e-02,1.174367778003215790e-02,9.698228240013122559e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.957497999999999516e+00,nan,nan,nan,-1.181438350677490234e+01,-1.991434478759765625e+01,-2.717751264572143555e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.957516999999999729e+00,-3.329618275165557861e-02,1.429080124944448471e-02,9.692334532737731934e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.958490000000001618e+00,nan,nan,nan,-1.165674495697021484e+01,-1.973962402343750000e+01,-3.442045748233795166e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.958509000000001832e+00,-3.585113957524299622e-02,1.365558896213769913e-02,9.682991504669189453e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.959485000000000587e+00,nan,nan,nan,-1.157145500183105469e+01,-1.947897338867187500e+01,-4.058844447135925293e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.959505000000000940e+00,-3.886613249778747559e-02,1.370854116976261139e-02,9.678849577903747559e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.959661000000000097e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.950191974639892578e-01,-9.492485970258712769e-02,-3.002657182514667511e-02,-4.732625093311071396e-03,9.145764708518981934e-01,1.284359991550445557e-01,1.036893669515848160e-02,6.641796231269836426e-01,-3.968119025230407715e-01,1.092422366142272949e+00
1.960474000000002048e+00,nan,nan,nan,-1.161632347106933594e+01,-1.934804534912109375e+01,-4.621585011482238770e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.960493000000002262e+00,-3.850125893950462341e-02,1.499625854194164276e-02,9.673674106597900391e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.961520000000000374e+00,nan,nan,nan,-1.149730587005615234e+01,-1.926847267150878906e+01,-5.138368606567382812e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.961540000000000949e+00,-3.557595610618591309e-02,1.438099332153797150e-02,9.662033319473266602e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.962471000000001409e+00,nan,nan,nan,-1.136469936370849609e+01,-1.916407966613769531e+01,-5.706129074096679688e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.962492000000001902e+00,-3.327479213476181030e-02,1.418057084083557129e-02,9.650437831878662109e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.962685000000001345e+00,nan,nan,nan,nan,nan,nan,6.000000000000000000e+00,-0.000000000000000000e+00,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.963451000000000946e+00,nan,nan,nan,-1.141037082672119141e+01,-1.923849678039550781e+01,-6.363133192062377930e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.963472000000001660e+00,-2.929289266467094421e-02,1.612316258251667023e-02,9.645187854766845703e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.964438000000001905e+00,nan,nan,nan,-1.134664630889892578e+01,-1.942372894287109375e+01,-6.970949769020080566e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.964457000000002118e+00,-2.371336892247200012e-02,1.704393140971660614e-02,9.641474485397338867e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.965427999999999953e+00,nan,nan,nan,-1.116485404968261719e+01,-1.946315765380859375e+01,-7.498729825019836426e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.965448000000000306e+00,-2.034501358866691589e-02,1.723897643387317657e-02,9.641512632369995117e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.966473000000001692e+00,nan,nan,nan,-1.115282154083251953e+01,-1.949962234497070312e+01,-8.002383112907409668e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.966492000000001905e+00,-1.720850169658660889e-02,1.925726607441902161e-02,9.653518795967102051e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.967423000000002586e+00,nan,nan,nan,-1.112231922149658203e+01,-1.966305351257324219e+01,-8.373077511787414551e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.967442000000002800e+00,-1.292912475764751434e-02,2.079007029533386230e-02,9.663334488868713379e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.968409999999999771e+00,nan,nan,nan,-1.088844871520996094e+01,-1.976022338867187500e+01,-8.356567025184631348e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.968428999999999984e+00,-1.172343641519546509e-02,1.989530399441719055e-02,9.657093286514282227e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.969402000000001873e+00,nan,nan,nan,-1.073005294799804688e+01,-1.982658576965332031e+01,-7.983732819557189941e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.969422000000002226e+00,-1.313301082700490952e-02,1.885068602859973907e-02,9.652019739151000977e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.969575000000000742e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.948648810386657715e-01,-9.598365426063537598e-02,-3.174622356891632080e-02,-4.609649535268545151e-03,9.102750420570373535e-01,1.472371220588684082e-01,5.580288823693990707e-03,6.746656298637390137e-01,-3.945739567279815674e-01,1.092500090599060059e+00
1.970386000000002191e+00,nan,nan,nan,-1.068305397033691406e+01,-2.001196289062500000e+01,-7.729703783988952637e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.970405000000002405e+00,-1.343013811856508255e-02,1.789555698633193970e-02,9.651945829391479492e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.971426999999999596e+00,nan,nan,nan,-1.053057575225830078e+01,-2.011467170715332031e+01,-8.003329634666442871e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.971448000000000311e+00,-1.473056431859731674e-02,1.513980329036712646e-02,9.635512232780456543e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.972368000000002120e+00,nan,nan,nan,-1.040222263336181641e+01,-2.003951454162597656e+01,-8.542284965515136719e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.972391999999999923e+00,-1.792573370039463043e-02,1.208052691072225571e-02,9.617470502853393555e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.972547000000002271e+00,nan,nan,nan,nan,nan,nan,9.000000000000000000e+00,-0.000000000000000000e+00,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.973365000000001590e+00,nan,nan,nan,-1.039389038085937500e+01,-2.002871322631835938e+01,-8.577304482460021973e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.973385000000001943e+00,-1.985255815088748932e-02,9.948375634849071503e-03,9.614205360412597656e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.974349000000001908e+00,nan,nan,nan,-1.029970836639404297e+01,-2.011350440979003906e+01,-7.710418105125427246e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
