# timestamp,acc.x,acc.y,acc.z,gyro.x,gyro.y,gyro.z,motion.deltaX,motion.deltaY,motion.std,range.zrange,stateEstimate.qw,stateEstimate.qx,stateEstimate.qy,stateEstimate.qz,stateEstimate.vx,stateEstimate.vy,stateEstimate.vz,stateEstimate.x,stateEstimate.y,stateEstimate.z
2.083400000000256228e-02,1.783737353980541229e-02,3.357389941811561584e-03,9.869359135627746582e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.180400000000008720e-02,nan,nan,nan,4.996274948120117188e+00,6.223167896270751953e+00,6.120738387107849121e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.182300000000032131e-02,1.737342774868011475e-02,-7.847485248930752277e-04,9.855924844741821289e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.280099999999947447e-02,nan,nan,nan,5.297258853912353516e+00,6.203823089599609375e+00,6.848232150077819824e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.282099999999991427e-02,1.708663068711757660e-02,-7.490972988307476044e-03,9.842724204063415527e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.383899999999994010e-02,nan,nan,nan,5.689289569854736328e+00,6.162843704223632812e+00,7.524387240409851074e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.386000000000058213e-02,1.655553840100765228e-02,-9.001675061881542206e-03,9.842185378074645996e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.477500000000145558e-02,nan,nan,nan,5.929869174957275391e+00,5.916058063507080078e+00,8.613657355308532715e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.479999999999927401e-02,1.599120721220970154e-02,-3.087612334638834000e-03,9.846785664558410645e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.577300000000104854e-02,nan,nan,nan,6.265560150146484375e+00,5.582620143890380859e+00,9.958512187004089355e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.579200000000127918e-02,1.532182842493057251e-02,1.773703028447926044e-03,9.845284223556518555e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.675600000000122325e-02,nan,nan,nan,6.518507480621337891e+00,5.284989356994628906e+00,1.089933872222900391e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.677500000000145389e-02,1.339743193238973618e-02,8.101838640868663788e-03,9.848249554634094238e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.692900000000008828e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.996787905693054199e-01,-2.178509719669818878e-02,1.623770571313798428e-03,-1.276969630271196365e-02,-2.720864862203598022e-02,2.590229548513889313e-02,5.170917883515357971e-02,5.996554158627986908e-03,-3.219031915068626404e-02,1.075866580009460449e+00
2.775300000000061051e-02,nan,nan,nan,6.391256332397460938e+00,4.927553176879882812e+00,1.149600744247436523e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.777200000000084462e-02,1.088076364248991013e-02,1.865608245134353638e-02,9.856032133102416992e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.878499999999985584e-02,nan,nan,nan,6.255362033843994141e+00,4.561609745025634766e+00,1.192593932151794434e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.880500000000029218e-02,8.572577498853206635e-03,2.634016238152980804e-02,9.861025214195251465e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.973300000000017596e-02,nan,nan,nan,6.252918720245361328e+00,4.320953845977783203e+00,1.137799263000488281e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.975200000000040659e-02,4.694480914622545242e-03,3.265496343374252319e-02,9.875508546829223633e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.072100000000136874e-02,nan,nan,nan,6.074412822723388672e+00,4.132825851440429688e+00,9.014235734939575195e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.074200000000200730e-02,3.814969968516379595e-04,4.095517471432685852e-02,9.897782206535339355e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.171299999999974140e-02,nan,nan,nan,5.915463924407958984e+00,4.089716434478759766e+00,5.011041760444641113e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.173199999999996856e-02,-1.126677030697464943e-03,4.338369518518447876e-02,9.908109307289123535e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.270400000000154433e-02,nan,nan,nan,5.992559432983398438e+00,4.399002552032470703e+00,5.460574850440025330e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.272500000000218290e-02,-1.354378182440996170e-03,3.876743838191032410e-02,9.912679195404052734e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.374500000000262012e-02,nan,nan,nan,6.016656875610351562e+00,4.807635307312011719e+00,-2.787154614925384521e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.376399999999921131e-02,-1.555072958581149578e-03,3.456779569387435913e-02,9.922534823417663574e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.469399999999950301e-02,nan,nan,nan,6.044030666351318359e+00,5.034863471984863281e+00,-4.188450276851654053e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.471399999999993935e-02,1.045417273417115211e-03,2.838191390037536621e-02,9.921315908432006836e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.567900000000008565e-02,nan,nan,nan,6.304480075836181641e+00,5.240755081176757812e+00,-4.268402159214019775e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.569800000000031975e-02,4.772201180458068848e-03,1.869444735348224640e-02,9.909535646438598633e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.666700000000128190e-02,nan,nan,nan,6.493531703948974609e+00,5.403791904449462891e+00,-3.880843818187713623e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.668600000000151601e-02,7.317501120269298553e-03,1.146692968904972076e-02,9.902732372283935547e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.683899999999994124e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.996888041496276855e-01,-2.130009606480598450e-02,2.157287672162055969e-03,-1.272623520344495773e-02,-2.684236876666545868e-02,3.011529892683029175e-02,5.030571296811103821e-02,5.726308096200227737e-03,-3.191023692488670349e-02,1.076376676559448242e+00
3.766300000000046694e-02,nan,nan,nan,6.519666194915771484e+00,5.315755367279052734e+00,-3.137777149677276611e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.768300000000090327e-02,1.202418003231287003e-02,4.856903571635484695e-03,9.888226985931396484e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.870200000000113827e-02,nan,nan,nan,6.705817222595214844e+00,5.168349266052246094e+00,-1.934633702039718628e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.872300000000177683e-02,1.756429672241210938e-02,-3.269850043579936028e-03,9.865646362304687500e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.964500000000043684e-02,nan,nan,nan,6.925053119659423828e+00,5.030208110809326172e+00,-3.330389410257339478e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
3.966600000000107540e-02,1.909646019339561462e-02,-6.538410671055316925e-03,9.856059551239013672e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.058100000000194885e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.082000000000000000e+03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.063400000000183532e-02,nan,nan,nan,6.973691463470458984e+00,4.629285335540771484e+00,1.506860703229904175e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.065699999999924236e-02,1.908930763602256775e-02,-4.673432093113660812e-03,9.850380420684814453e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.163200000000142481e-02,nan,nan,nan,7.087130069732666016e+00,4.161841869354248047e+00,3.124450147151947021e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.165200000000186115e-02,1.960210502147674561e-02,-3.047176171094179153e-03,9.840776324272155762e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.261700000000200744e-02,nan,nan,nan,7.245293617248535156e+00,3.947850465774536133e+00,3.968179225921630859e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.263600000000224155e-02,1.701364107429981232e-02,3.416400868445634842e-04,9.849174618721008301e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.365400000000226738e-02,nan,nan,nan,7.210433483123779297e+00,3.793817520141601562e+00,3.937744200229644775e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.367300000000250149e-02,1.348621118813753128e-02,6.301633082330226898e-03,9.869211912155151367e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.460599999999976389e-02,nan,nan,nan,7.140572547912597656e+00,3.717405796051025391e+00,3.285904526710510254e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.462600000000020717e-02,1.215268764644861221e-02,1.076142769306898117e-02,9.879004955291748047e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.558899999999994207e-02,nan,nan,nan,7.133965015411376953e+00,3.949494838714599609e+00,2.195322960615158081e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.560800000000017618e-02,8.846279233694076538e-03,1.496215909719467163e-02,9.890597462654113770e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.658100000000194724e-02,nan,nan,nan,6.999192714691162109e+00,4.189117431640625000e+00,8.367948979139328003e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.660100000000238357e-02,4.704059101641178131e-03,2.029165811836719513e-02,9.905664324760437012e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.676300000000264967e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.996995329856872559e-01,-2.075620554387569427e-02,2.560373861342668533e-03,-1.270623970776796341e-02,-2.624668553471565247e-02,3.411694988608360291e-02,5.983516573905944824e-02,5.580311175435781479e-03,-3.181184455752372742e-02,1.078839540481567383e+00
4.757500000000072782e-02,nan,nan,nan,6.817809581756591797e+00,4.238998413085937500e+00,-4.028271138668060303e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.759400000000096193e-02,4.918929655104875565e-03,2.309297956526279449e-02,9.906163215637207031e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.860800000000017190e-02,nan,nan,nan,6.765230178833007812e+00,4.346850395202636719e+00,-1.045502945780754089e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.862700000000040601e-02,6.188062019646167755e-03,2.296059019863605499e-02,9.904352426528930664e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.955400000000008409e-02,nan,nan,nan,6.746282100677490234e+00,4.356316566467285156e+00,-6.283999234437942505e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.957500000000072959e-02,6.274532526731491089e-03,2.277015149593353271e-02,9.911067485809326172e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.054300000000148257e-02,nan,nan,nan,6.789604663848876953e+00,4.056607246398925781e+00,9.931772202253341675e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.056200000000171668e-02,9.290519170463085175e-03,2.188340388238430023e-02,9.908145070075988770e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.153900000000066761e-02,nan,nan,nan,7.035761356353759766e+00,3.786851406097412109e+00,3.273940682411193848e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.155900000000110395e-02,1.278021931648254395e-02,1.953004673123359680e-02,9.902221560478210449e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.252500000000145247e-02,nan,nan,nan,7.339067459106445312e+00,3.604129076004028320e+00,5.345410108566284180e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.254400000000168658e-02,1.380660478025674820e-02,1.741960644721984863e-02,9.908598065376281738e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.356500000000232603e-02,nan,nan,nan,7.549752235412597656e+00,3.323357582092285156e+00,6.537511348724365234e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.358500000000276237e-02,1.718112081289291382e-02,1.564133539795875549e-02,9.912644028663635254e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.451599999999962032e-02,nan,nan,nan,7.729505062103271484e+00,3.279874086380004883e+00,6.514021754264831543e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.453600000000005665e-02,2.180831506848335266e-02,1.320072822272777557e-02,9.916549324989318848e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.528499999999985509e-02,nan,nan,nan,nan,nan,nan,-0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.550100000000020295e-02,nan,nan,nan,7.843981742858886719e+00,3.524424076080322266e+00,5.362047553062438965e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.552100000000063929e-02,2.257133647799491882e-02,1.048927288502454758e-02,9.935499429702758789e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.650600000000122192e-02,nan,nan,nan,7.834839344024658203e+00,3.544521093368530273e+00,3.557919263839721680e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.652500000000145602e-02,2.277580648660659790e-02,8.244326338171958923e-03,9.952566623687744141e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.668200000000069710e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9.997110962867736816e-01,-2.014114893972873688e-02,2.935865428298711777e-03,-1.270401664078235626e-02,-2.440234273672103882e-02,3.866008669137954712e-02,5.847050622105598450e-02,6.431788671761751175e-03,-3.100032731890678406e-02,1.079430937767028809e+00
5.748600000000078647e-02,nan,nan,nan,7.870766162872314453e+00,3.343525409698486328e+00,1.765963584184646606e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.751000000000203866e-02,2.425631880760192871e-02,5.946470424532890320e-03,9.957247972488403320e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.851900000000023055e-02,nan,nan,nan,8.051749229431152344e+00,3.104671239852905273e+00,5.077558383345603943e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.853800000000046466e-02,2.258958667516708374e-02,2.787637989968061447e-03,9.964136481285095215e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.946399999999994052e-02,nan,nan,nan,8.242520332336425781e+00,2.606890439987182617e+00,2.579145366325974464e-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.948300000000017462e-02,1.979398913681507111e-02,4.623040877049788833e-05,9.965521097183227539e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6.045400000000154123e-02,nan,nan,nan,8.402902603149414062e+00,2.065173625946044922e+00,2.116249501705169678e-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
