time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,0.2962,0.8768,0.0068,0.0124,0.0008,-0.0032,-0.59,1.29,-59.37,0,0.000,-0.140,-0.124,0.151,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2953,0.8766,0.0068,0.0073,-0.0006,-0.0026,-0.61,1.33,-59.32,0,0.000,-0.046,0.240,-0.019,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2966,0.8773,0.0077,0.0141,0.0036,0.0022,-0.61,1.33,-59.26,0,0.000,-0.019,-0.098,-0.022,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2964,0.8765,0.0077,0.0122,-0.0016,0.0026,-0.62,1.33,-59.20,0,0.000,0.047,0.100,-0.141,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2965,0.8775,0.0077,0.0122,0.0042,0.0026,-0.53,1.27,-59.14,0,0.000,-0.041,0.275,-0.240,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2966,0.8776,0.0078,0.0125,0.0042,0.0028,-0.41,1.33,-59.09,0,0.000,0.177,-0.078,0.158,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2968,0.8776,0.0078,0.0129,0.0042,0.0029,-0.65,1.40,-59.03,0,0.000,-0.210,-0.087,-0.117,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2959,0.8755,0.0079,0.0075,-0.0080,0.0031,-0.60,1.37,-58.98,0,0.000,0.035,-0.055,0.155,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2928,0.8752,0.0071,-0.0098,-0.0093,-0.0013,-0.55,1.40,-58.92,0,0.000,0.017,-0.287,0.053,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2967,0.8794,0.0072,0.0120,0.0142,-0.0007,-0.63,1.41,-58.87,0,0.000,-0.180,-0.126,0.226,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2960,0.8782,0.0073,0.0080,0.0072,-0.0001,-0.62,1.36,-58.81,0,0.000,0.187,-0.205,0.148,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2949,0.8783,0.0073,0.0015,0.0076,0.0003,-0.39,1.41,-58.75,0,0.000,0.026,-0.044,0.036,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2962,0.8797,0.0084,0.0084,0.0147,0.0062,-0.39,1.42,-58.70,0,0.000,-0.189,-0.060,-0.214,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2968,0.8787,0.0084,0.0111,0.0088,0.0064,-0.44,1.41,-58.64,0,0.000,0.265,-0.022,0.147,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2919,0.8770,0.0086,-0.0163,-0.0011,0.0071,-0.60,1.39,-58.58,0,0.000,0.019,-0.130,0.147,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2915,0.8772,0.0087,-0.0175,0.0000,0.0072,-0.79,1.41,-58.53,0,0.000,0.030,-0.136,0.115,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2923,0.8775,0.0088,-0.0120,0.0013,0.0078,-1.12,1.45,-58.47,0,0.000,0.091,0.010,-0.196,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2956,0.8793,0.0090,0.0063,0.0105,0.0084,-1.08,1.45,-58.42,0,0.000,0.163,-0.044,0.040,0.000,0.000,0.000,0.000,0.000,0.000
0,0.2992,0.8820,0.0081,0.0259,0.0245,0.0034,-1.05,1.44,-58.36,0,0.000,-0.187,-0.199,0.043,0.000,0.000,0.000,0.000,0.000,0.000
