# meta:t_zero=scenario_start
t,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.acc_x,cf5.acc_y,cf5.acc_z,cf5.alp_x,cf5.alp_y,cf5.alp_z,cf5.ctrltarget_x,cf5.ctrltarget_y,cf5.ctrltarget_z,cf5.e_r_norm,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.f_res_x,cf5.f_res_y,cf5.f_res_z,cf5.gyro_x,cf5.gyro_y,cf5.gyro_z,cf5.motor_m1,cf5.motor_m1_rpm,cf5.motor_m2,cf5.motor_m2_rpm,cf5.motor_m3,cf5.motor_m3_rpm,cf5.motor_m4,cf5.motor_m4_rpm,cf5.pitch_deg,cf5.rnn_clamped,cf5.rnn_pred_x,cf5.rnn_pred_y,cf5.rnn_pred_z,cf5.roll_deg,cf5.rpm_m1,cf5.rpm_m2,cf5.rpm_m3,cf5.rpm_m4,cf5.run_tag,cf5.tau_x,cf5.tau_y,cf5.tau_z,cf5.vx,cf5.vy,cf5.vz,cf5.x,cf5.y,cf5.yaw_deg,cf5.z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.acc_x,cf_second.acc_y,cf_second.acc_z,cf_second.alp_x,cf_second.alp_y,cf_second.alp_z,cf_second.ctrltarget_x,cf_second.ctrltarget_y,cf_second.ctrltarget_z,cf_second.e_r_norm,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.f_res_x,cf_second.f_res_y,cf_second.f_res_z,cf_second.gyro_x,cf_second.gyro_y,cf_second.gyro_z,cf_second.motor_m1,cf_second.motor_m1_rpm,cf_second.motor_m2,cf_second.motor_m2_rpm,cf_second.motor_m3,cf_second.motor_m3_rpm,cf_second.motor_m4,cf_second.motor_m4_rpm,cf_second.pitch_deg,cf_second.rnn_clamped,cf_second.rnn_pred_x,cf_second.rnn_pred_y,cf_second.rnn_pred_z,cf_second.roll_deg,cf_second.rpm_m1,cf_second.rpm_m2,cf_second.rpm_m3,cf_second.rpm_m4,cf_second.run_tag,cf_second.tau_x,cf_second.tau_y,cf_second.tau_z,cf_second.vx,cf_second.vy,cf_second.vz,cf_second.x,cf_second.y,cf_second.yaw_deg,cf_second.z,rel.cf5_cf_second.vx,rel.cf5_cf_second.vy,rel.cf5_cf_second.vz,rel.cf5_cf_second.x,rel.cf5_cf_second.y,rel.cf5_cf_second.z,rel.cf_second_cf5.vx,rel.cf_second_cf5.vy,rel.cf_second_cf5.vz,rel.cf_second_cf5.x,rel.cf_second_cf5.y,rel.cf_second_cf5.z
0.000000,-0.061224,-0.132151,-0.024747,-0.005867,-0.013159,1.002225,-5.689428,-6.023278,-1.792648,-0.599994,0.000003,1.000000,0.033470,0.006087,-0.030540,-0.012254,-0.002510,-0.005418,-0.001015,0.550370,7.544693,-0.507496,34807.041058,15139.774786,37858.349233,16060.162179,35112.958519,15576.000000,37147.184580,16037.875981,-0.346705,0.000000,0.000000,0.000000,0.000000,0.021670,15127.873083,16061.768144,15588.990460,16059.377853,1790178317.000000,0.000000,0.000000,0.000000,0.007493,0.017180,-0.000442,-0.610846,-0.004857,-0.709231,0.982989,0.000000,0.000000,0.000000,0.051004,-0.024111,1.002035,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-1.695217,-0.723648,1.314553,35224.000000,15105.000000,37506.000000,16129.000000,37396.000000,15873.000000,38147.000000,15974.000000,-0.076164,0.000000,0.000000,0.000000,0.000000,-0.086058,15271.000000,16137.000000,15987.000000,16111.000000,1790178317.000000,0.000913,0.001650,-0.000368,-0.012655,0.001633,-0.002328,0.007632,-0.005957,-0.033524,1.184935,0.020149,0.015547,0.001887,-0.618478,0.001100,-0.201946,-0.020149,-0.015547,-0.001887,0.618478,-0.001100,0.201946
0.002000,-0.060174,-0.132118,-0.024839,-0.005806,-0.013243,1.002458,-5.718935,-6.252128,-1.943523,-0.599994,0.000003,1.000000,0.033270,0.006032,-0.030333,-0.012254,-0.002467,-0.005417,-0.001018,0.489327,7.540615,-0.531043,34801.896656,15144.202878,37859.000423,16066.804317,35107.846677,15576.000000,37158.157132,16032.796698,-0.363808,0.000000,0.000000,0.000000,0.000000,0.024345,15129.501058,16059.098265,15588.599746,16061.201185,1790178317.000000,0.000000,0.000000,0.000000,0.007438,0.017167,-0.000430,-0.610852,-0.004827,-0.709292,0.982989,0.000000,0.000000,0.000000,0.047596,-0.024341,1.003570,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-1.366439,-0.996730,1.022205,35123.142423,15134.067410,37623.972124,16129.000000,37295.455144,16001.117587,38227.058794,15955.366954,-0.076164,0.000000,0.000000,0.000000,0.000000,-0.086058,15274.628485,16128.214394,16001.256969,16091.957425,1790178317.000000,0.000913,0.001650,-0.000368,-0.012655,0.001633,-0.002328,0.007632,-0.005957,-0.033524,1.184935,0.020094,0.015534,0.001898,-0.618484,0.001129,-0.201946,-0.020094,-0.015534,-0.001898,0.618484,-0.001129,0.201946
0.004000,-0.059124,-0.132085,-0.024932,-0.005745,-0.013328,1.002690,-5.748442,-6.480978,-2.094398,-0.599994,0.000003,1.000000,0.033069,0.005976,-0.030126,-0.012255,-0.002424,-0.005415,-0.001022,0.428284,7.536536,-0.554590,34796.752255,15148.630971,37859.651613,16073.446456,35102.734835,15576.000000,37169.129684,16027.717416,-0.380911,0.000000,0.000000,0.000000,0.000000,0.027020,15131.129033,16056.428385,15588.209032,16063.024517,1790178317.000000,0.000000,0.000000,0.000000,0.007383,0.017154,-0.000419,-0.610857,-0.004798,-0.709354,0.982989,0.000000,0.000000,0.000000,0.046801,-0.026463,1.006238,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-1.620889,-1.722057,1.182385,35148.382234,15281.959898,37585.538579,16129.000000,37380.013706,15890.277665,38159.920812,16120.104569,-0.076164,0.000000,0.000000,0.000000,0.000000,-0.086058,15279.368528,16124.000000,16010.223858,16080.315736,1790178317.000000,0.000913,0.001650,-0.000368,-0.012655,0.001633,-0.002328,0.007632,-0.005957,-0.033524,1.184935,0.020039,0.015521,0.001910,-0.618489,0.001159,-0.201946,-0.020039,-0.015521,-0.001910,0.618489,-0.001159,0.201946
0.006000,-0.058412,-0.132220,-0.029115,-0.005417,-0.013304,1.003951,-3.418464,-4.757140,-0.384515,-0.599994,0.000003,1.000000,0.032943,0.005963,-0.029992,-0.012255,-0.002395,-0.005421,-0.001194,0.359955,7.419303,-0.480198,34810.400415,15151.000000,37843.599585,16027.316390,35124.600622,15622.789419,37153.775934,16050.082988,-0.390061,0.000000,0.000000,0.000000,0.000000,0.028452,15141.164938,16056.929461,15589.929461,16065.929461,1790178317.000000,0.000000,0.000000,0.000000,0.007354,0.017148,-0.000413,-0.610860,-0.004782,-0.709387,0.982989,0.000000,0.000000,0.000000,0.047767,-0.028066,1.005644,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.041821,-1.264733,1.210471,35160.367517,15226.432777,37549.808636,16129.000000,37387.528459,16011.276251,38178.674681,16095.728165,-0.076164,0.000000,0.000000,0.000000,0.000000,-0.086058,15287.440628,16122.559372,16024.061335,16081.682041,1790178317.000000,0.000913,0.001650,-0.000368,-0.012655,0.001633,-0.002328,0.007632,-0.005957,-0.033524,1.184935,0.020010,0.015514,0.001916,-0.618492,0.001174,-0.201946,-0.020010,-0.015514,-0.001916,0.618492,-0.001174,0.201946
0.008000,-0.056924,-0.131576,-0.028817,-0.004541,-0.012964,1.003743,-2.233623,0.939477,1.622544,-0.599994,0.000003,1.000000,0.033083,0.006224,-0.030094,-0.012249,-0.002334,-0.005395,-0.001181,0.104344,7.607660,-0.300602,34853.213890,15082.418218,37796.751887,16078.385506,35166.632612,15599.375440,37120.410166,16077.000000,-0.390061,0.000000,0.000000,0.000000,0.000000,0.028452,15148.982889,16052.948666,15589.982889,16065.982889,1790178317.000000,0.000000,0.000000,0.000000,0.007194,0.016923,-0.000401,-0.610897,-0.004839,-0.709387,0.982992,0.000000,0.000000,0.000000,0.049730,-0.029203,1.007546,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.611316,-0.434984,0.787691,35021.036327,15120.955096,37645.643794,16103.270938,37240.108981,16155.104945,38359.057013,16146.639253,-0.074389,0.000000,0.000000,0.000000,0.000000,-0.088863,15293.336024,16114.506054,16038.000000,16095.696266,1790178317.000000,0.000913,0.001650,-0.000368,-0.012634,0.001658,-0.002264,0.007611,-0.005954,-0.031441,1.184932,0.019828,0.015266,0.001863,-0.618508,0.001115,-0.201939,-0.019828,-0.015266,-0.001863,0.618508,-0.001115,0.201939
0.010000,-0.052370,-0.129420,-0.011012,-0.003233,-0.012878,1.002111,-2.272533,0.758329,1.091489,-0.599994,0.000003,1.000000,0.032425,0.006244,-0.029354,-0.012272,-0.002147,-0.005306,-0.000451,-0.125163,7.543872,-0.210536,34873.901060,15061.113074,37761.851590,16127.713781,35180.462898,15577.212014,37116.148410,16050.356890,-0.431203,0.000000,0.000000,0.000000,0.000000,0.032307,15144.950530,16049.049470,15588.000000,16086.031802,1790178317.000000,0.000000,0.000000,0.000000,0.007379,0.016673,-0.000310,-0.610895,-0.004809,-0.710784,0.982993,0.000000,0.000000,0.000000,0.047678,-0.027745,1.005644,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.691733,1.326497,0.409876,34948.904737,14994.385737,37698.024466,16020.784487,37076.098386,16043.786049,38524.804789,15992.605414,-0.065473,0.000000,0.000000,0.000000,0.000000,-0.102960,15292.167621,16105.374284,16038.000000,16052.858407,1790178317.000000,0.000913,0.001650,-0.000368,-0.012525,0.001781,-0.001939,0.007506,-0.005940,-0.020976,1.184914,0.019904,0.014892,0.001629,-0.618401,0.001131,-0.201920,-0.019904,-0.014892,-0.001629,0.618401,-0.001131,0.201920
0.012000,-0.043641,-0.127175,-0.001932,-0.001645,-0.013001,1.001900,1.622468,-4.263168,0.074949,-0.599994,0.000003,1.000000,0.031672,0.006085,-0.028545,-0.012298,-0.001789,-0.005214,-0.000079,0.268283,6.970609,-0.217895,34872.549310,15105.000000,37778.433925,16077.000000,35171.352071,15575.033531,37105.174556,15947.500986,-0.470358,0.000000,0.000000,0.000000,0.000000,0.035976,15141.470414,16053.039448,15588.000000,16087.115385,1790178317.000000,0.000000,0.000000,0.000000,0.007705,0.016646,-0.000234,-0.610859,-0.004728,-0.712113,0.982992,0.000000,0.000000,0.000000,0.044978,-0.027252,1.003119,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.745592,1.785185,-0.021361,34809.738825,15134.526871,37826.898543,16188.495731,36916.970869,16106.747865,38682.680060,16077.000000,-0.065473,0.000000,0.000000,0.000000,0.000000,-0.102960,15302.000000,16097.144149,16038.855851,16030.563034,1790178317.000000,0.000913,0.001650,-0.000368,-0.012525,0.001781,-0.001939,0.007506,-0.005940,-0.020976,1.184914,0.020230,0.014864,0.001704,-0.618365,0.001212,-0.201922,-0.020230,-0.014864,-0.001704,0.618365,-0.001212,0.201922
0.014000,-0.030874,-0.126282,-0.001522,-0.000025,-0.012626,1.000892,4.939505,-3.608234,-0.067838,-0.599993,0.000003,1.000000,0.031668,0.006171,-0.028524,-0.012297,-0.001266,-0.005178,-0.000062,0.770624,6.720266,-0.209170,34883.559560,15059.684685,37800.000000,16077.000000,35165.510511,15551.671672,37079.936937,15949.532533,-0.470358,0.000000,0.000000,0.000000,0.000000,0.035976,15118.852853,16052.985986,15592.028028,16048.363363,1790178317.000000,0.000000,0.000000,0.000000,0.007705,0.016646,-0.000234,-0.610859,-0.004728,-0.712113,0.982992,0.000000,0.000000,0.000000,0.042191,-0.026052,0.998213,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.529721,2.128604,-0.292512,34731.616599,15253.409878,37913.953666,16025.000000,36807.355397,16025.000000,38775.523931,16042.891039,-0.065473,0.000000,0.000000,0.000000,0.000000,-0.102960,15303.771894,16093.114053,16042.000000,16051.885947,1790178317.000000,0.000913,0.001650,-0.000368,-0.012525,0.001781,-0.001939,0.007506,-0.005940,-0.020976,1.184914,0.020230,0.014864,0.001704,-0.618365,0.001212,-0.201922,-0.020230,-0.014864,-0.001704,0.618365,-0.001212,0.201922
0.016000,-0.015098,-0.125511,0.002047,0.001369,-0.012034,0.997693,0.486142,0.621780,0.078992,-0.599993,0.000003,1.000000,0.031619,0.006245,-0.028453,-0.012295,-0.000619,-0.005146,0.000084,0.684873,6.790089,-0.213231,34885.160752,15086.549061,37797.369520,16077.000000,35163.843424,15550.221294,37085.730689,16107.070981,-0.470358,0.000000,0.000000,0.000000,0.000000,0.035976,15130.091858,16051.000000,15593.895616,16056.356994,1790178317.000000,0.000000,0.000000,0.000000,0.007705,0.016646,-0.000234,-0.610859,-0.004728,-0.712113,0.982992,0.000000,0.000000,0.000000,0.039299,-0.026223,0.993639,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.635855,1.908399,-0.481591,34653.429210,15246.713860,37980.782414,16025.000000,36752.646796,16061.500745,38834.503726,15959.032787,-0.065473,0.000000,0.000000,0.000000,0.000000,-0.102960,15311.637854,16087.894188,16042.000000,16055.000000,1790178317.000000,0.000913,0.001650,-0.000368,-0.012525,0.001781,-0.001939,0.007506,-0.005940,-0.020976,1.184914,0.020230,0.014864,0.001704,-0.618365,0.001212,-0.201922,-0.020230,-0.014864,-0.001704,0.618365,-0.001212,0.201922
0.018000,0.000582,-0.122529,-0.021886,0.002666,-0.012173,0.996186,-3.494287,0.223637,-0.235993,-0.599993,0.000003,1.000000,0.031784,0.006612,-0.028556,-0.012286,0.000024,-0.005024,-0.000897,0.295111,6.777099,-0.232912,34874.053850,15125.719678,37797.747861,16020.394061,35168.694011,15607.237544,37094.053850,16039.210367,-0.470358,0.000000,0.000000,0.000000,0.000000,0.035976,15173.838450,16048.801711,15589.801711,16083.198289,1790178317.000000,0.000000,0.000000,0.000000,0.007549,0.016333,-0.000225,-0.610899,-0.004805,-0.712113,0.982994,0.000000,0.000000,0.000000,0.037282,-0.025263,0.989628,0.383183,0.505728,-0.186854,0.000000,-0.000000,1.250000,0.033758,-0.015901,-0.029392,0.004784,0.000000,0.000000,0.000000,-2.429307,2.673618,-0.789045,34572.776364,15153.298182,38066.896364,16025.000000,36617.731818,16148.523636,38950.060000,16055.557273,-0.062594,0.000000,0.000000,0.000000,0.000000,-0.104357,15316.167273,16081.832727,16041.167273,16055.832727,1790178317.000000,0.000913,0.001650,-0.000368,-0.012639,0.001799,-0.001843,0.007441,-0.005951,-0.021103,1.184930,0.020188,0.014534,0.001618,-0.618340,0.001146,-0.201936,-0.020188,-0.014534,-0.001618,0.618340,-0.001146,0.201936
