# phase_offset=0.000
time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,thrust,tx,ty,tz,omega1,omega2,omega3,omega4,pos_error_x,pos_error_y,pos_error_z,vel_error_x,vel_error_y,vel_error_z
0.000000,0.300000,0.000000,0.300000,-0.000000,0.188496,0.000000,0.707107,0.000000,0.000000,0.707107,0.000000,0.000000,0.000000,0.300000,0.000000,0.300000,-0.000000,0.188496,0.000000,0.264870,-0.000088,-0.000000,0.001257,29899.531250,23074.476562,29357.664062,23616.335938,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.010000,0.300000,0.001885,0.300000,-0.000002,0.188496,0.000008,0.706917,-0.000022,-0.000021,0.707297,-0.012344,0.000240,0.107415,0.299994,0.001885,0.300000,-0.001184,0.188492,0.000000,0.264869,-0.000081,-0.000000,0.001089,29459.275391,23515.912109,28962.041016,24010.498047,0.000006,0.000000,0.000000,0.001182,0.000004,0.000008
0.020000,0.300000,0.003770,0.300000,-0.000018,0.188496,0.000015,0.706230,-0.000105,-0.000102,0.707983,-0.033769,0.000353,0.281058,0.299976,0.003770,0.300000,-0.002369,0.188481,0.000000,0.264869,-0.000062,-0.000000,0.000780,28627.214844,24348.410156,28246.390625,24725.742188,0.000024,0.000000,0.000000,0.002351,0.000015,0.000015
0.030000,0.300000,0.005655,0.300000,-0.000067,0.188496,0.000019,0.704885,-0.000270,-0.000265,0.709322,-0.059139,0.000285,0.477926,0.299947,0.005655,0.300000,-0.003553,0.188462,0.000000,0.264870,-0.000036,-0.000000,0.000410,27624.171875,25350.691406,27399.324219,25574.015625,0.000053,0.000000,0.000000,0.003486,0.000034,0.000019
0.040000,0.299998,0.007540,0.300001,-0.000174,0.188497,0.000023,0.702863,-0.000523,-0.000517,0.711325,-0.083665,0.000006,0.660595,0.299905,0.007539,0.300000,-0.004737,0.188436,0.000000,0.264873,-0.000010,0.000000,0.000053,26651.072266,26321.841797,26589.470703,26386.662109,0.000093,0.000001,0.000001,0.004563,0.000061,0.000023
0.050000,0.299996,0.009425,0.300001,-0.000363,0.188496,0.000025,0.700257,-0.000853,-0.000849,0.713890,-0.103608,-0.000453,0.802142,0.299852,0.009423,0.300000,-0.005921,0.188403,0.000000,0.264876,0.000012,0.000001,-0.000235,25860.562500,27109.910156,25942.027344,27037.718750,0.000144,0.000002,0.000001,0.005558,0.000093,0.000025
0.060000,0.299991,0.011310,0.300001,-0.000652,0.188493,0.000028,0.697233,-0.001240,-0.001241,0.716842,-0.116677,-0.001002,0.888268,0.299787,0.011307,0.300000,-0.007104,0.188362,0.000000,0.264879,0.000029,0.000001,-0.000421,25342.451172,27626.177734,25527.724609,27455.248047,0.000204,0.000003,0.000001,0.006452,0.000131,0.000028
0.070000,0.299982,0.013195,0.300001,-0.001054,0.188486,0.000030,0.693990,-0.001657,-0.001667,0.719981,-0.122104,-0.001526,0.916883,0.299710,0.013190,0.300000,-0.008288,0.188313,0.000000,0.264883,0.000038,0.000001,-0.000498,25122.539062,27845.792969,25363.289062,27621.410156,0.000272,0.000004,0.000001,0.007234,0.000172,0.000030
0.080000,0.299969,0.015079,0.300002,-0.001575,0.188473,0.000032,0.690719,-0.002080,-0.002103,0.723117,-0.120463,-0.001942,0.895785,0.299621,0.015073,0.300000,-0.009471,0.188258,0.000000,0.264886,0.000039,0.000001,-0.000477,25172.169922,27797.837891,25420.732422,27563.673828,0.000348,0.000006,0.000002,0.007896,0.000215,0.000032
0.090000,0.299950,0.016964,0.300002,-0.002213,0.188452,0.000034,0.687575,-0.002485,-0.002523,0.726105,-0.113305,-0.002222,0.839221,0.299520,0.016956,0.300000,-0.010653,0.188194,0.000000,0.264889,0.000035,0.000001,-0.000382,25424.644531,27548.730469,25641.851562,27340.398438,0.000430,0.000009,0.000002,0.008441,0.000258,0.000034
0.100000,0.299925,0.018848,0.300002,-0.002961,0.188424,0.000035,0.684657,-0.002858,-0.002913,0.728854,-0.102713,-0.002405,0.764138,0.299408,0.018837,0.300000,-0.011836,0.188124,0.000000,0.264892,0.000026,0.000000,-0.000246,25794.431641,27183.259766,25954.482422,27024.490234,0.000517,0.000011,0.000002,0.008875,0.000300,0.000035
0.110000,0.299891,0.020733,0.300003,-0.003809,0.188387,0.000037,0.682007,-0.003190,-0.003264,0.731331,-0.090854,-0.002567,0.686819,0.299284,0.020718,0.300000,-0.013018,0.188046,0.000000,0.264894,0.000016,-0.000001,-0.000099,26195.267578,26786.724609,26287.345703,26688.169922,0.000607,0.000015,0.000003,0.009208,0.000341,0.000037
0.120000,0.299848,0.022616,0.300003,-0.004746,0.188341,0.000039,0.679612,-0.003482,-0.003575,0.733555,-0.079618,-0.002790,0.620352,0.299148,0.022598,0.300000,-0.014199,0.187960,0.000000,0.264895,0.000005,-0.000001,0.000031,26554.529297,26430.916016,26581.548828,26391.169922,0.000701,0.000018,0.000003,0.009453,0.000381,0.000039
0.130000,0.299796,0.024499,0.300003,-0.005761,0.188286,0.000041,0.677419,-0.003737,-0.003849,0.735578,-0.070369,-0.003136,0.573184,0.299000,0.024477,0.300000,-0.015379,0.187867,0.000000,0.264897,-0.000003,-0.000001,0.000128,26822.187500,26165.375000,26797.503906,26173.636719,0.000796,0.000022,0.000003,0.009618,0.000419,0.000041
0.140000,0.299733,0.026382,0.300004,-0.006846,0.188223,0.000043,0.675352,-0.003962,-0.004097,0.737474,-0.063832,-0.003627,0.548750,0.298840,0.026355,0.300000,-0.016560,0.187767,0.000000,0.264898,-0.000008,-0.000001,0.000182,26974.101562,26014.078125,26917.136719,26053.800781,0.000893,0.000027,0.000004,0.009714,0.000456,0.000043
0.150000,0.299659,0.028264,0.300004,-0.007992,0.188151,0.000045,0.673330,-0.004168,-0.004328,0.739318,-0.060110,-0.004248,0.546003,0.298669,0.028232,0.300000,-0.017739,0.187659,0.000000,0.264899,-0.000010,-0.000001,0.000195,27010.375000,25977.109375,26942.160156,26029.800781,0.000990,0.000031,0.000004,0.009747,0.000492,0.000045
0.160000,0.299573,0.030145,0.300005,-0.009198,0.188068,0.000046,0.671280,-0.004363,-0.004552,0.741177,-0.058794,-0.004961,0.560565,0.298485,0.030109,0.300000,-0.018918,0.187544,0.000000,0.264899,-0.000009,-0.000001,0.000172,26950.023438,26035.820312,26889.421875,26084.429688,0.001087,0.000036,0.000005,0.009720,0.000525,0.000046
0.170000,0.299474,0.032025,0.300005,-0.010460,0.187976,0.000047,0.669151,-0.004554,-0.004776,0.743097,-0.059138,-0.005711,0.586174,0.298290,0.031983,0.300000,-0.020096,0.187421,0.000000,0.264900,-0.000006,-0.000001,0.000126,26823.822266,26159.935547,26784.830078,26191.310547,0.001184,0.000042,0.000005,0.009635,0.000554,0.000047
0.180000,0.299363,0.033904,0.300006,-0.011780,0.187871,0.000048,0.666913,-0.004746,-0.005004,0.745103,-0.060249,-0.006447,0.616124,0.298083,0.033857,0.300000,-0.021273,0.187291,0.000000,0.264900,-0.000001,-0.000000,0.000069,26666.648438,26315.050781,26657.070312,26321.277344,0.001280,0.000047,0.000006,0.009493,0.000580,0.000048
