# phase_offset=0.000
time,x,y,z,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,x_ref,y_ref,z_ref,vx_ref,vy_ref,vz_ref,thrust,tx,ty,tz,omega1,omega2,omega3,omega4,pos_error_x,pos_error_y,pos_error_z,vel_error_x,vel_error_y,vel_error_z
0.600000,0.005539,-0.008434,0.499998,0.035283,-0.052518,-0.000018,0.999903,0.011404,0.008026,0.000047,0.045489,0.037715,0.000537,0.005621,-0.008544,0.500000,0.035144,-0.052204,0.000000,0.264972,-0.000001,-0.000000,0.000000,26503.294922,26493.814453,26491.326172,26500.259766,-0.000082,0.000110,-0.000002,0.000139,-0.000314,-0.000018
0.610000,0.005900,-0.008970,0.499998,0.036876,-0.054778,-0.000020,0.999899,0.011629,0.008213,0.000050,0.044608,0.037451,0.000556,0.005981,-0.009077,0.500000,0.036714,-0.054426,0.000000,0.264976,-0.000002,-0.000000,0.000000,26504.105469,26494.156250,26491.382812,26500.800781,-0.000081,0.000107,-0.000002,0.000162,-0.000351,-0.000020
0.620000,0.006277,-0.009529,0.499998,0.038507,-0.057082,-0.000021,0.999895,0.011850,0.008400,0.000053,0.043682,0.037160,0.000575,0.006356,-0.009632,0.500000,0.038322,-0.056693,0.000000,0.264980,-0.000002,-0.000001,0.000000,26504.904297,26494.498047,26491.451172,26501.333984,-0.000079,0.000103,-0.000002,0.000185,-0.000388,-0.000021
0.630000,0.006670,-0.010112,0.499998,0.040174,-0.059428,-0.000022,0.999890,0.012066,0.008585,0.000057,0.042711,0.036844,0.000593,0.006747,-0.010211,0.500000,0.039966,-0.059004,0.000000,0.264985,-0.000002,-0.000001,0.000000,26505.705078,26494.853516,26491.525391,26501.869141,-0.000077,0.000099,-0.000002,0.000208,-0.000425,-0.000022
0.640000,0.007080,-0.010718,0.499998,0.041877,-0.061817,-0.000024,0.999886,0.012277,0.008768,0.000060,0.041697,0.036502,0.000610,0.007155,-0.010813,0.500000,0.041647,-0.061357,0.000000,0.264989,-0.000002,-0.000001,0.000000,26506.500000,26495.207031,26491.609375,26502.410156,-0.000075,0.000095,-0.000002,0.000230,-0.000460,-0.000024
0.650000,0.007508,-0.011348,0.499997,0.043616,-0.064247,-0.000025,0.999882,0.012482,0.008950,0.000064,0.040640,0.036134,0.000627,0.007580,-0.011438,0.500000,0.043363,-0.063752,0.000000,0.264994,-0.000002,-0.000001,0.000000,26507.287109,26495.568359,26491.705078,26502.947266,-0.000072,0.000090,-0.000003,0.000252,-0.000495,-0.000025
0.660000,0.007953,-0.012003,0.499997,0.045390,-0.066716,-0.000026,0.999878,0.012683,0.009129,0.000067,0.039542,0.035742,0.000644,0.008023,-0.012088,0.500000,0.045116,-0.066188,0.000000,0.264998,-0.000002,-0.000001,0.000000,26508.064453,26495.931641,26491.798828,26503.478516,-0.000070,0.000085,-0.000003,0.000274,-0.000529,-0.000026
0.670000,0.008416,-0.012683,0.499997,0.047200,-0.069225,-0.000027,0.999874,0.012878,0.009307,0.000071,0.038403,0.035325,0.000659,0.008483,-0.012762,0.500000,0.046905,-0.068663,0.000000,0.265003,-0.000002,-0.000001,0.000000,26508.841797,26496.294922,26491.900391,26504.009766,-0.000067,0.000079,-0.000003,0.000295,-0.000561,-0.000027
0.680000,0.008897,-0.013388,0.499997,0.049044,-0.071771,-0.000029,0.999870,0.013067,0.009482,0.000075,0.037223,0.034884,0.000674,0.008961,-0.013461,0.500000,0.048728,-0.071178,0.000000,0.265007,-0.000002,-0.000001,0.000000,26509.599609,26496.658203,26492.005859,26504.533203,-0.000064,0.000074,-0.000003,0.000315,-0.000593,-0.000029
0.690000,0.009397,-0.014118,0.499996,0.050922,-0.074354,-0.000030,0.999866,0.013250,0.009656,0.000079,0.036005,0.034419,0.000689,0.009457,-0.014186,0.500000,0.050587,-0.073730,0.000000,0.265011,-0.000002,-0.000001,0.000000,26510.359375,26497.031250,26492.125000,26505.062500,-0.000060,0.000067,-0.000004,0.000335,-0.000623,-0.000030
