t,ref_x,ref_y,ref_z,sim_x,sim_y,sim_z,ref_vx,ref_vy,ref_vz,sim_vx,sim_vy,sim_vz,ref_thrust,ref_tx,ref_ty,ref_tz,ref_yaw,ref_ox,ref_oy,ref_oz,cmd_thrust,cmd_tx,cmd_ty,cmd_tz,mekf_roll,mekf_pitch,mekf_yaw,mekf_px,mekf_py,mekf_pz
0.200000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200079,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000080,0.264816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264816,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.205000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000065,0.264820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264820,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.210000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000051,0.264824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264824,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.215000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000038,0.264827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264827,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.220000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000025,0.264831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264831,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200081
0.225000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000014,0.264834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200081
0.230000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,0.264837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200081
0.235000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000008,0.264839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200081
0.240000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000017,0.264842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264842,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
0.245000,0.000000,0.000000,0.200000,0.000000,0.000000,0.200080,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000026,0.264845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.264845,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200080
