t,x,y,z,vx,vy,vz,ax,ay,az,jx,jy,jz,yaw,yaw_dot,yaw_ddot,thrust,tx,ty,tz,ox,oy,oz,odx,ody,odz
0.063000,-0.000001,-0.000000,1.000000,-0.000057,-0.000010,-0.000006,-0.003504,-0.000590,-0.000350,-0.158432,-0.026766,-0.015843,-0.000000,-0.000017,-0.001073,0.264861,0.000001,-0.000008,-0.000000,0.002729,-0.016151,-0.000016,0.078191,-0.459511,-0.001001
0.064000,-0.000001,-0.000000,1.000000,-0.000060,-0.000010,-0.000006,-0.003665,-0.000617,-0.000366,-0.162962,-0.027537,-0.016296,-0.000000,-0.000019,-0.001122,0.264860,0.000001,-0.000008,-0.000000,0.002807,-0.016613,-0.000017,0.079040,-0.464335,-0.001046
0.065000,-0.000001,-0.000000,1.000000,-0.000064,-0.000011,-0.000006,-0.003830,-0.000645,-0.000383,-0.167540,-0.028317,-0.016754,-0.000000,-0.000020,-0.001172,0.264860,0.000001,-0.000008,-0.000000,0.002887,-0.017080,-0.000019,0.079877,-0.469088,-0.001092
0.066000,-0.000001,-0.000000,1.000000,-0.000068,-0.000011,-0.000007,-0.004000,-0.000674,-0.000400,-0.172164,-0.029104,-0.017216,-0.000000,-0.000021,-0.001224,0.264859,0.000001,-0.000008,-0.000000,0.002967,-0.017551,-0.000020,0.080703,-0.473771,-0.001140
0.067000,-0.000001,-0.000000,1.000000,-0.000072,-0.000012,-0.000007,-0.004174,-0.000703,-0.000417,-0.176833,-0.029900,-0.017683,-0.000000,-0.000022,-0.001278,0.264859,0.000001,-0.000008,-0.000000,0.003048,-0.018027,-0.000021,0.081518,-0.478383,-0.001188
0.068000,-0.000001,-0.000000,1.000000,-0.000076,-0.000013,-0.000008,-0.004353,-0.000734,-0.000435,-0.181547,-0.030703,-0.018155,-0.000000,-0.000023,-0.001332,0.264858,0.000001,-0.000008,-0.000000,0.003130,-0.018508,-0.000022,0.082322,-0.482926,-0.001238
0.069000,-0.000001,-0.000000,1.000000,-0.000081,-0.000014,-0.000008,-0.004537,-0.000765,-0.000454,-0.186306,-0.031515,-0.018631,-0.000000,-0.000025,-0.001389,0.264858,0.000001,-0.000008,-0.000000,0.003213,-0.018993,-0.000023,0.083114,-0.487399,-0.001290
0.070000,-0.000001,-0.000000,1.000000,-0.000086,-0.000014,-0.000009,-0.004726,-0.000797,-0.000473,-0.191108,-0.032334,-0.019111,-0.000000,-0.000026,-0.001446,0.264857,0.000001,-0.000008,-0.000000,0.003296,-0.019483,-0.000025,0.083896,-0.491803,-0.001342
0.071000,-0.000001,-0.000000,1.000000,-0.000090,-0.000015,-0.000009,-0.004920,-0.000829,-0.000492,-0.195952,-0.033160,-0.019595,-0.000000,-0.000028,-0.001506,0.264857,0.000001,-0.000008,-0.000000,0.003381,-0.019977,-0.000026,0.084666,-0.496138,-0.001396
0.072000,-0.000001,-0.000000,1.000000,-0.000095,-0.000016,-0.000010,-0.005118,-0.000863,-0.000512,-0.200839,-0.033994,-0.020084,-0.000000,-0.000029,-0.001566,0.264856,0.000001,-0.000008,-0.000000,0.003466,-0.020475,-0.000027,0.085426,-0.500404,-0.001451
0.073000,-0.000002,-0.000000,1.000000,-0.000101,-0.000017,-0.000010,-0.005321,-0.000897,-0.000532,-0.205767,-0.034836,-0.020577,-0.000000,-0.000031,-0.001628,0.264856,0.000001,-0.000008,-0.000000,0.003551,-0.020978,-0.000029,0.086174,-0.504602,-0.001508
0.074000,-0.000002,-0.000000,1.000000,-0.000106,-0.000018,-0.000011,-0.005530,-0.000933,-0.000553,-0.210736,-0.035684,-0.021074,-0.000000,-0.000032,-0.001692,0.264855,0.000001,-0.000008,-0.000000,0.003638,-0.021484,-0.000030,0.086912,-0.508732,-0.001565
0.075000,-0.000002,-0.000000,1.000000,-0.000112,-0.000019,-0.000011,-0.005743,-0.000969,-0.000574,-0.215745,-0.036540,-0.021575,-0.000001,-0.000034,-0.001757,0.264855,0.000001,-0.000008,-0.000000,0.003725,-0.021995,-0.000032,0.087638,-0.512793,-0.001624
0.076000,-0.000002,-0.000000,1.000000,-0.000118,-0.000020,-0.000012,-0.005961,-0.001006,-0.000596,-0.220794,-0.037403,-0.022079,-0.000001,-0.000036,-0.001824,0.264854,0.000001,-0.000009,-0.000000,0.003813,-0.022510,-0.000034,0.088354,-0.516788,-0.001685
0.077000,-0.000002,-0.000000,1.000000,-0.000124,-0.000021,-0.000012,-0.006184,-0.001044,-0.000618,-0.225881,-0.038273,-0.022588,-0.000001,-0.000038,-0.001892,0.264853,0.000001,-0.000009,-0.000000,0.003902,-0.023029,-0.000035,0.089059,-0.520715,-0.001747
0.078000,-0.000002,-0.000000,1.000000,-0.000130,-0.000022,-0.000013,-0.006413,-0.001082,-0.000641,-0.231007,-0.039150,-0.023101,-0.000001,-0.000040,-0.001962,0.264853,0.000001,-0.000009,-0.000000,0.003991,-0.023551,-0.000037,0.089753,-0.524575,-0.001810
