time,roll_rad,pitch_rad,yaw_rad,x,y,z
0.001007000,-0.045287181,0.000238764,-0.025457516,0.000000,0.000000,1.000000
0.002003000,-0.045197599,0.000350006,-0.025466217,0.000000,0.000001,1.000000
0.002989000,-0.045107175,0.000458750,-0.025477514,0.000001,0.000002,0.999999
0.004039000,-0.045016214,0.000566312,-0.025490662,0.000002,0.000004,0.999999
0.004974000,-0.044914745,0.000682488,-0.025506191,0.000003,0.000006,0.999998
0.005968000,-0.044822242,0.000785138,-0.025520518,0.000005,0.000009,0.999996
0.006960000,-0.044724092,0.000894583,-0.025534866,0.000007,0.000013,0.999995
0.007950000,-0.044624127,0.001006426,-0.025547095,0.000009,0.000017,0.999993
0.008986000,-0.044522777,0.001119513,-0.025556797,0.000012,0.000022,0.999992
0.009924000,-0.044417817,0.001239948,-0.025564499,0.000015,0.000026,0.999990
0.010917000,-0.044321775,0.001352485,-0.025569949,0.000017,0.000032,0.999988
0.011910000,-0.044217911,0.001473109,-0.025575055,0.000021,0.000038,0.999986
0.012905000,-0.044114526,0.001593279,-0.025580002,0.000024,0.000044,0.999985
0.013940000,-0.044010833,0.001714618,-0.025584983,0.000028,0.000052,0.999983
0.014891000,-0.043903101,0.001841712,-0.025590407,0.000031,0.000059,0.999981
0.015885999,-0.044164114,0.001957141,-0.025595888,0.000045,0.000483,0.999750
0.016866000,-0.044070974,0.002078656,-0.025600897,0.000050,0.000519,0.999747
0.017855000,-0.043980539,0.002198397,-0.025604874,0.000056,0.000557,0.999744
0.018893000,-0.043892141,0.002316761,-0.025607126,0.000061,0.000597,0.999740
0.019846000,-0.043802515,0.002437234,-0.025606932,0.000067,0.000634,0.999737
0.020834001,-0.043719187,0.002545442,-0.025604611,0.000073,0.000673,0.999733
0.021823000,-0.043632574,0.002655255,-0.025600398,0.000079,0.000713,0.999730
0.022821000,-0.043546315,0.002763034,-0.025594525,0.000086,0.000753,0.999726
0.023860000,-0.043454025,0.002871510,-0.025587304,0.000093,0.000795,0.999722
0.024800001,-0.043350834,0.002983754,-0.025578523,0.000099,0.000834,0.999718
0.025792001,-0.043253507,0.003081334,-0.025568603,0.000106,0.000875,0.999713
0.026775001,-0.043144986,0.003178644,-0.025555551,0.000113,0.000916,0.999709
0.027772000,-0.043033108,0.003270038,-0.025540778,0.000121,0.000959,0.999704
0.028805001,-0.042921845,0.003356562,-0.025524473,0.000128,0.001003,0.999699
0.029751999,-0.042809006,0.003439651,-0.025506515,0.000136,0.001045,0.999695
0.030742001,-0.042705592,0.003511806,-0.025490776,0.000143,0.001089,0.999690
0.031732000,-0.042600587,0.003583816,-0.025478259,0.000151,0.001133,0.999685
0.032724999,-0.042498354,0.003654786,-0.025472615,0.000159,0.001179,0.999679
0.033764001,-0.042394500,0.003730996,-0.025474906,0.000167,0.001228,0.999674
0.034713998,-0.042285435,0.003817887,-0.025483649,0.000175,0.001273,0.999668
0.035698000,-0.042185258,0.003901000,-0.025494108,0.000183,0.001320,0.999663
0.036685999,-0.042077031,0.003990617,-0.025505226,0.000191,0.001369,0.999657
0.037682999,-0.041965105,0.004083435,-0.025515826,0.000199,0.001418,0.999651
0.038722999,-0.041851688,0.004175623,-0.025525156,0.000208,0.001470,0.999645
0.039666001,-0.041729998,0.004269208,-0.025532587,0.000216,0.001517,0.999639
0.040656999,-0.041606933,0.004350503,-0.025536561,0.000225,0.001567,1.081184
0.041652001,-0.041486323,0.004430612,-0.025537284,0.000234,0.001618,1.081181
0.042636000,-0.041363232,0.004503048,-0.025534857,0.000243,0.001668,1.081179
0.043673001,-0.041238777,0.004571072,-0.025530841,0.000253,0.001722,1.081176
0.044626001,-0.041108254,0.004639973,-0.025526552,0.000263,0.001771,1.081173
0.045607999,-0.040989481,0.004701977,-0.025523629,0.000272,0.001823,1.081170
0.046601001,-0.040867206,0.004769765,-0.025522640,0.000282,0.001876,1.081166
0.047594000,-0.040745907,0.004842367,-0.025524151,0.000292,0.001929,1.081163
0.048627000,-0.040627763,0.004915744,-0.025527839,0.000303,0.001985,1.081159
0.049575001,-0.040505812,0.004993974,-0.025532901,0.000313,0.002037,1.081156
0.050562002,-0.040394213,0.005065951,-0.025536854,0.000323,0.002092,1.081153
0.051559001,-0.040277261,0.005135844,-0.025537962,0.000334,0.002148,1.081149
0.052544001,-0.040154811,0.005201915,-0.025534917,0.000345,0.002204,1.081145
0.053585000,-0.040028606,0.005264194,-0.025528220,0.000356,0.002263,1.081141
0.054536000,-0.039891381,0.005325002,-0.025518758,0.000367,0.002318,1.081137
0.055521000,-0.041282643,0.005307722,-0.025514983,0.000335,0.004387,1.081089
0.056524999,-0.041147754,0.005368640,-0.025508270,0.000346,0.004491,1.081083
0.057510000,-0.041010447,0.005430955,-0.025504591,0.000357,0.004593,1.081077
0.058538001,-0.040875133,0.005488512,-0.025503913,0.000368,0.004700,1.081070
0.059482999,-0.040730678,0.005544207,-0.025505275,0.000380,0.004799,1.081064
0.060472999,-0.040594738,0.005587169,-0.025506977,0.000391,0.004903,1.081058
0.061469998,-0.040449549,0.005622839,-0.025508059,0.000404,0.005008,1.081052
0.062454998,-0.040300537,0.005656010,-0.025508536,0.000416,0.005112,1.081045
0.063496001,-0.040152408,0.005687945,-0.025508977,0.000429,0.005222,1.081038
0.064446002,-0.039996911,0.005719354,-0.025509300,0.000441,0.005323,1.081032
0.065443002,-0.039854832,0.005748640,-0.025508756,0.000454,0.005430,1.081025
0.066419996,-0.039704677,0.005779015,-0.025506139,0.000467,0.005534,1.081018
0.067415997,-0.039558057,0.005803678,-0.025500286,0.000480,0.005641,1.081011
0.068448998,-0.039408173,0.005825748,-0.025490200,0.000494,0.005753,1.081004
0.069394998,-0.039248858,0.005848510,-0.025475621,0.000507,0.005855,1.080997
0.070386000,-0.039098781,0.005866842,-0.025459796,0.000520,0.005963,1.080989
0.071377002,-0.038936824,0.005884367,-0.025443276,0.000534,0.006071,1.080982
0.072370999,-0.038768329,0.005902504,-0.025429215,0.000548,0.006181,1.080974
0.073404998,-0.038594861,0.005917693,-0.025418045,0.000564,0.006295,1.080966
0.074354999,-0.038413309,0.005929698,-0.025408102,0.000578,0.006400,1.080958
0.075345002,-0.041961562,0.001918916,-0.025420194,-0.004685,0.011642,1.080800
0.076337002,-0.041781411,0.001930998,-0.025409112,-0.004761,0.011842,1.080788
0.077322997,-0.041599017,0.001940090,-0.025396377,-0.004837,0.012041,1.080775
0.078360997,-0.041413974,0.001947738,-0.025383182,-0.004916,0.012252,1.080762
0.079309002,-0.041212719,0.001953200,-0.025370231,-0.004989,0.012444,1.080750
0.080294997,-0.041025989,0.001952009,-0.025360173,-0.005064,0.012645,1.080737
0.081294999,-0.040829822,0.001945027,-0.025351746,-0.005141,0.012849,1.080724
0.082282998,-0.040626865,0.001933123,-0.025344325,-0.005216,0.013051,1.080710
0.083319999,-0.040425476,0.001914402,-0.025336569,-0.005296,0.013263,1.080696
0.084273003,-0.040268850,0.001884518,-0.025327444,-0.005370,0.013453,1.079155
0.085263997,-0.040701605,0.001921296,-0.025320215,-0.005345,0.014508,1.079114
0.086245999,-0.040500797,0.001903691,-0.025309922,-0.005418,0.014725,1.079091
0.087233998,-0.040303770,0.001890591,-0.025299676,-0.005491,0.014943,1.079068
0.088271998,-0.040104736,0.001883847,-0.025290340,-0.005568,0.015173,1.079044
0.089221001,-0.039893761,0.001882203,-0.025282253,-0.005638,0.015384,1.079022
0.090207003,-0.039702389,0.001881372,-0.025276251,-0.005710,0.015604,1.078999
0.091200002,-0.039503615,0.001878928,-0.025271112,-0.005783,0.015826,1.078976
0.092188999,-0.039300695,0.001873148,-0.025266966,-0.005855,0.016047,1.078953
0.093227997,-0.039098438,0.001860918,-0.025263960,-0.005931,0.016281,1.078928
