# meta:t_zero=scenario_start
t,cf5.a_res_x,cf5.a_res_y,cf5.a_res_z,cf5.acc_x,cf5.acc_y,cf5.acc_z,cf5.alp_x,cf5.alp_y,cf5.alp_z,cf5.ctrltarget_x,cf5.ctrltarget_y,cf5.ctrltarget_z,cf5.e_r_norm,cf5.e_r_x,cf5.e_r_y,cf5.e_r_z,cf5.f_res_x,cf5.f_res_y,cf5.f_res_z,cf5.gyro_x,cf5.gyro_y,cf5.gyro_z,cf5.motor_m1,cf5.motor_m1_rpm,cf5.motor_m2,cf5.motor_m2_rpm,cf5.motor_m3,cf5.motor_m3_rpm,cf5.motor_m4,cf5.motor_m4_rpm,cf5.pitch_deg,cf5.rnn_clamped,cf5.rnn_pred_x,cf5.rnn_pred_y,cf5.rnn_pred_z,cf5.roll_deg,cf5.rpm_m1,cf5.rpm_m2,cf5.rpm_m3,cf5.rpm_m4,cf5.tau_x,cf5.tau_y,cf5.tau_z,cf5.vx,cf5.vy,cf5.vz,cf5.x,cf5.y,cf5.yaw_deg,cf5.z,cf_second.a_res_x,cf_second.a_res_y,cf_second.a_res_z,cf_second.acc_x,cf_second.acc_y,cf_second.acc_z,cf_second.alp_x,cf_second.alp_y,cf_second.alp_z,cf_second.ctrltarget_x,cf_second.ctrltarget_y,cf_second.ctrltarget_z,cf_second.e_r_norm,cf_second.e_r_x,cf_second.e_r_y,cf_second.e_r_z,cf_second.f_res_x,cf_second.f_res_y,cf_second.f_res_z,cf_second.gyro_x,cf_second.gyro_y,cf_second.gyro_z,cf_second.motor_m1,cf_second.motor_m1_rpm,cf_second.motor_m2,cf_second.motor_m2_rpm,cf_second.motor_m3,cf_second.motor_m3_rpm,cf_second.motor_m4,cf_second.motor_m4_rpm,cf_second.pitch_deg,cf_second.rnn_clamped,cf_second.rnn_pred_x,cf_second.rnn_pred_y,cf_second.rnn_pred_z,cf_second.roll_deg,cf_second.rpm_m1,cf_second.rpm_m2,cf_second.rpm_m3,cf_second.rpm_m4,cf_second.tau_x,cf_second.tau_y,cf_second.tau_z,cf_second.vx,cf_second.vy,cf_second.vz,cf_second.x,cf_second.y,cf_second.yaw_deg,cf_second.z,rel.cf5_cf_second.vx,rel.cf5_cf_second.vy,rel.cf5_cf_second.vz,rel.cf5_cf_second.x,rel.cf5_cf_second.y,rel.cf5_cf_second.z,rel.cf_second_cf5.vx,rel.cf_second_cf5.vy,rel.cf_second_cf5.vz,rel.cf_second_cf5.x,rel.cf_second_cf5.y,rel.cf_second_cf5.z
0.000000,-0.379929,-0.614709,-2.499421,-0.031559,0.054349,0.799655,47.349354,3.241677,-3.630906,-0.000000,-0.000000,1.000000,0.605054,-0.505981,0.314763,0.104875,-0.015577,-0.025203,-0.102476,115.286850,-129.554947,-34.222549,36347.000000,14792.000000,29564.000000,14005.000000,42675.000000,18181.000000,40641.000000,17730.000000,-1.667725,0.000000,0.000000,0.000000,0.000000,-25.092144,14778.000000,13844.000000,17969.000000,17830.000000,0.000000,0.000000,0.000000,0.642928,0.383090,0.186359,-0.014093,-0.039614,1.125316,0.842075,0.000000,0.000000,0.000000,0.034649,-0.029461,0.992981,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-1.691097,2.227593,1.024958,36027.000000,15673.000000,36393.000000,15923.000000,38367.000000,16501.000000,36834.000000,15822.000000,0.524779,0.000000,0.000000,0.000000,0.000000,-0.409748,15629.000000,15881.000000,16429.000000,15719.000000,0.001404,0.001982,-0.000087,-0.012274,0.012800,-0.010893,0.014759,-0.010775,0.030150,1.238815,0.655202,0.370290,0.197252,-0.028852,-0.028839,-0.396741,-0.655202,-0.370290,-0.197252,0.028852,0.028839,0.396741
0.002000,-0.362241,-0.629203,-2.583710,-0.032897,0.052398,0.795012,51.818286,6.779723,-4.426051,-0.000000,-0.000000,1.000000,0.596820,-0.502087,0.303895,0.108401,-0.014852,-0.025797,-0.105932,121.646848,-127.975682,-34.773027,37453.608227,14751.052889,30646.664055,13774.000000,43420.904016,18047.978452,40824.893242,17669.977473,-0.194099,0.000000,0.000000,0.000000,0.000000,-23.985765,14829.752204,13820.796278,17980.423115,17820.329089,0.000000,0.000000,0.000000,0.645353,0.421020,0.158465,-0.007012,-0.035196,1.397087,0.843966,0.000000,0.000000,0.000000,0.036381,-0.026571,0.993759,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.214178,2.028929,0.411949,35792.699901,15576.000000,36591.746298,15723.000000,38189.432873,16447.879566,37051.088351,15818.791214,0.524779,0.000000,0.000000,0.000000,0.000000,-0.409748,15645.130306,15863.804541,16438.065153,15701.934847,0.001404,0.001982,-0.000087,-0.012274,0.012800,-0.010893,0.014759,-0.010775,0.030150,1.238815,0.657627,0.408220,0.169358,-0.021771,-0.024421,-0.394849,-0.657627,-0.408220,-0.169358,0.021771,0.024421,0.394849
0.004000,-0.334147,-0.624418,-2.630169,-0.034570,0.050755,0.781591,59.325102,26.980569,-8.335218,-0.000000,-0.000000,1.000000,0.600381,-0.506521,0.303308,0.109075,-0.013700,-0.025601,-0.107837,128.219441,-124.784966,-35.787367,37429.122429,14879.358472,30813.167483,13774.000000,43039.904995,17921.631734,40880.720862,17856.069540,-0.194099,0.000000,0.000000,0.000000,0.000000,-23.985765,14876.764936,13808.063663,18006.867777,17840.897160,0.000000,0.000000,0.000000,0.645353,0.421020,0.158465,-0.007012,-0.035196,1.397087,0.843966,0.000000,0.000000,0.000000,0.038052,-0.027405,0.992316,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.625712,1.963795,-0.293607,35532.345220,15576.889922,36818.690956,15723.000000,37973.319897,16500.609302,37298.748837,15624.822739,0.524692,0.000000,0.000000,0.000000,0.000000,-0.409813,15653.043411,15851.952972,16442.018088,15698.000000,0.001404,0.001982,-0.000087,-0.012277,0.012802,-0.010895,0.014759,-0.010775,0.030189,1.238815,0.657630,0.408217,0.169360,-0.021771,-0.024421,-0.394849,-0.657630,-0.408217,-0.169360,0.021771,0.024421,0.394849
0.006000,-0.322666,-0.651036,-2.701288,-0.035850,0.048847,0.772506,59.010597,34.389826,-7.137708,-0.000000,-0.000000,1.000000,0.604234,-0.511313,0.302658,0.109798,-0.013229,-0.026692,-0.110753,135.268721,-120.566531,-36.525237,37503.813593,14880.000000,30872.353823,13774.000000,42677.060970,17922.407296,40888.451274,17667.000000,-0.194099,0.000000,0.000000,0.000000,0.000000,-23.985765,14941.319340,13805.065967,18012.835582,17809.241879,0.000000,0.000000,0.000000,0.645353,0.421020,0.158465,-0.007012,-0.035196,1.397087,0.843966,0.000000,0.000000,0.000000,0.041811,-0.025632,0.991920,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.393417,2.271007,-0.918350,35348.087737,15816.652044,37013.594217,15723.000000,37781.477567,16391.061815,37508.732802,15579.481555,0.500889,0.000000,0.000000,0.000000,0.000000,-0.427833,15665.287139,15838.533400,16447.143569,15698.143569,0.001404,0.001982,-0.000087,-0.013166,0.013495,-0.011635,0.014632,-0.010644,0.040942,1.238703,0.658519,0.407525,0.170100,-0.021644,-0.024552,-0.394736,-0.658519,-0.407525,-0.170100,0.021644,0.024552,0.394736
0.008000,-0.328159,-0.702230,-2.788895,-0.037257,0.051994,0.769070,63.068760,36.628448,-7.778504,-0.000000,-0.000000,1.000000,0.607373,-0.515211,0.302119,0.110383,-0.013455,-0.028791,-0.114345,142.878679,-116.398599,-37.552069,37542.976923,14884.961538,31069.351795,13771.508205,42226.664615,17983.588718,40952.757436,17669.778462,-0.194099,0.000000,0.000000,0.000000,0.000000,-23.985765,15001.411282,13808.286667,18049.647179,17818.831282,0.000000,0.000000,0.000000,0.645353,0.421020,0.158465,-0.007012,-0.035196,1.397087,0.843966,0.000000,0.000000,0.000000,0.041773,-0.027056,0.994581,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.013007,2.269397,-1.255921,35240.931141,15678.053443,37138.594039,15721.304214,37659.559096,16339.000000,37609.813977,15666.420349,0.500889,0.000000,0.000000,0.000000,0.000000,-0.427833,15672.864337,15826.000000,16451.000000,15702.000000,0.001404,0.001982,-0.000087,-0.013166,0.013495,-0.011635,0.014632,-0.010644,0.040942,1.238703,0.658519,0.407525,0.170100,-0.021644,-0.024552,-0.394736,-0.658519,-0.407525,-0.170100,0.021644,0.024552,0.394736
0.010000,-0.341639,-0.737611,-2.859997,-0.039021,0.055945,0.770661,66.424633,33.125841,-6.841514,-0.000000,-0.000000,1.000000,0.609109,-0.517632,0.301287,0.110887,-0.014007,-0.030242,-0.117260,150.636594,-112.513051,-38.202947,37727.751903,15100.753425,31285.426180,13661.000000,41878.280061,17933.267884,40960.873668,17793.000000,-0.134047,0.000000,0.000000,0.000000,0.000000,-23.924341,15066.500761,13821.330289,18033.480974,17769.500761,0.000000,0.000000,0.000000,0.645364,0.422535,0.157182,-0.006708,-0.034990,1.404517,0.844035,0.000000,0.000000,0.000000,0.041820,-0.028189,0.995778,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.184459,1.687733,-1.361986,35179.439855,15803.316387,37185.579664,15673.000000,37648.743078,16339.000000,37632.182932,15492.290967,0.500889,0.000000,0.000000,0.000000,0.000000,-0.427833,15669.217885,15825.782115,16451.272356,15702.000000,0.001404,0.001982,-0.000087,-0.013166,0.013495,-0.011635,0.014632,-0.010644,0.040942,1.238703,0.658530,0.409040,0.168817,-0.021340,-0.024346,-0.394668,-0.658530,-0.409040,-0.168817,0.021340,0.024346,0.394668
0.012000,-0.344368,-0.728844,-2.924146,-0.040787,0.060744,0.765392,73.679237,30.823385,-6.246044,-0.000000,-0.000000,1.000000,0.598946,-0.510451,0.292368,0.112679,-0.014119,-0.029883,-0.119890,159.470500,-109.244276,-39.053124,38797.380718,15023.161338,32663.922774,13667.781112,42280.755534,18169.238072,41339.539597,17793.000000,1.078634,0.000000,0.000000,0.000000,0.000000,-22.683954,15120.180521,13828.960157,18022.039843,17818.379734,0.000000,0.000000,0.000000,0.645588,0.453134,0.131278,-0.000561,-0.030830,1.554545,0.845411,0.000000,0.000000,0.000000,0.041123,-0.030887,0.996942,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.415956,0.811979,-1.381259,35136.770767,15491.922833,37211.907399,15673.000000,37677.794371,16339.000000,37618.565138,15713.807081,0.500889,0.000000,0.000000,0.000000,0.000000,-0.427833,15672.849296,15822.150704,16455.811621,15702.000000,0.001404,0.001982,-0.000087,-0.013166,0.013495,-0.011635,0.014632,-0.010644,0.040942,1.238703,0.658754,0.439639,0.142913,-0.015193,-0.020186,-0.393292,-0.658754,-0.439639,-0.142913,0.015193,0.020186,0.393292
0.014000,-0.333480,-0.688344,-2.994604,-0.041515,0.061383,0.766873,84.950283,24.208050,-8.767063,-0.000000,-0.000000,1.000000,0.602093,-0.514323,0.291798,0.113320,-0.013673,-0.028222,-0.122779,169.011240,-106.451736,-40.015615,38871.359238,15151.000000,32941.504889,13768.823984,41832.013381,17976.205353,41298.480700,17793.000000,1.078634,0.000000,0.000000,0.000000,0.000000,-22.683954,15173.893464,13845.465775,18006.725167,17792.267113,0.000000,0.000000,0.000000,0.645588,0.453134,0.131278,-0.000561,-0.030830,1.554545,0.845411,0.000000,0.000000,0.000000,0.041483,-0.032040,0.999157,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.459027,0.897150,-1.875296,34963.992175,15537.224309,37373.121022,15769.443923,37513.523735,16444.183099,37785.997913,15715.331768,0.500889,0.000000,0.000000,0.000000,0.000000,-0.427833,15664.582681,15818.417319,16450.321857,15710.469484,0.001404,0.001982,-0.000087,-0.013166,0.013495,-0.011635,0.014632,-0.010644,0.040942,1.238703,0.658754,0.439639,0.142913,-0.015193,-0.020186,-0.393292,-0.658754,-0.439639,-0.142913,0.015193,0.020186,0.393292
0.016000,-0.329070,-0.648969,-3.043678,-0.041820,0.061790,0.767782,114.508618,37.036253,-10.717091,-0.000000,-0.000000,1.000000,0.605342,-0.518315,0.291200,0.113978,-0.013492,-0.026608,-0.124791,179.603373,-103.103087,-40.956777,38992.265245,15167.865642,33222.702033,13669.179474,41343.743183,17797.632623,41237.820526,17788.439762,1.078634,0.000000,0.000000,0.000000,0.000000,-22.683954,15260.356470,13878.316311,17998.321765,17778.520079,0.000000,0.000000,0.000000,0.645588,0.453134,0.131278,-0.000561,-0.030830,1.554545,0.845411,0.000000,0.000000,0.000000,0.041755,-0.033959,1.002941,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.616269,3.164133,-2.319267,34875.556886,15723.000000,37445.625749,15723.000000,37302.351796,16402.862275,38006.465569,15589.423653,0.500889,0.000000,0.000000,0.000000,0.000000,-0.427833,15656.634731,15826.821856,16438.000000,15720.095808,0.001404,0.001982,-0.000087,-0.013166,0.013495,-0.011635,0.014632,-0.010644,0.040942,1.238703,0.658754,0.439639,0.142913,-0.015193,-0.020186,-0.393292,-0.658754,-0.439639,-0.142913,0.015193,0.020186,0.393292
0.018000,-0.331226,-0.622510,-3.044611,-0.040518,0.059371,0.768270,86.582060,20.035956,-6.483187,-0.000000,-0.000000,1.000000,0.606715,-0.520877,0.289427,0.114059,-0.013580,-0.025523,-0.124829,189.579238,-101.052625,-41.687257,39121.816770,15384.000000,33640.636646,13781.611801,40951.125776,17865.546584,41189.954969,17730.000000,1.093018,0.000000,0.000000,0.000000,0.000000,-22.676419,15334.274845,13910.336957,17964.000000,17798.000000,0.000000,0.000000,0.000000,0.642670,0.451236,0.129625,-0.000861,-0.030983,1.556729,0.845197,0.000000,0.000000,0.000000,0.042351,-0.033022,1.003675,0.509447,0.028714,0.496216,0.000000,-0.000003,1.300000,0.042278,-0.024684,-0.034313,0.000869,0.000000,0.000000,0.000000,-2.592202,3.881222,-2.248174,34921.971488,15723.000000,37399.265422,15723.000000,37299.198548,16495.989114,38003.254536,15732.186625,0.499275,0.000000,0.000000,0.000000,0.000000,-0.429983,15652.257646,15835.742354,16437.164852,15731.742354,0.001404,0.001982,-0.000087,-0.013095,0.013392,-0.011460,0.014661,-0.010672,0.039895,1.238726,0.655765,0.437845,0.141084,-0.015522,-0.020312,-0.393530,-0.655765,-0.437845,-0.141084,0.015522,0.020312,0.393530
