time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.3988,1.6351,0.0073,-0.0012,-0.0006,0.0001,-0.58,0.03,-26.83,0,3.700,0.094,0.030,-0.167,0.004,-0.010,0.000,0.000,0.000,0.000
51,-0.3982,1.6351,0.0093,0.0011,-0.0008,0.0111,-0.58,0.07,-26.69,0,3.700,-0.113,-0.015,-0.073,0.001,-0.010,0.000,0.000,0.000,0.000
101,-0.3983,1.6349,0.0097,0.0009,-0.0018,0.0112,-0.60,0.08,-26.55,0,3.706,0.156,0.032,0.278,0.004,-0.009,0.000,0.000,0.000,0.000
152,-0.3968,1.6342,0.0105,0.0089,-0.0058,0.0141,-0.60,0.08,-26.42,0,3.700,0.082,0.006,0.312,0.003,-0.011,0.000,0.000,0.000,0.000
204,-0.3980,1.6350,0.0100,0.0026,-0.0014,0.0082,-0.59,0.07,-26.29,0,3.706,-0.265,0.055,0.011,0.003,-0.010,0.000,0.000,0.000,0.000
254,-0.3983,1.6349,0.0094,0.0009,-0.0015,0.0035,-0.59,0.06,-26.15,0,3.700,0.020,0.038,-0.038,0.000,-0.008,0.000,0.000,0.000,0.000
306,-0.3977,1.6349,0.0093,0.0040,-0.0021,0.0030,-0.59,0.06,-26.02,0,3.706,-0.035,0.286,0.214,0.000,-0.010,0.000,0.000,0.000,0.000
357,-0.3974,1.6345,0.0084,0.0057,-0.0039,-0.0022,-0.59,0.08,-25.90,0,3.700,-0.021,0.439,0.052,0.002,-0.010,0.000,0.000,0.000,0.000
407,-0.3986,1.6353,0.0082,-0.0009,0.0004,-0.0026,-0.59,0.07,-25.77,0,3.706,0.187,0.038,-0.092,0.003,-0.007,0.000,0.000,0.000,0.000
458,-0.3981,1.6351,0.0076,0.0014,-0.0005,-0.0040,-0.59,0.05,-25.64,0,3.700,0.243,0.086,0.006,0.001,-0.009,0.000,0.000,0.000,0.000
510,-0.3983,1.6352,0.0089,0.0008,0.0005,0.0045,-0.60,0.07,-25.51,0,3.706,0.007,0.026,0.181,0.002,-0.007,0.000,0.000,0.000,0.000
560,-0.3985,1.6353,0.0091,-0.0001,0.0011,0.0051,-0.58,0.03,-25.38,0,3.700,-0.174,0.201,-0.149,0.002,-0.010,0.000,0.000,0.000,0.000
611,-0.3975,1.6348,0.0076,0.0057,-0.0013,-0.0036,-0.58,0.05,-25.25,0,3.706,-0.021,0.077,-0.115,0.000,-0.011,0.000,0.000,0.000,0.000
662,-0.3983,1.6352,0.0077,0.0007,0.0005,-0.0010,-0.57,0.04,-25.13,0,3.700,-0.022,-0.086,0.032,0.000,-0.011,0.000,0.000,0.000,0.000
713,-0.3977,1.6350,0.0082,0.0033,-0.0010,0.0025,-0.58,0.07,-25.00,0,3.706,0.246,0.165,-0.272,0.001,-0.010,0.000,0.000,0.000,0.000
