time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,4.3621,2.1678,0.0097,0.0013,0.0012,0.0091,-0.70,0.85,-26.32,0,3.801,-0.206,-0.072,-0.101,0.015,-0.012,0.000,0.000,0.000,0.000
0,4.3630,2.1681,0.0093,0.0058,0.0023,0.0063,-0.71,0.85,-26.19,0,3.795,-0.003,0.075,-0.234,0.016,-0.014,0.000,0.000,0.000,0.000
0,4.3623,2.1682,0.0075,0.0023,0.0023,-0.0032,-0.66,0.87,-26.07,0,3.801,-0.333,-0.237,-0.024,0.014,-0.012,0.000,0.000,0.000,0.000
0,4.3591,2.1612,0.0066,-0.0138,-0.0333,-0.0060,-0.44,0.87,-25.94,0,3.795,-0.062,0.019,0.059,0.015,-0.013,0.000,0.000,0.000,0.000
0,4.3593,2.1666,0.0078,-0.0107,-0.0007,0.0017,-0.69,0.96,-25.80,0,3.801,0.225,0.043,-0.240,0.016,-0.013,0.000,0.000,0.000,0.000
0,4.3595,2.1673,0.0090,-0.0076,0.0023,0.0070,-0.66,0.92,-25.68,0,3.795,-0.177,0.133,0.316,0.017,-0.014,0.000,0.000,0.000,0.000
0,4.3592,2.1665,0.0093,-0.0075,-0.0022,0.0075,-0.73,0.90,-25.55,0,3.801,-0.012,0.066,-0.248,0.020,-0.012,0.000,0.000,0.000,0.000
0,4.3595,2.1671,0.0095,-0.0036,0.0009,0.0071,-0.71,0.91,-25.43,0,3.795,-0.000,0.069,0.076,0.016,-0.015,0.000,0.000,0.000,0.000
0,4.3603,2.1681,0.0081,0.0013,0.0063,0.0001,-0.75,0.87,-25.31,0,3.801,-0.324,0.105,-0.094,0.016,-0.012,0.000,0.000,0.000,0.000
0,4.3589,2.1672,0.0091,-0.0063,0.0007,0.0050,-0.76,0.87,-25.18,0,3.795,-0.120,-0.144,-0.231,0.013,-0.012,0.000,0.000,0.000,0.000
0,4.3592,2.1677,0.0088,-0.0041,0.0035,0.0034,-0.72,0.88,-25.06,0,3.806,0.172,0.125,-0.269,0.016,-0.013,0.000,0.000,0.000,0.000
0,4.3595,2.1674,0.0081,-0.0017,0.0014,0.0003,-0.70,0.86,-24.93,0,3.795,0.197,-0.128,-0.445,0.019,-0.014,0.000,0.000,0.000,0.000
0,4.3591,2.1666,0.0081,-0.0021,-0.0029,0.0008,-0.71,0.84,-24.81,0,3.806,-0.072,-0.264,-0.131,0.016,-0.012,0.000,0.000,0.000,0.000
0,4.3599,2.1672,0.0081,0.0021,0.0002,0.0011,-0.73,0.86,-24.69,0,3.795,-0.043,0.018,-0.097,0.019,-0.012,0.000,0.000,0.000,0.000
0,4.3603,2.1677,0.0082,0.0054,0.0031,0.0018,-0.77,0.84,-24.56,0,3.801,-0.017,0.005,0.108,0.017,-0.012,0.000,0.000,0.000,0.000
0,4.3600,2.1679,0.0077,0.0031,0.0040,-0.0001,-0.75,0.85,-24.44,0,3.795,-0.179,-0.117,0.265,0.013,-0.013,0.000,0.000,0.000,0.000
0,4.3601,2.1678,0.0075,0.0038,0.0027,-0.0007,-0.73,0.84,-24.33,0,3.806,0.032,-0.100,-0.138,0.016,-0.010,0.000,0.000,0.000,0.000
0,4.3591,2.1666,0.0082,-0.0018,-0.0041,0.0037,-0.73,0.85,-24.20,0,3.795,0.073,-0.106,-0.267,0.016,-0.013,0.000,0.000,0.000,0.000
0,4.3591,2.1667,0.0092,-0.0013,-0.0036,0.0084,-0.72,0.85,-24.08,0,3.801,0.271,0.067,-0.176,0.015,-0.011,0.000,0.000,0.000,0.000
0,4.3592,2.1668,0.0090,-0.0002,-0.0023,0.0065,-0.71,0.84,-23.96,0,3.795,0.228,-0.075,0.093,0.016,-0.011,0.000,0.000,0.000,0.000
0,4.3593,2.1670,0.0093,0.0005,-0.0010,0.0069,-0.71,0.84,-23.84,0,3.801,-0.056,-0.036,0.218,0.015,-0.011,0.000,0.000,0.000,0.000
0,4.3621,2.1723,0.0104,0.0149,0.0257,0.0098,-0.94,0.82,-23.73,0,3.795,-0.379,0.366,0.161,0.015,-0.011,0.000,0.000,0.000,0.000
0,4.3621,2.1723,0.0092,0.0120,0.0214,0.0025,-0.93,0.81,-23.61,0,3.806,-0.150,0.039,-0.334,0.017,-0.009,0.000,0.000,0.000,0.000
0,4.3623,2.1722,0.0079,0.0105,0.0163,-0.0027,-0.83,0.83,-23.50,0,3.795,0.048,-0.017,0.054,0.017,-0.013,0.000,0.000,0.000,0.000
0,4.3624,2.1723,0.0070,0.0090,0.0129,-0.0053,-0.86,0.84,-23.38,0,3.806,-0.398,0.194,-0.095,0.016,-0.012,0.000,0.000,0.000,0.000
0,4.3626,2.1728,0.0082,0.0088,0.0123,0.0025,-0.77,0.82,-23.26,0,3.795,-0.257,0.209,0.461,0.018,-0.010,0.000,0.000,0.000,0.000
0,4.3634,2.1736,0.0078,0.0116,0.0132,-0.0001,-0.78,0.82,-23.15,0,3.801,0.019,-0.078,-0.130,0.016,-0.010,0.000,0.000,0.000,0.000
0,4.3625,2.1726,0.0074,0.0054,0.0055,-0.0007,-0.70,0.84,-23.04,0,3.795,-0.051,-0.312,-0.178,0.015,-0.014,0.000,0.000,0.000,0.000
0,4.3621,2.1729,0.0078,0.0024,0.0048,0.0016,-0.69,0.83,-22.92,0,3.801,0.259,-0.077,0.010,0.017,-0.011,0.000,0.000,0.000,0.000
0,4.3626,2.1726,0.0098,0.0044,0.0014,0.0111,-0.67,0.83,-22.80,0,3.795,-0.052,0.171,0.057,0.016,-0.013,0.000,0.000,0.000,0.000
0,4.3628,2.1734,0.0089,0.0046,0.0051,0.0044,-0.66,0.83,-22.69,0,3.801,-0.569,-0.083,0.262,0.017,-0.012,0.000,0.000,0.000,0.000
51,4.3631,2.1742,0.0073,0.0053,0.0079,-0.0028,-0.66,0.85,-22.58,0,3.795,-0.341,-0.078,0.212,0.020,-0.012,0.000,0.000,0.000,0.000
102,4.3631,2.1740,0.0071,0.0043,0.0050,-0.0026,-0.64,0.86,-22.46,0,3.801,-0.053,-0.095,0.278,0.017,-0.011,0.000,0.000,0.000,0.000
153,4.3627,2.1732,0.0075,0.0039,0.0002,0.0006,-0.70,0.84,-22.35,0,3.795,0.148,-0.123,-0.173,0.017,-0.010,0.000,0.000,0.000,0.000
205,4.3628,2.1741,0.0063,0.0045,0.0041,-0.0046,-0.66,0.85,-22.24,0,3.806,-0.174,-0.117,-0.005,0.015,-0.012,0.000,0.000,0.000,0.000
255,4.3626,2.1735,0.0065,0.0033,0.0014,-0.0023,-0.63,0.85,-22.13,0,3.795,-0.173,-0.010,-0.067,0.017,-0.012,0.000,0.000,0.000,0.000
306,4.3620,2.1731,0.0077,-0.0009,-0.0011,0.0039,-0.64,0.85,-22.02,0,3.801,-0.049,0.241,-0.077,0.016,-0.011,0.000,0.000,0.000,0.000
357,4.3626,2.1735,0.0071,0.0028,0.0014,0.0009,-0.64,0.84,-21.91,0,3.795,-0.068,0.007,0.085,0.016,-0.012,0.000,0.000,0.000,0.000
408,4.3632,2.1740,0.0076,0.0059,0.0034,0.0039,-0.68,0.85,-21.80,0,3.801,-0.111,-0.155,-0.104,0.016,-0.012,0.000,0.000,0.000,0.000
459,4.3623,2.1728,0.0075,0.0003,-0.0033,0.0035,-0.64,0.84,-21.69,0,3.795,0.025,-0.035,-0.090,0.014,-0.013,0.000,0.000,0.000,0.000
510,4.3632,2.1735,0.0070,0.0053,0.0008,0.0009,-0.64,0.84,-21.59,0,3.801,-0.177,0.028,0.383,0.016,-0.010,0.000,0.000,0.000,0.000
561,4.3625,2.1727,0.0085,0.0007,-0.0036,0.0083,-0.67,0.86,-21.48,0,3.795,-0.012,-0.122,-0.090,0.016,-0.014,0.000,0.000,0.000,0.000
612,4.3623,2.1728,0.0076,-0.0003,-0.0037,0.0024,-0.71,0.87,-21.37,0,3.801,-0.137,-0.077,-0.033,0.016,-0.012,0.000,0.000,0.000,0.000
664,4.3625,2.1734,0.0070,0.0013,-0.0012,-0.0002,-0.69,0.85,-21.27,0,3.795,0.064,0.109,-0.133,0.018,-0.011,0.000,0.000,0.000,0.000
715,4.3625,2.1727,0.0066,0.0009,-0.0045,-0.0011,-0.68,0.82,-21.16,0,3.801,0.000,0.205,0.041,0.017,-0.010,0.000,0.000,0.000,0.000
766,4.3625,2.1728,0.0086,0.0015,-0.0045,0.0089,-0.65,0.84,-21.05,0,3.795,0.102,-0.091,-0.016,0.016,-0.011,0.000,0.000,0.000,0.000
816,4.3621,2.1736,0.0087,-0.0004,0.0007,0.0074,-0.66,0.86,-20.95,0,3.806,-0.141,-0.122,-0.058,0.017,-0.011,0.000,0.000,0.000,0.000
867,4.3624,2.1730,0.0073,0.0015,-0.0027,0.0004,-0.66,0.85,-20.84,0,3.795,-0.374,-0.066,0.112,0.016,-0.013,0.000,0.000,0.000,0.000
918,4.3623,2.1728,0.0067,0.0006,-0.0040,-0.0022,-0.65,0.85,-20.74,0,3.801,-0.121,0.019,0.101,0.016,-0.010,0.000,0.000,0.000,0.000
969,4.3623,2.1727,0.0073,0.0014,-0.0044,0.0029,-0.72,0.82,-20.64,0,3.795,0.001,0.098,0.009,0.015,-0.011,0.000,0.000,0.000,0.000
1020,4.3624,2.1794,0.0073,0.0011,0.0290,0.0023,-0.87,0.93,-20.54,0,3.801,0.087,-0.049,0.053,0.017,-0.012,0.000,0.000,0.000,0.000
1071,4.3628,2.1805,0.0073,0.0037,0.0303,0.0025,-0.83,0.93,-20.44,0,3.795,-0.042,0.124,-0.049,0.016,-0.011,0.000,0.000,0.000,0.000
1122,4.3617,2.1780,0.0074,-0.0020,0.0141,0.0028,-0.78,0.88,-20.35,0,3.801,0.041,0.027,0.075,0.018,-0.012,0.000,0.000,0.000,0.000
1173,4.3626,2.1791,0.0069,0.0022,0.0161,0.0001,-0.75,0.91,-20.25,0,3.795,-0.005,-0.111,-0.087,0.015,-0.013,0.000,0.000,0.000,0.000
1224,4.3625,2.1787,0.0065,0.0008,0.0110,-0.0011,-0.73,0.88,-20.13,0,3.801,-0.205,0.199,0.289,0.013,-0.012,0.000,0.000,0.000,0.000
1275,4.3607,2.1749,0.0063,-0.0077,-0.0101,-0.0013,-0.56,0.87,-20.04,0,3.795,-0.126,-0.191,-0.147,0.016,-0.011,0.000,0.000,0.000,0.000
1326,4.3610,2.1741,0.0062,-0.0053,-0.0119,-0.0007,-0.60,0.87,-19.94,0,3.801,0.221,-0.197,-0.366,0.016,-0.012,0.000,0.000,0.000,0.000
1377,4.3613,2.1750,0.0071,-0.0020,-0.0059,0.0046,-0.63,0.84,-19.83,0,3.795,0.070,0.067,0.313,0.018,-0.012,0.000,0.000,0.000,0.000
1429,4.3610,2.1740,0.0063,-0.0035,-0.0098,0.0006,-0.61,0.85,-19.75,0,3.801,-0.280,0.134,-0.028,0.017,-0.013,0.000,0.000,0.000,0.000
1480,4.3614,2.1744,0.0057,-0.0005,-0.0065,-0.0017,-0.61,0.86,-19.63,0,3.795,0.065,0.061,0.239,0.018,-0.013,0.000,0.000,0.000,0.000
1530,4.3609,2.1744,0.0050,-0.0026,-0.0067,-0.0039,-0.70,0.85,-19.55,0,3.801,-0.210,0.005,-0.172,0.016,-0.014,0.000,0.000,0.000,0.000
1582,4.3611,2.1743,0.0073,-0.0009,-0.0069,0.0080,-0.65,0.84,-19.45,0,3.795,-0.292,-0.121,-0.036,0.015,-0.014,0.000,0.000,0.000,0.000
1632,4.3615,2.1741,0.0070,0.0017,-0.0066,0.0055,-0.66,0.85,-19.36,0,3.801,-0.085,-0.131,0.315,0.017,-0.012,0.000,0.000,0.000,0.000
1683,4.3607,2.1744,0.0072,-0.0020,-0.0040,0.0057,-0.67,0.87,-19.26,0,3.795,-0.096,0.129,-0.193,0.017,-0.011,0.000,0.000,0.000,0.000
1735,4.3615,2.1761,0.0079,0.0027,0.0056,0.0083,-0.67,0.86,-19.17,0,3.442,-0.851,0.563,-1.787,0.013,-0.012,0.000,0.000,0.000,0.000
1785,4.3616,2.1757,0.0084,0.0028,0.0053,0.0093,-0.66,0.84,-19.12,0,3.500,-1.586,0.617,-0.034,0.005,-0.015,0.000,0.000,0.000,0.000
1836,4.3609,2.1746,0.0076,-0.0052,0.0067,0.0035,-0.73,0.84,-19.11,0,3.552,1.514,-2.184,-8.695,0.030,0.034,0.000,0.000,0.000,0.000
1887,4.3614,2.1747,0.0071,-0.0064,0.0120,0.0020,-0.73,0.86,-19.36,0,3.574,-13.666,10.831,-0.151,0.020,-0.090,0.000,0.000,0.000,0.000
1939,4.3626,2.1761,0.0062,-0.0022,0.0239,-0.0003,-0.91,0.56,-19.72,0,3.589,-9.632,6.898,7.442,-0.016,-0.022,0.000,0.000,0.000,0.000
1990,4.3600,2.1759,0.0067,-0.0159,0.0267,0.0003,-0.91,0.64,-19.48,0,3.589,1.346,-2.734,24.587,0.006,-0.047,0.000,0.000,0.000,0.000
2041,4.3606,2.1849,0.0080,-0.0117,0.0724,0.0083,-1.30,0.59,-18.14,0,3.595,6.800,-9.129,-8.308,0.039,-0.009,0.000,0.000,0.000,0.000
2092,4.3636,2.1982,0.0068,0.0038,0.1340,0.0011,-1.45,0.80,-18.09,0,3.589,-8.947,10.871,13.987,0.009,-0.000,0.000,0.000,0.000,0.000
2144,4.3671,2.2091,0.0072,0.0184,0.1679,0.0031,-1.94,0.45,-17.47,0,3.595,8.801,-8.656,11.336,0.006,-0.027,0.000,0.000,0.000,0.000
2196,4.3693,2.2214,0.0067,0.0249,0.2008,0.0021,-1.66,0.84,-16.89,0,3.589,4.536,-2.814,4.273,0.010,-0.028,0.000,0.000,0.000,0.000
2247,4.3715,2.2328,0.0067,0.0267,0.2207,0.0029,-1.52,0.85,-16.65,0,3.595,1.668,-0.117,5.183,0.011,-0.017,0.000,0.000,0.000,0.000
2298,4.3710,2.2339,0.0091,0.0160,0.1834,0.0174,-1.04,0.80,-16.42,0,3.589,3.334,-4.185,2.198,0.013,-0.018,0.000,0.000,0.000,0.000
2350,4.3716,2.2336,0.0096,0.0140,0.1462,0.0169,-0.69,0.69,-16.21,0,3.589,-1.094,4.523,3.416,0.012,-0.012,0.000,0.000,0.000,0.000
2401,4.3710,2.2321,0.0104,0.0061,0.1099,0.0179,-0.43,0.58,-16.00,0,3.584,0.947,1.805,7.072,0.009,-0.018,0.000,0.000,0.000,0.000
2452,4.3640,2.2242,0.0096,-0.0333,0.0494,0.0132,0.26,1.04,-15.59,0,3.584,2.385,3.565,6.784,0.017,-0.029,0.000,0.000,0.000,0.000
2503,4.3483,2.2215,0.0086,-0.1064,0.0249,0.0121,0.62,1.19,-15.23,0,3.568,-13.677,13.492,10.480,0.015,0.003,0.000,0.000,0.000,0.000
2555,4.3385,2.2126,0.0072,-0.1379,-0.0262,-0.0019,0.62,0.92,-14.72,0,3.574,6.424,4.794,6.945,0.011,-0.021,0.000,0.000,0.000,0.000
2606,4.3312,2.2045,0.0063,-0.1486,-0.0616,0.0022,0.82,0.76,-14.31,0,3.568,-14.254,16.715,3.176,0.008,-0.016,0.000,0.000,0.000,0.000
2657,4.3240,2.1986,0.0062,-0.1540,-0.0803,0.0013,0.45,0.02,-14.15,0,3.568,-4.143,-4.894,-9.377,0.016,-0.019,0.000,0.000,0.000,0.000
2708,4.3246,2.1961,0.0073,-0.1206,-0.0772,0.0111,0.33,-0.54,-14.60,0,3.563,12.313,-8.404,-22.577,0.017,-0.025,0.000,0.000,0.000,0.000
2759,4.3284,2.1970,0.0096,-0.0776,-0.0589,0.0199,0.03,-0.86,-15.60,0,3.568,-0.521,3.546,-20.853,-0.001,-0.013,0.000,0.000,0.000,0.000
