time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.8587,0.5192,0.0084,0.0031,-0.0010,-0.0006,-0.50,0.06,14.06,0,3.748,-0.313,0.043,-0.101,0.003,-0.009,0.000,0.000,0.000,0.000
51,-0.8586,0.5190,0.0091,0.0032,-0.0028,0.0029,-0.46,0.06,13.99,0,3.743,-0.188,0.236,0.089,0.002,-0.008,0.000,0.000,0.000,0.000
102,-0.8593,0.5192,0.0096,-0.0009,-0.0010,0.0053,-0.43,0.03,13.92,0,3.743,0.124,0.279,-0.272,0.002,-0.007,0.000,0.000,0.000,0.000
153,-0.8587,0.5192,0.0100,0.0026,-0.0011,0.0065,-0.51,0.06,13.85,0,3.743,-0.147,0.157,0.156,0.001,-0.009,0.000,0.000,0.000,0.000
204,-0.8591,0.5183,0.0089,0.0001,-0.0061,-0.0001,-0.51,0.08,13.78,0,3.743,-0.156,0.136,0.257,0.002,-0.009,0.000,0.000,0.000,0.000
255,-0.8592,0.5195,0.0085,0.0002,0.0009,-0.0015,-0.51,0.11,13.72,0,3.743,-0.126,0.161,0.094,0.003,-0.008,0.000,0.000,0.000,0.000
306,-0.8567,0.5187,0.0092,0.0135,-0.0040,0.0026,-0.40,0.01,13.65,0,3.748,-0.028,-0.105,0.132,0.002,-0.008,0.000,0.000,0.000,0.000
357,-0.8567,0.5185,0.0092,0.0111,-0.0040,0.0027,-0.42,0.02,13.58,0,3.743,-0.069,0.040,0.178,0.004,-0.009,0.000,0.000,0.000,0.000
408,-0.8562,0.5182,0.0092,0.0118,-0.0047,0.0019,-0.43,0.05,13.53,0,3.743,0.032,-0.028,-0.002,0.001,-0.010,0.000,0.000,0.000,0.000
459,-0.8572,0.5185,0.0097,0.0040,-0.0017,0.0042,-0.44,0.05,13.45,0,3.743,-0.128,-0.010,-0.039,0.002,-0.007,0.000,0.000,0.000,0.000
510,-0.8556,0.5183,0.0095,0.0127,-0.0023,0.0029,-0.45,0.02,13.39,0,3.743,0.145,-0.039,0.217,0.002,-0.007,0.000,0.000,0.000,0.000
561,-0.8560,0.5181,0.0090,0.0081,-0.0030,0.0000,-0.46,0.06,13.33,0,3.743,0.203,-0.061,-0.159,0.002,-0.007,0.000,0.000,0.000,0.000
612,-0.8557,0.5182,0.0081,0.0077,-0.0021,-0.0040,-0.46,0.08,13.26,0,3.743,-0.065,-0.254,-0.169,0.005,-0.008,0.000,0.000,0.000,0.000
663,-0.8562,0.5180,0.0093,0.0038,-0.0018,0.0029,-0.47,0.09,13.21,0,3.743,-0.051,0.103,-0.148,-0.000,-0.009,0.000,0.000,0.000,0.000
714,-0.8552,0.5182,0.0079,0.0074,-0.0002,-0.0043,-0.47,0.09,13.14,0,3.743,-0.007,0.005,-0.142,0.001,-0.009,0.000,0.000,0.000,0.000
765,-0.8557,0.5181,0.0078,0.0034,-0.0007,-0.0030,-0.47,0.12,13.07,0,3.743,-0.046,-0.169,0.092,0.000,-0.008,0.000,0.000,0.000,0.000
816,-0.8563,0.5180,0.0078,-0.0003,-0.0016,-0.0016,-0.47,0.13,13.01,0,3.743,-0.445,-0.151,0.370,0.003,-0.008,0.000,0.000,0.000,0.000
867,-0.8557,0.5181,0.0083,0.0039,-0.0012,0.0013,-0.49,0.13,12.95,0,3.743,-0.373,0.086,-0.088,0.002,-0.008,0.000,0.000,0.000,0.000
918,-0.8561,0.5180,0.0087,0.0013,-0.0013,0.0031,-0.55,0.14,12.89,0,3.748,-0.065,0.303,0.121,-0.001,-0.008,0.000,0.000,0.000,0.000
969,-0.8563,0.5178,0.0090,0.0003,-0.0025,0.0037,-0.46,0.11,12.82,0,3.743,0.051,-0.143,0.261,0.002,-0.009,0.000,0.000,0.000,0.000
1020,-0.8553,0.5183,0.0091,0.0054,0.0005,0.0042,-0.48,0.10,12.76,0,3.743,-0.186,0.295,0.428,0.002,-0.008,0.000,0.000,0.000,0.000
