time_ms,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,roll,pitch,yaw,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rate_roll,rate_pitch,rate_yaw
0,-0.8692,-0.0754,0.0057,0.0035,-0.0018,-0.0119,-0.41,0.46,-2.33,0,3.795,-0.274,0.289,0.156,0.006,-0.008,0.000,0.000,0.000,0.000
50,-0.8685,-0.0756,0.0077,0.0067,-0.0026,0.0024,-0.41,0.46,-2.32,0,3.790,-0.030,-0.022,0.319,0.005,-0.007,0.000,0.000,0.000,0.000
102,-0.8699,-0.0748,0.0092,0.0000,0.0015,0.0102,-0.42,0.41,-2.31,0,3.795,0.006,0.368,-0.001,0.008,-0.006,0.000,0.000,0.000,0.000
152,-0.8691,-0.0755,0.0094,0.0047,-0.0017,0.0091,-0.42,0.37,-2.29,0,3.790,-0.267,0.038,-0.101,0.006,-0.006,0.000,0.000,0.000,0.000
203,-0.8709,-0.0753,0.0091,-0.0058,-0.0004,0.0055,-0.43,0.44,-2.28,0,3.795,0.069,0.119,0.107,0.009,-0.007,0.000,0.000,0.000,0.000
254,-0.8695,-0.0753,0.0080,0.0027,-0.0002,-0.0021,-0.43,0.43,-2.26,0,3.790,-0.007,-0.028,0.126,0.005,-0.008,0.000,0.000,0.000,0.000
306,-0.8692,-0.0753,0.0084,0.0034,0.0005,0.0013,-0.42,0.37,-2.25,0,3.795,-0.144,-0.075,-0.107,0.005,-0.005,0.000,0.000,0.000,0.000
356,-0.8695,-0.0755,0.0096,0.0012,-0.0002,0.0073,-0.46,0.40,-2.24,0,3.790,-0.013,0.039,0.083,0.010,-0.008,0.000,0.000,0.000,0.000
407,-0.8690,-0.0753,0.0083,0.0049,0.0013,-0.0011,-0.45,0.39,-2.23,0,3.795,-0.081,-0.182,0.099,0.007,-0.007,0.000,0.000,0.000,0.000
458,-0.8688,-0.0753,0.0091,0.0060,0.0008,0.0032,-0.42,0.38,-2.21,0,3.790,0.015,-0.102,0.241,0.007,-0.006,0.000,0.000,0.000,0.000
509,-0.8690,-0.0753,0.0083,0.0043,0.0010,-0.0013,-0.42,0.42,-2.20,0,3.795,0.022,0.165,-0.001,0.008,-0.009,0.000,0.000,0.000,0.000
560,-0.8690,-0.0753,0.0082,0.0042,0.0007,-0.0018,-0.41,0.40,-2.19,0,3.790,-0.023,0.101,0.062,0.008,-0.008,0.000,0.000,0.000,0.000
611,-0.8707,-0.0753,0.0072,-0.0039,0.0003,-0.0059,-0.45,0.36,-2.18,0,3.795,0.125,0.026,-0.070,0.009,-0.008,0.000,0.000,0.000,0.000
662,-0.8691,-0.0753,0.0065,0.0058,-0.0008,-0.0080,-0.41,0.34,-2.16,0,3.790,0.056,-0.072,-0.263,0.009,-0.006,0.000,0.000,0.000,0.000
713,-0.8699,-0.0753,0.0069,0.0017,-0.0001,-0.0044,-0.42,0.42,-2.15,0,3.795,-0.008,-0.003,0.045,0.007,-0.006,0.000,0.000,0.000,0.000
764,-0.8693,-0.0753,0.0073,0.0051,-0.0001,-0.0009,-0.44,0.40,-2.14,0,3.795,-0.117,-0.312,0.160,0.008,-0.007,0.000,0.000,0.000,0.000
815,-0.8703,-0.0750,0.0085,-0.0004,0.0009,0.0056,-0.41,0.35,-2.13,0,3.795,0.146,-0.134,-0.240,0.010,-0.007,0.000,0.000,0.000,0.000
866,-0.8691,-0.0753,0.0089,0.0055,-0.0008,0.0066,-0.40,0.44,-2.11,0,3.795,-0.155,0.045,0.204,0.008,-0.007,0.000,0.000,0.000,0.000
917,-0.8700,-0.0750,0.0088,0.0000,0.0007,0.0045,-0.42,0.36,-2.10,0,3.795,-0.134,-0.166,0.271,0.009,-0.005,0.000,0.000,0.000,0.000
968,-0.8696,-0.0752,0.0090,0.0023,-0.0009,0.0050,-0.44,0.40,-2.09,0,3.790,-0.032,-0.030,-0.091,0.006,-0.007,0.000,0.000,0.000,0.000
1019,-0.8698,-0.0750,0.0079,0.0017,0.0003,-0.0010,-0.41,0.43,-2.08,0,3.795,-0.142,0.245,0.028,0.007,-0.005,0.000,0.000,0.000,0.000
1070,-0.8690,-0.0752,0.0084,0.0069,-0.0008,0.0017,-0.41,0.34,-2.07,0,3.795,0.040,0.173,0.039,0.009,-0.008,0.000,0.000,0.000,0.000
1121,-0.8687,-0.0750,0.0070,0.0071,0.0008,-0.0058,-0.42,0.43,-2.06,0,3.795,0.037,0.145,-0.131,0.007,-0.005,0.000,0.000,0.000,0.000
1172,-0.8685,-0.0753,0.0064,0.0074,-0.0007,-0.0070,-0.43,0.41,-2.05,0,3.795,-0.202,0.063,0.296,0.008,-0.009,0.000,0.000,0.000,0.000
1223,-0.8688,-0.0750,0.0065,0.0062,0.0005,-0.0043,-0.45,0.42,-2.03,0,3.795,-0.238,0.233,0.182,0.010,-0.006,0.000,0.000,0.000,0.000
1274,-0.8692,-0.0752,0.0071,0.0039,-0.0009,0.0000,-0.41,0.35,-2.02,0,3.795,-0.077,-0.007,-0.102,0.006,-0.006,0.000,0.000,0.000,0.000
1325,-0.8688,-0.0750,0.0075,0.0064,0.0007,0.0025,-0.42,0.43,-2.01,0,3.795,-0.376,-0.327,-0.196,0.008,-0.009,0.000,0.000,0.000,0.000
1377,-0.8688,-0.0752,0.0096,0.0060,-0.0011,0.0129,-0.45,0.39,-2.00,0,3.795,-0.174,-0.099,-0.121,0.008,-0.007,0.000,0.000,0.000,0.000
1427,-0.8704,-0.0750,0.0098,-0.0023,-0.0001,0.0109,-0.44,0.39,-1.99,0,3.795,0.144,0.090,-0.202,0.008,-0.010,0.000,0.000,0.000,0.000
1479,-0.8706,-0.0752,0.0094,-0.0030,-0.0020,0.0064,-0.43,0.40,-1.98,0,3.790,0.088,0.118,-0.169,0.007,-0.007,0.000,0.000,0.000,0.000
1529,-0.8706,-0.0752,0.0094,-0.0029,-0.0022,0.0054,-0.43,0.39,-1.97,0,3.795,-0.012,0.012,-0.134,0.008,-0.009,0.000,0.000,0.000,0.000
1580,-0.8687,-0.0752,0.0094,0.0077,-0.0025,0.0042,-0.41,0.43,-1.97,0,3.790,0.121,0.308,-0.086,0.007,-0.006,0.000,0.000,0.000,0.000
1631,-0.8688,-0.0752,0.0099,0.0066,-0.0020,0.0061,-0.41,0.42,-1.95,0,3.795,-0.101,0.184,-0.096,0.008,-0.009,0.000,0.000,0.000,0.000
1682,-0.8708,-0.0752,0.0088,-0.0048,-0.0015,-0.0005,-0.41,0.45,-1.94,0,3.790,-0.133,0.096,-0.046,0.009,-0.004,0.000,0.000,0.000,0.000
1734,-0.8706,-0.0750,0.0089,-0.0036,-0.0005,0.0008,-0.42,0.35,-1.93,0,3.795,0.056,0.108,-0.198,0.007,-0.007,0.000,0.000,0.000,0.000
1784,-0.8692,-0.0752,0.0081,0.0033,-0.0018,-0.0030,-0.41,0.40,-1.92,0,3.790,-0.142,0.073,0.053,0.008,-0.005,0.000,0.000,0.000,0.000
1836,-0.8694,-0.0752,0.0089,0.0021,-0.0019,0.0017,-0.41,0.39,-1.91,0,3.795,-0.114,0.159,0.176,0.007,-0.005,0.000,0.000,0.000,0.000
1886,-0.8694,-0.0752,0.0086,0.0024,-0.0012,-0.0000,-0.41,0.36,-1.90,0,3.790,-0.230,0.078,0.138,0.007,-0.007,0.000,0.000,0.000,0.000
1937,-0.8685,-0.0752,0.0088,0.0067,-0.0014,0.0015,-0.44,0.39,-1.89,0,3.795,0.141,-0.043,-0.037,0.008,-0.005,0.000,0.000,0.000,0.000
1988,-0.8696,-0.0750,0.0072,0.0006,0.0001,-0.0062,-0.43,0.40,-1.87,0,3.790,-0.423,-0.014,0.287,0.009,-0.008,0.000,0.000,0.000,0.000
2040,-0.8687,-0.0752,0.0069,0.0058,-0.0008,-0.0056,-0.42,0.39,-1.86,0,3.795,0.089,0.050,-0.043,0.008,-0.010,0.000,0.000,0.000,0.000
2090,-0.8703,-0.0752,0.0073,-0.0038,-0.0002,-0.0018,-0.42,0.41,-1.85,0,3.795,0.132,0.009,-0.167,0.009,-0.007,0.000,0.000,0.000,0.000
