time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0.046,-0.0016289027407765388,0.016609111800789833,0.879484236240387,0.045205116271972656,0.32206085324287415,-0.10306047648191452,3.6483142375946045,2.2467994689941406,-1.5454485416412354,0.0002578060666564852,3.9536657333374023,82.21385192871094,3.8370933532714844,-3.742353677749634,-0.004721270874142647,-0.017647581174969673,1.0489107370376587
0.096,-0.002029595198109746,0.036749809980392456,0.876154363155365,0.024457398802042007,0.3099021017551422,-0.09223631769418716,6.55615758895874,2.2928736209869385,-1.7434570789337158,0.00030664537916891277,3.9536657333374023,67.27922058105469,2.1643624305725098,-4.346224308013916,-0.004063873086124659,-0.022272532805800438,1.068611979484558
0.147,-0.0024039014242589474,0.05402486026287079,0.8743283152580261,0.0014513344503939152,0.27069222927093506,-0.05659082904458046,7.877993583679199,2.42726993560791,-1.9169657230377197,0.0005759224877692759,3.9536657333374023,31.76417350769043,-2.736006021499634,-3.752906322479248,0.004299805965274572,-0.009115866385400295,1.0858378410339355
0.196,-0.002327717375010252,0.061122335493564606,0.8754807114601135,-0.02227364294230938,0.21072544157505035,-0.01967938058078289,9.019253730773926,1.6097971200942993,-1.902146339416504,0.0006347924354486167,3.9642229080200195,16.8712100982666,9.032798767089844,-1.8618818521499634,-0.003926461096853018,-0.007730962708592415,1.080886721611023
0.246,-0.015583454631268978,0.06992886960506439,0.8792226314544678,-0.04274790361523628,0.1330387443304062,0.01955866813659668,11.025826454162598,-0.30207106471061707,-1.5885666608810425,0.0002285385417053476,3.969501495361328,37.818729400634766,36.770755767822266,-1.0437325239181519,0.001394697348587215,-0.01454339548945427,1.0688707828521729
0.296,-0.022701939567923546,0.06248059868812561,0.8854205012321472,-0.06585070490837097,0.05001959204673767,0.049658142030239105,13.108747482299805,-2.9583091735839844,-0.9663487672805786,0.0001538224460091442,3.9747800827026367,44.99140548706055,53.674800872802734,0.7397744059562683,0.000526591029483825,-0.001358912792056799,1.0399001836776733
0.351,-0.025158163160085678,0.05703415721654892,0.8904323577880859,-0.06076541543006897,-0.06239621341228485,0.06809074431657791,13.544471740722656,-5.823958396911621,-0.20601283013820648,9.010613575810567e-05,3.9747800827026367,19.9020938873291,58.656761169433594,1.5221630334854126,-0.002509331563487649,-0.019098779186606407,1.0104402303695679
0.396,-0.036725178360939026,0.03744882717728615,0.8970154523849487,-0.027689194306731224,-0.1761777251958847,0.06403550505638123,12.170313835144043,-8.257784843444824,0.4837345778942108,-1.4141066458250862e-05,3.9800586700439453,-22.822494506835938,54.58599090576172,2.3546805381774902,0.0002934957155957818,0.00529314624145627,0.9955231547355652
0.446,-0.03228096663951874,0.008843016810715199,0.9010061621665955,0.016894400119781494,-0.29542872309684753,0.059832822531461716,10.44104290008545,-10.120569229125977,0.977532684803009,0.0002925959415733814,3.9747800827026367,-39.182193756103516,41.29955291748047,3.028032064437866,-0.008136676624417305,-0.004712603986263275,0.979670524597168
0.496,-0.027495073154568672,-0.024629417806863785,0.9025444388389587,0.09437278658151627,-0.4029097557067871,0.04380222409963608,9.040444374084473,-11.432767868041992,1.3290036916732788,0.00026900548255071044,3.9800586700439453,-32.69812774658203,29.884021759033203,2.7960824966430664,-0.0008433129405602813,0.013688193634152412,0.9796550869941711
0.546,-0.018619704991579056,-0.05827946588397026,0.902268648147583,0.18149250745773315,-0.49687421321868896,0.01892140321433544,7.502903461456299,-11.91036319732666,1.4166291952133179,0.000399643526179716,3.9747800827026367,-30.6943302154541,12.00667953491211,1.1053752899169922,-0.005039956886321306,0.027035851031541824,0.9766305088996887
0.596,-0.0006279824883677065,-0.09331804513931274,0.901128888130188,0.2769929766654968,-0.5743067264556885,-0.006847808137536049,5.61337947845459,-11.94336986541748,1.2915692329406738,0.000625169079285115,3.969501495361328,-35.47706985473633,0.76290363073349,-2.804781913757324,-0.019945843145251274,0.015153542160987854,0.9948374032974243
0.646,0.026633400470018387,-0.139640212059021,0.8987906575202942,0.3810601532459259,-0.6359158754348755,-0.02213742770254612,3.9320132732391357,-11.983846664428711,1.1333677768707275,0.00040284005808643997,3.9642229080200195,-38.64026641845703,2.4005370140075684,-2.9840874671936035,-0.015424566343426704,0.027031105011701584,1.012580394744873
0.696,0.04539772495627403,-0.1734502762556076,0.8984448313713074,0.4926620423793793,-0.6931367516517639,-0.030171671882271767,2.7483389377593994,-11.090555191040039,0.8847624063491821,0.0003142150235362351,3.969501495361328,-26.331140518188477,-7.632308483123779,-4.444412708282471,-0.023231856524944305,0.024899406358599663,1.0275269746780396
0.745,0.08741118013858795,-0.22164711356163025,0.8974789977073669,0.5850207805633545,-0.7189363837242126,-0.021544748917222023,1.6106104850769043,-9.461895942687988,0.6166578531265259,0.0009971818653866649,3.9642229080200195,-21.082008361816406,-33.37981033325195,-3.2016587257385254,-0.025536246597766876,0.01744253933429718,1.0283458232879639
