# meta:usd_source=gl_03
# meta:usd_n_samples=3367
# meta:usd_rate_hz=101.1
time_s,x,y,z,roll_deg,pitch_deg,yaw_deg,vbat,gyro_x,gyro_y,gyro_z,rpm_m1,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,alp_raw_x,alp_raw_y,alp_raw_z
0.0,0.0,0.0,26.515419006347656,0.026384254917502403,0.04854601249098778,0.0050336699932813644,4.03812313079834,0.14383071660995483,0.2426498681306839,0.12213139981031418,0.0,0.0,0.0,0.0,0.8071279525756836,-0.6500720381736755,-0.5337068438529968,0.7696325778961182,-0.7702982425689697,-0.08770077675580978
0.009911,0.0,0.0,26.51259422302246,0.027797210961580276,0.052325040102005005,0.004947294946759939,4.032844543457031,-0.042018644511699677,0.18989792466163635,0.0475514754652977,0.0,0.0,0.0,0.0,-0.028162255883216858,1.7612576484680176,1.4603407382965088,-0.2126050442457199,2.1868207454681396,1.4594634771347046
0.019801,0.0,0.0,26.51661491394043,0.029697446152567863,0.05447081848978996,0.004752315580844879,4.032844543457031,0.013090075924992561,-0.03723299503326416,0.14678186178207397,0.0,0.0,0.0,0.0,-1.6868642568588257,-0.513154149055481,1.6199281215667725,-1.2910563945770264,-0.9964349865913391,0.8258073925971985
0.02971,0.0,0.0,26.520233154296875,0.032153960317373276,0.057745132595300674,0.004766206722706556,4.027565956115723,0.059928204864263535,-0.05232410505414009,-0.166499525308609,0.0,0.0,0.0,0.0,-0.3482944965362549,-1.6234779357910156,-1.701488971710205,-0.6588299870491028,-0.7036391496658325,-1.4962754249572754
0.039594,0.0,0.0,26.529504776000977,0.033211804926395416,0.06092596426606178,0.004859767388552427,4.027565956115723,0.0746096819639206,0.010043337941169739,-0.1827152669429779,0.0,0.0,0.0,0.0,0.7905653119087219,0.8917897343635559,-1.6451525688171387,0.9285459518432617,1.1276518106460571,-2.4094324111938477
0.049499,0.0,0.0,26.5378475189209,0.034545402973890305,0.06476089358329773,0.0034347327891737223,4.032844543457031,0.016484273597598076,0.09426015615463257,-0.006044798996299505,0.0,0.0,0.0,0.0,0.8202580213546753,0.2504316568374634,-0.35098177194595337,-0.026991764083504677,0.2550688683986664,-0.8869285583496094
0.059389,0.0,0.0,26.547544479370117,0.035004980862140656,0.06728508323431015,0.0036593270488083363,4.032844543457031,0.08611903339624405,0.30200526118278503,-0.03476322069764137,0.0,0.0,0.0,0.0,0.5399177670478821,1.6318718194961548,-0.7430854439735413,0.9253170490264893,-0.004926230292767286,0.12356048077344894
0.069303,0.0,0.0,26.556270599365234,0.036134812980890274,0.07133748382329941,0.00498511316254735,4.03812313079834,0.015086079947650433,-0.043673671782016754,0.0820954293012619,0.0,0.0,0.0,0.0,0.5555170178413391,0.6267712116241455,-0.11992979049682617,0.39005422592163086,1.352762222290039,-0.020323436707258224
0.079185,0.0,0.0,26.56084442138672,0.0370086207985878,0.07302016764879227,0.004353659693151712,4.03812313079834,-0.1346432864665985,0.07321053743362427,0.12169399857521057,0.0,0.0,0.0,0.0,-0.7717959880828857,0.15961357951164246,1.3167423009872437,-0.32913053035736084,0.08660251647233963,0.7654630541801453
0.089091,0.0,0.0,26.564960479736328,0.038082607090473175,0.07708899676799774,0.006409687455743551,4.03812313079834,-0.11630987375974655,0.049416620284318924,0.23637235164642334,0.0,0.0,0.0,0.0,-0.7166292071342468,1.6085129976272583,0.843885600566864,-1.3269134759902954,2.434896230697632,0.5689316391944885
