# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=15.0000
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4
0.029,0.10024198889732361,0.15201888978481293,0.04399598017334938,0.02502666413784027,0.0018579837633296847,-0.0005961123388260603,0.3977450430393219,-0.19379793107509613,-1.1855590343475342,0.0,4.096187591552734,0.3077413737773895,0.3464297354221344,-0.19789452850818634,0.006220621522516012,0.007123594172298908,0.9977177381515503,0.0,0.0,0.0,0.0
0.061,0.10024024546146393,0.15201914310455322,0.043994344770908356,0.02478996105492115,0.0016635290812700987,-0.0005528375040739775,0.39058488607406616,-0.17326326668262482,-1.1951096057891846,0.0,4.096187591552734,0.12362246960401535,0.06574714183807373,0.1914771944284439,0.004811042454093695,0.003969998098909855,1.0005030632019043,0.0,0.0,0.0,0.0
0.11,0.10023847967386246,0.15201403200626373,0.04399436339735985,0.02462819591164589,0.001185416360385716,-0.0005930637707933784,0.393688440322876,-0.18319424986839294,-1.191728115081787,0.0,4.096187591552734,0.07525548338890076,0.37464818358421326,0.011656614951789379,0.004756979178637266,0.0062359836883842945,0.9994997978210449,0.0,0.0,0.0,0.0
0.1602,0.10024311393499374,0.15201552212238312,0.043991174548864365,0.02534867264330387,0.001516440766863525,-0.0008282755152322352,0.39367392659187317,-0.18365252017974854,-1.1906901597976685,0.0,4.096187591552734,-0.0362662635743618,0.3723759651184082,0.08677662163972855,0.007574927993118763,0.0068085091188549995,1.0007166862487793,0.0,0.0,0.0,0.0
0.2102,0.10024254024028778,0.15201690793037415,0.043994687497615814,0.02516382932662964,0.001628328813239932,-0.00046807489707134664,0.3945196866989136,-0.18907330930233002,-1.188758134841919,0.0,4.096187591552734,0.2002977877855301,0.3305966556072235,-0.23757977783679962,0.006856484338641167,0.006698910612612963,1.0007420778274536,0.0,0.0,0.0,0.0
0.2601,0.10024168342351913,0.1520170271396637,0.04399694502353668,0.025002725422382355,0.0016735895769670606,-0.00025398191064596176,0.39478445053100586,-0.19063077867031097,-1.190307855606079,0.0,4.096187591552734,0.38155826926231384,0.15475313365459442,0.06128303334116936,0.005583665799349546,0.007945103570818901,0.9998849630355835,0.0,0.0,0.0,0.0
0.3101,0.10023711621761322,0.15201228857040405,0.04400433972477913,0.0240140613168478,0.0005211925599724054,0.0007482878863811493,0.3908807933330536,-0.18429413437843323,-1.1849850416183472,9.056665294338018e-05,3.721407651901245,0.08741604536771774,0.47138145565986633,-0.8025103211402893,0.009783931076526642,0.0068758707493543625,0.9966204166412354,5676.0,7171.0,8474.0,5829.0
0.3602,0.1001768633723259,0.15198813378810883,0.04401298984885216,0.02087453566491604,-0.0021534247789531946,0.0008161668665707111,0.38852959871292114,-0.1564621776342392,-1.1951974630355835,0.0003445439215283841,3.642228841781616,0.22552761435508728,0.2697524130344391,-0.5058751702308655,-0.00011053421621909365,0.025120483711361885,0.9988550543785095,13642.0,15364.0,15678.0,12804.0
0.4111,0.10019222646951675,0.1519629806280136,0.043970491737127304,0.01846221089363098,-0.004499498289078474,-0.003497484140098095,0.406642347574234,-0.16300785541534424,-1.3761680126190186,0.0005203100154176354,3.6897361278533936,-0.058185871690511703,-3.3543388843536377,9.740944862365723,0.0012573153944686055,0.016969755291938782,1.0145187377929688,18331.0,20215.0,20006.0,16882.0
0.4599,0.10016552358865738,0.15194201469421387,0.04399151727557182,0.01665467955172062,-0.006776226218789816,-0.002841540379449725,0.4337124526500702,-0.19266431033611298,-1.771653652191162,0.0007037913892418146,3.7002933025360107,3.185654640197754,1.4394986629486084,-18.415660858154297,0.0053407782688736916,-0.02615106664597988,0.9739319086074829,20682.0,24028.0,21865.0,20006.0
