time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,gyro_x,gyro_y,gyro_z
4.648,-0.5562009811401367,-0.35219910740852356,0.8709084987640381,-0.9389576315879822,0.06282909959554672,-0.040698353201150894,-8.907425880432129,-0.2648755609989166,-0.33904561400413513,-0.00029921173700131476,-0.9014280438423157,21.2872314453125,0.8656690716743469
4.698,-0.5878884792327881,-0.34239688515663147,0.8690712451934814,-0.9374486804008484,0.14661990106105804,-0.023017466068267822,-8.745997428894043,-1.1866000890731812,-0.39304104447364807,2.8182566893519834e-05,-1.873039960861206,15.046029090881348,1.0611934661865234
4.748,-0.6337116360664368,-0.321882039308548,0.873381495475769,-0.9112618565559387,0.22779858112335205,-0.00975540280342102,-8.328811645507812,-2.4414258003234863,-0.5392939448356628,-0.00028409052174538374,13.353975296020508,22.792274475097656,0.026308024302124977
4.800,-0.6691287159919739,-0.303923636674881,0.8774561882019043,-0.8948037624359131,0.3120635151863098,0.026272116228938103,-8.06739616394043,-3.6860992908477783,-0.6332160234451294,-0.000258110259892419,6.127918243408203,26.912513732910156,1.0239038467407227
4.848,-0.7063177824020386,-0.28074270486831665,0.8787506222724915,-0.8562139868736267,0.3835650086402893,0.047449175268411636,-7.703917026519775,-4.411329746246338,-0.6886633038520813,1.8399023247184232e-05,5.337863922119141,14.966418266296387,1.396590232849121
4.899,-0.7407874464988708,-0.2592185139656067,0.8747304677963257,-0.8151600956916809,0.45465993881225586,0.03678812086582184,-7.510379791259766,-5.3021135330200195,-0.7957206964492798,0.00014079714310355484,5.469195365905762,12.321374893188477,0.7998452186584473
4.947,-0.7658354640007019,-0.2347293645143509,0.8790697455406189,-0.7674725651741028,0.5173871517181396,-0.001113518956117332,-7.406071186065674,-6.407779693603516,-0.9111796021461487,-0.00020818474877160043,2.9025282859802246,23.707429885864258,-0.40245628356933594
5.002,-0.7989794611930847,-0.20312032103538513,0.8754512071609497,-0.7015829086303711,0.5749468803405762,0.015636567026376724,-7.286253929138184,-6.807469844818115,-1.033713459968567,-0.00013971273438073695,4.020168781280518,14.020198822021484,-1.8221842050552368
5.049,-0.8169569969177246,-0.16905176639556885,0.8780953288078308,-0.6427533030509949,0.6406775712966919,-0.00962749868631363,-7.3268656730651855,-7.080715179443359,-1.0274715423583984,0.00013654967187903821,-0.03088470734655857,6.078023910522461,-0.9961124062538147
5.100,-0.8333957195281982,-0.13834458589553833,0.8791379332542419,-0.5658234357833862,0.7025759220123291,0.003967330791056156,-6.829013347625732,-7.275604248046875,-1.0023728609085083,7.91830534581095e-05,0.31728824973106384,5.1208720207214355,-0.36320820450782776
5.150,-0.8465561866760254,-0.09518593549728394,0.877768337726593,-0.489340603351593,0.7561653256416321,0.008442968130111694,-5.732637405395508,-7.329882621765137,-0.9784634113311768,2.8122249204898253e-05,21.142215728759766,4.242551326751709,-0.3177714943885803
5.199,-0.8595721125602722,-0.05550895258784294,0.881499171257019,-0.4113277494907379,0.8170588612556458,0.0018803569255396724,-5.365913391113281,-7.141684055328369,-0.8571696877479553,0.00016794454131741077,10.564884185791016,-3.3678131103515625,0.4711504876613617
5.252,-0.871860921382904,-0.008885414339601994,0.8803972005844116,-0.33952972292900085,0.8595017194747925,0.01945546641945839,-4.841995716094971,-7.353592872619629,-0.8070818781852722,0.00025634447229094803,2.2005200386047363,-1.8648200035095215,1.6589657068252563
5.297,-0.8783117532730103,0.028240492567420006,0.8846016526222229,-0.272494375705719,0.9080035090446472,0.0067240702919662,-3.236685276031494,-7.667230129241943,-0.7179148197174072,-2.0080915419384837e-05,28.03103256225586,9.171608924865723,1.2495568990707397
5.350,-0.8820576667785645,0.07016311585903168,0.8847414255142212,-0.20143140852451324,0.9304667115211487,0.026744285598397255,-2.7425873279571533,-7.593423843383789,-0.6034908890724182,0.00023158338444773108,21.245651245117188,0.9175559282302856,1.737197756767273
