t_unix,rpm_m1,rpm_m2,rpm_m3,rpm_m4,motor_m1,marker
1784735493.4287503,774,725,632,712,0,0.0
1784735493.4382231,774,725,632,712,218,0.0
1784735493.4483626,774,725,632,712,218,0.0
1784735493.4578457,774,725,632,712,436,0.0
1784735493.4680445,774,725,632,712,436,0.0
1784735493.478344,774,725,632,712,654,0.0
1784735493.4877603,774,725,632,712,654,0.0
1784735493.4992166,774,725,632,712,872,0.0
1784735493.508266,0,0,632,0,872,0.0
1784735493.518486,0,0,632,0,1090,0.0
1784735493.5278466,0,0,632,0,1090,0.0
1784735493.5384867,0,0,632,0,1308,0.0
1784735493.5486932,0,0,632,0,1308,0.0
1784735493.5586917,0,0,632,0,1526,0.0
1784735493.5685,0,0,632,0,1526,0.0
1784735493.5783389,0,0,0,0,1526,0.0
1784735493.5879934,0,0,0,0,1744,0.0
1784735493.5985992,0,0,0,0,1744,0.0
1784735493.608452,0,0,0,0,1962,0.0
1784735493.6180785,0,0,0,0,1962,0.0
1784735493.6278262,0,0,0,0,2180,0.0
1784735493.6382844,0,0,0,0,2180,0.0
1784735493.6479895,0,0,0,0,2398,0.0
1784735493.6585324,0,0,0,0,2398,0.0
1784735493.6684628,0,0,0,0,2616,0.0
1784735493.677594,0,0,0,0,2616,0.0
1784735493.6886632,0,0,0,0,2834,0.0
1784735493.6979852,0,0,0,0,2834,0.0
1784735493.708571,0,0,0,0,3052,0.0
1784735493.7176907,0,0,0,0,3052,0.0
1784735493.7283976,0,0,0,0,3270,0.0
1784735493.738152,0,0,0,0,3270,0.0
1784735493.749022,0,0,0,0,3488,0.0
1784735493.7584786,1131,0,0,0,3488,0.0
1784735493.7678761,1131,0,0,0,3706,0.0
1784735493.7779465,2150,877,0,0,3706,0.0
1784735493.7882032,2150,877,971,0,3924,0.0
1784735493.7979708,1440,1529,2891,587,3924,0.0
1784735493.8081756,1636,1529,2891,587,4142,0.0
1784735493.818007,1636,1529,2891,847,4142,0.0
1784735493.8278692,2009,1401,2891,847,4360,0.0
