# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=20.0000
# meta:run_eval_mode=hlc_e
# meta:indi_kr=1050.0
# meta:indi_kw=87.0
# meta:indi_kr_z=1050.0
# meta:indi_kw_z=87.0
# meta:indi_fc_bw=70.0
# meta:indi_mass=0.0364
# meta:indi_kt1=1.4193e-10
# meta:indi_kt2=1.4534e-10
# meta:indi_kt3=1.4997e-10
# meta:indi_kt4=1.4655e-10
# meta:pos_kp_xy=40.0
# meta:pos_kp_z=30.0
# meta:pos_kv_xy=8.0
# meta:pos_kv_z=7.0
# meta:yaml_stabilizer_controller=6
# meta:yaml_ctrl_mode=0
# meta:takeoff_stabilizer_controller=6
# meta:takeoff_ctrl_mode=0
# meta:trajectory_stabilizer_controller=6
# meta:trajectory_ctrl_mode=0
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,alp_raw_x,alp_raw_y,alp_raw_z
0.0265,0.07085360586643219,0.18994852900505066,0.03801421448588371,-0.015418902970850468,-0.005385572090744972,0.0014103342546150088,0.36745762825012207,-0.5890706181526184,0.08371920138597488,0.0,3.816422462463379,-0.010753211565315723,0.20930582284927368,0.08663863688707352,-0.01626341976225376,0.005082142539322376,1.0012612342834473,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,0.866239070892334,1.8095972537994385,0.06027606129646301,-1.0693836212158203,-2.0927093029022217,-1.6969648599624634
0.0365,0.07085233926773071,0.1899476796388626,0.03801390156149864,-0.015488484874367714,-0.005644647870212793,0.0014267086517065763,0.36745762825012207,-0.5890706181526184,0.08371920138597488,0.0,3.816422462463379,-0.010753211565315723,0.20930582284927368,0.08663863688707352,-0.01626341976225376,0.005082142539322376,1.0012612342834473,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,0.19207918643951416,0.7045599222183228,0.7724960446357727,-0.7761768102645874,-0.08368910849094391,-0.5643836259841919
0.0454,0.07085152715444565,0.1899465173482895,0.03801364824175835,-0.015494528226554394,-0.005687180440872908,0.0013689033221453428,0.36745762825012207,-0.5890706181526184,0.08371920138597488,0.0,3.816422462463379,-0.010753211565315723,0.20930582284927368,0.08663863688707352,-0.01626341976225376,0.005082142539322376,1.0012612342834473,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,-1.78184974193573,1.1644283533096313,-0.7747459411621094,0.012242932803928852,-1.4263325929641724,-1.526289939880371
0.0525,0.07085108757019043,0.1899459809064865,0.03801342472434044,-0.015504325740039349,-0.00563420495018363,0.00138655595947057,0.36630550026893616,-0.5869907736778259,0.085098996758461,0.0,3.816422462463379,0.18957822024822235,0.3001786768436432,0.2061518430709839,-0.016255410388112068,0.006091677118092775,1.001269817352295,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,-1.0844991207122803,-1.6073542833328247,-2.150827169418335,2.0884742736816406,1.3708995580673218,2.5033018589019775
0.0554,0.07085062563419342,0.18994620442390442,0.03801354765892029,-0.015594127587974072,-0.005485273897647858,0.001463125110603869,0.36630550026893616,-0.5869907736778259,0.085098996758461,0.0,3.816422462463379,0.18957822024822235,0.3001786768436432,0.2061518430709839,-0.016255410388112068,0.006091677118092775,1.001269817352295,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,-0.9472543001174927,-0.12387463450431824,-0.46807703375816345,1.26919424533844,-0.2624853849411011,1.7286534309387207
0.0605,0.07084978371858597,0.18994705379009247,0.03801381215453148,-0.015757771208882332,-0.005332469008862972,0.0014703904744237661,0.36630550026893616,-0.5869907736778259,0.085098996758461,0.0,3.816422462463379,0.18957822024822235,0.3001786768436432,0.2061518430709839,-0.016255410388112068,0.006091677118092775,1.001269817352295,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,-0.9594331383705139,-0.06576213240623474,-1.6549404859542847,1.57180917263031,1.387241244316101,-0.11482647806406021
0.0665,0.07084879279136658,0.18994808197021484,0.03801357373595238,-0.015829473733901978,-0.005234713200479746,0.0013120743678882718,0.36630550026893616,-0.5869907736778259,0.085098996758461,0.0,3.816422462463379,0.18957822024822235,0.3001786768436432,0.2061518430709839,-0.016255410388112068,0.006091677118092775,1.001269817352295,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,0.8235651254653931,-0.017161421477794647,0.2601003646850586,-1.4783294200897217,-0.28874555230140686,0.1613507866859436
0.0755,0.07084836065769196,0.18994896113872528,0.038013193756341934,-0.01573530212044716,-0.005185282323509455,0.0013626847648993134,0.36630550026893616,-0.5869907736778259,0.085098996758461,0.0,3.816422462463379,0.18957822024822235,0.3001786768436432,0.2061518430709839,-0.016255410388112068,0.006091677118092775,1.001269817352295,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,-0.681511640548706,-0.08795735239982605,-0.02733159065246582,-0.2815350592136383,-0.12528640031814575,-0.8963221311569214
0.0864,0.07084856182336807,0.18994948267936707,0.038013286888599396,-0.015660185366868973,-0.005193997640162706,0.0014264839701354504,0.3668464124202728,-0.5826554298400879,0.08891820162534714,0.0,3.8111438751220703,-0.14941644668579102,0.3541422486305237,-0.023130539804697037,-0.015734044834971428,0.0037981930654495955,1.0011955499649048,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,1.4257912635803223,0.6056021451950073,-0.3556053042411804,-0.7094473242759705,1.9657515287399292,-0.2112596333026886
0.0967,0.07084895670413971,0.18994946777820587,0.03801358863711357,-0.01561526209115982,-0.005298621952533722,0.001467459718696773,0.3668464124202728,-0.5826554298400879,0.08891820162534714,0.0,3.8111438751220703,-0.14941644668579102,0.3541422486305237,-0.023130539804697037,-0.015734044834971428,0.0037981930654495955,1.0011955499649048,0.0,0.0,0.0,0.0,317.16131591796875,-105.28327941894531,-64.32597351074219,1.8897053003311157,0.7858064770698547,-0.42508506774902344,-1.1777774095535278,-0.808202862739563,0.9813631772994995
