time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,gyro_x,gyro_y,gyro_z
0.003,-0.029731206595897675,0.06058335304260254,0.8787195086479187,0.0444679819047451,0.035930436104536057,0.0007576876669190824,0.8524777293205261,1.0643559694290161,-0.4810091555118561,0.0007324630278162658,-7.846515655517578,-28.442869186401367,-0.6241244673728943
0.052,-0.02209128439426422,0.058105409145355225,0.8781465291976929,0.04861658066511154,0.023320646956562996,-0.008709271438419819,0.40738967061042786,1.5300710201263428,-0.5381910800933838,0.000534967752173543,-15.05913257598877,-14.469985008239746,-0.8395256400108337
0.102,-0.015496399253606796,0.05503006651997566,0.8747581839561462,0.04304122179746628,0.014406262896955013,-0.004221129696816206,0.7378795146942139,1.7377382516860962,-0.5574482679367065,0.00017194818065036088,8.982754707336426,-1.573624610900879,-0.8486308455467224
0.152,-0.013760771602392197,0.058931995183229446,0.8753058314323425,0.035011790692806244,0.005721381865441799,-0.014087858609855175,0.04008474573493004,2.4465246200561523,-0.5755264759063721,0.0006637195474468172,-6.561890602111816,-15.505935668945312,0.04828015714883804
0.202,-0.013874547556042671,0.050754524767398834,0.8775873780250549,0.01727459393441677,0.005071586463600397,-0.002799546578899026,-0.5131568312644958,2.373371124267578,-0.5772135257720947,0.0007815751596353948,-21.658302307128906,-4.899725437164307,-0.025018595159053802
0.253,-0.015016012825071812,0.0521794855594635,0.8781041502952576,-0.005221041385084391,-0.0012135969009250402,0.015898441895842552,1.2658112049102783,1.0307676792144775,-0.5276340246200562,0.0004290614742785692,27.955129623413086,22.199899673461914,0.7715275287628174
0.302,-0.019433366134762764,0.0546528622508049,0.8781709671020508,-0.022354304790496826,7.995997293619439e-05,0.019196754321455956,2.805316925048828,-0.7877762317657471,-0.36138010025024414,0.00019803231407422572,42.01088333129883,35.66438293457031,0.9628481864929199
0.357,-0.026207275688648224,0.0521601103246212,0.8785282969474792,-0.02867230772972107,-0.013929302804172039,0.012147955596446991,3.4371941089630127,-2.2915892601013184,-0.08112544566392899,0.0004927960108034313,7.455267906188965,31.201276779174805,3.1815829277038574
0.402,-0.025645969435572624,0.05038106441497803,0.8781999349594116,-0.02320384979248047,-0.04102817177772522,0.009524066001176834,6.168043613433838,-4.2138495445251465,0.374342679977417,0.0006897770217619836,45.821327209472656,35.00600814819336,4.690138816833496
0.454,-0.02863839827477932,0.05575568228960037,0.8806454539299011,0.004147370345890522,-0.07737084478139877,0.008506815880537033,9.162137985229492,-6.621725559234619,1.0412555932998657,0.00017269316595047712,69.61551666259766,50.671146392822266,6.221290111541748
