# meta:run_trajectory=circle
# meta:run_mode=1
# meta:run_kt=0.2
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=8.7281
# meta:run_eval_mode=onboard_d
# meta:indi_kr=603.0
# meta:indi_kw=90.0
# meta:indi_kr_z=603.0
# meta:indi_kw_z=90.0
# meta:indi_fc_bw=70.0
# meta:indi_mass=0.0386
# meta:indi_kt1=2.2959e-10
# meta:indi_kt2=2.4668e-10
# meta:indi_kt3=2.025e-10
# meta:indi_kt4=2.5288e-10
# meta:pos_kp_xy=40.0
# meta:pos_kp_z=30.0
# meta:pos_kv_xy=8.0
# meta:pos_kv_z=10.0
# meta:yaml_stabilizer_controller=6
# meta:yaml_ctrl_mode=3
# meta:takeoff_stabilizer_controller=6
# meta:takeoff_ctrl_mode=0
# meta:trajectory_stabilizer_controller=6
# meta:trajectory_ctrl_mode=3
# meta:landing_stabilizer_controller=6
# meta:landing_ctrl_mode=0
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,alp_raw_x,alp_raw_y,alp_raw_z
0.0238,0.9729435443878174,0.029015973210334778,-0.05396341159939766,-0.005875057075172663,0.0016933672595769167,0.0037667076103389263,0.04157816246151924,0.34915220737457275,0.08747676759958267,0.0,4.022287368774414,-0.12682336568832397,-0.18430432677268982,-0.16759060323238373,0.004861210472881794,0.0013187301810830832,0.9991664886474609,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-0.36930572986602783,0.08643139153718948,0.07978187501430511,0.0035318078007549047,0.49904754757881165,1.0171233415603638
0.0337,0.9729436635971069,0.02901616506278515,-0.053964126855134964,-0.0057775890454649925,0.0017007027054205537,0.003590155625715852,0.04157816246151924,0.34915220737457275,0.08747676759958267,0.0,4.022287368774414,-0.12682336568832397,-0.18430432677268982,-0.16759060323238373,0.004861210472881794,0.0013187301810830832,0.9991664886474609,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,0.45850712060928345,-0.9439142346382141,-2.1231446266174316,-0.36089786887168884,0.6614978909492493,0.548448383808136
0.0445,0.9729413390159607,0.029016729444265366,-0.053963612765073776,-0.005761998705565929,0.001573646324686706,0.0034559371415525675,0.04157816246151924,0.34915220737457275,0.08747676759958267,0.0,4.022287368774414,-0.12682336568832397,-0.18430432677268982,-0.16759060323238373,0.004861210472881794,0.0013187301810830832,0.9991664886474609,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-1.4541246891021729,-1.2185851335525513,0.09127354621887207,-0.05613744258880615,1.3068890571594238,2.760427236557007
0.0506,0.9729427099227905,0.029015881940722466,-0.053965676575899124,-0.005857151933014393,0.00155817368067801,0.0033171481918543577,0.04157816246151924,0.34915220737457275,0.08747676759958267,0.0,4.022287368774414,-0.12682336568832397,-0.18430432677268982,-0.16759060323238373,0.004861210472881794,0.0013187301810830832,0.9991664886474609,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-0.08584193885326385,0.4520401954650879,0.3882759213447571,1.0138474702835083,0.6490842700004578,-0.56508469581604
0.0546,0.9729430675506592,0.029015567153692245,-0.053966909646987915,-0.005887489765882492,0.0016124442918226123,0.0033591953106224537,0.04157816246151924,0.34915220737457275,0.08747676759958267,0.0,4.022287368774414,-0.12682336568832397,-0.18430432677268982,-0.16759060323238373,0.004861210472881794,0.0013187301810830832,0.9991664886474609,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-0.10185255110263824,1.8175030946731567,0.9892982244491577,-0.3493623733520508,-0.992911696434021,-0.7115299105644226
0.0606,0.9729430675506592,0.029015416279435158,-0.053966570645570755,-0.005942090880125761,0.0015581570332869887,0.003701235866174102,0.041348423808813095,0.35315319895744324,0.08496566861867905,0.0,4.022287368774414,-0.011090046726167202,-0.0726303905248642,0.23368430137634277,0.00504023302346468,0.0002824517141561955,1.0051859617233276,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-1.4764885902404785,1.0819447040557861,0.3208051919937134,-0.2850845754146576,-2.2438395023345947,0.2605905532836914
0.0646,0.9729430675506592,0.02901492640376091,-0.053964708000421524,-0.005871246103197336,0.001442699576728046,0.004051960539072752,0.041348423808813095,0.35315319895744324,0.08496566861867905,0.0,4.022287368774414,-0.011090046726167202,-0.0726303905248642,0.23368430137634277,0.00504023302346468,0.0002824517141561955,1.0051859617233276,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-0.5649687051773071,1.471652626991272,2.301724433898926,0.38111066818237305,-1.2077101469039917,-2.081864833831787
0.0746,0.9729433059692383,0.02901434525847435,-0.053962502628564835,-0.005848944652825594,0.0014194020768627524,0.004231591708958149,0.041348423808813095,0.35315319895744324,0.08496566861867905,0.0,4.022287368774414,-0.011090046726167202,-0.0726303905248642,0.23368430137634277,0.00504023302346468,0.0002824517141561955,1.0051859617233276,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-0.3270382285118103,-0.7224222421646118,-3.2019927501678467,0.8826583623886108,0.5691350102424622,-0.2592839002609253
0.0836,0.9729437232017517,0.0290137380361557,-0.053960591554641724,-0.005753020755946636,0.0013111301232129335,0.004393459763377905,0.041348423808813095,0.35315319895744324,0.08496566861867905,0.0,4.022287368774414,-0.011090046726167202,-0.0726303905248642,0.23368430137634277,0.00504023302346468,0.0002824517141561955,1.0051859617233276,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,2.7491648197174072,0.5033382773399353,0.11054288595914841,-1.451318621635437,0.09543238580226898,0.58614182472229
0.0945,0.9729444980621338,0.029013188555836678,-0.0539594404399395,-0.005606505554169416,0.0013166976859793067,0.004323653411120176,0.041348423808813095,0.35315319895744324,0.08496566861867905,0.0,4.022287368774414,-0.011090046726167202,-0.0726303905248642,0.23368430137634277,0.00504023302346468,0.0002824517141561955,1.0051859617233276,0.0,0.0,0.0,0.0,-8.507311576977372e-05,0.0005506195593625307,-0.0003423426242079586,-1.5874816179275513,-1.0663299560546875,-0.22451889514923096,-2.91617751121521,-1.8243963718414307,1.3645720481872559
