# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=15.0000
# meta:yaml_stabilizer_controller=6
# meta:yaml_ctrl_mode=3
# meta:takeoff_stabilizer_controller=2
# meta:takeoff_ctrl_mode=0
# meta:trajectory_stabilizer_controller=6
# meta:trajectory_ctrl_mode=3
# meta:landing_stabilizer_controller=2
# meta:landing_ctrl_mode=0
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,alp_raw_x,alp_raw_y,alp_raw_z
0.0258,0.018011700361967087,0.005647491198033094,0.03903632238507271,0.0007627286249771714,-0.018690474331378937,0.00201859581284225,0.7930324077606201,0.6362034678459167,-0.009432307444512844,0.0,3.9483871459960938,0.06966282427310944,0.004232082515954971,0.17385880649089813,0.011822406202554703,0.004768691025674343,1.0011165142059326,0.0,0.0,0.0,0.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0358,0.018013369292020798,0.005644957069307566,0.03903701528906822,0.0007944193785078824,-0.018715141341090202,0.001964082708582282,0.7930324077606201,0.6362034678459167,-0.009432307444512844,0.0,3.9483871459960938,0.06966282427310944,0.004232082515954971,0.17385880649089813,0.011822406202554703,0.004768691025674343,1.0011165142059326,0.0,0.0,0.0,0.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0448,0.01801416464149952,0.0056440569460392,0.03903767839074135,0.000762908486649394,-0.018628722056746483,0.002085508545860648,0.7930324077606201,0.6362034678459167,-0.009432307444512844,0.0,3.9483871459960938,0.06966282427310944,0.004232082515954971,0.17385880649089813,0.011822406202554703,0.004768691025674343,1.0011165142059326,0.0,0.0,0.0,0.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0508,0.0180154237896204,0.005643519107252359,0.03903808444738388,0.000970475550275296,-0.01873658038675785,0.0019828646909445524,0.7934074997901917,0.6330828070640564,-0.005002286750823259,37460.8046875,3.6739003658294678,0.2298274040222168,-0.08842214196920395,0.5667911767959595,0.014426757581532001,-0.001574249123223126,0.9993314146995544,0.0,0.0,0.0,0.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0538,0.018017295747995377,0.005641262978315353,0.03903788700699806,0.0010173730552196503,-0.019028548151254654,0.0020074944477528334,0.7934074997901917,0.6330828070640564,-0.005002286750823259,37460.8046875,3.6739003658294678,0.2298274040222168,-0.08842214196920395,0.5667911767959595,0.014426757581532001,-0.001574249123223126,0.9993314146995544,0.0,0.0,0.0,0.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0588,0.01801285333931446,0.005635349079966545,0.03903598710894585,-9.67553787631914e-05,-0.019705619663000107,0.0016219764947891235,0.7934074997901917,0.6330828070640564,-0.005002286750823259,37460.8046875,3.6739003658294678,0.2298274040222168,-0.08842214196920395,0.5667911767959595,0.014426757581532001,-0.001574249123223126,0.9993314146995544,5468.0,6374.0,5059.0,4355.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0658,0.017999613657593727,0.005625794641673565,0.03903290629386902,-0.0012069623917341232,-0.020376451313495636,0.0015709773870185018,0.7934074997901917,0.6330828070640564,-0.005002286750823259,37460.8046875,3.6739003658294678,0.2298274040222168,-0.08842214196920395,0.5667911767959595,0.014426757581532001,-0.001574249123223126,0.9993314146995544,5468.0,6374.0,5059.0,4355.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0758,0.017982352524995804,0.0056146010756492615,0.03903120011091232,-0.002286070492118597,-0.02103397808969021,0.001572844572365284,0.7934074997901917,0.6330828070640564,-0.005002286750823259,37460.8046875,3.6739003658294678,0.2298274040222168,-0.08842214196920395,0.5667911767959595,0.014426757581532001,-0.001574249123223126,0.9993314146995544,5468.0,6374.0,5059.0,4355.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0869,0.017963474616408348,0.005602748598903418,0.039032354950904846,-0.0033372759353369474,-0.021679816767573357,0.0019639634992927313,0.7988626956939697,0.6306081414222717,-0.004425401799380779,37961.21875,3.621114492416382,-0.8545608520507812,0.2683626413345337,-0.12087662518024445,0.019635556265711784,0.013678014278411865,1.0023276805877686,5468.0,6374.0,5059.0,4355.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
0.0958,0.01794411987066269,0.005590727552771568,0.03903805837035179,-0.004357572644948959,-0.02230984717607498,0.0026058838702738285,0.7988626956939697,0.6306081414222717,-0.004425401799380779,37961.21875,3.621114492416382,-0.8545608520507812,0.2683626413345337,-0.12087662518024445,0.019635556265711784,0.013678014278411865,1.0023276805877686,5468.0,6374.0,5059.0,4355.0,-0.00341382110491395,-0.008597872219979763,0.0003164001100230962,-177.7904052734375,33.5447998046875,6.878777503967285,-178.73924255371094,22.19414520263672,4.465877532958984
