time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
0.001,0.03031499683856964,-0.023956194519996643,1.087261438369751,-0.053568173199892044,-0.05683213844895363,0.006346069276332855,-4.4810051918029785,0.21700623631477356,0.4769969582557678,-0.00010480679338797927,3.473313808441162,-40.28277587890625,11.779305458068848,-4.116095542907715,-0.005006870254874229,-0.012305498123168945,0.8584379553794861
0.051,0.025437967851758003,-0.03466974198818207,1.082759976387024,-0.05105936527252197,-0.030353086069226265,-0.09637391567230225,-8.076931953430176,0.2964795231819153,0.383252888917923,-9.897640848066658e-05,3.4521994590759277,-82.92056274414062,2.3698043823242188,-2.9054505825042725,-0.013521593064069748,-0.014881339855492115,0.7739654183387756
0.101,0.02337430976331234,-0.039823614060878754,1.0781960487365723,-0.05737254023551941,-0.009086854755878448,-0.19610249996185303,-7.871005535125732,1.1152057647705078,0.4416181743144989,0.00038717390270903707,3.399413585662842,-29.738204956054688,-12.59423542022705,-0.44488441944122314,0.02218780480325222,-0.037475015968084335,0.7818036675453186
0.151,0.03239648416638374,-0.027097072452306747,1.0667214393615723,-0.05664884299039841,0.03512963280081749,-0.26906710863113403,-4.073951244354248,1.5053741931915283,0.47213444113731384,0.0005492132040672004,3.3677420616149902,70.6847152709961,-14.742843627929688,-0.6076525449752808,0.016567304730415344,-0.001339124166406691,0.8193556070327759
0.201,0.02698233351111412,-0.008827180601656437,1.0389175415039062,-0.054948415607213974,0.10348619520664215,-0.33197644352912903,-2.0543174743652344,0.7959033250808716,0.35526934266090393,-3.0281205454230076e-06,3.304398775100708,66.6177749633789,10.529848098754883,-1.7519915103912354,0.01081803347915411,-0.036207206547260284,0.8590849041938782
0.251,0.02171947993338108,-0.002991498215124011,1.011685848236084,-0.0671679824590683,0.13890790939331055,-0.43587687611579895,-2.8532605171203613,1.173183560371399,0.40701448917388916,8.30658245831728e-06,3.2463343143463135,-6.959592342376709,10.51754379272461,-0.8292007446289062,0.009934085421264172,-0.006450294982641935,0.9538829922676086
0.309,0.03062787652015686,0.009696721099317074,0.9863841533660889,-0.075371153652668,0.15582820773124695,-0.4661542475223541,-2.5926966667175293,3.3386268615722656,0.5839318633079529,0.0011398062342777848,3.2093842029571533,-12.230935096740723,-41.93130111694336,1.2442890405654907,0.006693772505968809,-0.010796917602419853,1.069115161895752
0.351,0.035589173436164856,0.024120504036545753,0.9694569706916809,-0.08070050179958344,0.18778195977210999,-0.43428853154182434,0.35387900471687317,3.879051685333252,0.575371503829956,0.0012507112696766853,3.1935484409332275,49.043914794921875,-28.688583374023438,-0.045477453619241714,-0.0007629183237440884,-0.01912110485136509,1.144092082977295
0.401,0.01931103505194187,0.049694087356328964,0.950790286064148,-0.10881304740905762,0.20700420439243317,-0.3416273295879364,2.634948492050171,1.8551416397094727,0.45810407400131226,0.000250051700277254,3.198827028274536,60.373260498046875,32.874229431152344,-4.032468318939209,0.001540666213259101,-0.023464243859052658,1.1773675680160522
0.451,0.01643470861017704,0.05119714513421059,0.9409682750701904,-0.1506883203983307,0.2080288678407669,-0.2742627263069153,3.288402795791626,0.19969849288463593,0.4837534427642822,6.879471766296774e-05,3.2199413776397705,17.20717430114746,42.80024719238281,-2.3486499786376953,0.013979234732687473,-0.02787783555686474,1.1800545454025269
0.501,0.007356205489486456,0.0586102269589901,0.9320422410964966,-0.1553913652896881,0.1694987416267395,-0.1816270649433136,4.509279727935791,0.1684131771326065,0.388384610414505,0.0005755616002716124,3.2357771396636963,16.749221801757812,7.540741920471191,-1.9303432703018188,0.008849280886352062,-0.018954377621412277,1.1580257415771484
0.551,0.008685525506734848,0.080734983086586,0.9274151921272278,-0.15762363374233246,0.1327361911535263,-0.1182570680975914,5.592800140380859,-0.7821627855300903,0.3901612162590027,0.0007732604863122106,3.2621700763702393,29.963258743286133,5.1656718254089355,-2.0978763103485107,0.00882041547447443,-0.01539972797036171,1.114848256111145
0.601,-0.01812715455889702,0.08824975788593292,0.9273800849914551,-0.1522952765226364,0.10197187215089798,-0.07104343175888062,5.5286149978637695,-2.880854845046997,0.5245665311813354,-9.139374742517248e-05,3.2885630130767822,5.118785858154297,44.68339157104492,-1.7994054555892944,0.00447378633543849,-0.015991564840078354,1.0788593292236328
0.651,-0.028628522530198097,0.07675362378358841,0.9277723431587219,-0.1448332816362381,0.04665059223771095,-0.030290741473436356,5.376350402832031,-3.719106912612915,0.5753989219665527,-3.8388989196391776e-05,3.314955949783325,-3.2301571369171143,30.71167755126953,-1.0583502054214478,0.010836257599294186,-0.015817027539014816,1.029892921447754
