# meta:run_trajectory=hover
# meta:run_mode=1
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=15.0000
# meta:run_eval_mode=hlc_e
# meta:indi_kr=2400.0
# meta:indi_kw=170.0
# meta:indi_kr_z=2400.0
# meta:indi_kw_z=170.0
# meta:indi_fc_bw=206.0
# meta:indi_mass=0.041
# meta:indi_kt1=4.1623e-10
# meta:indi_kt2=4.0592e-10
# meta:indi_kt3=4.1116e-10
# meta:indi_kt4=4.0631e-10
# meta:indi_j_scale=1.0
# meta:indi_notch_f0=6.9
# meta:indi_notch_bw=3.0
# meta:indi_filt_order=1
# meta:indi_ff_free=0
# meta:indi_filt_tau=1
# meta:indi_notch_en=0
# meta:pos_kp_xy=64.0
# meta:pos_kp_z=48.0
# meta:pos_kv_xy=5.0
# meta:pos_kv_z=7.0
# meta:yaml_stabilizer_controller=6
# meta:yaml_ctrl_mode=3
# meta:takeoff_stabilizer_controller=6
# meta:takeoff_ctrl_mode=3
# meta:trajectory_stabilizer_controller=6
# meta:trajectory_ctrl_mode=3
# meta:landing_stabilizer_controller=6
# meta:landing_ctrl_mode=3
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,alp_raw_x,alp_raw_y,alp_raw_z,alp_notch_x,alp_notch_y,alp_notch_z
0.0308,-0.07717831432819366,0.5430505275726318,-0.022986354306340218,-0.009131097234785557,0.0026429935824126005,0.0004555249179247767,0.17315712571144104,0.13457773625850677,0.029510771855711937,0.0,4.14897346496582,0.14289745688438416,-0.3801877498626709,1.4902530908584595,0.0037250265013426542,0.004283189307898283,0.9987608790397644,2983.0,1689.0,2997.0,2815.0,5.171640805201605e-05,0.00024884071899577975,-0.0006532965344376862,0.4996655285358429,-0.45129066705703735,17.599563598632812,-1.2354140281677246,-0.03771856799721718,-18.403879165649414,0.0051943957805633545,-1.1320945024490356,17.17992401123047
0.0797,-0.07717452198266983,0.5430640578269958,-0.02298467792570591,-0.009174653328955173,0.0037645483389496803,0.0009449243661947548,0.17568722367286682,0.13967934250831604,0.030375054106116295,0.0,4.14897346496582,-0.2839166224002838,0.01922459341585636,0.9722054600715637,-0.009291362017393112,0.010318608954548836,1.0020102262496948,2962.0,1702.0,3071.0,2802.0,-0.00025915115838870406,0.00018069095676764846,-0.0004661744460463524,0.03985443338751793,-0.8052979707717896,12.12809944152832,-0.6667775511741638,1.3350070714950562,-9.76895523071289,-0.5525093078613281,0.5593564510345459,9.55875015258789
0.1298,-0.07716919481754303,0.5430605411529541,-0.022982457652688026,-0.008710545487701893,0.0030897746328264475,0.0009838473051786423,0.18200917541980743,0.14102846384048462,0.02481699362397194,0.0,4.14897346496582,0.18556158244609833,0.3880292773246765,0.8757075071334839,0.00674064364284277,0.0018495455151423812,0.999268651008606,3041.0,1740.0,3078.0,2828.0,8.312605496030301e-05,0.00011024140985682607,-0.00045821102685295045,-1.2741705179214478,3.0381736755371094,14.286296844482422,0.5955747961997986,-1.4094514846801758,-18.851606369018555,1.4644348621368408,-2.1352338790893555,14.552846908569336
0.1787,-0.07716867327690125,0.5430588126182556,-0.02297716587781906,-0.009026112966239452,0.002988698659464717,0.0009042266756296158,0.18649832904338837,0.14195778965950012,0.02489674836397171,0.0,4.14897346496582,-0.11846672743558884,-0.5226913094520569,0.4518415331840515,-0.008151351474225521,0.006778798531740904,1.00235915184021,2934.0,1780.0,3086.0,2828.0,-0.0001851237757364288,0.00035416666651144624,-2.2604988771490753e-05,1.452958583831787,-7.039923667907715,-0.5139997601509094,0.18426069617271423,2.267024517059326,-1.436710000038147,-1.6080597639083862,2.4431722164154053,3.882941484451294
0.2298,-0.0771709531545639,0.5430610179901123,-0.02297588810324669,-0.00871097669005394,0.003209812566637993,0.0014620358124375343,0.1887684017419815,0.14279580116271973,0.018746549263596535,0.0,4.14897346496582,-0.063649483025074,-0.24438464641571045,0.47774770855903625,0.007111820392310619,0.006285351235419512,1.0034745931625366,3056.0,1785.0,3078.0,2815.0,9.184051305055618e-05,0.00021585114882327616,-0.0003038868017029017,-2.048851251602173,-0.0022483940701931715,3.9616479873657227,0.5513508319854736,1.826410174369812,-2.6420657634735107,1.1997673511505127,-3.9394371509552,-1.0358152389526367
0.2787,-0.07716303318738937,0.5430513024330139,-0.02296018972992897,-0.008423903025686741,0.0024816461373120546,0.0020922301337122917,0.19125431776046753,0.14198139309883118,0.020290419459342957,0.0,4.14897346496582,0.2190275639295578,-0.01810912974178791,0.8651947379112244,-0.0051422263495624065,0.004260228946805,1.002776861190796,3019.0,1806.0,3125.0,2834.0,-0.0001663347502471879,0.00020478054648265243,-8.420859376201406e-05,-0.09080395102500916,-4.205535888671875,0.9788634181022644,-0.7572994828224182,-0.2454010397195816,-3.6627633571624756,-1.7263964414596558,1.762039065361023,4.337100028991699
0.3287,-0.0771520659327507,0.5430602431297302,-0.02296043373644352,-0.0077680726535618305,0.0036211307160556316,0.002119016367942095,0.1936633288860321,0.14040827751159668,0.021443895995616913,0.0,4.14897346496582,0.24040348827838898,-0.33311790227890015,-0.443965345621109,0.004805325530469418,0.006443649530410767,1.0026555061340332,3004.0,1838.0,3132.0,2834.0,-7.287190237548202e-05,0.0003199776110704988,0.000378448108676821,-0.7478010058403015,0.25579535961151123,-9.548264503479004,2.791653633117676,0.3386577069759369,10.07984733581543,0.4530452489852905,-2.1387922763824463,-9.50090217590332
0.3798,-0.07716833055019379,0.5430759191513062,-0.022966966032981873,-0.009087399579584599,0.004043232649564743,0.0016186997527256608,0.19751226902008057,0.14515209197998047,0.02347378619015217,0.0,4.14897346496582,0.21923543512821198,0.09389863163232803,-1.8695507049560547,-0.0035548212472349405,0.0034076005686074495,1.0021419525146484,3094.0,1827.0,3048.0,2783.0,-0.0003329286410007626,-5.585363760474138e-05,0.0005666100769303739,0.3035076856613159,-2.325507640838623,-16.314640045166016,0.374299019575119,0.36585208773612976,15.291272163391113,0.38266661763191223,1.1924678087234497,-14.004547119140625
0.4297,-0.0771658793091774,0.5430600047111511,-0.022957930341362953,-0.008340045809745789,0.003065336961299181,0.002246677177026868,0.19984473288059235,0.14079073071479797,0.023344947025179863,0.0,4.14897346496582,0.31846147775650024,0.26189500093460083,0.10341988503932953,-0.005417630076408386,0.004139537923038006,1.0038998126983643,3078.0,1849.0,3094.0,2828.0,0.00013007395318709314,0.00046270774328149855,-0.0003250074805691838,-2.4613611698150635,0.04883899912238121,7.442799091339111,-0.17621079087257385,1.979247808456421,-0.7767825126647949,0.53713059425354,2.304988384246826,-2.535088539123535
0.4798,-0.07714372873306274,0.5430733561515808,-0.022959215566515923,-0.007352220360189676,0.003962512128055096,0.002174390247091651,0.20171137154102325,0.14053690433502197,0.024594344198703766,0.0,4.14897346496582,0.09387661516666412,-0.3211202919483185,0.2480040192604065,-0.0025397990830242634,0.004127305932343006,1.0008199214935303,2997.0,1827.0,3109.0,2802.0,-0.0003352524363435805,0.00015285302652046084,-0.00011542766878847033,2.0246100425720215,-1.9151793718338013,6.374504566192627,-2.512019395828247,-1.6422655582427979,-12.842924118041992,-0.11214756965637207,0.22260963916778564,10.595847129821777
