# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=20.0000
# meta:run_eval_mode=hlc_e
# meta:indi_kr=1050.0
# meta:indi_kw=87.0
# meta:indi_kr_z=1050.0
# meta:indi_kw_z=87.0
# meta:indi_fc_bw=70.0
# meta:indi_mass=0.0386
# meta:indi_kt1=2.1918e-10
# meta:indi_kt2=2.3543e-10
# meta:indi_kt3=2.2362e-10
# meta:indi_kt4=2.2905e-10
# meta:pos_kp_xy=40.0
# meta:pos_kp_z=30.0
# meta:pos_kv_xy=8.0
# meta:pos_kv_z=7.0
# meta:yaml_stabilizer_controller=2
# meta:yaml_ctrl_mode=0
# meta:takeoff_stabilizer_controller=6
# meta:takeoff_ctrl_mode=0
# meta:trajectory_stabilizer_controller=2
# meta:trajectory_ctrl_mode=0
# meta:landing_stabilizer_controller=6
# meta:landing_ctrl_mode=0
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4,tau_x,tau_y,tau_z,alp_x,alp_y,alp_z,alp_raw_x,alp_raw_y,alp_raw_z
0.0247,-0.006849024444818497,0.005001339595764875,0.03901830315589905,0.015715086832642555,0.00023409111599903554,0.0018387703457847238,-0.26734498143196106,0.3491196930408478,-0.10711638629436493,0.0,3.8586511611938477,-0.11192305386066437,0.11880581825971603,0.008689305745065212,0.013379447162151337,-0.003068279940634966,1.0011581182479858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1810377836227417,-0.9880427718162537,-1.1190234422683716,0.07875117659568787,0.8570548892021179,-0.1279357671737671
0.0338,-0.006848616059869528,0.0050018299371004105,0.039017874747514725,0.015807829797267914,0.00024451964418403804,0.0018140480387955904,-0.26734498143196106,0.3491196930408478,-0.10711638629436493,0.0,3.8586511611938477,-0.11192305386066437,0.11880581825971603,0.008689305745065212,0.013379447162151337,-0.003068279940634966,1.0011581182479858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3572674989700317,-0.06912785768508911,-1.6640286445617676,1.2613164186477661,0.5098429918289185,1.049850344657898
0.0447,-0.0068480148911476135,0.005002112127840519,0.03901759162545204,0.01587454229593277,0.00025102950166910887,0.0018070536898449063,-0.26734498143196106,0.3491196930408478,-0.10711638629436493,0.0,3.8586511611938477,-0.11192305386066437,0.11880581825971603,0.008689305745065212,0.013379447162151337,-0.003068279940634966,1.0011581182479858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7463600635528564,1.2594064474105835,0.06370960175991058,-1.0584596395492554,0.47835731506347656,0.5292723178863525
0.0477,-0.006847395561635494,0.005002155900001526,0.039017513394355774,0.015937330201268196,0.00020602121367119253,0.0018383418209850788,-0.26734498143196106,0.3491196930408478,-0.10711638629436493,0.0,3.8586511611938477,-0.11192305386066437,0.11880581825971603,0.008689305745065212,0.013379447162151337,-0.003068279940634966,1.0011581182479858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.218085765838623,-0.3670763671398163,-1.245950698852539,0.2523883879184723,0.25523778796195984,-0.7733713984489441
0.0551,-0.006846921984106302,0.005002431105822325,0.03901761397719383,0.015941761434078217,0.0003543098282534629,0.0018627675017341971,-0.2692822813987732,0.34288376569747925,-0.10390294343233109,0.0,3.8586511611938477,0.18307463824748993,0.07696278393268585,0.06259121000766754,0.011717623099684715,-0.0026220432482659817,1.0011436939239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44691580533981323,0.3318977952003479,-0.8056321740150452,0.16791605949401855,-0.30610358715057373,1.5174877643585205
0.0577,-0.006846781354397535,0.005003381986171007,0.039017803966999054,0.01589837484061718,0.00053863984066993,0.0018944893963634968,-0.2692822813987732,0.34288376569747925,-0.10390294343233109,0.0,3.8586511611938477,0.18307463824748993,0.07696278393268585,0.06259121000766754,0.011717623099684715,-0.0026220432482659817,1.0011436939239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.410487413406372,-1.0703442096710205,-0.5031708478927612,0.01893058605492115,-0.35618069767951965,0.5341609716415405
0.0659,-0.006846417672932148,0.005004218313843012,0.03901805356144905,0.016060680150985718,0.000504929746966809,0.001927541452459991,-0.2692822813987732,0.34288376569747925,-0.10390294343233109,0.0,3.8586511611938477,0.18307463824748993,0.07696278393268585,0.06259121000766754,0.011717623099684715,-0.0026220432482659817,1.0011436939239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6659575700759888,-0.19725358486175537,-0.6366075277328491,-0.5312151908874512,-0.054589468985795975,1.6062655448913574
0.0757,-0.006845811847597361,0.005004898179322481,0.039018064737319946,0.016071319580078125,0.0006483566830866039,0.0018496639095246792,-0.2692822813987732,0.34288376569747925,-0.10390294343233109,0.0,3.8586511611938477,0.18307463824748993,0.07696278393268585,0.06259121000766754,0.011717623099684715,-0.0026220432482659817,1.0011436939239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.34316006302833557,0.6382622718811035,-0.44869673252105713,0.9245542287826538,0.5259158611297607,-1.6636611223220825
0.0847,-0.006845489144325256,0.005006264895200729,0.039018213748931885,0.016070213168859482,0.0009260201477445662,0.0019846877548843622,-0.2692822813987732,0.34288376569747925,-0.10390294343233109,0.0,3.8586511611938477,0.18307463824748993,0.07696278393268585,0.06259121000766754,0.011717623099684715,-0.0026220432482659817,1.0011436939239502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533840298652649,-0.10273786634206772,0.35559988021850586,-1.8596993684768677,-0.22453416883945465,0.21333828568458557
0.0957,-0.006845208816230297,0.005007936619222164,0.03901852294802666,0.016120169311761856,0.0010564333060756326,0.0019467897946015,-0.26884064078330994,0.3400804102420807,-0.10455857217311859,0.0,3.8586511611938477,0.20910410583019257,-0.10562232881784439,0.1189672127366066,0.01081002876162529,-0.0037756210658699274,1.0014249086380005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40035322308540344,-2.6142852306365967,0.21866552531719208,-0.1774357408285141,1.4328820705413818,0.4885818064212799
