# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=15.0000
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4
0.0424,0.06010844185948372,0.15812371671199799,0.0436495877802372,0.011170490644872189,0.012811841443181038,0.0030103500466793776,0.15859083831310272,0.42283523082733154,-6.446034908294678,0.0,3.869208335876465,-0.070207878947258,0.20849178731441498,-0.2467680275440216,0.01023663766682148,0.009001486003398895,1.0029500722885132,0.0,0.0,0.0,0.0
0.0816,0.06010894104838371,0.15812984108924866,0.04318772628903389,0.011242651380598545,0.013575893826782703,0.0009345713770017028,0.15625695884227753,0.4222211539745331,-6.441274166107178,0.0,3.869208335876465,0.01596704125404358,0.1042809709906578,-0.1335664689540863,0.010192809626460075,0.00911007635295391,1.0008121728897095,0.0,0.0,0.0,0.0
0.1304,0.06011006236076355,0.15813617408275604,0.04320520907640457,0.011318416334688663,0.014017118141055107,0.0008315955637954175,0.15635249018669128,0.42273199558258057,-6.440153121948242,0.0,3.869208335876465,-0.02508801966905594,-0.07116212695837021,-0.2839183807373047,0.010065103881061077,0.006274084560573101,0.9994561076164246,0.0,0.0,0.0,0.0
0.1804,0.06022295728325844,0.1582806259393692,0.04401727765798569,0.011676646769046783,0.014701901003718376,0.003968086559325457,0.15354225039482117,0.42293643951416016,-6.443201541900635,0.0,3.869208335876465,0.07147309929132462,0.16807955503463745,-0.06991688907146454,0.009295188821852207,0.0053777312859892845,1.0006177425384521,0.0,0.0,0.0,0.0
0.2315,0.06022196263074875,0.15827655792236328,0.043081048876047134,0.01144548412412405,0.014191924594342709,-0.0006323927664197981,0.15546104311943054,0.4233359396457672,-6.450798034667969,0.0,3.869208335876465,0.014494547620415688,-0.18687686324119568,0.1622888147830963,0.010173289105296135,0.007695320062339306,1.0004841089248657,0.0,0.0,0.0,0.0
0.2824,0.06022108346223831,0.15826937556266785,0.043947380036115646,0.011430969461798668,0.013941900804638863,0.0039564198814332485,0.1576635241508484,0.4243711531162262,-6.452157497406006,0.0,3.869208335876465,0.20564068853855133,-0.1370937079191208,0.06466975063085556,0.010582569055259228,0.007642528507858515,1.0033763647079468,0.0,0.0,0.0,0.0
0.3325,0.0601637028157711,0.15824081003665924,0.04353507608175278,0.007045932114124298,0.011695032939314842,0.0018031432991847396,0.15711139142513275,0.42946192622184753,-6.457736968994141,-0.00020464345288928598,3.409970760345459,0.1099795401096344,-0.2820613384246826,3.5145857334136963,0.01994841918349266,-0.0209408700466156,0.998440146446228,6615.0,7535.0,7043.0,9922.0
0.3824,0.06007426604628563,0.15819334983825684,0.0440550334751606,0.0025381294544786215,0.009300154633820057,0.0021078891586512327,0.15843908488750458,0.43005436658859253,-6.493533611297607,-4.944257307215594e-05,3.3413491249084473,-0.03998849168419838,-0.9969674944877625,-0.5024271607398987,0.0336185023188591,-0.015912845730781555,1.015378713607788,13895.0,15487.0,14181.0,15380.0
0.4324,0.059998802840709686,0.15815339982509613,0.04398096352815628,-0.0012101905886083841,0.0073000104166567326,0.00495028356090188,0.1614639163017273,0.42506638169288635,-6.489288806915283,6.281888636294752e-05,3.3413491249084473,-0.46284034848213196,-0.7077679634094238,-8.34101676940918,0.005403029266744852,0.02133825793862343,0.9936913847923279,17910.0,20703.0,18581.0,19274.0
0.4814,0.05993498116731644,0.15812011063098907,0.04395431652665138,-0.00427217548713088,0.005745375528931618,0.004418183583766222,0.1540585607290268,0.42501595616340637,-7.088657855987549,0.0004598706727847457,3.383577823638916,-3.584733486175537,2.527730941772461,-3.792409896850586,0.008023385889828205,-0.017075367271900177,0.9775165319442749,21559.0,23520.0,22115.0,21284.0
