# meta:run_trajectory=hover
# meta:usd_source=gl_00
# meta:usd_n_samples=18792
# meta:usd_rate_hz=101.0
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3
0.0,0.0,0.0,19.51753807067871,0.0,0.0,0.15888214111328125,0.047819506376981735,0.027393968775868416,-0.011294569820165634,0.0,3.9483871459960938,-0.1036061942577362,0.06488560885190964,0.052410807460546494,0.00890477653592825,0.010584501549601555,0.9903505444526672,0.0,0.0,0.0
0.009892,0.0,0.0,19.518966674804688,0.0,0.0,0.14286041259765625,0.048961929976940155,0.029699793085455894,-0.01055811159312725,0.0,3.9536657333374023,0.17022162675857544,-0.019741369411349297,0.24068324267864227,0.007839642465114594,0.011004111729562283,0.9891619086265564,0.0,0.0,0.0
0.01981,0.0,0.0,19.52079963684082,0.0,0.0,0.18329620361328125,0.051258064806461334,0.03205972537398338,-0.009831978939473629,0.0,3.9272727966308594,-0.16341449320316315,-0.21078339219093323,-0.007726097479462624,0.006782181095331907,0.005437453277409077,0.9909083843231201,0.0,0.0,0.0
0.029694,0.0,0.0,19.522449493408203,0.0,0.0,0.16498565673828125,0.052778638899326324,0.03227146342396736,-0.009534585289657116,0.0,3.9272727966308594,0.09196888655424118,0.12094218283891678,0.14344437420368195,0.007170981727540493,0.008026700466871262,0.9933087229728699,0.0,0.0,0.0
0.039603,0.0,0.0,19.51846694946289,0.0,0.0,-0.39825439453125,0.056427858769893646,0.03297078609466553,-0.007278434466570616,0.0,3.921994209289551,0.023143937811255455,0.11480603367090225,0.23634901642799377,0.00844420213252306,0.00887980218976736,0.994458794593811,0.0,0.0,0.0
0.049495,0.0,0.0,19.514883041381836,0.0,0.0,-0.35839080810546875,0.05819830298423767,0.035169489681720734,-0.008261396549642086,0.0,3.921994209289551,0.23195107281208038,-0.15043194591999054,-0.0897684097290039,0.007836848497390747,0.005924996919929981,0.9920133352279663,0.0,0.0,0.0
0.05941,0.0,0.0,19.513296127319336,0.0,0.0,-0.15869140625,0.06368955224752426,0.03746914491057396,-0.007692618761211634,0.0,3.9378299713134766,0.27336499094963074,0.010051392950117588,-0.04228157550096512,0.008591650985181332,0.010149732232093811,0.9912596344947815,0.0,0.0,0.0
0.069295,0.0,0.0,19.511869430541992,0.0,0.0,-0.142669677734375,0.06606049090623856,0.039938390254974365,-0.0064160763286054134,0.0,3.9483871459960938,0.10576153546571732,0.0018705836264416575,0.2209978997707367,0.010347802191972733,0.011179509572684765,0.9957602024078369,0.0,0.0,0.0
0.079202,0.0,0.0,19.511131286621094,0.0,0.0,-0.07381439208984375,0.06954734027385712,0.04175719618797302,-0.005332825239747763,0.0,3.9536657333374023,0.08102019131183624,0.07378481328487396,0.0833381935954094,0.009007485583424568,0.008262962102890015,0.9997818470001221,0.0,0.0,0.0
0.089096,0.0,0.0,19.510467529296875,0.0,0.0,-0.066375732421875,0.07196129113435745,0.04118933156132698,-0.00378654757514596,0.0,3.9536657333374023,0.37044546008110046,0.0766923576593399,0.2162102907896042,0.00623053265735507,0.006811073049902916,0.99799644947052,0.0,0.0,0.0
0.099014,0.0,0.0,19.514244079589844,0.0,0.0,0.377655029296875,0.07536455243825912,0.04236810654401779,-0.0027640806511044502,0.0,3.943108558654785,0.2528386414051056,0.30581825971603394,0.19811663031578064,0.006339237559586763,0.007777722552418709,0.9979498386383057,0.0,0.0,0.0
0.108897,0.0,0.0,19.517642974853516,0.0,0.0,0.3398895263671875,0.07924947142601013,0.04193027690052986,-0.0014584683813154697,0.0,3.943108558654785,0.1472296565771103,0.31963294744491577,0.20193760097026825,0.006302798632532358,0.008636717684566975,0.9987456798553467,0.0,0.0,0.0
0.118813,0.0,0.0,19.522342681884766,0.0,0.0,0.469970703125,0.08443182706832886,0.043849244713783264,-0.0016168972942978144,0.0,3.943108558654785,0.1995059996843338,-0.24643215537071228,-0.02484656684100628,0.004841161426156759,0.008852865546941757,1.0023176670074463,0.0,0.0,0.0
