# meta:run_trajectory=hover
# meta:run_mode=0
# meta:run_kt=0.008
# meta:run_speed=1.0
# meta:run_reps=1
# meta:run_lap_time_s=20.0000
time_s,x,y,z,vx,vy,vz,roll_deg,pitch_deg,yaw_deg,thrust,vbat,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,rpm_m1,rpm_m2,rpm_m3,rpm_m4
0.012,-0.8260992169380188,-0.429706871509552,0.706765353679657,-0.21287834644317627,-1.3264086246490479,0.01802848093211651,-35.50529861450195,-10.9191312789917,-7.466485023498535,-0.0014321437338367105,3.1407625675201416,-281.52838134765625,355.7384033203125,-30.032367706298828,-0.038939446210861206,0.06591778248548508,1.1906764507293701,22944.0,25630.0,27186.0,26607.0
0.063,-0.8054347038269043,-0.5235991477966309,0.7211877107620239,0.1436067819595337,-1.1591850519180298,-0.06409377604722977,-50.948062896728516,-23.99562644958496,-19.591733932495117,-0.004056410398334265,3.2357773780822754,-185.95252990722656,292.3734436035156,-15.51430606842041,-0.00826322566717863,0.05819517374038696,1.1564605236053467,24009.0,23913.0,26338.0,28011.0
0.111,-0.7603650689125061,-0.586665153503418,0.7108911871910095,0.6054500341415405,-0.8740520477294922,-0.32338717579841614,-62.962799072265625,-30.32294464111328,-30.407535552978516,-0.002240673638880253,3.1671555042266846,-38.167877197265625,42.46232223510742,-17.127744674682617,-0.010577911511063576,0.05508975312113762,1.1520880460739136,25052.0,23932.0,26281.0,28129.0
0.161,-0.7041435837745667,-0.6283875703811646,0.6872785687446594,1.0311999320983887,-0.5229374170303345,-0.5645539164543152,-60.94778823852539,-29.96253204345703,-28.623878479003906,0.0017695202259346843,3.0668623447418213,99.84465026855469,-200.5653076171875,-8.195260047912598,-0.051460690796375275,0.01465812511742115,1.2075402736663818,25706.0,26041.0,27051.0,27297.0
0.212,-0.6443545818328857,-0.6444219946861267,0.6549627780914307,1.3436051607131958,-0.11552195996046066,-0.7066292762756348,-50.401058197021484,-23.085695266723633,-18.025075912475586,0.005143044050782919,3.1302053928375244,140.5502166748047,-296.8879089355469,-3.370774984359741,-0.08074139058589935,-0.01905049942433834,1.2378860712051392,25273.0,27535.0,27573.0,25402.0
0.2619,-0.5720193982124329,-0.6402438282966614,0.6182902455329895,1.5276730060577393,0.278296560049057,-0.7452391982078552,-40.1645622253418,-12.823731422424316,-7.3874287605285645,0.005980981979519129,3.1829912662506104,126.14537811279297,-235.7469024658203,-1.4104561805725098,-0.10936020314693451,-0.04401307925581932,1.2518742084503174,24762.0,28182.0,27726.0,23923.0
0.312,-0.4936206638813019,-0.6174413561820984,0.5813014507293701,1.5938900709152222,0.6270360946655273,-0.7267507910728455,-33.38408279418945,-4.613546371459961,-1.2401796579360962,0.004623791202902794,3.161876916885376,85.52588653564453,-110.25686645507812,0.11060301214456558,-0.11927783489227295,-0.05501251667737961,1.2555128335952759,24916.0,28530.0,27842.0,23492.0
0.361,-0.4135490357875824,-0.5782050490379333,0.5460225343704224,1.604967713356018,0.9382515549659729,-0.6803163886070251,-29.540176391601562,-1.1613465547561646,0.930496871471405,0.002600643318146467,3.1196482181549072,42.90172576904297,-10.646753311157227,1.544661521911621,-0.1172926053404808,-0.07322990149259567,1.2648286819458008,25630.0,28248.0,27855.0,24340.0
0.412,-0.3331965506076813,-0.5239136815071106,0.5135276913642883,1.61018967628479,1.231233835220337,-0.6169766187667847,-27.63079833984375,-1.1776055097579956,1.0498963594436646,0.001337071182206273,3.124926805496216,33.851585388183594,11.254948616027832,0.9184637069702148,-0.10382167249917984,-0.08598389476537704,1.2774804830551147,26385.0,27777.0,27829.0,25348.0
0.462,-0.2524661719799042,-0.4553546607494354,0.48456358909606934,1.6182477474212646,1.5074844360351562,-0.537476658821106,-25.48077964782715,-1.2930830717086792,1.0019612312316895,0.0013271572533994913,3.1143696308135986,73.08651733398438,-31.38556480407715,-2.147104024887085,-0.1011216938495636,-0.0896044448018074,1.2958872318267822,26560.0,27790.0,27688.0,26075.0
0.511,-0.17008599638938904,-0.37195897102355957,0.45987218618392944,1.6062450408935547,1.755170464515686,-0.42433300614356995,-21.198915481567383,0.9332616329193115,1.8234010934829712,0.002161797136068344,3.10909104347229,117.79834747314453,-92.03990173339844,-6.465614318847656,-0.1049344390630722,-0.10028025507926941,1.3282734155654907,26560.0,28169.0,27739.0,25740.0
0.5611,-0.09108803421258926,-0.27939531207084656,0.44207486510276794,1.54373037815094,1.935472011566162,-0.2827475666999817,-14.760289192199707,5.961380958557129,3.004713296890259,0.0028966327663511038,3.14604115486145,154.51712036132812,-116.15750122070312,-15.940927505493164,-0.1114940196275711,-0.12038517743349075,1.355741024017334,26315.0,28462.0,27497.0,25020.0
0.6121,-0.0167618989944458,-0.17996087670326233,0.4316766560077667,1.420691728591919,2.0262951850891113,-0.13586774468421936,-6.753863334655762,11.667652130126953,3.189580202102661,0.002919452264904976,3.1671555042266846,162.5283660888672,-102.31683349609375,-21.650699615478516,-0.09032522141933441,-0.1210007444024086,1.3245248794555664,25974.0,28571.0,26978.0,24570.0
0.661,0.050100669264793396,-0.07840104401111603,0.4282248318195343,1.2463997602462769,2.0220277309417725,-0.005946996156126261,1.4275453090667725,16.6633358001709,2.284222364425659,0.0029451691079884768,3.1565983295440674,138.602294921875,-90.6518783569336,-25.706710815429688,-0.08343569934368134,-0.10627476871013641,1.318457841873169,25873.0,28585.0,26821.0,24183.0
0.7109,0.10715998709201813,0.0209211278706789,0.43061208724975586,1.030189037322998,1.9408092498779297,0.09488066285848618,8.446798324584961,20.90020751953125,0.4060852527618408,0.0030035893432796,3.1407625675201416,101.43714141845703,-76.55594635009766,-28.500415802001953,-0.0585901141166687,-0.10656443983316422,1.3003478050231934,25762.0,28517.0,27161.0,24067.0
0.7611,0.1525171399116516,0.11474303901195526,0.4373357594013214,0.7789779305458069,1.8042147159576416,0.17103156447410583,14.02387523651123,24.012666702270508,-1.8686158657073975,0.0026918889489024878,3.1196482181549072,88.56371307373047,-44.7596549987793,-32.123294830322266,-0.04702018201351166,-0.08529096841812134,1.307679295539856,25873.0,28409.0,27535.0,24350.0
0.812,0.18471559882164001,0.20050087571144104,0.44745078682899475,0.5076045989990234,1.6176741123199463,0.23001626133918762,19.54877281188965,25.246959686279297,-4.12790060043335,0.0020821266807615757,3.124926805496216,105.25178527832031,-2.7797796726226807,-31.82485580444336,-0.034909579902887344,-0.08821432292461395,1.3115565776824951,26490.0,28301.0,27522.0,24570.0
