t_unix,rpm_m1,rpm_m2,rpm_m3,rpm_m4,motor_m1,marker
1784733016.5014296,788,777,719,932,0,0.0
1784733016.5109217,788,777,719,0,218,0.0
1784733016.5213096,788,777,719,0,218,0.0
1784733016.5308654,788,777,719,0,436,0.0
1784733016.5411026,788,777,719,0,436,0.0
1784733016.5512476,788,777,719,0,654,0.0
1784733016.5613284,788,777,719,0,654,0.0
1784733016.5715017,0,0,0,0,872,0.0
1784733016.580792,0,0,0,0,872,0.0
1784733016.5913913,0,0,0,0,1090,0.0
1784733016.601397,0,0,0,0,1090,0.0
1784733016.6115668,0,0,0,0,1308,0.0
1784733016.6208737,0,0,0,0,1308,0.0
1784733016.6307545,0,0,0,0,1526,0.0
1784733016.6413374,0,0,0,0,1526,0.0
1784733016.651197,0,0,0,0,1744,0.0
1784733016.6613228,0,0,0,0,1744,0.0
1784733016.6708653,0,0,0,0,1744,0.0
1784733016.6816683,0,0,0,0,1962,0.0
1784733016.6917043,0,0,0,0,2180,0.0
1784733016.7012846,0,0,0,0,2180,0.0
1784733016.7115006,0,0,0,0,2180,0.0
1784733016.720649,0,0,0,0,2398,0.0
1784733016.7319758,0,0,0,0,2398,0.0
1784733016.741078,0,0,0,0,2616,0.0
1784733016.7510417,0,0,0,0,2616,0.0
1784733016.7615921,0,0,0,0,2834,0.0
1784733016.7707863,0,0,0,0,2834,0.0
1784733016.7813773,0,0,0,0,3052,0.0
1784733016.791015,0,0,0,0,3052,0.0
1784733016.8016436,0,0,0,0,3270,0.0
1784733016.81135,0,0,0,0,3270,0.0
1784733016.8219056,0,0,0,0,3488,0.0
1784733016.8308742,0,0,0,0,3488,0.0
1784733016.8420076,780,0,0,0,3706,0.0
1784733016.8508644,780,0,0,1202,3706,0.0
1784733016.8608842,1093,681,810,1202,3924,0.0
1784733016.871118,1093,681,810,1202,3924,0.0
1784733016.881115,1339,901,1289,1386,4142,0.0
1784733016.891582,1339,901,1289,1386,4142,0.0
1784733016.9015882,1532,901,1274,1116,4360,0.0
1784733016.9107382,1532,1157,1274,1116,4360,0.0
1784733016.9214003,1914,1157,1447,1396,4578,0.0
1784733016.9309573,2228,1310,1917,1714,4578,0.0
1784733016.941229,2308,1310,1917,1714,4796,0.0
1784733016.9510076,2308,1828,2192,2112,4796,0.0
1784733016.9609003,2218,2180,2221,2254,5014,0.0
1784733016.9713817,2122,2334,2221,2191,5014,0.0
1784733016.9816864,2122,2295,2132,2191,5232,0.0
1784733016.9913926,2038,2295,2051,2095,5232,0.0
1784733017.0011187,1964,2214,2051,2010,5450,0.0
1784733017.0108542,1964,2145,1986,2010,5450,0.0
1784733017.0228157,1906,2145,1933,1940,5668,0.0
1784733017.031289,1863,2087,1933,1940,5668,0.0
1784733017.0413022,1863,2040,1889,1879,5886,0.0
1784733017.0511024,1836,2040,1863,1840,5886,0.0
1784733017.0619724,1836,2004,1863,1840,6104,0.0
1784733017.0707667,1830,1978,1852,1818,6104,0.0
1784733017.081451,1839,1978,1852,1818,6322,0.0
1784733017.0912025,1839,1970,1858,1810,6322,0.0
1784733017.1025977,1866,1980,1884,1823,6540,0.0
1784733017.1108563,1908,1980,1884,1823,6540,0.0
1784733017.1207926,1908,2004,1922,1852,6758,0.0
1784733017.1312637,1956,2037,1968,1894,6758,0.0
1784733017.141999,2012,2037,1968,1894,6976,0.0
1784733017.1509986,2012,2069,2022,1946,6976,0.0
1784733017.1608467,2080,2112,2087,2011,7194,0.0
1784733017.1707222,2156,2174,2159,2011,7194,0.0
1784733017.182013,2232,2174,2159,2082,7412,0.0
1784733017.1911275,2232,2242,2235,2160,7412,0.0
1784733017.2010124,2311,2316,2315,2242,7630,0.0
1784733017.2108862,2393,2391,2391,2242,7630,0.0
1784733017.2213957,2472,2464,2468,2315,7848,0.0
1784733017.2311065,2557,2464,2468,2399,7848,0.0
1784733017.2408915,2641,2540,2549,2489,8066,0.0
1784733017.2513685,2724,2618,2627,2563,8066,0.0
1784733017.261008,2724,2698,2714,2647,8284,0.0
1784733017.2708786,2804,2778,2800,2732,8284,0.0
1784733017.2813911,2889,2857,2873,2732,8502,0.0
1784733017.291147,2973,2932,2949,2813,8502,0.0
1784733017.3009043,3115,3006,3023,2894,8720,0.0
1784733017.311332,3191,3079,3099,2972,8720,0.0
1784733017.3212242,3254,3154,3173,3127,8938,0.0
1784733017.3308678,3325,3224,3243,3199,8938,0.0
1784733017.3413465,3404,3362,3387,3261,9156,0.0
1784733017.3511364,3474,3432,3461,3332,9156,0.0
1784733017.3614635,3540,3499,3531,3407,9374,0.0
1784733017.3706186,3676,3562,3595,3467,9374,0.0
1784733017.381176,3749,3629,3661,3531,9592,0.0
1784733017.3908262,3811,3747,3789,3683,9592,0.0
1784733017.4014363,3930,3806,3862,3745,9810,0.0
1784733017.41115,4005,3872,3912,3805,9810,0.0
1784733017.4216266,4082,4005,4039,3862,10028,0.0
1784733017.4306684,4196,4074,4104,4006,10028,0.0
1784733017.4419205,4251,4133,4151,4074,10246,0.0
1784733017.4509091,4376,4246,4292,4187,10246,0.0
1784733017.4606965,4429,4308,4337,4238,10464,0.0
1784733017.4711065,4533,4426,4450,4313,10464,0.0
1784733017.4806006,4593,4484,4507,4414,10682,0.0
1784733017.4918709,4700,4585,4617,4475,10682,0.0
1784733017.5008533,4756,4642,4670,4589,10900,0.0
1784733017.5112748,4853,4742,4782,4698,10900,0.0
1784733017.5208044,4951,4796,4882,4746,11118,0.0
1784733017.5309532,4999,4893,4931,4843,11118,0.0
1784733017.5408895,5095,4997,5020,4896,11336,0.0
1784733017.5507522,5186,5050,5099,5001,11336,0.0
1784733017.5611975,5245,5138,5160,5089,11554,0.0
1784733017.5711367,5321,5227,5256,5183,11554,0.0
1784733017.580867,5425,5315,5344,5242,11772,0.0
1784733017.591359,5515,5390,5439,5330,11772,0.0
1784733017.6014385,5592,5440,5516,5407,11990,0.0
1784733017.6109548,5661,5512,5600,5503,11990,0.0
1784733017.6209688,5765,5600,5638,5580,12208,0.0
1784733017.631074,5836,5678,5710,5665,12208,0.0
1784733017.6410494,5857,5746,5788,5675,12426,0.0
1784733017.6510954,5955,5830,5860,5794,12426,0.0
1784733017.6613483,6072,5888,5936,5839,12644,0.0
1784733017.671912,6118,5972,6012,5926,12644,0.0
1784733017.681326,6195,6048,6079,5991,12862,0.0
1784733017.6907847,6279,6103,6141,6072,12862,0.0
1784733017.7011852,6339,6182,6179,6100,13080,0.0
1784733017.710934,6402,6243,6306,6231,13080,0.0
1784733017.721332,6491,6317,6372,6291,13298,0.0
1784733017.7311032,6549,6371,6431,6345,13298,0.0
1784733017.7414465,6643,6448,6468,6434,13516,0.0
1784733017.7512515,6724,6548,6595,6490,13516,0.0
1784733017.7618613,6778,6615,6593,6548,13734,0.0
1784733017.77165,6818,6675,6713,6637,13734,0.0
1784733017.7806187,6941,6738,6801,6721,13734,0.0
1784733017.7912169,6979,6811,6843,6781,13952,0.0
1784733017.8006713,7061,6880,6896,6839,13952,0.0
1784733017.811236,7156,6950,7020,6893,14170,0.0
1784733017.8208914,7186,7026,7048,6984,14170,0.0
1784733017.831371,7253,7077,7123,7004,14388,0.0
1784733017.8412845,7321,7140,7188,7081,14388,0.0
1784733017.8511975,7380,7216,7234,7153,14606,0.0
1784733017.861099,7450,7273,7329,7208,14606,0.0
1784733017.8717644,7468,7369,7414,7279,14824,0.0
1784733017.88116,7584,7408,7471,7364,14824,0.0
1784733017.8909028,7613,7511,7515,7439,15042,0.0
1784733017.900668,7723,7554,7599,7482,15042,0.0
1784733017.9108722,7727,7618,7649,7552,15260,0.0
1784733017.9208374,7859,7660,7722,7588,15260,0.0
1784733017.9308538,7898,7724,7807,7659,15478,0.0
1784733017.9407206,7958,7767,7842,7761,15478,0.0
1784733017.9506297,8017,7852,7910,7787,15696,0.0
1784733017.9612772,8073,7920,7944,7857,15696,0.0
1784733017.971084,8155,7960,8023,7913,15914,0.0
1784733017.9807134,8200,8031,8075,7980,15914,0.0
1784733017.9905767,8246,8090,8091,8065,16132,0.0
1784733018.0009723,8379,8125,8239,8097,16132,0.0
1784733018.010964,8364,8182,8259,8138,16350,0.0
1784733018.0209296,8440,8269,8319,8242,16350,0.0
1784733018.0309107,8480,8328,8383,8318,16568,0.0
1784733018.040724,8531,8361,8417,8322,16568,0.0
1784733018.0514119,8580,8424,8475,8355,16786,0.0
1784733018.061119,8639,8476,8538,8465,16786,0.0
1784733018.0709116,8712,8548,8580,8526,17004,0.0
1784733018.0809858,8800,8581,8641,8556,17004,0.0
1784733018.090732,8836,8629,8705,8616,17222,0.0
1784733018.1011298,8857,8658,8760,8665,17222,0.0
1784733018.1109638,8933,8731,8827,8689,17440,0.0
1784733018.1208334,8956,8793,8858,8750,17440,0.0
1784733018.1313562,9032,8848,8935,8861,17658,0.0
1784733018.1411052,9110,8911,8947,8874,17658,0.0
1784733018.151808,9174,8965,9064,8892,17876,0.0
1784733018.1608691,9239,9022,9125,8972,17876,0.0
1784733018.1714773,9303,9053,9181,9038,18094,0.0
1784733018.1806877,9325,9115,9239,9118,18094,0.0
1784733018.1906784,9382,9177,9270,9170,18312,0.0
1784733018.2011,9459,9252,9313,9189,18312,0.0
1784733018.2117717,9492,9313,9382,9218,18530,0.0
1784733018.220674,9623,9367,9447,9244,18530,0.0
1784733018.2320101,9621,9439,9472,9300,18748,0.0
1784733018.2408366,9685,9457,9529,9433,18748,0.0
1784733018.2506754,9697,9522,9600,9462,18966,0.0
1784733018.2606714,9771,9561,9638,9517,18966,0.0
1784733018.2707589,9876,9607,9680,9604,19184,0.0
1784733018.2812297,9879,9637,9730,9629,19184,0.0
1784733018.2907484,9942,9700,9839,9748,19402,0.0
1784733018.301155,9937,9732,9831,9754,19402,0.0
1784733018.3111057,9993,9784,9883,9803,19620,0.0
1784733018.3208783,9948,9823,9918,9842,19620,0.0
1784733018.3307147,10097,9889,9966,9942,19838,0.0
1784733018.3411388,10124,9927,10018,9966,19838,0.0
1784733018.3509576,10195,9945,10062,9950,20056,0.0
1784733018.3605874,10249,9988,10114,10021,20056,0.0
1784733018.370991,10353,10033,10166,10075,20274,0.0
1784733018.3811429,10360,10070,10202,10089,20274,0.0
1784733018.3915753,10456,10133,10185,10150,20492,0.0
1784733018.4008863,10380,10179,10238,10162,20492,0.0
1784733018.4106665,10515,10162,10380,10272,20710,0.0
1784733018.4211826,10580,10230,10405,10288,20710,0.0
1784733018.4308755,10617,10247,10474,10343,20928,0.0
1784733018.440782,10678,10273,10530,10387,20928,0.0
1784733018.4513984,10676,10348,10643,10489,21146,0.0
1784733018.4606867,10801,10395,10608,10544,21146,0.0
1784733018.4717112,10816,10405,10699,10565,21364,0.0
1784733018.4808202,10806,10493,10801,10548,21364,0.0
1784733018.4913766,10826,10555,10777,10672,21582,0.0
1784733018.5008252,10924,10598,10847,10714,21582,0.0
1784733018.5104566,10938,10672,10766,10771,21800,0.0
1784733018.521136,11001,10721,10863,10760,21800,0.0
1784733018.530839,11119,10766,10934,10919,22018,0.0
1784733018.5407786,11092,10810,10903,10930,22018,0.0
1784733018.550687,11229,10828,11027,10909,22236,0.0
1784733018.5605853,11214,10885,11045,10926,22236,0.0
1784733018.5706382,11221,10946,11139,10984,22454,0.0
1784733018.581106,11280,10995,11189,11037,22454,0.0
1784733018.5908263,11359,11049,11150,11102,22672,0.0
1784733018.6008346,11389,11051,11194,11144,22672,0.0
1784733018.612062,11411,11084,11246,11175,22890,0.0
1784733018.6217055,11454,11129,11282,11217,22890,0.0
1784733018.6311316,11450,11206,11320,11284,23108,0.0
1784733018.6408317,11545,11221,11329,11261,23108,0.0
1784733018.6505814,11614,11299,11474,11333,23326,0.0
1784733018.6611404,11648,11329,11430,11389,23326,0.0
1784733018.6709049,11691,11357,11411,11428,23544,0.0
1784733018.6807287,11639,11419,11525,11527,23544,0.0
1784733018.6911843,11750,11481,11578,11522,23762,0.0
1784733018.7008798,11804,11556,11551,11569,23762,0.0
1784733018.7106025,11799,11580,11730,11616,23980,0.0
1784733018.7211387,11881,11612,11693,11603,23980,0.0
1784733018.7309406,11914,11643,11725,11705,24198,0.0
1784733018.7405055,11976,11673,11771,11741,24198,0.0
1784733018.750817,11997,11705,11827,11797,24416,0.0
1784733018.7606304,12113,11727,11871,11836,24416,0.0
1784733018.7713256,12026,11806,11990,11911,24416,0.0
1784733018.7806604,12072,11892,11966,11850,24634,0.0
1784733018.7912016,12148,11909,11990,12012,24852,0.0
1784733018.8011632,12205,11914,12019,12038,24852,0.0
1784733018.8116188,12272,11959,12099,12024,24852,0.0
1784733018.8207033,12279,12007,12145,12004,25070,0.0
1784733018.8304274,12277,12028,12167,12170,25070,0.0
1784733018.8410912,12254,12096,12217,12202,25288,0.0
1784733018.8515902,12440,12165,12257,12227,25288,0.0
1784733018.860875,12486,12182,12277,12249,25506,0.0
1784733018.870641,12437,12227,12325,12317,25506,0.0
1784733018.88165,12505,12217,12355,12320,25724,0.0
1784733018.8906174,12536,12282,12492,12417,25724,0.0
1784733018.9012341,12560,12315,12435,12455,25942,0.0
1784733018.9109266,12714,12345,12448,12458,25942,0.0
1784733018.9213789,12620,12363,12494,12526,26160,0.0
1784733018.9312232,12738,12414,12513,12562,26160,0.0
1784733018.9417849,12795,12474,12533,12481,26378,0.0
1784733018.950654,12812,12541,12573,12594,26378,0.0
1784733018.9604998,12861,12536,12730,12687,26596,0.0
1784733018.9709322,12892,12539,12536,12703,26596,0.0
1784733018.9808319,12886,12599,12676,12626,26814,0.0
1784733018.9906769,12964,12650,12733,12787,26814,0.0
1784733019.0011313,13009,12671,12738,12730,27032,0.0
1784733019.0111175,13012,12736,12806,12867,27032,0.0
1784733019.0210183,12933,12728,12845,12906,27250,0.0
1784733019.030679,13109,12836,12858,12847,27250,0.0
1784733019.0406423,13189,12831,12889,12919,27468,0.0
1784733019.0510185,13215,12850,12933,12931,27468,0.0
1784733019.061413,13157,12834,13009,13063,27686,0.0
1784733019.0706432,13250,12900,13043,13051,27686,0.0
1784733019.0810645,13315,12950,13086,13126,27904,0.0
1784733019.09108,13348,12981,13094,13129,27904,0.0
1784733019.1011415,13368,13012,13086,13091,28122,0.0
1784733019.1109693,13374,13043,13155,13204,28122,0.0
1784733019.12086,13413,13057,13227,13245,28340,0.0
1784733019.1306977,13474,13083,13268,13342,28340,0.0
1784733019.1410186,13519,13172,13239,13315,28558,0.0
1784733019.1507843,13522,13204,13256,13360,28558,0.0
1784733019.1610277,13673,13250,13324,13380,28776,0.0
1784733019.170904,13686,13312,13357,13401,28776,0.0
1784733019.1815908,13692,13351,13407,13477,28994,0.0
1784733019.1905856,13720,13386,13440,13486,28994,0.0
1784733019.2013543,13815,13371,13351,13574,29212,0.0
1784733019.211149,13844,13446,13510,13534,29212,0.0
1784733019.2210906,13729,13464,13574,13611,29430,0.0
1784733019.2309065,13821,13501,13596,13590,29430,0.0
1784733019.2416112,13904,13534,13658,13574,29648,0.0
1784733019.250652,13755,13608,13786,13683,29648,0.0
1784733019.2615979,13853,13667,13761,13745,29866,0.0
1784733019.2706294,13904,13661,13786,13676,29866,0.0
1784733019.2816062,13930,13661,13808,13774,30084,0.0
1784733019.290623,14048,13670,13947,13818,30084,0.0
1784733019.3006015,14091,13704,13783,13708,30302,0.0
1784733019.3105965,14071,13739,13924,13767,30302,0.0
1784733019.3208303,14064,13796,13850,13796,30520,0.0
1784733019.330889,14150,13824,13898,13828,30520,0.0
1784733019.340433,14140,13812,13947,13863,30738,0.0
1784733019.3509815,14154,13860,14054,13847,30738,0.0
1784733019.3608387,14164,13834,14005,14002,30956,0.0
1784733019.3706796,14134,13911,14018,14077,30956,0.0
1784733019.3809118,14385,13927,14077,14041,31174,0.0
1784733019.390623,14405,13966,14120,14150,31174,0.0
1784733019.4004283,14461,13959,14147,14207,31392,0.0
1784733019.4108849,14323,14021,14187,14234,31392,0.0
1784733019.4207494,14357,14074,14197,14367,31610,0.0
1784733019.4311507,14454,14081,14231,14312,31610,0.0
1784733019.440887,14433,14144,14224,14224,31828,0.0
1784733019.4512072,14577,14184,14234,14218,31828,0.0
1784733019.4611664,14648,14234,14285,14261,32046,0.0
1784733019.471181,14648,14224,14360,14381,32046,0.0
1784733019.4809718,14731,14289,14416,14457,32264,0.0
1784733019.4907248,14630,14295,14464,14457,32264,0.0
1784733019.500918,14691,14371,14461,14405,32482,0.0
1784733019.5112023,14716,14430,14464,14447,32482,0.0
1784733019.5213163,14752,14436,14450,14691,32700,0.0
1784733019.5308547,14818,14440,14412,14566,32700,0.0
1784733019.5409093,14844,14416,14716,14573,32700,0.0
1784733019.5507114,14925,14527,14630,14503,32700,0.0
1784733019.5603414,14792,14545,14447,14556,32700,0.0
1784733019.570754,15000,14605,14566,14684,32700,0.0
1784733019.580383,14814,14627,14580,14731,32700,0.0
1784733019.5908427,14970,14630,14734,14687,32700,0.0
1784733019.6005924,14847,14580,14662,14552,32700,0.0
1784733019.6104977,14996,14616,14612,14662,32700,0.0
1784733019.6208901,14847,14584,14616,14749,32700,0.0
1784733019.630469,15011,14627,14771,14584,32700,0.0
1784733019.6407282,14866,14634,14659,14598,32700,0.0
1784733019.6511447,14955,14644,14680,14612,32700,0.0
1784733019.6614618,14958,14648,14684,14829,32700,0.0
1784733019.6703644,14855,14594,14541,14760,32700,0.0
1784733019.6807163,15026,14573,14659,14687,32700,0.0
1784733019.6903617,14895,14602,14637,14756,32700,0.0
1784733019.700663,15033,14594,14648,14609,32700,0.0
1784733019.710436,14921,14619,14587,14655,32700,0.0
1784733019.7206738,15026,14698,14659,14796,32700,0.0
1784733019.7304063,14966,14662,14673,14869,32700,0.0
1784733019.7408683,15026,14598,14602,14570,32700,0.0
1784733019.7506077,14903,14591,14602,14767,32700,0.0
1784733019.7609,15048,14652,14637,14796,32700,0.0
1784733019.7705727,14943,14673,14644,14785,32700,0.0
1784733019.7804081,15033,14691,14652,14655,32700,0.0
1784733019.7908974,14910,14627,14524,14655,32700,0.0
1784733019.8004994,14943,14612,14630,14800,32700,0.0
1784733019.8108838,14940,14662,14792,14778,32700,0.0
1784733019.8206527,14951,14760,14698,14666,32700,0.0
1784733019.8310225,15060,14698,14527,14803,32700,0.0
1784733019.8406417,14929,14684,14605,14836,32700,0.0
1784733019.851021,14996,14677,14623,14609,32700,0.0
1784733019.86064,14988,14684,14822,14652,32700,0.0
1784733019.8709154,14932,14687,14662,14792,32700,0.0
1784733019.8808994,14985,14695,14825,14687,32700,0.0
1784733019.8906112,15056,14666,14616,14662,32700,0.0
1784733019.900915,14921,14742,14734,14641,32700,0.0
1784733019.9105828,15098,14731,14705,14814,32700,0.0
1784733019.921146,14985,14605,14659,14702,32700,0.0
1784733019.9308987,14947,14623,14612,14637,32700,0.0
1784733019.9403963,15045,14680,14627,14796,32700,0.0
1784733019.9509058,14869,14727,14619,14789,32700,0.0
1784733019.960424,14988,14767,14577,14723,32700,0.0
1784733019.970823,14943,14723,14716,14619,32700,0.0
1784733019.9806035,15075,14623,14602,14818,32700,0.0
1784733019.9903789,14917,14648,14482,14829,32700,0.0
1784733020.0009515,14973,14641,14587,14619,32700,0.0
1784733020.0106087,14958,14584,14605,14627,32700,0.0
1784733020.020536,14895,14627,14738,14785,32700,0.0
1784733020.0303853,15041,14602,14552,14680,32700,0.0
1784733020.040624,14895,14637,14548,14778,32700,0.0
1784733020.0502548,15094,14630,14548,14756,32700,0.0
1784733020.0606942,14866,14573,14716,14587,32700,0.0
1784733020.0703745,15037,14627,14594,14594,32700,0.0
1784733020.0808713,14929,14637,14570,14749,32700,0.0
1784733020.0904734,15056,14602,14584,14814,32700,0.0
1784733020.1008441,14895,14584,14634,14749,32700,0.0
1784733020.1105056,15018,14623,14634,14630,32700,0.0
1784733020.1208756,14895,14598,14605,14623,32700,0.0
1784733020.130507,15011,14598,14598,14778,32700,0.0
1784733020.141474,15022,14556,14727,14778,32700,0.0
1784733020.150665,14910,14602,14662,14662,32700,0.0
1784733020.160427,14906,14634,14648,14781,32700,0.0
1784733020.1703565,14914,14602,14630,14634,32700,0.0
1784733020.1816034,15015,14612,14662,14673,32700,0.0
1784733020.190625,14877,14680,14627,14785,32700,0.0
1784733020.2003937,15033,14623,14731,14630,32700,0.0
1784733020.2107294,14858,14655,14669,14623,32700,0.0
1784733020.2203403,15003,14680,14630,14752,32700,0.0
1784733020.2307642,14903,14637,14454,14752,32700,0.0
1784733020.2403202,15022,14648,14602,14684,32700,0.0
1784733020.2506301,14910,14644,14648,14559,32700,0.0
1784733020.2602975,14932,14570,14503,14602,32700,0.0
1784733020.2706342,14888,14634,14580,14771,32700,0.0
1784733020.2803862,14752,14594,14548,14756,32700,0.0
1784733020.2907362,14977,14630,14716,14734,32700,0.0
1784733020.3005686,14888,14659,14517,14591,32700,0.0
1784733020.3108835,14973,14612,14570,14702,32700,0.0
1784733020.3211267,14818,14605,14587,14720,32700,0.0
1784733020.3308365,14855,14587,14602,14734,32700,0.0
1784733020.3405821,14789,14623,14534,14584,32700,0.0
1784733020.3503654,14962,14655,14545,14623,32700,0.0
1784733020.3608642,14847,14677,14594,14771,32700,0.0
1784733020.370435,15071,14587,14609,14756,32700,0.0
1784733020.380703,14858,14584,14563,14702,32700,0.0
1784733020.3904192,14888,14587,14634,14584,32700,0.0
1784733020.4009104,14866,14594,14659,14627,32700,0.0
1784733020.410621,14947,14630,14587,14745,32700,0.0
1784733020.4209354,14840,14644,14673,14602,32700,0.0
1784733020.4306247,14789,14637,14695,14612,32700,0.0
1784733020.4409533,14862,14587,14612,14702,32700,0.0
1784733020.4506323,14977,14563,14641,14774,32700,0.0
1784733020.4609861,14807,14541,14637,14745,32700,0.0
1784733020.4704566,14940,14556,14648,14752,32700,0.0
1784733020.4806342,14943,14545,14655,14763,32700,0.0
1784733020.4903033,14825,14559,14648,14774,32700,0.0
1784733020.5006983,14771,14580,14573,14609,32700,0.0
1784733020.5103877,14899,14598,14598,14627,32700,0.0
